longitude,latitude,point_id,distance_to_building_m,distance_to_park_m
-84.40403550663413,33.76884433334169,0,471.54625349641753,952.1998846992971
-84.40349608970708,33.76883297885452,1,451.9158520547668,905.8132188893975
-84.4029566730822,33.768821622013185,2,437.1498661678961,859.8317013277336
-84.40240365395691,33.76926076089982,3,378.2074461004627,794.3308445634868
-84.40402191228254,33.769294832000256,4,427.14456976259845,935.159125145469
-84.40348249253844,33.76928347732098,5,405.36964813507643,887.8826253709515
-84.4051143413946,33.76886703525353,6,523.0790885542928,1045.9726030033935
-84.4061931773631,33.76888972774865,7,558.2972240392905,1140.8035554162998
-84.40457492386332,33.7688556854747,8,495.4632186493071,998.9352598276062
-84.40565375922787,33.768878382678174,9,540.987942458499,1093.27293899618
-84.40617959427972,33.76934022717524,10,512.5266405355064,1116.5283793316676
-84.40564017332744,33.76932888191282,11,493.6149519361306,1078.4635775326165
-84.4072720145391,33.76891241082703,12,603.9465732479238,1203.2625760835963
-84.40673259580018,33.76890107046494,13,579.4166263165214,1182.1812689677138
-84.40671901553388,33.76935157008343,14,535.4543806358207,1136.628301668352
-84.40725843708988,33.76936291063739,15,561.9067807262975,1158.5388083510595
-84.40670543496577,33.76980206966416,16,492.64506557347454,1091.4647221109988
-84.4045613323288,33.76930618432534,17,453.40976536270244,982.7052570593975
-84.4051007526771,33.769317534296185,18,479.1468396706076,1030.483699606665
-84.40562658712506,33.76977938110971,19,446.8148248030428,1051.5315929656244
-84.40616601089447,33.76979072656407,20,467.62305775978814,1070.5171485354542
-84.40454774049216,33.76975668313818,21,413.1307657602068,968.786659265812
-84.40508716365761,33.76976803330107,22,430.8313488831356,1017.2190639577582
-84.40507357433607,33.7702185322682,23,382.88825794220514,987.320495158079
-84.40561300062072,33.77022988026882,24,400.7882914369794,1005.0323549310236
-84.40452055591268,33.77065768065061,25,321.5233856218394,924.0588884440433
-84.40613884321826,33.77069172522843,26,381.63707619731974,979.6681337163925
-84.40294307309654,33.76927212028749,27,388.8400953889985,840.9212350332851
-84.40292947280862,33.76972261852403,28,341.0179380524398,824.6129349294141
-84.40346889506762,33.76973397574965,29,359.751533591691,872.4525920409222
-84.40400831762882,33.76974533062105,30,384.12120192683733,920.5218945069754
-84.40345529729457,33.770184474140564,31,315.46438818481755,859.6577774209513
-84.40291587221843,33.770173116722795,32,293.9215003445993,811.0637837891314
-84.40399472267295,33.77019582920407,33,342.9952070522976,908.404385274895
-84.40237644744454,33.77016175695073,34,279.75331368306917,762.6515773714005
-84.40453414835346,33.77020718191328,35,370.42586370248904,957.2802933798454
-84.40398112741492,33.77064632774932,36,304.53624801116166,898.9085026347324
-84.4072448593389,33.769813410409995,37,521.2743971425864,1114.2636644489914
-84.40669185409583,33.770252569207145,38,451.31688149481147,1046.7409340731917
-84.40723128128616,33.77026391014485,39,482.226926785107,1070.4928105159674
-84.40615242720732,33.77024122591514,40,423.86211323598246,1024.8796557448243
-84.40667827292403,33.770703068712365,41,411.9158826905512,1002.5157986393701
-84.40721770293163,33.770714409841936,42,436.2719153933295,1027.2907090114982
-84.40666469145039,33.77115356817983,43,371.5103459543394,958.8583159011764
-84.40290227132594,33.770623614883775,44,247.9646399314934,800.4139118578881
-84.40236284373485,33.77061225491953,45,230.99465536787852,751.315777412828
-84.40344169921933,33.77063497249371,46,273.15635541731496,849.6172451190364
-84.40396753185475,33.7710968262568,47,263.828660848638,861.9558564493861
-84.4028886701312,33.771074113006996,48,203.91929027926756,792.7801708032792
-84.40342810084186,33.77108547080908,49,233.9038451930314,842.4294819895994
-84.40450696316981,33.771108179350165,50,273.006785550153,876.5022377432647
-84.40287506863416,33.77152461109243,51,163.3391907640092,788.2501938724789
-84.40341450216216,33.771535969086685,52,198.3222550886119,801.1889900297856
-84.4039539359924,33.77154732472653,53,214.5015411665453,813.8422709113684
-84.40505998471254,33.77066903119754,54,335.5460996063586,940.3047929355802
-84.40559941381441,33.77068037939016,55,355.83566634635747,958.8854873845671
-84.40612525892732,33.77114222450398,56,341.5181178471674,934.9443810586456
-84.40558582670614,33.771130878473755,57,312.42085131095797,913.1444143023301
-84.40504639478695,33.771119530089145,58,289.1002453303625,893.6131417289334
-84.40557223929589,33.77158137751959,59,271.2831642823841,867.8732999838862
-84.40503280455934,33.771570028942975,60,244.06294011857756,847.2991151440841
-84.40449337012481,33.77155867801196,61,224.80854577794435,829.2330891977155
-84.40447977677773,33.772009176635976,62,177.55745308222168,782.3035598008967
-84.40501921402966,33.772020527759025,63,201.3814431101168,801.4281839186622
-84.40720412427532,33.77116490950127,64,389.6134763584372,984.7322195779345
-84.40611167433444,33.77159272374177,65,301.9499296068185,890.7818695532832
-84.40665110967491,33.771604067609516,66,325.49748677542266,915.849667482874
-84.40719054531723,33.77161540912285,67,343.8955332083756,942.9044955516499
-84.40663752759757,33.77205456700145,68,278.233877695224,873.5856894918429
-84.40609808943965,33.77204322294179,69,261.49191807528274,847.2683651476843
-84.40717696605734,33.772065908706665,70,299.5490186254509,901.9092144909313
-84.40394033982788,33.77199782315846,71,164.84197937632476,765.9703554163391
-84.40286146683482,33.7719751091401,72,129.52337832047334,742.0741322471812
-84.40340090318024,33.7719864673265,73,152.20830209750017,752.5829590689996
-84.40284786473319,33.77242560715,74,87.80598585965205,692.9295276474537
-84.40392674336121,33.77244832155264,75,115.47660008188637,718.3884247611676
-84.40338730389607,33.772436965528556,76,106.61753308160547,704.1261637863962
-84.40391314659233,33.772898819909024,77,66.86673142931983,671.158157431409
-84.40283426232924,33.772876105122116,78,40.5879433460403,643.9166427595584
-84.40229482065114,33.772864744196866,79,45.973062745227075,635.5482281416598
-84.40337370430966,33.772887463692825,80,62.55662976956657,655.8696501469633
-84.40133842502138,33.76878753736422,81,418.14463927787904,725.0858265663462
-84.40079900960592,33.768776171106275,82,422.0146735528839,681.5881622952926
-84.4018778407393,33.76879890126803,83,420.2302868892331,769.3740889817267
-84.40241725675958,33.76881026281769,84,427.54233960839315,814.3239660605452
-84.40186423511959,33.76924939915793,85,370.520961252216,748.1807654016458
-84.40078539835218,33.769226668611594,86,372.54351880341625,657.5715869040271
-84.40132481658466,33.76923803506186,87,368.1538103363793,702.5577732903829
-84.39756252346795,33.76870792412173,88,344.34008178897795,449.9335790345345
-84.39810193706744,33.76871930450448,89,367.28594058465745,483.350037186112
-84.39864135096974,33.76873068253308,90,393.52221045863485,519.4365133065274
-84.39862772844805,33.7691811792688,91,353.61988136540447,487.4959079588308
-84.39808831172877,33.769169801047674,92,324.1700981369267,448.8487800708317
-84.3975488953123,33.769158420472394,93,299.6015735547588,412.6477849977853
-84.3991807651748,33.76874205820758,94,424.05247092187665,557.6749270515071
-84.39972017968256,33.76875343152794,95,446.76534710189816,597.6523715074227
-84.40025959449295,33.76876480249418,96,431.68024049416385,639.0425573270502
-84.39970656279483,33.76920392864855,97,400.36428921473373,570.1108015902764
