longitude,latitude,point_id,distance_to_building_m,distance_to_park_m,distance_to_library_m,distance_to_parking_m,distance_to_footway_m,distance_to_grass_m,distance_to_fitness_centre_m,distance_to_wood_m,distance_to_wetland_m
-84.39854599,33.77188416,68,175.2937058,386.8850912,346.0207585,162.1312748,72.58463156,262.1810968,705.9008962,644.1397342,1005.129683
-84.40234924,33.77106275,69,182.9074769,743.1778834,679.1622294,168.9490348,183.6297625,480.6018098,1036.910716,737.3863257,1167.120194
-84.40127038,33.77104003,70,168.2450085,644.1578227,597.2837323,154.9718314,185.8168471,464.1874241,937.2326478,721.1800425,1138.817247
-84.40071734,33.77147916,71,131.3397006,588.7191491,527.2430934,123.6500792,160.7405401,403.9630285,892.8937002,668.1966628,1078.79276
-84.40125677,33.77149052,72,118.315982,638.574404,568.1059017,105.7848224,137.7222357,414.286127,942.4426928,671.4206953,1090.378939
-84.4017962,33.77150189,73,123.4047387,688.4506535,610.282996,105.7311487,129.3383955,420.5794366,992.0369442,678.3249368,1104.109887
-84.40232203,33.77196375,74,92.99663265,734.824418,630.8972783,83.39462998,88.97391607,385.1027918,1048.746662,640.4285956,1072.945742
-84.40124316,33.77194102,75,68.49058558,636.8792965,541.8757574,58.00507549,91.68930008,364.4118897,950.2586081,621.699965,1042.088163
-84.4017826,33.77195239,76,74.06984523,686.8786438,585.9439872,57.38195609,79.54027015,371.5509289,999.4651028,629.1500745,1056.446947
-84.40230843,33.77241425,77,61.19630687,685.1600089,611.4870372,44.61535551,50.14570541,338.3300024,1058.141179,592.3292011,1026.27193
-84.40122955,33.77239152,78,19.57674695,639.1034402,519.1477221,14.13426408,53.35205045,314.5775829,960.6167891,572.0279213,993.9664225
-84.39908542,33.77189554,79,188.5848348,436.8834017,380.2119728,187.1936895,83.60188821,279.0793924,754.4767357,631.8504309,1007.679558
-84.40070372,33.77192965,80,89.12017533,586.8800605,498.9271659,76.74811628,123.6003025,364.0631235,901.1394747,618.2166906,1029.958896
-84.39962486,33.77190691,81,171.5963179,486.8820593,417.6025901,142.9016854,107.2014924,303.3672477,803.2273738,623.3409476,1012.694675
-84.40016429,33.77191828,82,127.2550627,536.8809668,457.4086819,103.9245205,134.5345035,333.4337516,852.1228101,618.7672476,1020.138675
-84.40069011,33.77238015,83,60.28842641,589.2929444,474.1448489,33.31700539,86.1771387,314.1735002,912.0556705,568.2402423,981.2424965
-84.39961124,33.77235741,84,140.0122824,489.7878199,387.8289552,123.8999366,92.32983557,263.0019107,815.4553374,573.8109735,963.1054006
-84.40015067,33.77236878,85,108.0713133,539.517508,430.2468107,75.70078315,85.60791006,297.1807274,863.6587733,568.8391716,970.9296704
-84.3990718,33.77234603,86,139.001311,440.1193879,347.3173562,150.052746,83.65428795,234.5711519,767.481816,583.043792,957.8306742
-84.39959762,33.7728079,87,91.48671366,497.7249014,362.3483399,95.05694396,43.14809017,226.5134059,830.5182722,524.3702219,913.5609019
-84.40013706,33.77281928,88,96.52484857,546.7331254,407.4277103,74.68265499,39.47019014,265.4330476,877.8950221,518.9249459,921.8058003
-84.40349609,33.76883298,89,451.9158521,905.8132189,911.4438899,438.1008311,451.5618738,748.7797292,1145.156981,926.941931,1436.080369
-84.40295667,33.76882162,90,437.1498662,859.8317013,875.1566634,421.2529223,438.541244,735.1306112,1095.619426,943.4747646,1420.279696
-84.40403551,33.76884433,91,471.5462535,952.1998847,948.9787898,459.7941407,469.5719636,765.4574778,1194.709732,912.8516064,1453.430163
-84.40402191,33.76929483,92,427.1445698,935.1591251,917.403371,415.8602291,422.4947572,719.0884373,1188.866486,864.6208443,1406.940208
-84.40294307,33.76927212,93,388.8400954,840.921235,840.813527,373.5875234,389.7648736,686.71686,1089.371956,896.8922904,1372.667448
-84.40240365,33.76926076,94,378.2074461,794.3308446,804.4480146,360.6789764,381.2177246,675.5190436,1039.661063,916.7000974,1357.970365
-84.40348249,33.76928348,95,405.3696481,887.8826254,878.5204415,392.4868804,404.3591966,701.3088572,1139.108155,879.4842196,1389.00984
-84.4067326,33.76890107,96,579.4166263,1182.181269,1150.845075,566.7370564,565.8053962,883.3524274,1442.744608,882.4293825,1561.448462
-84.40727201,33.76891241,97,603.9465732,1203.262576,1193.375635,587.0546172,584.562325,913.1307381,1492.430278,884.7363037,1586.900662
-84.40619318,33.76888973,98,558.297224,1140.803555,1108.937945,549.6504736,539.1125033,855.4620255,1393.08143,882.9523788,1537.201642
-84.40671902,33.76935157,99,535.4543806,1136.628302,1124.868618,520.849799,520.7910875,843.0202598,1437.909656,832.437844,1518.269676
-84.40617959,33.76934023,100,512.5266405,1116.528379,1081.955816,502.2045089,496.463131,813.7486864,1388.073502,832.9922282,1493.321933
-84.40511434,33.76886704,101,523.0790886,1045.972603,1027.240138,512.8180312,496.6441189,806.1158783,1293.832913,892.441303,1492.556218
-84.40457492,33.76885569,102,495.4632186,998.9352598,987.6191181,484.4894731,481.8318438,784.9492865,1244.253783,901.3183496,1472.274313
-84.40565376,33.76887838,103,540.9879425,1093.272939,1067.727656,535.042,515.8961485,829.6499522,1343.44324,886.3002827,1514.218107
-84.40510075,33.76931753,104,479.1468397,1030.4837,998.1113907,468.6144315,449.9874778,761.704967,1288.439282,843.0436693,1447.323589
-84.40564017,33.76932888,105,493.6149519,1078.463578,1039.676569,487.9898778,471.1498544,786.5689357,1338.249572,836.5401008,1469.652335
-84.40456133,33.76930618,106,453.4097654,982.7052571,957.3190294,442.9356767,433.584219,739.3904401,1238.64428,852.4352858,1426.398668
-84.40725844,33.76936291,107,561.9067807,1158.538808,1168.345166,541.5373024,538.1628055,874.1735482,1487.756805,834.8829116,1544.429703
-84.40670543,33.76980207,108,492.6450656,1091.464722,1100.551874,475.3284322,473.4231197,803.7753454,1434.801853,782.4473869,1475.52171
-84.40724486,33.76981341,109,521.2743971,1114.263664,1144.95216,496.5346335,492.3184219,836.3916785,1484.753343,785.0481675,1502.413108
-84.40723128,33.77026391,110,482.2269268,1070.492811,1123.298922,452.5821855,447.047082,799.9516781,1483.430034,735.2358631,1460.899443
-84.40669185,33.77025257,111,451.3168815,1046.740934,1078.007166,429.8070653,426.6562359,765.784861,1433.432431,732.4582325,1433.23336
-84.4072177,33.77071441,112,436.2719154,1027.290709,1103.487875,410.0178374,402.3323594,765.0453155,1483.791374,685.4508906,1419.932822
-84.40667827,33.77070307,113,411.9158827,1002.515799,1057.347847,384.736725,380.6543492,729.244884,1433.806371,682.4706671,1391.452443
-84.40616601,33.76979073,114,467.6230578,1070.517149,1056.651981,455.3054958,455.3119697,773.0191278,1384.853864,783.0371647,1449.838579
-84.40508716,33.76976803,115,430.8313489,1017.219064,970.6242163,423.2401542,404.1312651,718.0293199,1284.970023,793.7214735,1402.414732
-84.40562659,33.76977938,116,446.8148248,1051.531593,1013.317516,439.5768949,427.5693331,744.3536378,1334.90977,786.8103262,1425.447121
-84.40454774,33.76975668,117,413.1307658,968.7866593,928.6605136,403.0843021,385.7831311,694.3125163,1235.035153,803.6896575,1380.809425
-84.40507357,33.77021853,118,382.8882579,987.3204952,944.9848624,379.0316224,359.3820094,675.2316282,1283.440742,744.4897088,1357.861771
-84.40615243,33.77024123,119,423.8621132,1024.879656,1033.149761,409.141565,410.6576375,733.4372635,1383.435001,733.0882283,1406.788333
-84.405613,33.77022988,120,400.7882914,1005.032355,988.785826,391.5629863,385.5501055,703.16,1333.437764,737.1171132,1381.637073
-84.40453415,33.77020718,121,370.4258637,957.2802934,901.8289031,357.0131769,338.6177395,649.9550121,1233.443962,755.1080814,1335.535914
-84.40505998,33.77066903,122,335.5460996,940.3047929,921.347606,330.6660702,316.2100219,633.4898572,1283.85837,695.3675831,1313.700917
-84.40559941,33.77068038,123,355.8356663,958.8854874,966.2206946,344.1152393,345.6620215,663.1784323,1333.839738,687.4683903,1338.261003
-84.4034689,33.76973398,124,359.7515336,872.452592,847.2699498,348.0652392,357.917021,654.2149062,1135.182614,832.3242407,1342.151201
-84.40292947,33.76972262,125,341.0179381,824.6129349,808.1061742,326.6209588,341.342776,638.5476302,1085.266527,850.6979074,1325.231087
-84.40239005,33.76971126,126,328.8849377,777.0453394,770.197903,311.7738557,331.5496759,626.4894322,1035.358538,871.5562046,1310.001916
-84.40400832,33.76974533,127,384.1212019,920.5218945,887.5230401,373.365363,373.2762638,673.2381321,1185.105775,816.6029351,1360.69918
-84.40399472,33.77019583,128,342.9952071,908.4043853,859.4151214,332.9619474,324.2969602,627.6506066,1183.447453,768.8377609,1314.733344
-84.40291587,33.77017312,129,293.9215003,811.0637838,777.2411405,280.7042283,293.4503787,590.682746,1083.455403,804.9584329,1277.990196
-84.40237645,33.77016176,130,279.7533137,762.6515774,737.74861,263.2803642,281.9989745,577.6262104,1033.459956,826.9712007,1262.191162
-84.4034553,33.77018447,131,315.4643882,859.6577774,817.8589923,304.3211706,312.5745158,607.585528,1133.451253,785.5156209,1295.527442
-84.40290227,33.77062361,132,247.9646399,800.4139119,748.3831456,236.2647994,246.3967508,543.2026663,1083.950086,759.7560318,1230.967282
-84.4034417,33.77063497,133,273.1563554,849.6172451,790.4292202,262.818072,267.4105691,561.5364674,1133.924124,739.1251178,1249.164866
-84.40613884,33.77069173,134,381.6370762,979.6681337,1011.574738,363.6022471,362.692416,695.1991563,1383.822452,683.1467628,1364.210608
-84.40720412,33.77116491,135,389.6134764,984.7322196,1085.619874,367.1333064,357.8048221,731.8920564,1485.836135,635.6996717,1379.56198
-84.40666469,33.77115357,136,371.510346,958.8583159,1038.686426,341.0371533,335.2440014,694.3844384,1435.922312,632.4850675,1350.230328
-84.40665111,33.77160407,137,325.4974868,915.8496675,1022.132336,299.3164417,290.5290315,661.4691193,1439.648889,582.5019397,1309.619783
-84.40719055,33.77161541,138,343.8955332,942.9044956,1069.792284,320.8594425,313.7175483,700.7407721,1489.472387,585.9908034,1339.840772
-84.40663753,33.77205457,139,278.2338777,873.5856895,1007.789429,256.1610166,246.0436843,630.8034902,1444.777532,532.5219797,1269.679492
-84.40609809,33.77204322,140,261.4919181,847.2683651,959.6554138,229.7434333,223.4412394,591.1148868,1395.14983,533.3881765,1239.764773
-84.40398113,33.77064633,141,304.536248,898.9085026,833.3542895,291.5139427,275.6843623,582.5091685,1183.900355,721.3755276,1269.072604
-84.4034281,33.77108547,142,233.9038452,842.429482,765.2864648,224.7119697,217.5816209,515.9343754,1136.598477,693.236676,1203.093667
-84.40288867,33.77107411,143,203.9192903,792.7801708,721.7772187,193.0881135,200.7724903,496.2178625,1086.747425,715.1925454,1184.188312
-84.40396753,33.77109683,144,263.8286608,861.9558564,809.5457941,245.4428174,227.6734875,538.2272558,1186.462064,674.2802095,1223.751112
-84.40233564,33.77151325,145,136.2048435,738.3436431,653.5643463,124.4696757,135.3444632,432.5981159,1041.66999,688.7987295,1119.906717
-84.40395394,33.77154732,146,214.5015412,813.8422709,788.1937666,199.6416811,180.7444776,495.0355809,1190.753365,627.6344079,1178.807996
-84.4034145,33.77153597,147,198.3222551,801.18899,742.6630421,179.9435832,167.854434,470.7058449,1141.032211,647.9569724,1157.348642
-84.40287507,33.77152461,148,163.3391908,788.2501939,697.7444908,154.0940743,157.8221368,449.8835375,1091.336537,671.3952086,1137.683378
-84.40449337,33.77155868,149,224.8085458,829.2330892,834.2364373,224.6157906,205.3339264,523.0262519,1240.496935,610.73862,1201.965351
-84.40286147,33.77197511,150,129.5233783,742.0741322,676.5592327,113.2621114,120.4411097,404.223221,1098.093179,628.5242041,1091.487506
-84.40452056,33.77065768,151,321.5233856,924.0588884,877.0292991,311.4394234,292.3958324,606.476022,1233.878512,706.7243902,1290.611362
-84.40450696,33.77110818,152,273.0067856,876.5022377,854.4386534,267.4458023,247.646264,564.0787292,1236.336669,658.582199,1246.073511
-84.40612526,33.77114222,153,341.5181178,934.9443811,992.0526555,318.0808803,315.3599246,658.538924,1386.014702,633.2145361,1322.13941
-84.40504639,33.77111953,154,289.1002453,893.6131417,899.8702307,281.8399824,275.3581799,593.0270202,1286.221012,646.3800931,1269.973074
-84.40558583,33.77113088,155,312.4208513,913.1444143,945.762894,297.5046615,301.7549231,624.6417217,1336.114001,637.8745462,1295.362505
-84.4050328,33.77157003,156,244.0629401,847.2991151,880.7107658,233.5112446,238.024109,554.1233564,1290.260328,597.5603517,1226.724548
-84.40557224,33.77158138,157,271.2831643,867.8733,927.5518706,251.8760621,252.9073487,587.8340991,1340.041337,588.3494589,1252.982576
-84.40611167,33.77159272,158,301.9499296,890.7818696,974.706875,272.9433143,268.9925137,623.734849,1389.838068,583.2939206,1280.638378
-84.40501921,33.77202053,159,201.3814431,801.4281839,864.0234221,186.0678024,196.1437533,517.1308747,1295.980289,548.9531155,1184.007865
-84.40447978,33.77200918,160,177.5574531,782.3035598,816.5999353,174.7740802,167.3181717,483.6611497,1246.445281,563.2697498,1158.335967
-84.40717697,33.77206591,161,299.5490186,901.9092145,1056.096848,275.888925,270.7649943,671.8699853,1494.430054,536.3360614,1300.828709
-84.40716339,33.77251641,162,257.2840674,861.865172,1044.617429,232.9777158,230.1027673,645.5857221,1501.037767,486.7520107,1262.591529
-84.40662395,33.77250507,163,232.1197266,832.1798486,995.7532594,209.2424038,201.9999195,602.7310269,1451.611281,482.5461718,1230.474725
-84.40661036,33.77295557,164,188.0027774,791.7667862,986.1082976,164.1532841,160.2182983,577.6299319,1460.126194,432.5759552,1192.078054
-84.40714981,33.77296691,165,217.8130189,822.9112456,1035.427735,193.4601064,190.7011941,622.2158565,1509.273856,437.2627002,1225.201782
-84.40607092,33.77294422,166,167.4201912,762.6312146,936.8610116,146.4584178,134.2825466,534.003843,1411.038424,433.6418396,1160.164112
-84.40605733,33.77339472,167,120.3951711,721.7878587,929.297356,98.05093207,90.49439107,510.4231106,1421.55641,383.8181786,1121.58941
-84.40713623,33.77341741,168,181.0980237,785.2096927,1028.589138,155.7358329,153.6232188,602.0998419,1519.111834,387.904393,1188.739434
-84.39800655,33.77187278,169,141.9083461,336.8872822,316.0689582,147.3539785,66.88692982,239.1800099,657.5385965,659.997748,1005.063813
-84.39746712,33.7718614,170,107.8992449,286.8902368,291.6655745,106.4544782,66.19265433,191.400411,609.4406751,679.1745413,1007.482434
-84.39692769,33.77185001,171,59.89985071,236.8944387,274.2955129,56.83953233,47.08567903,145.1246277,561.6750546,701.3979525,1011.880453
-84.39853236,33.77233466,172,127.2904564,390.5355845,309.5134359,119.1543039,75.57362238,214.189742,719.7841818,596.3397468,955.1477312
-84.39691405,33.77230051,173,40.93657872,242.8105105,226.5087858,56.19049587,24.08008069,131.3758963,579.0268216,657.7721369,962.1935207
-84.39799293,33.77232328,174,116.907086,341.0733203,275.6225463,98.10398994,65.98430925,204.2813399,672.4211471,613.434694,955.0784137
-84.39745349,33.77231189,175,71.91338618,291.7944087,247.2589918,96.3992682,25.46098622,181.1976432,625.4687279,634.0214144,957.6232893
-84.39851874,33.77278515,176,81.71803529,400.4447673,277.2485683,84.31456575,26.23005173,167.378504,736.8055792,548.9318628,905.1677729
-84.39690042,33.77275101,177,9.061298629,258.4471183,179.928963,70.48528498,1.561895468,130.2557086,600.0543753,615.11729,912.5407886
-84.3979793,33.77277377,178,70.43180124,352.3761892,238.8220879,50.35464937,18.35995851,154.4965497,690.6108833,567.4568002,905.0946277
-84.40176899,33.77240288,179,24.84061446,680.9824853,564.991484,12.81970743,30.29457305,322.8205742,1009.318426,580.1162923,1009.010238
-84.4006765,33.77283065,180,51.55669323,595.9061531,453.5398094,25.09106091,36.86116704,264.3255919,925.547805,518.2683372,932.6619675
-84.40229482,33.77286474,181,45.97306275,635.5482281,595.6520944,1.81276702,38.02453957,292.5120666,1069.792479,544.5722898,979.9263146
-84.40175538,33.77285338,182,10.4104832,631.0423581,547.8142002,0,5.079212872,274.5471788,1021.526739,531.2626554,961.8332339
-84.40121594,33.77284202,183,2.222242295,630.4818516,500.399219,15.07837923,39.91839744,264.8057514,973.4360835,522.4184522,946.0395117
-84.40174177,33.77330388,184,21.11140831,581.1125281,534.7760456,9.496106462,5.690761266,227.02243,1036.006791,482.6438701,914.9561075
-84.40066288,33.77328114,185,52.52020185,578.6535186,437.7023871,54.51602666,10.08226362,214.5484767,941.505142,468.3024297,884.2397042
-84.40228122,33.77331524,186,19.07545634,586.0024427,583.6835089,0,17.14016478,247.0994021,1083.627769,497.2565487,933.9577564
-84.40120233,33.77329251,187,21.40519433,580.5038137,486.0909373,42.66736596,4.212539193,215.1397599,988.6207573,472.8912513,898.3386146
-84.40226761,33.77376574,188,39.71777501,536.5409354,575.8224201,34.52350986,3.26125162,203.5430225,1099.564611,450.5210002,888.4247855
-84.39905818,33.77279653,189,89.88041505,448.935457,318.740176,102.4243351,34.31174877,192.7743326,783.4676324,534.4578186,907.9984082
-84.399584,33.7732584,190,46.21902563,510.4586628,342.3176016,45.06246144,6.107411339,196.0781505,848.265167,475.0465514,864.0688804
-84.39904455,33.77324703,191,42.84406081,463.0129733,295.7707233,58.86987559,4.946092647,155.885411,802.2560216,486.1586739,858.1856548
-84.40012344,33.77326977,192,46.53365722,558.3503195,389.7208745,46.53365722,1.772305173,225.3374833,894.7026674,469.0289926,872.7814402
-84.39957038,33.7737089,193,28.07576976,526.5220646,328.7344845,0,15.42462494,174.8855601,868.5315117,425.8806434,814.6389009
-84.40010982,33.77372027,194,0,525.3777676,377.8457105,0,10.74984389,178.7176872,913.9398537,419.1578369,823.8743539
-84.39903093,33.77369752,195,5.160614649,481.8910483,279.9381033,27.94789934,14.978598,128.2130235,823.6552175,438.2412036,808.396021
-84.39901731,33.77414802,196,0,483.12254,272.4891973,29.5001981,13.80411006,116.5199444,847.4674687,390.8458122,758.634059
-84.40009621,33.77417077,197,0,475.3945908,372.3605805,0,20.05774454,134.5475456,935.4567063,369.3215247,775.1067409
-84.39955676,33.77415939,198,0,476.6588957,322.4149225,7.582654814,4.219208939,166.1395018,891.1454314,376.9342367,765.2829853
-84.39743986,33.77276239,199,59.01748575,304.9294112,205.4390681,46.45306379,3.418091539,153.9464101,644.9839709,589.6509563,907.7796389
-84.39742623,33.77321289,200,46.93071804,325.2997307,168.1469962,2.597101953,16.78447112,103.9489401,667.6806991,546.2539214,857.9541839
-84.39850511,33.77323565,201,46.00380935,416.165809,250.5579796,70.65134674,13.2686435,123.1011033,756.7533646,502.0271769,855.1901577
-84.39796567,33.77322427,202,20.44689229,370.1444957,207.5530812,20.65890805,4.577898395,104.9166427,711.8543287,522.2186482,855.1127375
-84.39688679,33.7732015,203,10.17063712,282.1929869,135.8036574,48.70686207,2.833068941,104.5448559,624.3864561,573.2556623,862.9281606
-84.39849149,33.77368614,204,0,437.0720187,231.6556109,77.56118723,6.662468235,85.39437735,779.4028791,455.7810688,805.2153219
-84.39687315,33.773652,205,15.39983176,312.2032203,97.52351013,59.94098941,4.798283506,54.6753729,651.6530056,532.6673471,813.3629755
-84.39795204,33.77367476,206,8.352289241,393.5033883,184.291352,40.75146661,5.679313947,56.08760971,735.8870691,477.9303431,805.1330962
-84.3974126,33.77366338,207,46.81398794,351.6502292,138.7886264,34.74555337,0.712040466,53.9514701,693.2464995,503.9598623,808.1056542
-84.39685952,33.77410249,208,22.51478302,346.8556179,73.79894382,97.80589905,1.24535673,7.011840319,681.501895,493.8086177,763.8544688
-84.40118872,33.77374301,209,13.69368137,530.5299146,476.6229329,13.69368137,6.262508904,165.6748219,1006.063713,423.4751845,850.9017424
-84.40172816,33.77375438,210,49.07179256,531.1958987,526.1847963,49.07179256,17.37270587,180.8009122,1052.66484,434.3388098,868.4274221
-84.40064927,33.77373164,211,5.236388908,528.9783671,427.1632013,5.236388908,2.243203389,164.9062738,959.8047331,418.344669,836.0032076
-84.402254,33.77421624,212,28.41535408,487.1893758,572.2381326,63.50704914,3.725709995,163.7113603,1117.513099,404.5667658,843.3979537
-84.4011751,33.77419351,213,2.746498713,480.5614454,472.2863974,2.746498713,3.427614029,116.6669487,1025.64974,374.2142812,803.7756429
-84.40063565,33.77418214,214,0,479.3707658,422.3190992,0,51.51426049,115.5729617,980.315418,368.3983692,787.9865937
-84.40171455,33.77420487,215,17.23798376,481.2965774,522.2599552,52.24447481,27.15338294,135.2966208,1071.399299,386.4651318,822.3063275
-84.40170094,33.77465537,216,0,431.4205696,521.7277645,60.22687908,43.74853371,93.14946627,1092.103315,339.2055343,776.6654395
-84.4022404,33.77466673,217,15.91631842,437.9849317,571.7270474,59.32569554,8.728453014,131.0460108,1137.378002,359.693431,798.9628383
-84.40116149,33.774644,218,5.731321972,430.6002965,471.7286335,10.89539296,0.248923443,69.09563827,1047.258603,325.1790655,757.018357
-84.39793841,33.77412526,219,24.29367563,421.524478,172.7666732,87.68191782,6.334646315,16.85639352,762.4453893,434.8821786,755.1561503
-84.39847786,33.77413664,220,11.29713977,462.460721,222.5968171,77.23480458,9.493323202,66.5621343,804.5259729,410.4162266,755.2438172
-84.39739897,33.77411388,221,62.99989891,382.7477663,123.0743829,84.73846827,12.47732796,3.954000089,721.3763943,462.6964352,758.25396
-84.39738533,33.77456437,222,65.96250513,417.5330185,121.7547038,134.7355917,47.77621411,0,751.7826118,423.3207288,708.4231697
-84.39684588,33.77455299,223,17.67265469,384.8984134,71.77918477,143.3145686,2.214394661,5.908996151,713.6091549,457.1207709,714.4144238
-84.39792478,33.77457576,224,63.14287868,453.3440795,171.7444743,129.6013307,18.57182739,15.99644866,791.2750248,392.990432,705.1824729
-84.39846423,33.77458714,225,17.21007876,446.7541749,221.7388576,99.33965214,1.685701936,65.99391958,831.8985721,366.2602565,705.2763516
-84.39791115,33.77502625,226,35.56672426,419.2507566,179.6904533,94.56999855,21.51537612,15.49355539,822.1370677,352.9219856,655.2128118
-84.3973717,33.77501487,227,41.76338318,443.8185246,132.7279264,138.7070251,21.94722758,0,784.2004135,386.4102583,658.618028
-84.39683225,33.77500348,228,18.43180256,425.4230336,89.1333042,143.353707,3.183432593,6.404244781,747.6839033,423.1688168,665.0581091
-84.40008259,33.77462126,229,24.27729541,425.4153679,371.731073,27.63850743,11.07915601,95.53857733,959.0998084,319.5363594,726.5066886
-84.39954314,33.77460989,230,6.29335057,426.8277417,321.7328613,50.8396608,5.488741621,129.6024419,915.9330615,328.305521,716.0164498
-84.39900369,33.77459852,231,13.03879505,434.034108,271.7353078,69.08989172,1.636359061,115.9913905,873.4954514,344.1882411,708.9055962
-84.40006897,33.77507176,232,28.31182589,375.4416779,375.4683544,60.78929158,5.682667292,59.09096106,984.7160178,269.8306531,678.110225
-84.39952952,33.77506039,233,0,377.0412966,326.0437526,52.24606572,15.90018279,102.9961462,942.7229531,280.1599748,666.8591044
-84.39899006,33.77504901,234,0.447850549,385.1802503,276.8258877,53.05889748,2.6627661,115.4884972,901.5472793,298.6145369,659.2182135
-84.39845061,33.77503763,235,33.76546851,399.459023,227.9487125,60.39313242,0.019756435,65.49102631,861.3062333,323.7075738,655.3138492
-84.39897644,33.77549951,236,10.76262535,336.6631008,290.5599192,3.069774238,3.409635874,119.7868432,931.4401162,254.7071613,609.5819566
-84.39951589,33.77551088,237,7.292845571,327.3199621,337.7825087,4.354867173,33.86826091,97.05472338,971.3494528,232.7975684,617.8370124
-84.40005535,33.77552226,238,1.531031496,325.4760694,385.7058202,46.60655121,32.16929882,47.99119573,1012.155536,220.2582069,629.9642736
-84.40062204,33.77463264,239,0.560422427,429.8541024,421.7297086,0.560422427,41.86754229,67.23198481,1002.901546,318.4689228,740.2326531
-84.40222679,33.77511723,240,26.76268217,388.9834353,574.1640108,83.00877935,2.294289592,112.0031447,1159.060789,316.3612819,755.2238912
-84.40060842,33.77508313,241,0,380.4638848,425.0275776,49.89041805,18.44954905,24.93765283,1027.426253,268.5657297,692.7957054
-84.40168733,33.77510587,242,0,381.5770177,524.3971346,76.17965108,20.0067259,63.62759259,1114.667145,292.8574583,731.5946375
-84.40114788,33.7750945,243,9.250938296,380.6493503,474.6792583,45.87567507,16.02344043,23.49971585,1070.767843,276.48964,710.7026815
-84.40221318,33.77556773,244,18.10466808,340.2725753,580.9103251,61.9927683,4.516799913,110.9246081,1182.461461,275.2990321,712.3093672
-84.40059481,33.77553363,245,37.40726971,331.2566767,434.0978418,87.31046895,18.83392021,4.083474069,1053.754193,218.7067616,645.7456141
-84.40113427,33.775545,246,0,330.7132299,482.81766,95.04080148,21.05242737,14.36020473,1096.055185,228.3672862,664.9209053
-84.40167372,33.77555637,247,13.50258011,331.7805494,531.7751868,75.89804788,2.513605391,64.1616244,1138.980262,247.9326264,687.206099
-84.40112065,33.7759955,248,25.80583749,280.7998451,495.8884828,94.28158616,16.36783807,21.37682269,1123.000517,181.2642098,619.7913512
-84.39843698,33.77548813,249,0,352.9103701,244.4444929,28.18350854,10.12655678,72.91872859,892.5478254,282.6789989,605.3575387
-84.39735807,33.77546537,250,0,402.433971,159.4026255,128.0102282,12.39675037,32.05991353,818.3907879,352.7397568,608.8448294
-84.39789753,33.77547675,251,8.620866404,375.1658502,200.2027811,78.04142705,12.0119,35.85239381,854.8114126,315.6998198,605.248162
-84.39681861,33.77545398,252,30.5443528,433.7704311,125.4481585,136.099388,2.125569308,32.2972485,783.4694712,389.9201112,615.8056576
-84.3978839,33.77592724,253,9.388433247,332.7576197,229.9427061,78.38546772,5.596754134,83.82691296,889.098276,282.4514551,555.2898759
-84.39734444,33.77591586,254,0,363.2235115,195.4525302,128.0637551,19.40388112,82.0573094,854.1408988,319.4320187,559.1121049
-84.39842335,33.77593863,255,0.61822586,307.4474713,269.3429127,29.80331761,19.04557921,88.73708018,925.4376337,244.9895196,555.4090911
-84.39680498,33.77590448,256,2.428032825,397.6619232,168.9074747,97.64898177,17.82855154,81.88382371,820.7421066,353.6365269,566.6841514
-84.3973308,33.77636636,257,0,326.9702396,236.6309069,95.88929383,31.95359556,78.25060668,891.2630746,282.9450736,509.4317083
-84.39840973,33.77638912,258,4.755723016,263.6326343,300.5629704,56.79785532,1.445379739,38.74640588,959.8062341,212.4436702,505.4708371
-84.39896281,33.77595,259,12.12118987,288.652493,311.7973078,11.37391276,3.190992074,95.08185496,963.0025354,212.7461044,560.01042
-84.40004173,33.77597275,260,1.135864042,275.5229392,401.9471038,17.14664588,16.41100231,72.85536671,1041.27423,170.9349996,582.1309946
-84.39950227,33.77596138,261,1.544418594,277.6987142,356.2155495,6.171490403,12.32148916,115.0262253,1001.655107,186.814893,568.985134
-84.40058119,33.77598413,262,49.01283703,282.3071349,448.5904934,56.18413237,1.463739228,25.43644968,1081.753711,168.931181,599.1735199
-84.39948865,33.77641188,263,39.50929433,228.2428403,380.3708878,0,16.78304535,93.16859107,1033.492209,143.455301,520.3514115
-84.40002811,33.77642325,264,13.28458085,225.5905767,423.5020293,5.930632414,1.465741545,95.24497082,1071.935266,122.1632942,534.6943085
-84.39894919,33.7764005,265,0.318263596,241.4507817,339.1313252,6.839679786,5.59450442,51.90801682,996.0758387,174.2795261,510.5224572
-84.40001449,33.77687375,266,9.557877578,175.6966891,449.6070099,1.300290273,2.429088852,133.1666161,1104.010149,75.02644082,487.7699379
-84.39893556,33.776851,267,0,195.6443157,371.2176589,24.45752226,23.16294712,34.75871267,1030.514565,142.9224825,461.1449751
-84.39947503,33.77686237,268,39.62243091,179.0893978,409.2364925,0,2.267899569,84.75685616,1066.723647,103.5704675,472.0032841
-84.40394034,33.77199782,269,164.8419794,765.9703554,769.5027191,156.1715196,136.0217462,453.2459308,1196.948942,581.5463,1134.288235
-84.4034009,33.77198647,270,152.2083021,752.5829591,722.7955555,133.8724579,118.3573415,426.5391423,1147.496275,603.4230582,1111.970049
-84.40284786,33.77242561,271,87.80598586,692.9295276,658.4963298,68.54504512,73.13244416,358.9025682,1107.069024,586.7826039,1045.641662
