Datetime,Date,Temp,RH,DewPt
2015-04-03 14:00:00,04/03/15,28.274,26.298,7.290
2015-04-03 15:00:00,04/03/15,28.209,25.636,6.843
2015-04-03 16:00:00,04/03/15,27.891,28.250,8.044
2015-04-03 17:00:00,04/03/15,27.380,31.059,9.055
2015-04-03 18:00:00,04/03/15,26.759,32.733,9.320
2015-04-03 19:00:00,04/03/15,25.574,34.478,9.068
2015-04-03 20:00:00,04/03/15,24.434,37.430,9.298
2015-04-03 21:00:00,04/03/15,23.737,40.234,9.761
2015-04-03 22:00:00,04/03/15,23.300,43.200,10.431
2015-04-03 23:00:00,04/03/15,22.746,48.913,11.763
2015-04-04 00:00:00,04/04/15,19.113,74.716,14.340
2015-04-04 01:00:00,04/04/15,17.639,91.354,15.999
2015-04-04 02:00:00,04/04/15,17.322,93.924,16.071
2015-04-04 03:00:00,04/04/15,15.271,91.001,13.597
2015-04-04 04:00:00,04/04/15,13.233,87.925,11.110
2015-04-04 05:00:00,04/04/15,12.564,81.714,9.444
2015-04-04 06:00:00,04/04/15,11.726,71.188,6.778
2015-04-04 07:00:00,04/04/15,11.394,69.410,6.114
2015-04-04 08:00:00,04/04/15,11.977,65.186,5.815
2015-04-04 09:00:00,04/04/15,13.306,59.504,5.807
2015-04-04 10:00:00,04/04/15,14.814,52.488,5.466
2015-04-04 11:00:00,04/04/15,16.584,45.973,5.232
2015-04-04 12:00:00,04/04/15,18.251,40.950,5.069
2015-04-04 13:00:00,04/04/15,19.203,36.102,4.120
2015-04-04 14:00:00,04/04/15,19.425,33.575,3.275
2015-04-04 15:00:00,04/04/15,19.421,32.774,2.924
2015-04-04 16:00:00,04/04/15,19.724,30.287,2.040
2015-04-04 17:00:00,04/04/15,19.072,24.007,-1.914
2015-04-04 18:00:00,04/04/15,18.039,19.795,-5.427
2015-04-04 19:00:00,04/04/15,16.592,20.665,-6.018
2015-04-04 20:00:00,04/04/15,15.041,28.477,-2.913
2015-04-04 21:00:00,04/04/15,13.728,31.428,-2.643
2015-04-04 22:00:00,04/04/15,12.717,30.936,-3.745
2015-04-04 23:00:00,04/04/15,11.757,31.164,-4.479
2015-04-05 00:00:00,04/05/15,12.128,30.224,-4.574
2015-04-05 01:00:00,04/05/15,11.898,32.531,-3.776
2015-04-05 02:00:00,04/05/15,11.216,35.644,-3.136
2015-04-05 03:00:00,04/05/15,10.875,35.290,-3.574
2015-04-05 04:00:00,04/05/15,10.734,32.872,-4.657
2015-04-05 05:00:00,04/05/15,10.698,29.393,-6.198
2015-04-05 06:00:00,04/05/15,10.677,27.017,-7.343
2015-04-05 07:00:00,04/05/15,11.187,26.624,-7.101
2015-04-05 08:00:00,04/05/15,12.431,25.839,-6.440
2015-04-05 09:00:00,04/05/15,13.953,24.312,-5.984
2015-04-05 10:00:00,04/05/15,15.833,23.253,-5.006
2015-04-05 11:00:00,04/05/15,17.486,22.972,-3.786
2015-04-05 12:00:00,04/05/15,19.325,22.804,-2.349
2015-04-05 13:00:00,04/05/15,19.966,23.323,-1.492
2015-04-05 14:00:00,04/05/15,20.414,23.710,-0.879
2015-04-05 15:00:00,04/05/15,20.603,24.154,-0.451
2015-04-05 16:00:00,04/05/15,20.251,24.878,-0.325
2015-04-05 17:00:00,04/05/15,19.887,25.899,-0.055
2015-04-05 18:00:00,04/05/15,19.480,27.181,0.290
2015-04-05 19:00:00,04/05/15,18.683,29.436,0.745
2015-04-05 20:00:00,04/05/15,18.148,30.192,0.645
2015-04-05 21:00:00,04/05/15,17.875,30.160,0.391
2015-04-05 22:00:00,04/05/15,16.703,33.043,0.661
2015-04-05 23:00:00,04/05/15,15.978,32.811,-0.072
2015-04-06 00:00:00,04/06/15,15.549,33.166,-0.299
2015-04-06 01:00:00,04/06/15,15.071,33.546,-0.559
2015-04-06 02:00:00,04/06/15,14.673,34.078,-0.691
2015-04-06 03:00:00,04/06/15,14.635,36.686,0.298
2015-04-06 04:00:00,04/06/15,14.772,41.982,2.294
2015-04-06 05:00:00,04/06/15,14.571,47.491,3.848
2015-04-06 06:00:00,04/06/15,14.196,53.155,5.075
2015-04-06 07:00:00,04/06/15,13.942,60.238,6.567
2015-04-06 08:00:00,04/06/15,13.369,70.415,8.212
2015-04-06 09:00:00,04/06/15,14.165,71.532,9.198
2015-04-06 10:00:00,04/06/15,16.348,70.829,11.163
2015-04-06 11:00:00,04/06/15,17.863,69.593,12.364
2015-04-06 12:00:00,04/06/15,19.940,65.484,13.477
2015-04-06 13:00:00,04/06/15,21.360,63.480,14.371
2015-04-06 14:00:00,04/06/15,21.389,63.971,14.512
2015-04-06 15:00:00,04/06/15,20.887,68.043,14.944
2015-04-06 16:00:00,04/06/15,21.177,69.002,15.428
2015-04-06 17:00:00,04/06/15,20.970,70.811,15.609
2015-04-06 18:00:00,04/06/15,19.797,78.086,15.877
2015-04-06 19:00:00,04/06/15,18.204,89.113,16.212
2015-04-06 20:00:00,04/06/15,17.441,93.931,16.190
2015-04-06 21:00:00,04/06/15,17.455,95.613,16.449
2015-04-06 22:00:00,04/06/15,17.136,95.790,16.156
2015-04-06 23:00:00,04/06/15,17.149,95.724,16.160
2015-04-07 00:00:00,04/07/15,17.193,95.599,16.186
2015-04-07 01:00:00,04/07/15,17.048,95.719,16.058
2015-04-07 02:00:00,04/07/15,16.820,96.245,15.905
2015-04-07 03:00:00,04/07/15,17.056,96.403,16.163
2015-04-07 04:00:00,04/07/15,17.177,96.569,16.308
2015-04-07 05:00:00,04/07/15,17.284,96.882,16.459
2015-04-07 06:00:00,04/07/15,17.473,97.191,16.692
2015-04-07 07:00:00,04/07/15,17.607,97.694,16.897
2015-04-07 08:00:00,04/07/15,18.428,97.305,17.664
2015-04-07 09:00:00,04/07/15,19.260,93.904,18.000
2015-04-07 10:00:00,04/07/15,21.110,86.209,18.608
2015-04-07 11:00:00,04/07/15,22.725,74.395,18.005
2015-04-07 12:00:00,04/07/15,24.876,61.453,17.188
2015-04-07 13:00:00,04/07/15,25.832,55.149,16.444
2015-04-07 14:00:00,04/07/15,26.148,51.894,15.816
2015-04-07 15:00:00,04/07/15,26.435,50.080,15.533
2015-04-07 16:00:00,04/07/15,26.461,46.356,14.371
2015-04-07 17:00:00,04/07/15,26.369,44.595,13.696
2015-04-07 18:00:00,04/07/15,25.471,48.801,14.244
2015-04-07 19:00:00,04/07/15,24.335,53.767,14.677
2015-04-07 20:00:00,04/07/15,23.885,56.625,15.043
2015-04-07 21:00:00,04/07/15,23.189,59.929,15.234
2015-04-07 22:00:00,04/07/15,21.802,66.192,15.401
2015-04-07 23:00:00,04/07/15,20.599,71.609,15.414
2015-04-08 00:00:00,04/08/15,19.518,76.718,15.370
2015-04-08 01:00:00,04/08/15,18.909,80.322,15.439
2015-04-08 02:00:00,04/08/15,18.392,82.907,15.384
2015-04-08 03:00:00,04/08/15,18.063,84.891,15.395
2015-04-08 04:00:00,04/08/15,17.635,86.837,15.292
2015-04-08 05:00:00,04/08/15,17.197,89.117,15.220
2015-04-08 06:00:00,04/08/15,17.264,89.774,15.389
2015-04-08 07:00:00,04/08/15,19.358,85.438,16.748
2015-04-08 08:00:00,04/08/15,22.304,73.277,17.384
2015-04-08 09:00:00,04/08/15,23.942,66.332,17.481
2015-04-08 10:00:00,04/08/15,26.143,58.469,17.630
2015-04-08 11:00:00,04/08/15,27.974,47.766,16.166
2015-04-08 12:00:00,04/08/15,29.120,41.114,14.880
2015-04-08 13:00:00,04/08/15,30.191,33.064,12.457
2015-04-08 14:00:00,04/08/15,30.247,32.931,12.448
2015-04-08 15:00:00,04/08/15,30.461,32.146,12.263
2015-04-08 16:00:00,04/08/15,30.487,33.586,12.966
2015-04-08 17:00:00,04/08/15,29.651,37.121,13.786
2015-04-08 18:00:00,04/08/15,28.856,39.655,14.118
2015-04-08 19:00:00,04/08/15,27.559,43.382,14.339
2015-04-08 20:00:00,04/08/15,26.053,47.832,14.478
2015-04-08 21:00:00,04/08/15,25.267,50.505,14.587
2015-04-08 22:00:00,04/08/15,23.860,55.250,14.635
2015-04-08 23:00:00,04/08/15,22.838,59.121,14.706
2015-04-09 00:00:00,04/09/15,21.754,64.192,14.908
2015-04-09 01:00:00,04/09/15,21.189,67.340,15.081
2015-04-09 02:00:00,04/09/15,21.181,68.228,15.267
2015-04-09 03:00:00,04/09/15,21.543,67.059,15.358
2015-04-09 04:00:00,04/09/15,21.449,68.064,15.481
2015-04-09 05:00:00,04/09/15,20.426,73.846,15.699
2015-04-09 06:00:00,04/09/15,20.200,77.291,16.144
2015-04-09 07:00:00,04/09/15,20.986,77.811,17.007
2015-04-09 08:00:00,04/09/15,22.561,73.068,17.603
2015-04-09 09:00:00,04/09/15,24.886,62.707,17.499
2015-04-09 10:00:00,04/09/15,26.661,51.626,16.189
2015-04-09 11:00:00,04/09/15,28.281,45.604,15.769
2015-04-09 12:00:00,04/09/15,28.773,43.284,15.407
2015-04-09 13:00:00,04/09/15,28.929,43.109,15.485
2015-04-09 14:00:00,04/09/15,28.752,42.415,15.074
2015-04-09 15:00:00,04/09/15,29.434,40.875,15.107
2015-04-09 16:00:00,04/09/15,29.097,42.414,15.382
2015-04-09 17:00:00,04/09/15,28.512,44.984,15.770
2015-04-09 18:00:00,04/09/15,27.653,47.291,15.769
2015-04-09 19:00:00,04/09/15,26.743,49.280,15.568
2015-04-09 20:00:00,04/09/15,25.979,51.514,15.549
2015-04-09 21:00:00,04/09/15,25.283,54.329,15.716
2015-04-09 22:00:00,04/09/15,24.716,57.514,16.055
2015-04-09 23:00:00,04/09/15,24.016,61.021,16.293
2015-04-10 00:00:00,04/10/15,23.477,64.647,16.654
2015-04-10 01:00:00,04/10/15,23.004,67.516,16.855
2015-04-10 02:00:00,04/10/15,22.515,70.999,17.136
2015-04-10 03:00:00,04/10/15,21.985,74.490,17.335
2015-04-10 04:00:00,04/10/15,21.465,77.655,17.445
2015-04-10 05:00:00,04/10/15,21.048,80.128,17.496
2015-04-10 06:00:00,04/10/15,20.670,82.601,17.567
2015-04-10 07:00:00,04/10/15,20.750,83.812,17.857
2015-04-10 08:00:00,04/10/15,20.793,82.837,17.730
2015-04-10 09:00:00,04/10/15,20.335,85.879,17.791
2015-04-10 10:00:00,04/10/15,19.298,92.675,17.854
2015-04-10 11:00:00,04/10/15,19.500,93.821,18.229
2015-04-10 12:00:00,04/10/15,20.629,91.048,18.922
2015-04-10 13:00:00,04/10/15,21.957,83.876,19.046
2015-04-10 14:00:00,04/10/15,22.822,77.005,18.640
2015-04-10 15:00:00,04/10/15,23.607,72.319,18.461
2015-04-10 16:00:00,04/10/15,24.020,70.250,18.426
2015-04-10 17:00:00,04/10/15,19.020,86.314,16.480
2015-04-10 18:00:00,04/10/15,18.424,94.233,17.216
2015-04-10 19:00:00,04/10/15,18.894,95.030,17.802
2015-04-10 20:00:00,04/10/15,18.881,95.340,17.836
2015-04-10 21:00:00,04/10/15,18.878,95.737,17.890
2015-04-10 22:00:00,04/10/15,18.945,95.927,17.985
2015-04-10 23:00:00,04/10/15,18.438,94.435,17.257
2015-04-11 00:00:00,04/11/15,16.997,89.271,15.045
2015-04-11 01:00:00,04/11/15,16.191,85.674,13.678
2015-04-11 02:00:00,04/11/15,15.634,85.694,13.133
2015-04-11 03:00:00,04/11/15,14.988,86.542,12.630
2015-04-11 04:00:00,04/11/15,14.457,86.477,12.096
2015-04-11 05:00:00,04/11/15,13.926,84.897,11.321
2015-04-11 06:00:00,04/11/15,13.092,85.426,10.582
2015-04-11 07:00:00,04/11/15,12.954,85.123,10.397
2015-04-11 08:00:00,04/11/15,14.379,76.981,10.410
2015-04-11 09:00:00,04/11/15,16.389,65.610,10.104
2015-04-11 10:00:00,04/11/15,18.672,56.639,10.139
2015-04-11 11:00:00,04/11/15,22.021,44.966,9.837
2015-04-11 12:00:00,04/11/15,24.035,36.465,8.535
2015-04-11 13:00:00,04/11/15,24.896,30.635,6.681
2015-04-11 14:00:00,04/11/15,25.178,27.102,5.102
2015-04-11 15:00:00,04/11/15,25.428,25.579,4.462
2015-04-11 16:00:00,04/11/15,25.394,26.349,4.873
2015-04-11 17:00:00,04/11/15,24.835,27.082,4.800
2015-04-11 18:00:00,04/11/15,23.669,30.499,5.561
2015-04-11 19:00:00,04/11/15,21.923,33.262,5.332
2015-04-11 20:00:00,04/11/15,20.323,33.121,3.867
2015-04-11 21:00:00,04/11/15,18.876,36.842,4.126
2015-04-11 22:00:00,04/11/15,17.474,41.468,4.562
