Datetime,Date,Temp,RH,DewPt
2015-04-03 09:00:00,04/03/15,20.194,61.850,12.855
2015-04-03 10:00:00,04/03/15,23.755,45.034,11.385
2015-04-03 11:00:00,04/03/15,25.222,37.253,9.920
2015-04-03 12:00:00,04/03/15,27.706,31.184,9.356
2015-04-03 13:00:00,04/03/15,28.674,26.556,7.766
2015-04-03 14:00:00,04/03/15,29.465,24.181,7.007
2015-04-03 15:00:00,04/03/15,30.025,23.445,6.999
2015-04-03 16:00:00,04/03/15,28.952,26.670,8.060
2015-04-03 17:00:00,04/03/15,28.040,29.958,9.070
2015-04-03 18:00:00,04/03/15,27.225,31.854,9.311
2015-04-03 19:00:00,04/03/15,25.967,33.678,9.060
2015-04-03 20:00:00,04/03/15,24.978,36.276,9.309
2015-04-03 21:00:00,04/03/15,24.271,39.010,9.775
2015-04-03 22:00:00,04/03/15,23.785,41.952,10.430
2015-04-03 23:00:00,04/03/15,23.072,48.199,11.840
2015-04-04 00:00:00,04/04/15,19.653,74.822,14.877
2015-04-04 01:00:00,04/04/15,17.988,90.973,16.290
2015-04-04 02:00:00,04/04/15,17.615,93.504,16.302
2015-04-04 03:00:00,04/04/15,15.518,90.065,13.700
2015-04-04 04:00:00,04/04/15,13.632,86.017,11.208
2015-04-04 05:00:00,04/04/15,12.966,79.421,9.453
2015-04-04 06:00:00,04/04/15,12.270,68.838,6.843
2015-04-04 07:00:00,04/04/15,11.953,66.969,6.161
2015-04-04 08:00:00,04/04/15,12.958,61.519,5.951
2015-04-04 09:00:00,04/04/15,14.100,55.185,5.478
2015-04-04 10:00:00,04/04/15,16.095,47.349,5.186
2015-04-04 11:00:00,04/04/15,17.155,43.964,5.109
2015-04-04 12:00:00,04/04/15,18.961,38.670,4.883
2015-04-04 13:00:00,04/04/15,19.657,34.048,3.675
2015-04-04 14:00:00,04/04/15,20.873,30.753,3.260
2015-04-04 15:00:00,04/04/15,20.472,30.225,2.666
2015-04-04 16:00:00,04/04/15,20.615,27.996,1.676
2015-04-04 17:00:00,04/04/15,20.319,20.739,-2.907
2015-04-04 18:00:00,04/04/15,19.139,18.128,-5.769
2015-04-04 19:00:00,04/04/15,17.700,19.194,-6.131
2015-04-04 20:00:00,04/04/15,16.197,25.576,-3.425
2015-04-04 21:00:00,04/04/15,15.139,26.512,-3.774
2015-04-04 22:00:00,04/04/15,14.272,25.820,-4.880
2015-04-04 23:00:00,04/04/15,13.668,26.792,-4.900
2015-04-05 00:00:00,04/05/15,13.191,27.000,-5.203
2015-04-05 01:00:00,04/05/15,12.600,30.500,-4.044
