Datetime,Date,Temp,RH,DewPt
2015-04-03 13:00:00,04/03/15,28.284,27.809,8.133
2015-04-03 14:00:00,04/03/15,28.883,25.446,7.300
2015-04-03 15:00:00,04/03/15,29.088,24.615,6.960
2015-04-03 16:00:00,04/03/15,28.011,28.104,8.061
2015-04-03 17:00:00,04/03/15,27.045,31.827,9.132
2015-04-03 18:00:00,04/03/15,26.234,33.599,9.256
2015-04-03 19:00:00,04/03/15,25.031,35.639,9.083
2015-04-03 20:00:00,04/03/15,23.683,39.730,9.524
2015-04-03 21:00:00,04/03/15,23.122,42.338,9.969
2015-04-03 22:00:00,04/03/15,22.695,45.601,10.688
2015-04-03 23:00:00,04/03/15,22.517,50.586,12.059
2015-04-04 00:00:00,04/04/15,19.200,78.952,15.246
2015-04-04 01:00:00,04/04/15,17.784,93.075,16.405
2015-04-04 02:00:00,04/04/15,17.447,94.699,16.309
2015-04-04 03:00:00,04/04/15,15.407,92.194,13.908
2015-04-04 04:00:00,04/04/15,13.417,88.634,11.401
2015-04-04 05:00:00,04/04/15,12.803,82.086,9.741
2015-04-04 06:00:00,04/04/15,11.870,71.671,7.009
2015-04-04 07:00:00,04/04/15,11.607,69.781,6.391
2015-04-04 08:00:00,04/04/15,12.491,64.764,6.217
2015-04-04 09:00:00,04/04/15,14.161,57.373,6.096
2015-04-04 10:00:00,04/04/15,16.522,49.981,6.345
2015-04-04 11:00:00,04/04/15,17.932,44.070,5.851
2015-04-04 12:00:00,04/04/15,19.203,39.450,5.389
2015-04-04 13:00:00,04/04/15,20.067,34.942,4.411
2015-04-04 14:00:00,04/04/15,20.611,32.296,3.750
2015-04-04 15:00:00,04/04/15,20.833,30.900,3.304
2015-04-04 16:00:00,04/04/15,20.085,29.649,2.056
2015-04-04 17:00:00,04/04/15,19.264,24.245,-1.601
2015-04-04 18:00:00,04/04/15,18.026,19.781,-5.480
2015-04-04 19:00:00,04/04/15,16.610,20.870,-5.866
2015-04-04 20:00:00,04/04/15,15.232,28.933,-2.542
2015-04-04 21:00:00,04/04/15,14.056,30.767,-2.652
2015-04-04 22:00:00,04/04/15,13.427,30.702,-3.228
2015-04-04 23:00:00,04/04/15,12.726,30.137,-4.093
2015-04-05 00:00:00,04/05/15,12.791,28.272,-4.912
2015-04-05 01:00:00,04/05/15,12.142,31.508,-4.000
2015-04-05 02:00:00,04/05/15,11.419,34.092,-3.558
2015-04-05 03:00:00,04/05/15,11.106,33.334,-4.139
2015-04-05 04:00:00,04/05/15,10.905,31.085,-5.265
2015-04-05 05:00:00,04/05/15,10.822,28.157,-6.663
2015-04-05 06:00:00,04/05/15,10.787,26.171,-7.673
2015-04-05 07:00:00,04/05/15,11.061,26.378,-7.334
2015-04-05 08:00:00,04/05/15,12.696,25.497,-6.395
2015-04-05 09:00:00,04/05/15,14.712,23.470,-5.831
