Datetime,Date,Temp,RH,DewPt
2015-04-03 09:00:00,04/03/15,20.010,63.750,13.125
2015-04-03 10:00:00,04/03/15,23.217,47.539,11.714
2015-04-03 11:00:00,04/03/15,24.937,38.681,10.229
2015-04-03 12:00:00,04/03/15,26.833,32.875,9.406
2015-04-03 13:00:00,04/03/15,27.968,28.225,8.093
2015-04-03 14:00:00,04/03/15,28.875,25.679,7.433
2015-04-03 15:00:00,04/03/15,29.022,24.818,7.031
2015-04-03 16:00:00,04/03/15,28.715,27.638,8.417
2015-04-03 17:00:00,04/03/15,28.120,30.388,9.362
2015-04-03 18:00:00,04/03/15,27.046,32.388,9.403
2015-04-03 19:00:00,04/03/15,25.516,34.726,9.124
2015-04-03 20:00:00,04/03/15,24.450,37.702,9.421
2015-04-03 21:00:00,04/03/15,23.671,40.777,9.903
2015-04-03 22:00:00,04/03/15,23.312,43.633,10.593
2015-04-03 23:00:00,04/03/15,22.838,49.546,12.040
2015-04-04 00:00:00,04/04/15,19.362,75.726,14.817
2015-04-04 01:00:00,04/04/15,17.861,90.942,16.158
2015-04-04 02:00:00,04/04/15,17.516,93.089,16.142
2015-04-04 03:00:00,04/04/15,15.251,89.554,13.358
2015-04-04 04:00:00,04/04/15,13.417,86.111,11.011
2015-04-04 05:00:00,04/04/15,12.712,79.367,9.194
2015-04-04 06:00:00,04/04/15,11.914,69.522,6.638
2015-04-04 07:00:00,04/04/15,11.773,67.025,6.000
2015-04-04 08:00:00,04/04/15,12.450,62.914,5.777
2015-04-04 09:00:00,04/04/15,13.857,55.182,5.263
2015-04-04 10:00:00,04/04/15,15.762,48.222,5.153
2015-04-04 11:00:00,04/04/15,16.647,45.004,4.986
2015-04-04 12:00:00,04/04/15,18.033,40.064,4.561
2015-04-04 13:00:00,04/04/15,18.915,35.203,3.508
2015-04-04 14:00:00,04/04/15,20.091,31.779,3.060
2015-04-04 15:00:00,04/04/15,20.446,30.408,2.738
2015-04-04 16:00:00,04/04/15,20.641,27.764,1.571
2015-04-04 17:00:00,04/04/15,20.327,20.909,-2.806
2015-04-04 18:00:00,04/04/15,18.717,18.310,-5.971
2015-04-04 19:00:00,04/04/15,16.826,19.955,-6.310
2015-04-04 20:00:00,04/04/15,15.272,27.941,-2.961
2015-04-04 21:00:00,04/04/15,14.076,29.168,-3.369
2015-04-04 22:00:00,04/04/15,13.132,28.531,-4.489
2015-04-04 23:00:00,04/04/15,11.819,31.926,-4.121
2015-04-05 00:00:00,04/05/15,12.083,30.334,-4.597
2015-04-05 01:00:00,04/05/15,11.498,33.872,-3.579
2015-04-05 02:00:00,04/05/15,11.396,34.689,-3.343
2015-04-05 03:00:00,04/05/15,10.834,35.188,-3.646
2015-04-05 04:00:00,04/05/15,10.679,32.690,-4.785
2015-04-05 05:00:00,04/05/15,10.545,29.836,-6.128
2015-04-05 06:00:00,04/05/15,10.549,27.646,-7.149
2015-04-05 07:00:00,04/05/15,11.538,26.387,-6.924
2015-04-05 08:00:00,04/05/15,12.987,25.217,-6.298
2015-04-05 09:00:00,04/05/15,14.957,23.446,-5.634
2015-04-05 10:00:00,04/05/15,16.822,22.075,-4.903
2015-04-05 11:00:00,04/05/15,18.238,22.101,-3.703
2015-04-05 12:00:00,04/05/15,19.714,21.885,-2.609
2015-04-05 13:00:00,04/05/15,20.962,22.079,-1.444
2015-04-05 14:00:00,04/05/15,21.605,22.420,-0.690
2015-04-05 15:00:00,04/05/15,21.704,22.959,-0.260
2015-04-05 16:00:00,04/05/15,21.348,23.686,-0.108
2015-04-05 17:00:00,04/05/15,20.398,24.894,-0.191
2015-04-05 18:00:00,04/05/15,19.869,26.130,0.051
2015-04-05 19:00:00,04/05/15,18.889,28.360,0.390
2015-04-05 20:00:00,04/05/15,18.287,29.406,0.389
2015-04-05 21:00:00,04/05/15,17.972,29.906,0.354
2015-04-05 22:00:00,04/05/15,16.798,32.801,0.642
2015-04-05 23:00:00,04/05/15,16.165,32.309,-0.125
2015-04-06 00:00:00,04/06/15,15.664,32.531,-0.468
2015-04-06 01:00:00,04/06/15,15.205,32.890,-0.717
2015-04-06 02:00:00,04/06/15,14.876,33.592,-0.713
2015-04-06 03:00:00,04/06/15,14.872,36.463,0.424
2015-04-06 04:00:00,04/06/15,14.974,41.428,2.290
2015-04-06 05:00:00,04/06/15,14.749,47.125,3.899
2015-04-06 06:00:00,04/06/15,14.483,53.170,5.346
2015-04-06 07:00:00,04/06/15,14.118,60.953,6.881
2015-04-06 08:00:00,04/06/15,13.534,71.347,8.553
2015-04-06 09:00:00,04/06/15,14.467,71.985,9.575
2015-04-06 10:00:00,04/06/15,16.959,69.672,11.514
2015-04-06 11:00:00,04/06/15,18.870,66.751,12.718
2015-04-06 12:00:00,04/06/15,21.521,60.446,13.798
2015-04-06 13:00:00,04/06/15,22.659,59.038,14.518
2015-04-06 14:00:00,04/06/15,22.114,61.806,14.686
2015-04-06 15:00:00,04/06/15,21.798,65.279,15.200
