Datetime,Date,Temp,RH,DewPt
2015-04-03 13:00:00,04/03/15,27.666,27.955,7.703
2015-04-03 14:00:00,04/03/15,28.380,27.005,7.781
2015-04-03 15:00:00,04/03/15,28.314,25.698,6.967
2015-04-03 16:00:00,04/03/15,28.332,28.416,8.513
2015-04-03 17:00:00,04/03/15,27.700,31.123,9.364
2015-04-03 18:00:00,04/03/15,26.737,33.122,9.478
2015-04-03 19:00:00,04/03/15,25.216,35.487,9.189
2015-04-03 20:00:00,04/03/15,24.086,38.488,9.407
2015-04-03 21:00:00,04/03/15,23.294,41.873,9.960
2015-04-03 22:00:00,04/03/15,22.958,44.614,10.606
2015-04-03 23:00:00,04/03/15,22.611,50.200,12.027
2015-04-04 00:00:00,04/04/15,19.386,74.243,14.515
2015-04-04 01:00:00,04/04/15,17.659,92.198,16.148
2015-04-04 02:00:00,04/04/15,17.401,94.017,16.163
2015-04-04 03:00:00,04/04/15,15.365,90.137,13.560
2015-04-04 04:00:00,04/04/15,13.325,86.821,11.032
2015-04-04 05:00:00,04/04/15,12.638,80.500,9.315
2015-04-04 06:00:00,04/04/15,11.811,70.537,6.736
2015-04-04 07:00:00,04/04/15,11.617,68.497,6.147
2015-04-04 08:00:00,04/04/15,12.443,63.446,5.889
2015-04-04 09:00:00,04/04/15,13.925,57.090,5.807
2015-04-04 10:00:00,04/04/15,15.381,51.794,5.801
2015-04-04 11:00:00,04/04/15,16.540,46.447,5.341
2015-04-04 12:00:00,04/04/15,17.728,42.103,5.004
2015-04-04 13:00:00,04/04/15,18.822,37.042,4.151
2015-04-04 14:00:00,04/04/15,19.587,34.022,3.600
2015-04-04 15:00:00,04/04/15,19.930,31.899,2.979
2015-04-04 16:00:00,04/04/15,20.357,29.079,1.998
2015-04-04 17:00:00,04/04/15,20.077,22.270,-2.149
2015-04-04 18:00:00,04/04/15,18.372,18.649,-5.991
2015-04-04 19:00:00,04/04/15,16.582,20.198,-6.343
2015-04-04 20:00:00,04/04/15,15.011,27.823,-3.267
2015-04-04 21:00:00,04/04/15,13.910,29.872,-3.184
2015-04-04 22:00:00,04/04/15,13.024,28.552,-4.575
2015-04-04 23:00:00,04/04/15,12.273,29.452,-4.809
2015-04-05 00:00:00,04/05/15,12.299,29.370,-4.812
2015-04-05 01:00:00,04/05/15,12.062,31.531,-4.060
2015-04-05 02:00:00,04/05/15,11.337,34.442,-3.493
2015-04-05 03:00:00,04/05/15,10.907,34.420,-3.880
