Datetime,Date,Temp,RH,DewPt
2017-05-01 13:00:00,05/01/17,19.942,50.954,9.804
2017-05-01 14:00:00,05/01/17,21.167,47.538,9.913
2017-05-01 15:00:00,05/01/17,22.613,42.221,9.440
2017-05-01 16:00:00,05/01/17,23.242,42.792,10.237
2017-05-01 17:00:00,05/01/17,23.627,39.770,9.464
2017-05-01 18:00:00,05/01/17,23.258,36.899,8.034
2017-05-01 19:00:00,05/01/17,22.021,34.124,5.791
2017-05-01 20:00:00,05/01/17,20.210,38.356,5.891
2017-05-01 21:00:00,05/01/17,19.436,38.350,5.209
2017-05-01 22:00:00,05/01/17,18.236,40.987,5.083
2017-05-01 23:00:00,05/01/17,17.189,45.828,5.743
2017-05-02 00:00:00,05/02/17,16.624,48.015,5.888
2017-05-02 01:00:00,05/02/17,15.672,52.391,6.253
2017-05-02 02:00:00,05/02/17,15.008,54.158,6.103
2017-05-02 03:00:00,05/02/17,14.278,56.071,5.906
2017-05-02 04:00:00,05/02/17,13.419,59.076,5.828
2017-05-02 05:00:00,05/02/17,12.964,61.627,5.984
2017-05-02 06:00:00,05/02/17,12.936,63.194,6.305
2017-05-02 07:00:00,05/02/17,14.299,62.492,7.442
2017-05-02 08:00:00,05/02/17,16.564,57.649,8.431
2017-05-02 09:00:00,05/02/17,19.038,47.638,7.968
2017-05-02 10:00:00,05/02/17,20.676,39.740,6.815
2017-05-02 11:00:00,05/02/17,22.124,35.093,6.284
2017-05-02 12:00:00,05/02/17,23.322,30.981,5.491
2017-05-02 13:00:00,05/02/17,24.464,28.525,5.258
2017-05-02 14:00:00,05/02/17,25.376,25.942,4.619
2017-05-02 15:00:00,05/02/17,25.791,24.532,4.141
2017-05-02 16:00:00,05/02/17,25.787,25.224,4.551
2017-05-02 17:00:00,05/02/17,25.469,26.471,5.006
2017-05-02 18:00:00,05/02/17,24.758,27.837,5.153
2017-05-02 19:00:00,05/02/17,23.049,30.345,4.941
2017-05-02 20:00:00,05/02/17,21.354,34.778,5.482
2017-05-02 21:00:00,05/02/17,20.023,38.293,5.709
2017-05-02 22:00:00,05/02/17,19.048,40.958,5.811
2017-05-02 23:00:00,05/02/17,18.281,44.684,6.376
2017-05-03 00:00:00,05/03/17,17.540,47.333,6.527
2017-05-03 01:00:00,05/03/17,16.759,50.142,6.634
2017-05-03 02:00:00,05/03/17,16.026,53.395,6.850
2017-05-03 03:00:00,05/03/17,15.511,55.994,7.043
2017-05-03 04:00:00,05/03/17,14.708,60.147,7.293
2017-05-03 05:00:00,05/03/17,14.168,64.065,7.666
2017-05-03 06:00:00,05/03/17,14.274,67.230,8.440
2017-05-03 07:00:00,05/03/17,16.373,66.454,10.280
2017-05-03 08:00:00,05/03/17,19.375,54.537,10.206
2017-05-03 09:00:00,05/03/17,22.616,41.656,9.202
2017-05-03 10:00:00,05/03/17,24.694,33.724,7.960
2017-05-03 11:00:00,05/03/17,25.766,31.531,7.879
2017-05-03 12:00:00,05/03/17,26.827,28.934,7.495
2017-05-03 13:00:00,05/03/17,27.405,28.382,7.709
2017-05-03 14:00:00,05/03/17,28.025,27.078,7.510
2017-05-03 15:00:00,05/03/17,28.073,27.072,7.560
2017-05-03 16:00:00,05/03/17,27.967,28.643,8.331
2017-05-03 17:00:00,05/03/17,27.610,29.033,8.231
2017-05-03 18:00:00,05/03/17,26.967,30.785,8.566
2017-05-03 19:00:00,05/03/17,26.148,32.854,8.839
2017-05-03 20:00:00,05/03/17,25.182,36.517,9.582
2017-05-03 21:00:00,05/03/17,24.325,39.802,10.129
2017-05-03 22:00:00,05/03/17,24.149,39.848,9.987
2017-05-03 23:00:00,05/03/17,23.503,41.183,9.902
2017-05-04 00:00:00,05/04/17,22.651,43.018,9.782
2017-05-04 01:00:00,05/04/17,22.226,43.635,9.613
2017-05-04 02:00:00,05/04/17,21.881,44.476,9.582
2017-05-04 03:00:00,05/04/17,20.714,51.065,10.497
2017-05-04 04:00:00,05/04/17,18.511,63.884,11.714
2017-05-04 05:00:00,05/04/17,16.117,80.714,12.770
2017-05-04 06:00:00,05/04/17,15.867,84.750,13.209
2017-05-04 07:00:00,05/04/17,15.865,88.729,13.840
2017-05-04 08:00:00,05/04/17,15.698,90.969,14.016
2017-05-04 09:00:00,05/04/17,15.766,91.934,14.228
2017-05-04 10:00:00,05/04/17,15.517,92.753,14.101
2017-05-04 11:00:00,05/04/17,16.415,91.855,14.862
2017-05-04 12:00:00,05/04/17,18.095,88.301,15.978
2017-05-04 13:00:00,05/04/17,18.888,85.697,16.342
2017-05-04 14:00:00,05/04/17,18.354,89.873,16.481
2017-05-04 15:00:00,05/04/17,18.513,91.939,16.962
2017-05-04 16:00:00,05/04/17,19.042,91.935,17.488
2017-05-04 17:00:00,05/04/17,19.664,90.194,17.835
2017-05-04 18:00:00,05/04/17,19.704,88.564,17.616
2017-05-04 19:00:00,05/04/17,19.486,88.365,17.369
