"Plot Title:  10635584"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10635584, SEN S/N: 10635584, LBL:  10635584_T)","RH, % (LGR S/N: 10635584, SEN S/N: 10635584, LBL:  10635584_RH)","DewPt, °F (LGR S/N: 10635584, SEN S/N: 10635584)","Coupler Detached (LGR S/N: 10635584, SEN S/N: 10635584)","Coupler Attached (LGR S/N: 10635584, SEN S/N: 10635584)","Stopped (LGR S/N: 10635584, SEN S/N: 10635584)","End Of File (LGR S/N: 10635584, SEN S/N: 10635584)"
1,08/05/15,10:13:19,87.436,55.880,70.326,Logged,,,
2,08/05/15,10:18:19,87.391,54.729,69.688,,,,
3,08/05/15,10:23:19,87.665,54.239,69.685,,,,
4,08/05/15,10:28:19,88.306,54.129,70.219,,,,
5,08/05/15,10:33:19,87.939,51.368,68.378,,,,
6,08/05/15,10:38:19,88.167,51.288,68.544,,,,
7,08/05/15,10:43:19,89.269,50.299,68.999,,,,
8,08/05/15,10:48:19,89.685,48.995,68.623,,,,
9,08/05/15,10:53:19,88.993,50.604,68.918,,,,
10,08/05/15,10:58:19,89.823,51.313,70.084,,,,
11,08/05/15,11:03:19,90.565,49.579,69.771,,,,
12,08/05/15,11:08:19,91.263,48.877,69.996,,,,
13,08/05/15,11:13:19,90.844,48.161,69.186,,,,
14,08/05/15,11:18:19,90.657,46.803,68.187,,,,
15,08/05/15,11:23:19,91.636,46.441,68.853,,,,
16,08/05/15,11:28:19,90.844,45.432,67.496,,,,
17,08/05/15,11:33:19,91.636,44.259,67.456,,,,
18,08/05/15,11:38:19,92.950,45.371,69.368,,,,
19,08/05/15,11:43:19,92.574,39.537,65.028,,,,
20,08/05/15,11:48:19,92.244,44.132,67.923,,,,
21,08/05/15,11:53:19,92.057,41.520,65.986,,,,
22,08/05/15,11:58:19,92.197,41.997,66.441,,,,
23,08/05/15,12:03:19,91.917,41.646,65.946,,,,
24,08/05/15,12:08:19,92.338,40.431,65.467,,,,
25,08/05/15,12:13:19,93.943,40.020,66.601,,,,
26,08/05/15,12:18:19,93.517,36.477,63.529,,,,
27,08/05/15,12:23:19,92.950,38.817,64.830,,,,
28,08/05/15,12:28:19,92.620,41.119,66.207,,,,
29,08/05/15,12:33:19,93.612,41.111,67.089,,,,
30,08/05/15,12:38:19,93.423,37.219,64.029,,,,
31,08/05/15,12:43:19,94.372,39.033,66.254,,,,
32,08/05/15,12:48:19,93.659,36.552,63.714,,,,
33,08/05/15,12:53:19,93.612,37.365,64.310,,,,
34,08/05/15,12:58:19,94.658,36.163,64.283,,,,
35,08/05/15,13:03:19,93.897,34.519,62.263,,,,
36,08/05/15,13:08:19,94.086,32.470,60.658,,,,
37,08/05/15,13:13:19,94.276,35.153,63.124,,,,
38,08/05/15,13:18:19,94.609,35.888,64.018,,,,
39,08/05/15,13:23:19,94.323,34.951,62.998,,,,
40,08/05/15,13:28:19,94.323,36.792,64.490,,,,
41,08/05/15,13:33:19,95.423,35.007,64.008,,,,
42,08/05/15,13:38:19,94.134,35.760,63.496,,,,
43,08/05/15,13:43:19,94.849,38.518,66.290,,,,
44,08/05/15,13:48:19,95.423,36.579,65.289,,,,
45,08/05/15,13:53:19,94.609,34.897,63.205,,,,
46,08/05/15,13:58:19,95.760,35.572,64.769,,,,
47,08/05/15,14:03:19,95.855,34.755,64.175,,,,
48,08/05/15,14:08:19,94.896,35.117,63.637,,,,
49,08/05/15,14:13:19,95.518,35.286,64.323,,,,
50,08/05/15,14:18:19,95.518,35.491,64.492,,,,
51,08/05/15,14:23:19,95.279,34.383,63.358,,,,
52,08/05/15,14:28:19,95.374,34.936,63.907,,,,
53,08/05/15,14:33:19,94.944,34.572,63.225,,,,
54,08/05/15,14:38:19,94.514,37.006,64.827,,,,
55,08/05/15,14:43:19,94.705,36.336,64.463,,,,
56,08/05/15,14:48:19,94.276,37.876,65.293,,,,
57,08/05/15,14:53:19,94.419,37.307,64.980,,,,
58,08/05/15,14:58:19,95.518,37.673,66.236,,,,
59,08/05/15,15:03:19,95.279,36.946,65.453,,,,
60,08/05/15,15:08:19,94.849,37.704,65.667,,,,
61,08/05/15,15:13:19,95.567,35.323,64.395,,,,
62,08/05/15,15:18:19,94.800,36.000,64.276,,,,
63,08/05/15,15:23:19,95.374,34.662,63.676,,,,
64,08/05/15,15:28:19,95.855,37.079,66.067,,,,
65,08/05/15,15:33:19,95.806,35.780,64.981,,,,
66,08/05/15,15:38:19,96.192,35.184,64.828,,,,
67,08/05/15,15:43:19,95.999,34.214,63.844,,,,
68,08/05/15,15:48:19,96.773,33.978,64.315,,,,
69,08/05/15,15:53:19,96.627,33.970,64.182,,,,
70,08/05/15,15:58:19,95.855,34.069,63.594,,,,
71,08/05/15,16:03:19,95.472,36.240,65.059,,,,
72,08/05/15,16:08:19,95.904,34.895,64.335,,,,
73,08/05/15,16:13:19,95.806,34.135,63.608,,,,
74,08/05/15,16:18:19,96.337,35.944,65.581,,,,
75,08/05/15,16:23:19,96.773,35.282,65.419,,,,
76,08/05/15,16:28:19,96.435,37.519,66.924,,,,
77,08/05/15,16:33:19,96.724,38.894,68.239,,,,
78,08/05/15,16:38:19,96.627,37.700,67.235,,,,
79,08/05/15,16:43:19,94.705,39.862,67.165,,,,
