"Plot Title:  10635583"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10635583, SEN S/N: 10635583, LBL:  10635583_T)","RH, % (LGR S/N: 10635583, SEN S/N: 10635583, LBL:  10635583_RH)","DewPt, °F (LGR S/N: 10635583, SEN S/N: 10635583)","Coupler Detached (LGR S/N: 10635583, SEN S/N: 10635583)","Coupler Attached (LGR S/N: 10635583, SEN S/N: 10635583)","Stopped (LGR S/N: 10635583, SEN S/N: 10635583)","End Of File (LGR S/N: 10635583, SEN S/N: 10635583)"
1,06/04/15,17:30:05,77.945,63.019,64.785,Logged,,,
2,06/04/15,17:35:05,77.203,62.951,64.053,,,,
3,06/04/15,17:40:05,76.419,63.337,63.477,,,,
4,06/04/15,17:45:05,77.203,62.462,63.838,,,,
5,06/04/15,17:50:05,78.033,61.986,64.413,,,,
6,06/04/15,17:55:05,78.865,60.737,64.636,,,,
7,06/04/15,18:00:05,77.815,60.952,63.743,,,,
8,06/04/15,18:05:05,77.072,60.979,63.055,,,,
9,06/04/15,18:10:05,77.117,61.167,63.181,,,,
10,06/04/15,18:15:05,77.072,60.856,63.000,,,,
11,06/04/15,18:20:05,77.117,61.228,63.208,,,,
12,06/04/15,18:25:05,77.117,61.443,63.304,,,,
13,06/04/15,18:30:05,77.117,61.566,63.360,,,,
14,06/04/15,18:35:05,76.942,61.704,63.255,,,,
15,06/04/15,18:40:05,76.593,61.826,62.980,,,,
16,06/04/15,18:45:05,76.464,62.975,63.361,,,,
17,06/04/15,18:50:05,76.464,63.341,63.520,,,,
18,06/04/15,18:55:05,76.246,63.960,63.577,,,,
19,06/04/15,19:00:05,76.246,64.536,63.824,,,,
20,06/04/15,19:05:05,76.028,64.576,63.633,,,,
21,06/04/15,19:10:05,75.853,64.681,63.513,,,,
22,06/04/15,19:15:05,75.853,64.621,63.487,,,,
23,06/04/15,19:20:05,75.681,63.968,63.045,,,,
24,06/04/15,19:25:05,75.551,63.652,62.787,,,,
25,06/04/15,19:30:05,75.463,63.583,62.676,,,,
26,06/04/15,19:35:05,75.551,64.047,62.955,,,,
27,06/04/15,19:40:05,75.420,64.277,62.929,,,,
28,06/04/15,19:45:05,75.376,64.848,63.129,,,,
29,06/04/15,19:50:05,75.117,64.975,62.935,,,,
30,06/04/15,19:55:05,74.856,65.614,62.953,,,,
31,06/04/15,20:00:05,74.899,65.527,62.958,,,,
32,06/04/15,20:05:05,74.813,65.399,62.821,,,,
33,06/04/15,20:10:05,74.770,65.244,62.717,,,,
34,06/04/15,20:15:05,74.640,65.352,62.638,,,,
35,06/04/15,20:20:05,74.511,65.791,62.695,,,,
36,06/04/15,20:25:05,74.511,65.701,62.658,,,,
37,06/04/15,20:30:05,74.424,66.144,62.758,,,,
38,06/04/15,20:35:05,74.163,66.479,62.647,,,,
39,06/04/15,20:40:05,73.904,66.993,62.607,,,,
40,06/04/15,20:45:05,73.774,67.519,62.694,,,,
41,06/04/15,20:50:05,73.731,67.873,62.794,,,,
42,06/04/15,20:55:05,73.731,68.052,62.865,,,,
43,06/04/15,21:00:05,73.472,68.562,62.818,,,,
44,06/04/15,21:05:05,73.083,69.176,62.685,,,,
45,06/04/15,21:10:05,72.826,69.890,62.713,,,,
46,06/04/15,21:15:05,72.869,70.042,62.812,,,,
47,06/04/15,21:20:05,72.955,70.110,62.920,,,,
48,06/04/15,21:25:05,72.997,70.262,63.021,,,,
49,06/04/15,21:30:05,73.040,70.385,63.109,,,,
50,06/04/15,21:35:05,72.912,70.696,63.102,,,,
51,06/04/15,21:40:05,72.826,71.394,63.284,,,,
52,06/04/15,21:45:05,72.696,71.762,63.297,,,,
53,06/04/15,21:50:05,72.610,72.369,63.439,,,,
54,06/04/15,21:55:05,72.653,72.724,63.612,,,,
55,06/04/15,22:00:05,72.653,72.695,63.601,,,,
56,06/04/15,22:05:05,72.567,72.832,63.568,,,,
57,06/04/15,22:10:05,72.437,73.110,63.545,,,,
58,06/04/15,22:15:05,72.221,73.495,63.477,,,,
59,06/04/15,22:20:05,72.050,73.943,63.473,,,,
60,06/04/15,22:25:05,72.093,74.209,63.610,,,,
61,06/04/15,22:30:05,72.050,74.349,63.619,,,,
62,06/04/15,22:35:05,71.791,74.843,63.545,,,,
63,06/04/15,22:40:05,71.533,75.249,63.439,,,,
64,06/04/15,22:45:05,71.620,75.258,63.525,,,,
