Row,Date,Time,Temp. ,RH  
1,18-05-10,13:45:19,87.255,39.666
2,18-05-10,13:50:19,85.757,40.112
3,18-05-10,13:55:19,84.812,41.746
4,18-05-10,14:00:19,84.094,42.988
5,18-05-10,14:05:19,85.262,41.939
6,18-05-10,14:10:19,83.736,43.984
7,18-05-10,14:15:19,84.407,39.201
8,18-05-10,14:20:19,84.587,37.476
9,18-05-10,14:25:19,86.256,38.873
10,18-05-10,14:30:19,87.483,38.139
11,18-05-10,14:35:19,87.436,39.643
12,18-05-10,14:40:19,87.346,39.704
13,18-05-10,14:45:19,87.21,39.963
14,18-05-10,14:50:19,88.626,39.21
15,18-05-10,14:55:19,90.1,38.589
16,18-05-10,15:00:19,88.488,38.565
17,18-05-10,15:05:19,88.259,38.518
18,18-05-10,15:10:19,90.009,38.112
19,18-05-10,15:15:19,88.351,35.356
20,18-05-10,15:20:19,87.71,35.288
21,18-05-10,15:25:19,87.3,35.368
22,18-05-10,15:30:19,87.71,35.288
23,18-05-10,15:35:19,87.391,36.689
24,18-05-10,15:40:19,88.214,34.874
25,18-05-10,15:45:19,89.177,34.551
26,18-05-10,15:50:19,89.269,34.012
27,18-05-10,15:55:19,88.718,34.188
28,18-05-10,16:00:19,88.534,34.382
29,18-05-10,16:05:19,87.939,34.894
30,18-05-10,16:10:19,86.256,36.426
31,18-05-10,16:15:19,86.074,37.457
32,18-05-10,16:20:19,87.346,36.619
33,18-05-10,16:25:19,88.03,36.386
34,18-05-10,16:30:19,87.985,36.316
35,18-05-10,16:35:19,87.802,36.846
36,18-05-10,16:40:19,86.981,37.003
37,18-05-10,16:45:19,86.754,37.897
38,18-05-10,16:50:19,86.664,36.986
39,18-05-10,16:55:19,86.664,35.841
40,18-05-10,17:00:19,87.163,36.744
41,18-05-10,17:05:19,87.073,37.21
42,18-05-10,17:10:19,86.164,37.831
43,18-05-10,17:15:19,86.074,38.395
44,18-05-10,17:20:19,87.21,38.593
45,18-05-10,17:25:19,87.894,37.053
46,18-05-10,17:30:19,87.665,37.511
47,18-05-10,17:35:19,87.62,35.791
48,18-05-10,17:40:19,87.436,35.882
49,18-05-10,17:45:19,87.163,36.407
50,18-05-10,17:50:19,87.985,36.654
51,18-05-10,17:55:19,88.351,35.796
52,18-05-10,18:00:19,88.167,36.461
53,18-05-10,18:05:19,87.802,36.644
54,18-05-10,18:10:19,88.396,37.047
55,18-05-10,18:15:19,86.527,38.722
56,18-05-10,18:20:19,86.029,39.428
57,18-05-10,18:25:19,85.352,39.755
58,18-05-10,18:30:19,85.622,39.904
59,18-05-10,18:35:19,85.894,39.62
60,18-05-10,18:40:19,85.307,40.152
61,18-05-10,18:45:19,83.332,40.797
62,18-05-10,18:50:19,79.261,44.869
63,18-05-10,18:55:19,78.251,46.743
64,18-05-10,19:00:19,77.596,47.855
65,18-05-10,19:05:19,76.332,50.066
66,18-05-10,19:10:19,75.898,51.272
67,18-05-10,19:15:19,74.943,53.092
68,18-05-10,19:20:19,72.739,57.308
69,18-05-10,19:25:19,72.264,58.592
70,18-05-10,19:30:19,72.178,58.493
71,18-05-10,19:35:19,72.178,58.831
72,18-05-10,19:40:19,71.92,59.422
73,18-05-10,19:45:19,71.447,59.839
74,18-05-10,19:50:19,69.985,64.039
75,18-05-10,19:55:19,69.427,65.453
76,18-05-10,20:00:19,68.785,67.53
77,18-05-10,20:05:19,67.798,71.887
78,18-05-10,20:10:19,67.242,74.342
79,18-05-10,20:15:19,66.472,76.631
80,18-05-10,20:20:19,65.53,78.337
81,18-05-10,20:25:19,65.444,79.481
82,18-05-10,20:30:19,65.359,80.032
83,18-05-10,20:35:19,65.145,80.37
84,18-05-10,20:40:19,65.059,80.444
85,18-05-10,20:45:19,65.23,80.38
86,18-05-10,20:50:19,65.53,80.864
87,18-05-10,20:55:19,65.53,81.839
88,18-05-10,21:00:19,65.403,81.963
89,18-05-10,21:05:19,65.102,82.675
90,18-05-10,21:10:19,65.017,82.609
91,18-05-10,21:15:19,64.974,82.881
92,18-05-10,21:20:19,64.931,83.428
93,18-05-10,21:25:19,64.717,83.952
94,18-05-10,21:30:19,64.418,84.464
95,18-05-10,21:35:19,64.074,85.024
96,18-05-10,21:40:19,63.903,85.467
97,18-05-10,21:45:19,63.862,85.925
98,18-05-10,21:50:19,63.819,86.355
99,18-05-10,21:55:19,63.775,86.675
100,18-05-10,22:00:19,63.518,86.94
101,18-05-10,22:05:19,63.475,87.233
102,18-05-10,22:10:19,63.475,87.53
103,18-05-10,22:15:19,63.433,87.606
104,18-05-10,22:20:19,63.347,87.757
105,18-05-10,22:25:19,63.561,87.947
106,18-05-10,22:30:19,63.347,88.053
107,18-05-10,22:35:19,63.176,88.192
108,18-05-10,22:40:19,63.005,88.331
109,18-05-10,22:45:19,63.048,88.471
110,18-05-10,22:50:19,63.133,88.644
111,18-05-10,22:55:19,62.962,88.567
112,18-05-10,23:00:19,63.518,88.723
113,18-05-10,23:05:19,63.433,88.846
114,18-05-10,23:10:19,63.262,88.903
115,18-05-10,23:15:19,63.005,89.057
116,18-05-10,23:20:19,63.005,89.218
117,18-05-10,23:25:19,63.219,89.3
118,18-05-10,23:30:19,63.304,89.419
119,18-05-10,23:35:19,63.176,89.187
120,18-05-10,23:40:19,62.875,89.2
121,18-05-10,23:45:19,63.304,89.365
122,18-05-10,23:50:19,63.304,89.365
123,18-05-10,23:55:19,63.347,89.21
124,18-05-11,0:00:19,63.732,89.154
125,18-05-11,0:05:19,64.204,88.949
126,18-05-11,0:10:19,63.862,88.634
127,18-05-11,0:15:19,64.033,88.414
128,18-05-11,0:20:19,63.689,88.153
129,18-05-11,0:25:19,63.775,88.137
130,18-05-11,0:30:19,64.204,87.897
131,18-05-11,0:35:19,64.459,87.633
132,18-05-11,0:40:19,64.546,87.482
133,18-05-11,0:45:19,63.946,87.511
134,18-05-11,0:50:19,63.005,87.711
135,18-05-11,0:55:19,62.49,88.074
136,18-05-11,1:00:19,62.233,88.47
137,18-05-11,1:05:19,62.105,88.829
138,18-05-11,1:10:19,62.148,89.075
139,18-05-11,1:15:19,62.148,89.289
140,18-05-11,1:20:19,62.105,89.524
141,18-05-11,1:25:19,62.062,89.679
142,18-05-11,1:30:19,62.276,90.135
143,18-05-11,1:35:19,62.148,90.037
144,18-05-11,1:40:19,62.148,90.064
145,18-05-11,1:45:19,62.276,90.028
146,18-05-11,1:50:19,62.191,89.963
147,18-05-11,1:55:19,62.447,89.918
148,18-05-11,2:00:19,62.577,89.829
149,18-05-11,2:05:19,62.748,89.665
150,18-05-11,2:10:19,62.791,89.537
151,18-05-11,2:15:19,62.919,89.26
152,18-05-11,2:20:19,62.962,89.104
153,18-05-11,2:25:19,62.791,88.867
154,18-05-11,2:30:19,62.791,88.706
155,18-05-11,2:35:19,62.791,88.598
156,18-05-11,2:40:19,62.577,88.462
157,18-05-11,2:45:19,62.49,88.424
158,18-05-11,2:50:19,62.533,88.403
159,18-05-11,2:55:19,62.533,88.403
160,18-05-11,3:00:19,62.661,88.339
161,18-05-11,3:05:19,62.748,88.27
162,18-05-11,3:10:19,62.791,88.249
163,18-05-11,3:15:19,62.62,88.199
164,18-05-11,3:20:19,62.447,88.311
165,18-05-11,3:25:19,62.447,88.338
166,18-05-11,3:30:19,62.319,88.428
167,18-05-11,3:35:19,62.362,88.568
168,18-05-11,3:40:19,62.447,88.767
169,18-05-11,3:45:19,62.276,88.771
170,18-05-11,3:50:19,62.062,88.957
171,18-05-11,3:55:19,62.191,89.054
172,18-05-11,4:00:19,62.105,89.15
173,18-05-11,4:05:19,62.276,89.253
174,18-05-11,4:10:19,62.148,89.396
175,18-05-11,4:15:19,61.848,89.489
176,18-05-11,4:20:19,61.977,89.667
177,18-05-11,4:25:19,61.934,89.821
178,18-05-11,4:30:19,61.804,89.964
179,18-05-11,4:35:19,61.633,90.153
180,18-05-11,4:40:19,61.29,90.266
181,18-05-11,4:45:19,61.248,90.42
182,18-05-11,4:50:19,60.904,90.479
183,18-05-11,4:55:19,60.861,90.738
184,18-05-11,5:00:19,61.119,90.906
185,18-05-11,5:05:19,61.547,90.939
186,18-05-11,5:10:19,61.891,91.039
187,18-05-11,5:15:19,62.148,91.127
188,18-05-11,5:20:19,62.362,91.13
189,18-05-11,5:25:19,62.362,91.157
190,18-05-11,5:30:19,62.319,91.151
191,18-05-11,5:35:19,62.233,91.139
192,18-05-11,5:40:19,62.019,91.136
193,18-05-11,5:45:19,61.848,91.192
194,18-05-11,5:50:19,62.233,91.298
195,18-05-11,5:55:19,62.148,91.234
196,18-05-11,6:00:19,61.848,91.245
197,18-05-11,6:05:19,61.462,91.192
198,18-05-11,6:10:19,61.633,91.48
199,18-05-11,6:15:19,61.934,91.495
200,18-05-11,6:20:19,62.019,91.454
201,18-05-11,6:25:19,61.934,91.522
202,18-05-11,6:30:19,62.019,91.56
203,18-05-11,6:35:19,62.062,91.593
204,18-05-11,6:40:19,61.977,91.581
205,18-05-11,6:45:19,61.891,91.569
206,18-05-11,6:50:19,61.891,91.622
207,18-05-11,6:55:19,62.062,91.645
208,18-05-11,7:00:19,62.105,91.598
209,18-05-11,7:05:19,62.406,91.481
210,18-05-11,7:10:19,62.791,91.429
211,18-05-11,7:15:19,63.176,91.323
212,18-05-11,7:20:19,63.433,91.252
213,18-05-11,7:25:19,63.946,91.03
214,18-05-11,7:30:19,64.459,90.807
215,18-05-11,7:35:19,65.145,90.472
216,18-05-11,7:40:19,65.403,90.024
217,18-05-11,7:45:19,65.615,89.811
218,18-05-11,7:50:19,65.872,89.523
219,18-05-11,7:55:19,66.214,89.272
220,18-05-11,8:00:19,66.385,88.917
221,18-05-11,8:05:19,66.344,88.857
222,18-05-11,8:10:19,66.985,88.617
223,18-05-11,8:15:19,67.158,88.26
224,18-05-11,8:20:19,67.199,87.858
225,18-05-11,8:25:19,68.013,87.474
226,18-05-11,8:30:19,67.928,86.669
227,18-05-11,8:35:19,68.056,86.247
228,18-05-11,8:40:19,68.698,86.137
229,18-05-11,8:45:19,69.17,85.536
230,18-05-11,8:50:19,69.514,84.971
231,18-05-11,8:55:19,70.201,83.807
232,18-05-11,9:00:19,70.803,83.099
233,18-05-11,9:05:19,71.317,81.871
234,18-05-11,9:10:19,71.877,80.866
235,18-05-11,9:15:19,72.093,80.126
236,18-05-11,9:20:19,72.437,78.828
237,18-05-11,9:25:19,72.826,77.699
238,18-05-11,9:30:19,73.558,77.121
239,18-05-11,9:35:19,73.947,75.951
240,18-05-11,9:40:19,73.386,75.048
241,18-05-11,9:45:19,74.381,75.012
242,18-05-11,9:50:19,75.204,74.665
243,18-05-11,9:55:19,75.508,73.967
244,18-05-11,10:00:19,75.853,73.36
245,18-05-11,10:05:19,76.681,72.948
246,18-05-11,10:10:19,78.165,72.071
247,18-05-11,10:15:19,78.69,70.997
248,18-05-11,10:20:19,78.777,69.333
249,18-05-11,10:25:19,78.953,68.361
250,18-05-11,10:30:19,79.567,68.06
251,18-05-11,10:35:19,79.304,67.552
252,18-05-11,10:40:19,79.831,65.756
253,18-05-11,10:45:19,81.066,65.508
254,18-05-11,10:50:19,81.111,65.725
255,18-05-11,10:55:19,80.89,61.502
256,18-05-11,11:00:19,81.775,63.554
257,18-05-11,11:05:19,81.597,61.256
258,18-05-11,11:10:19,82.175,60.345
259,18-05-11,11:15:19,82.441,58.685
260,18-05-11,11:20:19,82.753,57.426
261,18-05-11,11:25:19,83.109,57.236
262,18-05-11,11:30:19,84.182,57.135
263,18-05-11,11:35:19,84.542,55.901
264,18-05-11,11:40:19,83.467,52.766
265,18-05-11,11:45:19,83.467,53.69
266,18-05-11,11:50:19,84.722,53.691
267,18-05-11,11:55:19,85.397,50.665
268,18-05-11,12:00:19,84.452,51.399
269,18-05-11,12:05:19,85.577,49.451
270,18-05-11,12:10:19,85.487,51.958
271,18-05-11,12:15:19,86.709,49.467
272,18-05-11,12:20:19,85.894,49.376
273,18-05-11,12:25:19,85.802,49.855
274,18-05-11,12:30:19,86.981,49.357
275,18-05-11,12:35:19,87.528,48.355
276,18-05-11,12:40:19,87.985,47.212
277,18-05-11,12:45:19,88.396,47.371
278,18-05-11,12:50:19,87.483,46.622
279,18-05-11,12:55:19,87.483,47.211
280,18-05-11,13:00:19,88.855,45.499
281,18-05-11,13:05:19,89.593,45.614
282,18-05-11,13:10:19,88.122,45.681
283,18-05-11,13:15:19,88.351,44.94
284,18-05-11,13:20:19,89.546,44.357
285,18-05-11,13:25:19,89.132,43.272
286,18-05-11,13:30:19,89.823,43.945
287,18-05-11,13:35:19,91.123,42.698
288,18-05-11,13:40:19,90.194,40.941
289,18-05-11,13:45:19,89.177,42.379
290,18-05-11,13:50:19,88.03,41.943
291,18-05-11,13:55:19,87.118,45.057
292,18-05-11,14:00:19,89.776,42.947
293,18-05-11,14:05:19,90.147,41.772
294,18-05-11,14:10:19,88.626,43.207
295,18-05-11,14:15:19,90.055,42.399
296,18-05-11,14:20:19,89.132,39.473
297,18-05-11,14:25:19,90.286,40.712
298,18-05-11,14:30:19,90.333,40.615
299,18-05-11,14:35:19,90.75,39.969
300,18-05-11,14:40:19,91.589,39.817
301,18-05-11,14:45:19,90.891,40.112
302,18-05-11,14:50:19,90.565,38.042
303,18-05-11,14:55:19,90.055,39.225
304,18-05-11,15:00:19,91.683,38.138
305,18-05-11,15:05:19,88.947,38.826
306,18-05-11,15:10:19,89.87,40.085
307,18-05-11,15:15:19,90.565,39.657
308,18-05-11,15:20:19,89.685,39.271
309,18-05-11,15:25:19,89.731,39.676
310,18-05-11,15:30:19,90.286,38.633
311,18-05-11,15:35:19,90.379,37.965
312,18-05-11,15:40:19,89.638,39.234
313,18-05-11,15:45:19,90.286,39.171
314,18-05-11,15:50:19,89.823,40.35
315,18-05-11,15:55:19,90.424,38.674
316,18-05-11,16:00:19,90.333,38.804
317,18-05-11,16:05:19,91.963,36.733
318,18-05-11,16:10:19,90.379,38.133
319,18-05-11,16:15:19,89.454,39.224
320,18-05-11,16:20:19,89.731,40.245
321,18-05-11,16:25:19,90.379,39.478
322,18-05-11,16:30:19,90.1,39.194
323,18-05-11,16:35:19,89.776,39.712
324,18-05-11,16:40:19,89.87,38.037
325,18-05-11,16:45:19,90.379,37.02
326,18-05-11,16:50:19,89.87,37.701
327,18-05-11,16:55:19,89.962,37.672
328,18-05-11,17:00:19,90.379,37.526
329,18-05-11,17:05:19,90.009,37.843
330,18-05-11,17:10:19,88.902,39.125
331,18-05-11,17:15:19,90.333,37.962
332,18-05-11,17:20:19,90.286,37.251
333,18-05-11,17:25:19,90.239,37.35
334,18-05-11,17:30:19,90.009,37.168
335,18-05-11,17:35:19,91.402,37.278
336,18-05-11,17:40:19,89.962,36.693
337,18-05-11,17:45:19,90.194,37.246
338,18-05-11,17:50:19,89.546,37.413
339,18-05-11,17:55:19,90.009,36.628
340,18-05-11,18:00:19,90.333,36.713
341,18-05-11,18:05:19,89.269,37.162
342,18-05-11,18:10:19,87.894,38.464
343,18-05-11,18:15:19,88.81,38.482
344,18-05-11,18:20:19,88.259,38.686
345,18-05-11,18:25:19,88.626,38.506
346,18-05-11,18:30:19,87.894,38.967
347,18-05-11,18:35:19,87.436,39.142
348,18-05-11,18:40:19,86.437,39.285
349,18-05-11,18:45:19,87.62,39.486
350,18-05-11,18:50:19,87.71,39.391
351,18-05-11,18:55:19,87.71,39.659
352,18-05-11,19:00:19,87.71,39.325
353,18-05-11,19:05:19,88.075,40.081
354,18-05-11,19:10:19,87.528,39.849
355,18-05-11,19:15:19,86.891,40.578
356,18-05-11,19:20:19,86.799,41.271
357,18-05-11,19:25:19,86.844,41.406
358,18-05-11,19:30:19,86.572,41.986
359,18-05-11,19:35:19,86.074,42.221
360,18-05-11,19:40:19,85.894,42.771
361,18-05-11,19:45:19,85.442,43.271
362,18-05-11,19:50:19,85.172,44.076
363,18-05-11,19:55:19,84.9,44.387
364,18-05-11,20:00:19,84.407,45.011
365,18-05-11,20:05:19,84.049,45.477
366,18-05-11,20:10:19,83.646,46.07
367,18-05-11,20:15:19,83.332,46.635
368,18-05-11,20:20:19,82.931,47.16
369,18-05-11,20:25:19,82.441,47.742
370,18-05-11,20:30:19,82.218,48.114
371,18-05-11,20:35:19,81.864,48.541
372,18-05-11,20:40:19,81.509,49.257
373,18-05-11,20:45:19,81.154,49.97
374,18-05-11,20:50:19,80.978,50.342
375,18-05-11,20:55:19,80.713,50.578
376,18-05-11,21:00:19,80.537,51.077
377,18-05-11,21:05:19,80.096,51.745
378,18-05-11,21:10:19,80.184,52.102
379,18-05-11,21:15:19,80.139,52.321
380,18-05-11,21:20:19,80.404,51.864
381,18-05-11,21:25:19,80.668,50.863
382,18-05-11,21:30:19,80.625,50.956
383,18-05-11,21:35:19,80.58,51.016
384,18-05-11,21:40:19,80.272,51.121
385,18-05-11,21:45:19,80.096,51.745
386,18-05-11,21:50:19,80.096,51.777
387,18-05-11,21:55:19,80.184,51.72
388,18-05-11,22:00:19,80.492,51.329
389,18-05-11,22:05:19,80.272,51.344
390,18-05-11,22:10:19,80.227,51.213
391,18-05-11,22:15:19,80.404,51.322
392,18-05-11,22:20:19,80.449,51.006
393,18-05-11,22:25:19,80.492,50.85
394,18-05-11,22:30:19,80.449,51.07
395,18-05-11,22:35:19,79.876,51.41
396,18-05-11,22:40:19,79.7,52.034
397,18-05-11,22:45:19,79.347,52.578
398,18-05-11,22:50:19,79.128,53.195
399,18-05-11,22:55:19,79.173,53.768
400,18-05-11,23:00:19,78.69,53.982
401,18-05-11,23:05:19,78.733,54.238
402,18-05-11,23:10:19,78.777,54.242
403,18-05-11,23:15:19,78.733,54.301
404,18-05-11,23:20:19,78.427,54.655
405,18-05-11,23:25:19,78.121,55.008
406,18-05-11,23:30:19,78.165,55.231
407,18-05-11,23:35:19,78.121,55.353
408,18-05-11,23:40:19,77.99,55.248
409,18-05-11,23:45:19,77.902,55.178
410,18-05-11,23:50:19,77.945,55.402
411,18-05-11,23:55:19,77.99,55.248
412,18-05-12,0:00:19,77.815,55.422
413,18-05-12,0:05:19,77.16,56.245
414,18-05-12,0:10:19,77.203,56.748
415,18-05-12,0:15:19,76.899,57.159
416,18-05-12,0:20:19,76.854,57.622
417,18-05-12,0:25:19,76.854,57.964
418,18-05-12,0:30:19,76.593,58.221
419,18-05-12,0:35:19,76.071,58.61
420,18-05-12,0:40:19,76.419,59.041
421,18-05-12,0:45:19,76.419,58.98
422,18-05-12,0:50:19,76.419,59.103
423,18-05-12,0:55:19,76.203,59.362
424,18-05-12,1:00:19,76.071,59.444
425,18-05-12,1:05:19,75.853,59.825
426,18-05-12,1:10:19,75.508,60.257
427,18-05-12,1:15:19,74.943,60.606
428,18-05-12,1:20:19,74.727,61.199
429,18-05-12,1:25:19,74.727,61.536
430,18-05-12,1:30:19,74.986,61.864
431,18-05-12,1:35:19,74.813,61.696
432,18-05-12,1:40:19,74.64,62.169
433,18-05-12,1:45:19,74.206,62.251
434,18-05-12,1:50:19,73.774,62.972
435,18-05-12,1:55:19,73.818,63.522
436,18-05-12,2:00:19,73.774,63.578
437,18-05-12,2:05:19,73.558,64.133
438,18-05-12,2:10:19,73.386,64.268
439,18-05-12,2:15:19,73.126,64.636
440,18-05-12,2:20:19,72.783,64.814
441,18-05-12,2:25:19,72.696,65.076
442,18-05-12,2:30:19,72.437,65.232
443,18-05-12,2:35:19,72.264,65.756
444,18-05-12,2:40:19,72.307,66.059
445,18-05-12,2:45:19,72.178,66.227
446,18-05-12,2:50:19,72.178,66.286
447,18-05-12,2:55:19,71.748,66.275
448,18-05-12,3:00:19,72.007,66.658
449,18-05-12,3:05:19,71.964,66.295
450,18-05-12,3:10:19,71.274,66.378
451,18-05-12,3:15:19,71.103,67.106
452,18-05-12,3:20:19,71.317,67.574
453,18-05-12,3:25:19,71.748,67.973
454,18-05-12,3:30:19,71.577,67.778
455,18-05-12,3:35:19,71.19,67.947
456,18-05-12,3:40:19,71.231,68.426
457,18-05-12,3:45:19,71.404,68.858
458,18-05-12,3:50:19,71.231,69.166
459,18-05-12,3:55:19,71.49,69.074
460,18-05-12,4:00:19,71.146,68.98
461,18-05-12,4:05:19,70.803,69.24
462,18-05-12,4:10:19,71.146,69.039
463,18-05-12,4:15:19,71.06,68.764
464,18-05-12,4:20:19,71.49,68.304
465,18-05-12,4:25:19,71.06,68.498
466,18-05-12,4:30:19,71.404,68.443
467,18-05-12,4:35:19,71.92,67.931
468,18-05-12,4:40:19,72.178,67.54
469,18-05-12,4:45:19,72.136,67.208
470,18-05-12,4:50:19,71.577,67.689
471,18-05-12,4:55:19,71.19,68.274
472,18-05-12,5:00:19,71.103,68.857
473,18-05-12,5:05:19,70.587,69.278
474,18-05-12,5:10:19,70.158,69.97
475,18-05-12,5:15:19,70.201,70.591
476,18-05-12,5:20:19,70.716,70.645
477,18-05-12,5:25:19,70.543,70.421
478,18-05-12,5:30:19,69.685,71.124
479,18-05-12,5:35:19,69.085,72.082
480,18-05-12,5:40:19,68.828,73.216
481,18-05-12,5:45:19,68.785,74.137
482,18-05-12,5:50:19,68.999,74.68
483,18-05-12,5:55:19,68.828,75.179
484,18-05-12,6:00:19,68.785,75.606
485,18-05-12,6:05:19,68.828,75.955
486,18-05-12,6:10:19,68.4,76.107
487,18-05-12,6:15:19,68.142,76.65
488,18-05-12,6:20:19,68.698,77.113
489,18-05-12,6:25:19,68.571,76.956
490,18-05-12,6:30:19,68.056,77.239
491,18-05-12,6:35:19,68.4,77.563
492,18-05-12,6:40:19,68.484,77.772
493,18-05-12,6:45:19,68.657,77.849
494,18-05-12,6:50:19,68.4,77.791
495,18-05-12,6:55:19,68.571,78.266
496,18-05-12,7:00:19,69.213,78.084
497,18-05-12,7:05:19,69.386,77.705
498,18-05-12,7:10:19,69.858,77.388
499,18-05-12,7:15:19,70.158,76.793
500,18-05-12,7:20:19,70.63,76.703
501,18-05-12,7:25:19,71.274,76.373
502,18-05-12,7:30:19,71.49,75.994
503,18-05-12,7:35:19,71.404,75.754
504,18-05-12,7:40:19,71.877,75.951
505,18-05-12,7:45:19,72.653,75.517
506,18-05-12,7:50:19,73.645,74.931
507,18-05-12,7:55:19,74.511,73.772
508,18-05-12,8:00:19,75.985,72.137
509,18-05-12,8:05:19,74.727,70.706
510,18-05-12,8:10:19,73.818,72.262
511,18-05-12,8:15:19,73.99,73.131
512,18-05-12,8:20:19,74.899,73.404
513,18-05-12,8:25:19,76.203,71.422
514,18-05-12,8:30:19,76.071,71.053
515,18-05-12,8:35:19,77.117,70.805
516,18-05-12,8:40:19,76.899,69.86
517,18-05-12,8:45:19,76.636,70.488
518,18-05-12,8:50:19,76.636,70.042
519,18-05-12,8:55:19,77.639,69.488
520,18-05-12,9:00:19,78.777,68.644
521,18-05-12,9:05:19,79.7,65.226
522,18-05-12,9:10:19,79.7,62.136
523,18-05-12,9:15:19,79.612,60.74
524,18-05-12,9:20:19,79.788,59.548
525,18-05-12,9:25:19,79.963,55.721
526,18-05-12,9:30:19,80.361,53.068
527,18-05-12,9:35:19,80.668,52.679
528,18-05-12,9:40:19,81.244,50.937
529,18-05-12,9:45:19,80.58,51.08
530,18-05-12,9:50:19,81.244,49.912
531,18-05-12,9:55:19,81.597,50.066
532,18-05-12,10:00:19,81.819,50.724
533,18-05-12,10:05:19,83.154,50.372
534,18-05-12,10:10:19,83.064,50.109
535,18-05-12,10:15:19,83.287,49.996
536,18-05-12,10:20:19,83.064,50.944
537,18-05-12,10:25:19,83.736,50.736
538,18-05-12,10:30:19,83.109,50.594
539,18-05-12,10:35:19,84.317,50.522
540,18-05-12,10:40:19,85.802,48.365
541,18-05-12,10:45:19,85.802,44.741
542,18-05-12,10:50:19,85.849,45.826
543,18-05-12,10:55:19,85.622,45.876
544,18-05-12,11:00:19,86.572,44.397
545,18-05-12,11:05:19,86.437,44.355
546,18-05-12,11:10:19,86.256,44.738
547,18-05-12,11:15:19,86.256,43.751
548,18-05-12,11:20:19,87.346,43.49
549,18-05-12,11:25:19,86.527,42.447
550,18-05-12,11:30:19,86.482,43.963
551,18-05-12,11:35:19,86.482,42.808
552,18-05-12,11:40:19,88.534,41.508
553,18-05-12,11:45:19,89.823,39.58
554,18-05-12,11:50:19,88.488,40.939
555,18-05-12,11:55:19,88.993,42.268
556,18-05-12,12:00:19,87.346,41.037
557,18-05-12,12:05:19,88.579,40.778
558,18-05-12,12:10:19,86.799,40.872
559,18-05-12,12:15:19,87.3,39.301
560,18-05-12,12:20:19,89.085,39.236
561,18-05-12,12:25:19,88.075,39.279
562,18-05-12,12:30:19,88.396,38.023
563,18-05-12,12:35:19,89.177,39.107
564,18-05-12,12:40:19,90.797,36.264
565,18-05-12,12:45:19,91.308,36.393
566,18-05-12,12:50:19,89.454,36.733
567,18-05-12,12:55:19,90.75,36.058
568,18-05-12,13:00:19,89.407,35.241
569,18-05-12,13:05:19,89.546,35.723
570,18-05-12,13:10:19,90.797,34.77
571,18-05-12,13:15:19,90.936,33.755
572,18-05-12,13:20:19,90.703,32.752
573,18-05-12,13:25:19,90.612,34.216
574,18-05-12,13:30:19,88.993,33.828
575,18-05-12,13:35:19,90.333,34.916
576,18-05-12,13:40:19,90.194,35.147
577,18-05-12,13:45:19,92.433,33.487
578,18-05-12,13:50:19,91.402,32.923
579,18-05-12,13:55:19,91.402,34.392
580,18-05-12,14:00:19,90.565,34.69
581,18-05-12,14:05:19,91.402,34.801
582,18-05-12,14:10:19,90.982,34.643
583,18-05-12,14:15:19,90.147,35.551
584,18-05-12,14:20:19,90.891,35.115
585,18-05-12,14:25:19,91.589,34.981
586,18-05-12,14:30:19,91.076,34.75
587,18-05-12,14:35:19,91.823,34.209
588,18-05-12,14:40:19,92.338,33.448
589,18-05-12,14:45:19,90.797,33.952
590,18-05-12,14:50:19,91.17,33.937
591,18-05-12,14:55:19,91.87,33.972
592,18-05-12,15:00:19,91.076,34.103
593,18-05-12,15:05:19,91.029,34.577
594,18-05-12,15:10:19,90.612,34.284
595,18-05-12,15:15:19,92.763,33.195
596,18-05-12,15:20:19,92.433,34.376
597,18-05-12,15:25:19,93.281,32.706
598,18-05-12,15:30:19,91.542,33.58
599,18-05-12,15:35:19,90.009,34.117
600,18-05-12,15:40:19,92.433,33.966
601,18-05-12,15:45:19,91.542,32.896
602,18-05-12,15:50:19,90.471,34.345
603,18-05-12,15:55:19,90.194,33.786
604,18-05-12,16:00:19,90.936,34.164
605,18-05-12,16:05:19,91.589,33.309
606,18-05-12,16:10:19,92.291,32.864
607,18-05-12,16:15:19,92.574,33.631
608,18-05-12,16:20:19,92.244,33.273
609,18-05-12,16:25:19,92.527,32.738
610,18-05-12,16:30:19,91.683,33.518
611,18-05-12,16:35:19,90.194,34.399
612,18-05-12,16:40:19,90.797,34.225
613,18-05-12,16:45:19,90.982,35.051
614,18-05-12,16:50:19,91.823,34.413
615,18-05-12,16:55:19,89.962,34.489
616,18-05-12,17:00:19,88.534,35.331
617,18-05-12,17:05:19,90.657,35.578
618,18-05-12,17:10:19,89.915,34.962
619,18-05-12,17:15:19,90.518,35.197
620,18-05-12,17:20:19,89.638,35.525
621,18-05-12,17:25:19,89.454,35.583
622,18-05-12,17:30:19,90.424,35.498
623,18-05-12,17:35:19,90.612,35.474
624,18-05-12,17:40:19,90.379,35.224
625,18-05-12,17:45:19,90.518,34.551
626,18-05-12,17:50:19,89.731,34.715
627,18-05-12,17:55:19,89.407,35.275
628,18-05-12,18:00:19,89.269,35.166
629,18-05-12,18:05:19,89.823,34.788
630,18-05-12,18:10:19,90.055,34.732
631,18-05-12,18:15:19,90.147,34.396
632,18-05-12,18:20:19,90.1,34.802
633,18-05-12,18:25:19,89.269,35.2
634,18-05-12,18:30:19,90.1,34.87
635,18-05-12,18:35:19,89.593,34.844
