Row,Date,Time,Temp,RH
1,18-07-21,12:44:36,80.492,71.57
2,18-07-21,12:49:36,80.713,73.169
3,18-07-21,12:54:36,80.935,71.646
4,18-07-21,12:59:36,81.199,71.972
5,18-07-21,13:04:36,81.819,71.827
6,18-07-21,13:09:36,82.308,71.16
7,18-07-21,13:14:36,81.554,70.723
8,18-07-21,13:19:36,82.218,69.77
9,18-07-21,13:24:36,82.976,69.846
10,18-07-21,13:29:36,81.952,69.201
11,18-07-21,13:34:36,82.62,68.936
12,18-07-21,13:39:36,84.677,69.231
13,18-07-21,13:44:36,84.677,66.339
14,18-07-21,13:49:36,84.945,66.396
15,18-07-21,13:54:36,84.9,67.491
16,18-07-21,13:59:36,85.217,66.666
17,18-07-21,14:04:36,86.119,65.033
18,18-07-21,14:09:36,86.346,63.788
19,18-07-21,14:14:36,87.21,63.897
20,18-07-21,14:19:36,88.122,63.298
21,18-07-21,14:24:36,87.71,62.015
22,18-07-21,14:29:36,87.073,62.643
23,18-07-21,14:34:36,85.939,63.038
24,18-07-21,14:39:36,87.71,63.261
25,18-07-21,14:44:36,87.073,62.83
26,18-07-21,14:49:36,87.073,61.49
27,18-07-21,14:54:36,87.073,61.927
28,18-07-21,14:59:36,88.993,61.19
29,18-07-21,15:04:36,88.075,60.388
30,18-07-21,15:09:36,90.657,59.127
31,18-07-21,15:14:36,88.167,60.898
32,18-07-21,15:19:36,88.902,60.774
33,18-07-21,15:24:36,90.703,58.244
34,18-07-21,15:29:36,90.518,56.446
35,18-07-21,15:34:36,90.612,57.091
36,18-07-21,15:39:36,91.823,56.519
37,18-07-21,15:44:36,91.076,54.762
38,18-07-21,15:49:36,89.87,55.372
39,18-07-21,15:54:36,90.797,56.405
40,18-07-21,15:59:36,92.01,56.31
41,18-07-21,16:04:36,91.542,54.058
42,18-07-21,16:09:36,93.328,53.776
43,18-07-21,16:14:36,94.323,51.415
44,18-07-21,16:19:36,94.563,50.91
45,18-07-21,16:24:36,93.186,50.582
46,18-07-21,16:29:36,92.244,50.547
47,18-07-21,16:34:36,93.848,52.129
48,18-07-21,16:39:36,92.338,53.119
49,18-07-21,16:44:36,92.714,54.632
50,18-07-21,16:49:36,93.848,53.654
51,18-07-21,16:54:36,93.659,53.219
52,18-07-21,16:59:36,93.801,54.555
53,18-07-21,17:04:36,92.763,53.571
54,18-07-21,17:09:36,93.281,52.509
55,18-07-21,17:14:36,93.234,51.303
56,18-07-21,17:19:36,91.776,52.85
57,18-07-21,17:24:36,92.48,53.356
58,18-07-21,17:29:36,91.495,54.183
59,18-07-21,17:34:36,92.667,53.176
60,18-07-21,17:39:36,92.809,51.825
61,18-07-21,17:44:36,92.151,53.815
62,18-07-21,17:49:36,90.565,55.811
63,18-07-21,17:54:36,89.87,57.253
64,18-07-21,17:59:36,89.638,58.282
65,18-07-21,18:04:36,88.993,58.703
66,18-07-21,18:09:36,88.122,60.424
67,18-07-21,18:14:36,87.528,61.28
68,18-07-21,18:19:36,87.436,61.835
69,18-07-21,18:24:36,87.62,62.474
70,18-07-21,18:29:36,87.483,62.929
71,18-07-21,18:34:36,87.255,63.343
72,18-07-21,18:39:36,87.847,63.242
