Row,Date,Time,Temp,RH
1,18-07-20,17:38:11,84.049,63.855
2,18-07-20,17:43:11,83.959,64.923
3,18-07-20,17:48:11,84.094,63.951
4,18-07-20,17:53:11,84.722,63.361
5,18-07-20,17:58:11,85.307,62.454
6,18-07-20,18:03:11,85.172,60.824
7,18-07-20,18:08:11,84.767,61.381
8,18-07-20,18:13:11,84.587,61.489
9,18-07-20,18:18:11,83.869,63.684
10,18-07-20,18:23:11,83.467,64.509
11,18-07-20,18:28:11,83.199,64.084
12,18-07-20,18:33:11,83.332,63.758
13,18-07-20,18:38:11,83.601,63.567
14,18-07-20,18:43:11,83.824,63.001
15,18-07-20,18:48:11,83.736,62.931
16,18-07-20,18:53:11,83.736,63.826
17,18-07-20,18:58:11,83.511,64.759
18,18-07-20,19:03:11,83.154,65.001
19,18-07-20,19:08:11,82.841,65.309
20,18-07-20,19:13:11,82.575,65.712
21,18-07-20,19:18:11,82.62,65.441
22,18-07-20,19:23:11,82.53,65.371
23,18-07-20,19:28:11,82.53,65.555
24,18-07-20,19:33:11,82.53,65.188
25,18-07-20,19:38:11,82.575,65.345
26,18-07-20,19:43:11,82.396,66.366
27,18-07-20,19:48:11,82.665,65.689
28,18-07-20,19:53:11,82.62,65.532
29,18-07-20,19:58:11,82.308,66.205
30,18-07-20,20:03:11,81.997,66.753
31,18-07-20,20:08:11,81.864,66.862
32,18-07-20,20:13:11,81.909,66.289
33,18-07-20,20:18:11,81.864,66.345
34,18-07-20,20:23:11,81.73,66.576
35,18-07-20,20:28:11,81.554,66.923
36,18-07-20,20:33:11,81.554,67.651
37,18-07-20,20:38:11,81.509,67.919
38,18-07-20,20:43:11,81.333,68.566
39,18-07-20,20:48:11,81.376,68.963
40,18-07-20,20:53:11,81.421,68.937
41,18-07-20,20:58:11,81.244,69.281
42,18-07-20,21:03:11,81.597,69.256
43,18-07-20,21:08:11,81.421,69.569
44,18-07-20,21:13:11,81.333,70.341
45,18-07-20,21:18:11,81.023,71.297
46,18-07-20,21:23:11,80.845,71.726
47,18-07-20,21:28:11,80.668,71.768
48,18-07-20,21:33:11,80.361,72.212
49,18-07-20,21:38:11,80.316,72.296
50,18-07-20,21:43:11,80.713,70.907
51,18-07-20,21:48:11,80.537,71.426
52,18-07-20,21:53:11,80.139,71.861
