Datetime,Date,Temp,RH,DewPt
2017-05-01 12:55:00,05/01/17,20.198,52.518,10.489
2017-05-01 13:00:00,05/01/17,19.841,50.627,9.621
2017-05-01 13:05:00,05/01/17,19.793,51.652,9.870
2017-05-01 13:10:00,05/01/17,19.793,50.996,9.684
2017-05-01 13:15:00,05/01/17,20.222,49.988,9.787
2017-05-01 13:20:00,05/01/17,19.698,49.070,9.034
2017-05-01 13:25:00,05/01/17,20.055,48.707,9.253
2017-05-01 13:30:00,05/01/17,20.507,49.145,9.800
2017-05-01 13:35:00,05/01/17,20.460,47.780,9.343
2017-05-01 13:40:00,05/01/17,21.223,48.004,10.111
2017-05-01 13:45:00,05/01/17,21.103,45.124,9.090
2017-05-01 13:50:00,05/01/17,21.008,45.112,8.999
2017-05-01 13:55:00,05/01/17,21.103,45.794,9.307
2017-05-01 14:00:00,05/01/17,21.270,44.824,9.143
2017-05-01 14:05:00,05/01/17,21.676,44.198,9.304
2017-05-01 14:10:00,05/01/17,21.509,43.793,9.017
2017-05-01 14:15:00,05/01/17,21.533,43.603,8.974
2017-05-01 14:20:00,05/01/17,21.509,44.852,9.370
2017-05-01 14:25:00,05/01/17,21.652,43.681,9.109
2017-05-01 14:30:00,05/01/17,21.676,43.201,8.967
2017-05-01 14:35:00,05/01/17,22.226,43.200,9.464
2017-05-01 14:40:00,05/01/17,22.178,42.483,9.173
2017-05-01 14:45:00,05/01/17,22.274,41.749,9.001
2017-05-01 14:50:00,05/01/17,22.609,42.014,9.396
2017-05-01 14:55:00,05/01/17,22.585,41.330,9.131
2017-05-01 15:00:00,05/01/17,22.896,42.014,9.656
2017-05-01 15:05:00,05/01/17,23.112,40.410,9.270
2017-05-01 15:10:00,05/01/17,23.376,39.393,9.126
2017-05-01 15:15:00,05/01/17,23.521,37.403,8.481
2017-05-01 15:20:00,05/01/17,23.905,37.145,8.719
2017-05-01 15:25:00,05/01/17,23.761,35.841,8.057
2017-05-01 15:30:00,05/01/17,23.713,35.438,7.846
2017-05-01 15:35:00,05/01/17,24.171,35.183,8.142
2017-05-01 15:40:00,05/01/17,23.689,35.867,8.004
2017-05-01 15:45:00,05/01/17,23.857,36.810,8.541
2017-05-01 15:50:00,05/01/17,24.581,36.219,8.939
2017-05-01 15:55:00,05/01/17,24.243,37.410,9.125
2017-05-01 16:00:00,05/01/17,24.388,36.531,8.897
2017-05-01 16:05:00,05/01/17,24.532,36.678,9.085
2017-05-01 16:10:00,05/01/17,25.016,36.726,9.533
2017-05-01 16:15:00,05/01/17,24.315,37.186,9.099
2017-05-01 16:20:00,05/01/17,24.581,37.873,9.610
2017-05-01 16:25:00,05/01/17,24.557,38.530,9.847
2017-05-01 16:30:00,05/01/17,24.388,38.711,9.767
2017-05-01 16:35:00,05/01/17,24.557,38.958,10.013
2017-05-01 16:40:00,05/01/17,24.871,38.365,10.062
2017-05-01 16:45:00,05/01/17,24.581,39.454,10.225
2017-05-01 16:50:00,05/01/17,25.113,39.708,10.798
2017-05-01 16:55:00,05/01/17,25.040,39.667,10.717
2017-05-01 17:00:00,05/01/17,25.380,39.506,10.959
2017-05-01 17:05:00,05/01/17,24.919,39.819,10.667
2017-05-01 17:10:00,05/01/17,24.823,39.282,10.376
2017-05-01 17:15:00,05/01/17,24.823,39.611,10.501
2017-05-01 17:20:00,05/01/17,25.186,39.847,10.916
2017-05-01 17:25:00,05/01/17,24.726,39.502,10.373
2017-05-01 17:30:00,05/01/17,24.557,37.607,9.482
2017-05-01 17:35:00,05/01/17,24.436,36.669,8.996
2017-05-01 17:40:00,05/01/17,24.484,35.612,8.600
2017-05-01 17:45:00,05/01/17,24.532,37.075,9.247
2017-05-01 17:50:00,05/01/17,24.557,37.210,9.323
2017-05-01 17:55:00,05/01/17,24.243,36.550,8.776
2017-05-01 18:00:00,05/01/17,24.436,35.607,8.555
2017-05-01 18:05:00,05/01/17,24.436,35.607,8.555
2017-05-01 18:10:00,05/01/17,24.508,35.980,8.775
