Datetime,Date,Temp,RH,DewPt
2017-05-02 09:35:00,05/02/17,18.557,51.140,8.581
2017-05-02 09:40:00,05/02/17,18.675,52.151,8.975
2017-05-02 09:45:00,05/02/17,18.771,50.076,8.474
2017-05-02 09:50:00,05/02/17,18.937,48.814,8.257
2017-05-02 09:55:00,05/02/17,19.080,48.644,8.338
2017-05-02 10:00:00,05/02/17,19.294,48.860,8.599
2017-05-02 10:05:00,05/02/17,19.413,46.159,7.881
2017-05-02 10:10:00,05/02/17,19.508,47.627,8.424
2017-05-02 10:15:00,05/02/17,19.603,46.437,8.142
2017-05-02 10:20:00,05/02/17,19.746,45.501,7.976
2017-05-02 10:25:00,05/02/17,19.841,44.269,7.662
2017-05-02 10:30:00,05/02/17,20.031,44.739,7.989
2017-05-02 10:35:00,05/02/17,20.293,45.058,8.331
2017-05-02 10:40:00,05/02/17,20.507,43.098,7.874
2017-05-02 10:45:00,05/02/17,20.603,41.595,7.441
2017-05-02 10:50:00,05/02/17,20.770,42.549,7.924
2017-05-02 10:55:00,05/02/17,20.889,40.753,7.398
2017-05-02 11:00:00,05/02/17,21.056,42.614,8.204
2017-05-02 11:05:00,05/02/17,21.175,41.433,7.899
2017-05-02 11:10:00,05/02/17,21.199,40.398,7.548
2017-05-02 11:15:00,05/02/17,21.270,41.184,7.896
2017-05-02 11:20:00,05/02/17,21.413,40.811,7.891
2017-05-02 11:25:00,05/02/17,21.509,42.020,8.407
2017-05-02 11:30:00,05/02/17,21.604,40.702,8.023
2017-05-02 11:35:00,05/02/17,21.628,39.664,7.664
2017-05-02 11:40:00,05/02/17,21.795,40.138,7.988
2017-05-02 11:45:00,05/02/17,21.987,38.919,7.704
2017-05-02 11:50:00,05/02/17,22.058,37.814,7.343
2017-05-02 11:55:00,05/02/17,22.106,35.812,6.583
2017-05-02 12:00:00,05/02/17,22.178,37.432,7.299
2017-05-02 12:05:00,05/02/17,22.298,35.236,6.513
2017-05-02 12:10:00,05/02/17,22.321,36.328,6.984
2017-05-02 12:15:00,05/02/17,22.609,36.554,7.331
2017-05-02 12:20:00,05/02/17,22.657,34.443,6.493
2017-05-02 12:25:00,05/02/17,22.729,35.178,6.869
2017-05-02 12:30:00,05/02/17,22.896,33.468,6.279
2017-05-02 12:35:00,05/02/17,22.800,36.837,7.615
2017-05-02 12:40:00,05/02/17,23.088,35.709,7.408
2017-05-02 12:45:00,05/02/17,23.280,35.430,7.461
2017-05-02 12:50:00,05/02/17,23.328,33.874,6.836
2017-05-02 12:55:00,05/02/17,23.424,34.049,6.997
2017-05-02 13:00:00,05/02/17,23.593,34.697,7.425
2017-05-02 13:05:00,05/02/17,23.665,31.599,6.098
2017-05-02 13:10:00,05/02/17,23.737,31.739,6.226
2017-05-02 13:15:00,05/02/17,23.930,32.560,6.774
2017-05-02 13:20:00,05/02/17,24.098,33.010,7.126
2017-05-02 13:25:00,05/02/17,24.098,30.224,5.812
2017-05-02 13:30:00,05/02/17,24.098,31.032,6.205
2017-05-02 13:35:00,05/02/17,24.219,30.234,5.922
2017-05-02 13:40:00,05/02/17,24.243,31.246,6.433
2017-05-02 13:45:00,05/02/17,24.146,30.161,5.823
2017-05-02 13:50:00,05/02/17,24.339,32.328,7.025
2017-05-02 13:55:00,05/02/17,24.243,29.156,5.402
2017-05-02 14:00:00,05/02/17,24.436,32.337,7.113
2017-05-02 14:05:00,05/02/17,24.388,30.181,6.041
2017-05-02 14:10:00,05/02/17,24.388,28.829,5.359
2017-05-02 14:15:00,05/02/17,24.363,31.861,6.828
2017-05-02 14:20:00,05/02/17,24.823,30.656,6.651
2017-05-02 14:25:00,05/02/17,24.919,28.329,5.555
