"Plot Title:  10884525"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10884525, SEN S/N: 10884525)","RH, % (LGR S/N: 10884525, SEN S/N: 10884525)","DewPt, °F (LGR S/N: 10884525, SEN S/N: 10884525)","Coupler Detached (LGR S/N: 10884525, SEN S/N: 10884525)","Coupler Attached (LGR S/N: 10884525, SEN S/N: 10884525)","Stopped (LGR S/N: 10884525, SEN S/N: 10884525)","End Of File (LGR S/N: 10884525, SEN S/N: 10884525)"
1,02/25/19,20:00:00,50.311,34.908,24.190,Logged,,,
2,02/25/19,20:10:00,52.378,34.345,25.624,,,,
3,02/25/19,20:20:00,52.947,32.503,24.778,,,,
4,02/25/19,20:30:00,52.378,34.345,25.624,,,,
5,02/25/19,20:40:00,50.621,38.111,26.593,,,,
6,02/25/19,20:50:00,49.249,39.734,26.373,,,,
7,02/25/19,21:00:00,48.493,40.347,26.062,,,,
8,02/25/19,21:10:00,48.049,42.444,26.879,,,,
9,02/25/19,21:20:00,48.182,44.067,27.903,,,,
10,02/25/19,21:30:00,48.583,43.815,28.132,,,,
11,02/25/19,21:40:00,47.959,46.088,28.782,,,,
12,02/25/19,21:50:00,49.959,39.872,27.095,,,,
13,02/25/19,22:00:00,49.737,38.975,26.344,,,,
14,02/25/19,22:10:00,51.633,34.883,25.344,,,,
15,02/25/19,22:20:00,51.633,33.887,24.638,,,,
16,02/25/19,22:30:00,50.180,37.450,25.774,,,,
17,02/25/19,22:40:00,49.516,41.038,27.394,,,,
18,02/25/19,22:50:00,48.182,41.392,26.395,,,,
19,02/25/19,23:00:00,47.914,41.000,25.925,,,,
20,02/25/19,23:10:00,48.895,43.153,28.045,,,,
21,02/25/19,23:20:00,47.289,43.077,26.544,,,,
22,02/25/19,23:30:00,47.557,45.691,28.204,,,,
23,02/25/19,23:40:00,45.579,49.696,28.396,,,,
24,02/25/19,23:50:00,44.991,52.777,29.282,,,,
25,02/26/19,00:00:00,45.172,54.521,30.223,,,,
26,02/26/19,00:10:00,44.263,56.102,30.052,,,,
27,02/26/19,00:20:00,44.355,56.729,30.400,,,,
28,02/26/19,00:30:00,44.400,55.848,30.072,,,,
29,02/26/19,00:40:00,44.537,56.892,30.639,,,,
30,02/26/19,00:50:00,43.808,57.679,30.279,,,,
31,02/26/19,01:00:00,46.526,48.097,28.488,,,,
32,02/26/19,01:10:00,44.627,55.069,29.952,,,,
33,02/26/19,01:20:00,43.534,58.415,30.321,,,,
34,02/26/19,01:30:00,42.708,60.838,30.495,,,,
35,02/26/19,01:40:00,42.525,62.635,31.003,,,,
36,02/26/19,01:50:00,42.433,63.799,31.347,,,,
37,02/26/19,02:00:00,41.648,64.889,30.992,,,,
38,02/26/19,02:10:00,41.925,65.767,31.572,,,,
39,02/26/19,02:20:00,42.109,65.757,31.744,,,,
40,02/26/19,02:30:00,42.247,66.308,32.072,,,,
41,02/26/19,02:40:00,42.800,67.353,32.967,,,,
42,02/26/19,02:50:00,42.341,67.446,32.556,,,,
43,02/26/19,03:00:00,42.616,68.149,33.064,,,,
44,02/26/19,03:10:00,42.109,67.112,32.220,,,,
45,02/26/19,03:20:00,41.648,69.278,32.515,,,,
46,02/26/19,03:30:00,41.184,70.368,32.428,,,,
47,02/26/19,03:40:00,41.322,70.937,32.749,,,,
48,02/26/19,03:50:00,41.832,71.546,33.440,,,,
49,02/26/19,04:00:00,42.109,71.383,33.654,,,,
50,02/26/19,04:10:00,43.030,70.568,34.275,,,,
51,02/26/19,04:20:00,43.214,70.504,34.432,,,,
52,02/26/19,04:30:00,44.127,69.570,34.999,,,,
53,02/26/19,04:40:00,43.990,69.051,34.693,,,,
54,02/26/19,04:50:00,44.537,68.265,34.948,,,,
55,02/26/19,05:00:00,44.445,67.635,34.642,,,,
56,02/26/19,05:10:00,44.991,66.814,34.876,,,,
57,02/26/19,05:20:00,45.534,63.901,34.340,,,,
58,02/26/19,05:30:00,45.082,62.419,33.354,,,,
59,02/26/19,05:40:00,48.004,51.515,31.505,,,,
60,02/26/19,05:50:00,48.137,49.769,30.798,,,,
61,02/26/19,06:00:00,49.428,44.647,29.356,,,,
62,02/26/19,06:10:00,49.249,45.099,29.437,,,,
63,02/26/19,06:20:00,49.561,43.228,28.693,,,,
64,02/26/19,06:30:00,49.249,43.798,28.728,,,,
65,02/26/19,06:40:00,49.204,43.608,28.584,,,,
66,02/26/19,06:50:00,49.161,43.947,28.729,,,,
67,02/26/19,07:00:00,50.135,41.046,27.959,,,,
68,02/26/19,07:10:00,50.929,38.414,27.063,,,,
69,02/26/19,07:20:00,50.621,39.597,27.523,,,,
70,02/26/19,07:30:00,49.914,41.283,27.898,,,,
71,02/26/19,07:40:00,50.709,38.718,27.055,,,,
72,02/26/19,07:50:00,50.929,39.647,27.831,,,,
73,02/26/19,08:00:00,51.105,39.279,27.763,,,,
74,02/26/19,08:10:00,51.237,40.329,28.524,,,,
75,02/26/19,08:20:00,51.237,40.423,28.582,,,,
76,02/26/19,08:30:00,50.886,42.034,29.215,,,,
77,02/26/19,08:40:00,50.974,42.008,29.280,,,,
78,02/26/19,08:50:00,50.974,42.384,29.498,,,,
79,02/26/19,09:00:00,53.209,39.628,29.871,,,,
80,02/26/19,09:10:00,53.166,39.245,29.592,,,,
81,02/26/19,09:20:00,53.427,36.712,28.188,,,,
82,02/26/19,09:30:00,55.690,36.969,30.375,,,,
83,02/26/19,09:40:00,56.295,34.393,29.120,,,,
84,02/26/19,09:50:00,56.642,34.379,29.415,,,,
85,02/26/19,10:00:00,56.988,35.238,30.335,,,,
86,02/26/19,10:10:00,57.333,34.740,30.286,,,,
87,02/26/19,10:20:00,57.979,33.508,29.955,,,,
88,02/26/19,10:30:00,58.712,36.367,32.655,,,,
89,02/26/19,10:40:00,58.971,34.665,31.680,,,,
90,02/26/19,10:50:00,58.411,34.862,31.327,,,,
91,02/26/19,11:00:00,59.272,34.844,32.076,,,,
92,02/26/19,11:10:00,60.132,37.802,34.894,,,,
93,02/26/19,11:20:00,60.433,40.067,36.639,,,,
94,02/26/19,11:30:00,60.604,39.757,36.595,,,,
95,02/26/19,11:40:00,61.934,38.905,37.236,,,,
96,02/26/19,11:50:00,61.419,41.853,38.637,,,,
97,02/26/19,12:00:00,63.819,42.292,41.072,,,,
98,02/26/19,12:10:00,64.288,41.008,40.703,,,,
99,02/26/19,12:20:00,63.518,44.532,42.132,,,,
100,02/26/19,12:30:00,63.262,44.071,41.630,,,,
101,02/26/19,12:40:00,65.403,44.594,43.882,,,,
102,02/26/19,12:50:00,66.301,45.131,45.010,,,,
103,02/26/19,13:00:00,64.503,44.534,43.029,,,,
104,02/26/19,13:10:00,67.242,43.855,45.117,,,,
105,02/26/19,13:20:00,64.931,47.725,45.214,,,,
106,02/26/19,13:30:00,65.487,46.439,45.014,,,,
107,02/26/19,13:40:00,67.158,46.650,46.657,,,,
108,02/26/19,13:50:00,66.344,47.510,46.391,,,,
109,02/26/19,14:00:00,65.745,47.467,45.819,,,,
110,02/26/19,14:10:00,66.043,47.867,46.312,,,,
111,02/26/19,14:20:00,64.888,51.474,47.140,,,,
112,02/26/19,14:30:00,66.301,53.289,49.354,,,,
113,02/26/19,14:40:00,65.574,51.246,47.658,,,,
114,02/26/19,14:50:00,64.803,53.881,48.249,,,,
115,02/26/19,15:00:00,65.745,52.471,48.434,,,,
116,02/26/19,15:10:00,65.316,53.459,48.522,,,,
117,02/26/19,15:20:00,64.632,53.682,47.993,,,,
118,02/26/19,15:30:00,65.316,53.305,48.447,,,,
119,02/26/19,15:40:00,64.288,54.240,47.943,,,,
120,02/26/19,15:50:00,64.117,54.779,48.040,,,,
121,02/26/19,16:00:00,64.674,55.500,48.898,,,,
122,02/26/19,16:10:00,65.745,54.296,49.325,,,,
123,02/26/19,16:20:00,65.273,56.101,49.739,,,,
124,02/26/19,16:30:00,64.459,55.819,48.848,,,,
125,02/26/19,16:40:00,64.459,55.727,48.805,,,,
126,02/26/19,16:50:00,64.117,57.742,49.404,,,,
127,02/26/19,17:00:00,63.946,57.362,49.073,,,,
128,02/26/19,17:10:00,64.375,57.064,49.339,,,,
129,02/26/19,17:20:00,64.974,55.432,49.147,,,,
130,02/26/19,17:30:00,64.074,56.856,48.963,,,,
131,02/26/19,17:40:00,63.518,57.265,48.628,,,,
132,02/26/19,17:50:00,63.648,55.996,48.169,,,,
133,02/26/19,18:00:00,62.748,56.957,47.766,,,,
134,02/26/19,18:10:00,62.620,56.854,47.599,,,,
135,02/26/19,18:20:00,62.406,57.474,47.676,,,,
136,02/26/19,18:30:00,62.319,56.951,47.361,,,,
137,02/26/19,18:40:00,61.547,57.643,46.947,,,,
138,02/26/19,18:50:00,61.633,58.315,47.325,,,,
139,02/26/19,19:00:00,61.804,57.695,47.212,,,,
140,02/26/19,19:10:00,61.977,58.103,47.554,,,,
141,02/26/19,19:20:00,61.547,58.730,47.426,,,,
142,02/26/19,19:30:00,61.506,58.847,47.437,,,,
143,02/26/19,19:40:00,61.977,57.801,47.421,,,,
144,02/26/19,19:50:00,61.290,59.009,47.305,,,,
145,02/26/19,20:00:00,61.506,58.274,47.185,,,,
146,02/26/19,20:10:00,61.205,58.640,47.064,,,,
147,02/26/19,20:20:00,60.775,59.594,47.071,,,,
148,02/26/19,20:30:00,60.647,59.733,47.010,,,,
149,02/26/19,20:40:00,60.604,60.059,47.107,,,,
150,02/26/19,20:50:00,60.217,60.204,46.805,,,,
151,02/26/19,21:00:00,60.433,60.103,46.965,,,,
152,02/26/19,21:10:00,60.303,60.451,46.990,,,,
153,02/26/19,21:20:00,59.616,60.985,46.564,,,,
154,02/26/19,21:30:00,59.445,61.267,46.517,,,,
155,02/26/19,21:40:00,60.217,60.861,47.080,,,,
156,02/26/19,21:50:00,60.303,60.869,47.165,,,,
157,02/26/19,22:00:00,59.959,61.195,46.976,,,,
158,02/26/19,22:10:00,60.433,60.821,47.268,,,,
159,02/26/19,22:20:00,60.433,61.000,47.341,,,,
160,02/26/19,22:30:00,60.517,61.306,47.550,,,,
161,02/26/19,22:40:00,60.303,61.793,47.548,,,,
162,02/26/19,22:50:00,60.174,62.167,47.581,,,,
163,02/26/19,23:00:00,59.873,62.821,47.561,,,,
164,02/26/19,23:10:00,60.346,62.153,47.737,,,,
165,02/26/19,23:20:00,60.260,62.620,47.847,,,,
166,02/26/19,23:30:00,60.517,62.615,48.088,,,,
167,02/26/19,23:40:00,59.916,63.624,47.925,,,,
168,02/26/19,23:50:00,60.003,64.045,48.173,,,,
169,02/27/19,00:00:00,60.174,64.415,48.483,,,,
170,02/27/19,00:10:00,60.089,64.731,48.526,,,,
171,02/27/19,00:20:00,59.916,65.624,48.709,,,,
172,02/27/19,00:30:00,59.788,66.548,48.940,,,,
173,02/27/19,00:40:00,59.486,67.072,48.852,,,,
174,02/27/19,00:50:00,59.401,67.733,49.017,,,,
175,02/27/19,01:00:00,59.142,68.837,49.177,,,,
176,02/27/19,01:10:00,59.056,69.636,49.386,,,,
177,02/27/19,01:20:00,59.142,70.020,49.608,,,,
178,02/27/19,01:30:00,59.014,70.667,49.714,,,,
179,02/27/19,01:40:00,59.056,71.532,50.061,,,,
180,02/27/19,01:50:00,59.185,72.174,50.412,,,,
181,02/27/19,02:00:00,59.014,72.726,50.437,,,,
182,02/27/19,02:10:00,58.971,73.262,50.580,,,,
183,02/27/19,02:20:00,59.056,74.179,50.976,,,,
184,02/27/19,02:30:00,59.185,74.533,51.220,,,,
185,02/27/19,02:40:00,59.142,74.980,51.328,,,,
186,02/27/19,02:50:00,59.056,75.140,51.298,,,,
187,02/27/19,03:00:00,58.626,75.148,50.882,,,,
188,02/27/19,03:10:00,58.498,76.033,51.049,,,,
189,02/27/19,03:20:00,58.885,76.611,51.616,,,,
190,02/27/19,03:30:00,58.712,77.039,51.588,,,,
191,02/27/19,03:40:00,58.712,77.291,51.669,,,,
192,02/27/19,03:50:00,58.541,77.968,51.719,,,,
193,02/27/19,04:00:00,58.455,78.487,51.800,,,,
194,02/27/19,04:10:00,58.455,79.125,52.002,,,,
195,02/27/19,04:20:00,58.712,79.405,52.342,,,,
196,02/27/19,04:30:00,58.582,80.026,52.408,,,,
197,02/27/19,04:40:00,58.582,79.971,52.392,,,,
198,02/27/19,04:50:00,58.411,80.198,52.293,,,,
199,02/27/19,05:00:00,58.325,80.243,52.223,,,,
200,02/27/19,05:10:00,58.325,80.739,52.376,,,,
201,02/27/19,05:20:00,58.498,80.925,52.603,,,,
202,02/27/19,05:30:00,58.669,81.166,52.846,,,,
203,02/27/19,05:40:00,58.712,81.227,52.905,,,,
204,02/27/19,05:50:00,58.455,81.360,52.693,,,,
205,02/27/19,06:00:00,58.152,81.871,52.552,,,,
206,02/27/19,06:10:00,58.239,82.456,52.813,,,,
207,02/27/19,06:20:00,58.411,82.805,53.087,,,,
208,02/27/19,06:30:00,58.066,82.871,52.768,,,,
209,02/27/19,06:40:00,58.066,83.280,52.889,,,,
210,02/27/19,06:50:00,58.368,83.263,53.181,,,,
211,02/27/19,07:00:00,58.109,83.312,52.941,,,,
212,02/27/19,07:10:00,58.541,83.612,53.454,,,,
213,02/27/19,07:20:00,58.239,83.682,53.177,,,,
214,02/27/19,07:30:00,58.195,84.003,53.229,,,,
215,02/27/19,07:40:00,58.239,84.740,53.487,,,,
216,02/27/19,07:50:00,58.066,86.012,53.685,,,,
217,02/27/19,08:00:00,57.765,86.697,53.580,,,,
218,02/27/19,08:10:00,57.765,87.366,53.769,,,,
219,02/27/19,08:20:00,58.195,87.717,54.293,,,,
220,02/27/19,08:30:00,58.368,87.740,54.469,,,,
221,02/27/19,08:40:00,58.626,87.801,54.743,,,,
222,02/27/19,08:50:00,57.979,88.222,54.219,,,,
223,02/27/19,09:00:00,57.204,88.887,53.634,,,,
224,02/27/19,09:10:00,57.420,89.737,54.079,,,,
225,02/27/19,09:20:00,57.936,90.757,54.867,,,,
226,02/27/19,09:30:00,58.626,91.063,55.634,,,,
227,02/27/19,09:40:00,58.798,91.297,55.868,,,,
228,02/27/19,09:50:00,59.659,91.549,56.791,,,,
229,02/27/19,10:00:00,60.604,91.496,57.717,,,,
230,02/27/19,10:10:00,60.346,91.037,57.337,,,,
231,02/27/19,10:20:00,60.690,90.767,57.605,,,,
232,02/27/19,10:30:00,60.517,90.426,57.342,,,,
233,02/27/19,10:40:00,61.119,90.402,57.933,,,,
234,02/27/19,10:50:00,61.633,89.621,58.228,,,,
235,02/27/19,11:00:00,61.804,88.547,58.098,,,,
236,02/27/19,11:10:00,61.804,88.144,57.985,,,,
237,02/27/19,11:20:00,61.761,87.601,57.789,,,,
238,02/27/19,11:30:00,61.590,87.309,57.535,,,,
239,02/27/19,11:40:00,61.376,87.334,57.330,,,,
240,02/27/19,11:50:00,61.506,87.378,57.470,,,,
241,02/27/19,12:00:00,61.891,86.592,57.625,,,,
242,02/27/19,12:10:00,61.891,86.078,57.477,,,,
243,02/27/19,12:20:00,61.677,86.131,57.281,,,,
244,02/27/19,12:30:00,61.590,86.120,57.193,,,,
245,02/27/19,12:40:00,61.977,85.899,57.510,,,,
246,02/27/19,12:50:00,62.533,84.636,57.686,,,,
247,02/27/19,13:00:00,63.390,83.070,58.057,,,,
248,02/27/19,13:10:00,63.689,81.947,58.006,,,,
249,02/27/19,13:20:00,64.503,77.625,57.418,,,,
250,02/27/19,13:30:00,63.990,75.895,56.340,,,,
251,02/27/19,13:40:00,65.916,72.815,57.137,,,,
252,02/27/19,13:50:00,64.803,72.291,55.875,,,,
253,02/27/19,14:00:00,66.214,71.284,56.874,,,,
254,02/27/19,14:10:00,67.842,70.171,58.030,,,,
255,02/27/19,14:20:00,68.013,69.427,57.915,,,,
256,02/27/19,14:30:00,68.484,67.885,57.776,,,,
257,02/27/19,14:40:00,68.356,66.124,56.961,,,,
258,02/27/19,14:50:00,66.857,67.309,55.994,,,,
259,02/27/19,15:00:00,66.857,66.067,55.506,,,,
260,02/27/19,15:10:00,68.785,65.600,57.159,,,,
261,02/27/19,15:20:00,66.729,67.650,56.003,,,,
262,02/27/19,15:30:00,66.385,67.409,55.584,,,,
263,02/27/19,15:40:00,66.344,68.464,55.947,,,,
264,02/27/19,15:50:00,66.729,67.562,55.969,,,,
265,02/27/19,16:00:00,68.142,67.170,57.169,,,,
266,02/27/19,16:10:00,67.242,67.052,56.262,,,,
267,02/27/19,16:20:00,66.429,68.003,55.852,,,,
268,02/27/19,16:30:00,66.558,68.192,56.048,,,,
269,02/27/19,16:40:00,66.600,67.873,55.967,,,,
270,02/27/19,16:50:00,67.285,67.115,56.329,,,,
271,02/27/19,17:00:00,67.071,67.094,56.115,,,,
272,02/27/19,17:10:00,67.372,66.709,56.251,,,,
273,02/27/19,17:20:00,67.158,65.918,55.735,,,,
274,02/27/19,17:30:00,66.000,67.960,55.425,,,,
275,02/27/19,17:40:00,66.130,68.443,55.733,,,,
276,02/27/19,17:50:00,65.574,69.994,55.782,,,,
277,02/27/19,18:00:00,65.829,70.196,56.104,,,,
278,02/27/19,18:10:00,65.273,70.371,55.634,,,,
279,02/27/19,18:20:00,64.760,71.478,55.542,,,,
280,02/27/19,18:30:00,63.862,72.852,55.166,,,,
281,02/27/19,18:40:00,63.219,73.785,54.871,,,,
282,02/27/19,18:50:00,61.848,75.284,54.055,,,,
283,02/27/19,19:00:00,61.290,77.000,54.084,,,,
284,02/27/19,19:10:00,61.547,77.732,54.574,,,,
285,02/27/19,19:20:00,61.205,78.225,54.399,,,,
286,02/27/19,19:30:00,59.745,79.695,53.442,,,,
287,02/27/19,19:40:00,58.455,81.085,52.608,,,,
288,02/27/19,19:50:00,59.745,82.425,54.282,,,,
289,02/27/19,20:00:00,59.616,82.162,54.075,,,,
290,02/27/19,20:10:00,58.066,82.298,52.596,,,,
291,02/27/19,20:20:00,56.599,83.800,51.598,,,,
292,02/27/19,20:30:00,56.988,85.522,52.480,,,,
293,02/27/19,20:40:00,57.420,86.920,53.301,,,,
294,02/27/19,20:50:00,58.626,86.623,54.410,,,,
295,02/27/19,21:00:00,56.944,86.616,52.747,,,,
296,02/27/19,21:10:00,56.340,87.523,52.403,,,,
297,02/27/19,21:20:00,55.733,88.238,52.000,,,,
298,02/27/19,21:30:00,55.515,89.002,51.993,,,,
299,02/27/19,21:40:00,54.995,89.536,51.620,,,,
300,02/27/19,21:50:00,54.820,90.090,51.597,,,,
301,02/27/19,22:00:00,55.342,90.712,52.279,,,,
302,02/27/19,22:10:00,57.204,91.180,54.252,,,,
303,02/27/19,22:20:00,57.765,90.628,54.662,,,,
304,02/27/19,22:30:00,56.340,90.115,53.109,,,,
305,02/27/19,22:40:00,56.122,90.243,52.929,,,,
306,02/27/19,22:50:00,56.340,90.667,53.256,,,,
307,02/27/19,23:00:00,56.685,90.793,53.634,,,,
308,02/27/19,23:10:00,56.295,90.949,53.289,,,,
309,02/27/19,23:20:00,57.117,91.352,54.212,,,,
310,02/27/19,23:30:00,56.035,91.122,53.076,,,,
311,02/27/19,23:40:00,56.208,91.460,53.337,,,,
312,02/27/19,23:50:00,56.340,91.557,53.492,,,,
313,02/28/19,00:00:00,56.599,91.776,53.807,,,,
314,02/28/19,00:10:00,56.901,91.975,54.160,,,,
315,02/28/19,00:20:00,56.295,91.890,53.535,,,,
316,02/28/19,00:30:00,56.728,92.003,53.996,,,,
317,02/28/19,00:40:00,56.165,92.132,53.470,,,,
318,02/28/19,00:50:00,56.815,92.380,54.180,,,,
319,02/28/19,01:00:00,56.208,92.398,53.582,,,,
320,02/28/19,01:10:00,56.251,92.561,53.667,,,,
321,02/28/19,01:20:00,55.992,92.835,53.479,,,,
322,02/28/19,01:30:00,56.165,92.964,53.685,,,,
323,02/28/19,01:40:00,55.690,93.103,53.245,,,,
324,02/28/19,01:50:00,56.122,93.320,53.733,,,,
325,02/28/19,02:00:00,56.858,93.400,54.487,,,,
326,02/28/19,02:10:00,56.944,93.464,54.590,,,,
327,02/28/19,02:20:00,57.420,93.765,55.141,,,,
328,02/28/19,02:30:00,57.031,93.710,54.739,,,,
329,02/28/19,02:40:00,56.685,93.712,54.396,,,,
330,02/28/19,02:50:00,56.599,93.777,54.325,,,,
331,02/28/19,03:00:00,56.728,93.821,54.466,,,,
332,02/28/19,03:10:00,56.815,93.989,54.595,,,,
333,02/28/19,03:20:00,56.815,93.989,54.595,,,,
334,02/28/19,03:30:00,56.815,94.092,54.621,,,,
335,02/28/19,03:40:00,56.944,94.189,54.775,,,,
336,02/28/19,03:50:00,57.031,94.227,54.871,,,,
337,02/28/19,04:00:00,56.685,94.228,54.527,,,,
338,02/28/19,04:10:00,56.469,94.300,54.329,,,,
339,02/28/19,04:20:00,56.469,94.352,54.342,,,,
340,02/28/19,04:30:00,56.815,94.402,54.700,,,,
341,02/28/19,04:40:00,56.858,94.460,54.757,,,,
342,02/28/19,04:50:00,57.160,94.452,55.058,,,,
343,02/28/19,05:00:00,56.988,94.556,54.912,,,,
344,02/28/19,05:10:00,57.290,94.626,55.231,,,,
345,02/28/19,05:20:00,57.247,94.645,55.193,,,,
346,02/28/19,05:30:00,57.376,94.664,55.328,,,,
347,02/28/19,05:40:00,57.463,94.677,55.416,,,,
348,02/28/19,05:50:00,57.506,94.606,55.441,,,,
349,02/28/19,06:00:00,57.247,94.568,55.173,,,,
350,02/28/19,06:10:00,57.204,94.536,55.123,,,,
351,02/28/19,06:20:00,57.592,94.825,55.584,,,,
352,02/28/19,06:30:00,57.592,94.515,55.504,,,,
353,02/28/19,06:40:00,57.160,94.452,55.058,,,,
354,02/28/19,06:50:00,56.944,94.421,54.835,,,,
355,02/28/19,07:00:00,56.728,94.493,54.637,,,,
356,02/28/19,07:10:00,56.772,94.525,54.689,,,,
357,02/28/19,07:20:00,57.074,94.594,55.008,,,,
358,02/28/19,07:30:00,57.247,94.723,55.213,,,,
359,02/28/19,07:40:00,57.506,94.812,55.494,,,,
360,02/28/19,07:50:00,57.679,95.069,55.731,,,,
361,02/28/19,08:00:00,57.463,95.244,55.560,,,,
362,02/28/19,08:10:00,57.247,95.264,55.350,,,,
363,02/28/19,08:20:00,57.420,95.315,55.535,,,,
364,02/28/19,08:30:00,57.376,95.411,55.515,,,,
365,02/28/19,08:40:00,57.463,95.552,55.638,,,,
366,02/28/19,08:50:00,57.893,95.667,56.098,,,,
367,02/28/19,09:00:00,57.722,95.667,55.926,,,,
368,02/28/19,09:10:00,57.807,95.731,56.028,,,,
369,02/28/19,09:20:00,58.023,95.814,56.264,,,,
370,02/28/19,09:30:00,57.893,95.795,56.131,,,,
371,02/28/19,09:40:00,57.850,95.789,56.086,,,,
