"Plot Title:  10635582"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10635582, SEN S/N: 10635582, LBL:  10635582_T)","RH, % (LGR S/N: 10635582, SEN S/N: 10635582, LBL:  10635582_RH)","DewPt, °F (LGR S/N: 10635582, SEN S/N: 10635582)","Coupler Detached (LGR S/N: 10635582, SEN S/N: 10635582)","Coupler Attached (LGR S/N: 10635582, SEN S/N: 10635582)","Stopped (LGR S/N: 10635582, SEN S/N: 10635582)","End Of File (LGR S/N: 10635582, SEN S/N: 10635582)"
1,02/20/19,01:21:58,36.603,59.209,24.087,Logged,,,
2,02/20/19,01:31:58,36.891,59.551,24.492,,,,
3,02/20/19,01:41:58,36.651,59.759,24.343,,,,
4,02/20/19,01:51:58,36.986,59.560,24.586,,,,
5,02/20/19,02:01:58,36.795,60.059,24.595,,,,
6,02/20/19,02:11:58,36.603,60.270,24.492,,,,
7,02/20/19,02:21:58,36.361,60.362,24.300,,,,
8,02/20/19,02:31:58,35.879,61.002,24.082,,,,
9,02/20/19,02:41:58,35.976,61.438,24.336,,,,
10,02/20/19,02:51:58,36.120,61.367,24.445,,,,
11,02/20/19,03:01:58,36.603,61.697,25.025,,,,
12,02/20/19,03:11:58,36.795,61.117,24.993,,,,
13,02/20/19,03:21:58,37.274,60.934,25.380,,,,
14,02/20/19,03:31:58,37.609,60.220,25.426,,,,
15,02/20/19,03:41:58,38.179,58.140,25.158,,,,
16,02/20/19,03:51:58,38.700,57.462,25.380,,,,
17,02/20/19,04:01:58,39.220,56.313,25.401,,,,
18,02/20/19,04:11:58,40.858,54.987,26.386,,,,
19,02/20/19,04:21:58,42.064,54.174,27.165,,,,
20,02/20/19,04:31:58,42.616,51.392,26.443,,,,
21,02/20/19,04:41:58,43.259,51.383,27.036,,,,
22,02/20/19,04:51:58,44.082,49.099,26.724,,,,
23,02/20/19,05:01:58,44.991,47.802,26.928,,,,
24,02/20/19,05:11:58,45.534,46.101,26.564,,,,
25,02/20/19,05:21:58,47.244,41.955,25.871,,,,
26,02/20/19,05:31:58,47.512,41.505,25.855,,,,
27,02/20/19,05:41:58,48.137,41.076,26.172,,,,
28,02/20/19,05:51:58,49.028,39.153,25.817,,,,
29,02/20/19,06:01:58,49.249,37.301,24.847,,,,
30,02/20/19,06:11:58,50.621,36.808,25.749,,,,
31,02/20/19,06:21:58,51.017,36.831,26.118,,,,
32,02/20/19,06:31:58,51.413,35.064,25.273,,,,
33,02/20/19,06:41:58,51.809,33.607,24.591,,,,
34,02/20/19,06:51:58,52.509,31.703,23.787,,,,
35,02/20/19,07:01:58,52.509,31.087,23.308,,,,
36,02/20/19,07:11:58,54.734,30.641,24.895,,,,
37,02/20/19,07:21:58,53.645,29.675,23.164,,,,
38,02/20/19,07:31:58,54.343,29.445,23.578,,,,
39,02/20/19,07:41:58,55.690,30.164,25.340,,,,
40,02/20/19,07:51:58,54.300,29.476,23.567,,,,
41,02/20/19,08:01:58,55.429,27.226,22.593,,,,
42,02/20/19,08:11:58,55.819,28.002,23.619,,,,
43,02/20/19,08:21:58,55.558,28.451,23.787,,,,
44,02/20/19,08:31:58,56.469,26.775,23.074,,,,
45,02/20/19,08:41:58,58.023,25.179,22.881,,,,
46,02/20/19,08:51:58,57.893,25.573,23.157,,,,
47,02/20/19,09:01:58,57.074,24.740,21.639,,,,
48,02/20/19,09:11:58,58.541,23.796,21.918,,,,
49,02/20/19,09:21:58,58.325,25.591,23.540,,,,
50,02/20/19,09:31:58,60.775,23.412,23.398,,,,
51,02/20/19,09:41:58,60.132,24.897,24.391,,,,
52,02/20/19,09:51:58,60.861,23.213,23.256,,,,
53,02/20/19,10:01:58,60.517,24.208,24.017,,,,
54,02/20/19,10:11:58,59.056,23.682,22.235,,,,
55,02/20/19,10:21:58,59.659,23.437,22.483,,,,
56,02/20/19,10:31:58,60.433,23.869,23.592,,,,
57,02/20/19,10:41:58,60.733,23.545,23.502,,,,
58,02/20/19,10:51:58,61.547,24.282,24.964,,,,
59,02/20/19,11:01:58,61.419,24.378,24.955,,,,
60,02/20/19,11:11:58,62.490,22.870,24.251,,,,
61,02/20/19,11:21:58,61.205,23.496,23.848,,,,
62,02/20/19,11:31:58,62.834,23.828,25.574,,,,
63,02/20/19,11:41:58,60.690,23.409,23.322,,,,
64,02/20/19,11:51:58,61.205,23.496,23.848,,,,
65,02/20/19,12:01:58,62.148,23.026,24.134,,,,
66,02/20/19,12:11:58,61.891,23.185,24.091,,,,
67,02/20/19,12:21:58,61.891,23.387,24.309,,,,
68,02/20/19,12:31:58,61.075,23.423,23.662,,,,
69,02/20/19,12:41:58,61.075,24.264,24.546,,,,
70,02/20/19,12:51:58,61.419,23.571,24.109,,,,
71,02/20/19,13:01:58,62.319,23.774,25.083,,,,
72,02/20/19,13:11:58,60.561,23.941,23.776,,,,
73,02/20/19,13:21:58,60.390,24.035,23.729,,,,
74,02/20/19,13:31:58,61.162,24.703,25.070,,,,
75,02/20/19,13:41:58,60.217,25.000,24.568,,,,
76,02/20/19,13:51:58,59.745,25.048,24.215,,,,
77,02/20/19,14:01:58,59.272,25.563,24.319,,,,
