"Plot Title:  10884545"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10884545, SEN S/N: 10884545)","RH, % (LGR S/N: 10884545, SEN S/N: 10884545)","DewPt, °F (LGR S/N: 10884545, SEN S/N: 10884545)","Coupler Detached (LGR S/N: 10884545, SEN S/N: 10884545)","Coupler Attached (LGR S/N: 10884545, SEN S/N: 10884545)","Stopped (LGR S/N: 10884545, SEN S/N: 10884545)","End Of File (LGR S/N: 10884545, SEN S/N: 10884545)"
1,02/22/19,20:00:00,69.386,58.896,54.874,Logged,,,
2,02/22/19,20:10:00,69.300,58.919,54.804,,,,
3,02/22/19,20:20:00,69.256,58.915,54.763,,,,
4,02/22/19,20:30:00,69.170,58.877,54.664,,,,
5,02/22/19,20:40:00,69.129,58.873,54.622,,,,
6,02/22/19,20:50:00,69.085,58.870,54.581,,,,
7,02/22/19,21:00:00,69.042,58.835,54.525,,,,
8,02/22/19,21:10:00,68.999,58.771,54.455,,,,
9,02/22/19,21:20:00,68.956,58.736,54.399,,,,
10,02/22/19,21:30:00,68.913,58.702,54.343,,,,
11,02/22/19,21:40:00,68.913,58.641,54.316,,,,
12,02/22/19,21:50:00,68.871,58.607,54.261,,,,
13,02/22/19,22:00:00,68.828,58.634,54.232,,,,
14,02/22/19,22:10:00,68.785,58.569,54.162,,,,
15,02/22/19,22:20:00,68.742,58.565,54.120,,,,
16,02/22/19,22:30:00,68.698,58.562,54.079,,,,
17,02/22/19,22:40:00,68.657,58.527,54.023,,,,
18,02/22/19,22:50:00,68.614,58.524,53.982,,,,
19,02/22/19,23:00:00,68.571,58.489,53.926,,,,
20,02/22/19,23:10:00,68.571,58.489,53.926,,,,
21,02/22/19,23:20:00,68.527,58.425,53.856,,,,
22,02/22/19,23:30:00,68.484,58.390,53.800,,,,
23,02/22/19,23:40:00,68.484,58.390,53.800,,,,
24,02/22/19,23:50:00,68.443,58.326,53.730,,,,
25,02/23/19,00:00:00,68.400,58.261,53.661,,,,
26,02/23/19,00:10:00,68.356,58.288,53.632,,,,
27,02/23/19,00:20:00,68.400,58.322,53.688,,,,
28,02/23/19,00:30:00,68.484,58.146,53.688,,,,
29,02/23/19,00:40:00,68.657,57.946,53.758,,,,
30,02/23/19,00:50:00,68.785,57.712,53.773,,,,
31,02/23/19,01:00:00,68.913,57.509,53.800,,,,
32,02/23/19,01:10:00,68.999,57.301,53.784,,,,
33,02/23/19,01:20:00,69.085,57.124,53.784,,,,
34,02/23/19,01:30:00,69.129,56.943,53.739,,,,
35,02/23/19,01:40:00,69.213,56.766,53.737,,,,
36,02/23/19,01:50:00,69.256,56.585,53.692,,,,
37,02/23/19,02:00:00,69.256,56.462,53.634,,,,
38,02/23/19,02:10:00,69.256,56.092,53.460,,,,
39,02/23/19,02:20:00,69.170,56.024,53.348,,,,
40,02/23/19,02:30:00,69.042,56.044,53.236,,,,
41,02/23/19,02:40:00,68.828,56.180,53.101,,,,
42,02/23/19,02:50:00,68.614,56.347,52.979,,,,
43,02/23/19,03:00:00,68.484,56.582,52.968,,,,
44,02/23/19,03:10:00,68.484,56.675,53.011,,,,
45,02/23/19,03:20:00,68.571,56.590,53.053,,,,
46,02/23/19,03:30:00,68.742,56.419,53.134,,,,
47,02/23/19,03:40:00,68.871,56.214,53.157,,,,
48,02/23/19,03:50:00,68.956,56.068,53.168,,,,
49,02/23/19,04:00:00,69.042,55.890,53.164,,,,
50,02/23/19,04:10:00,69.085,55.739,53.132,,,,
51,02/23/19,04:20:00,69.129,55.588,53.101,,,,
52,02/23/19,04:30:00,69.170,55.468,53.083,,,,
53,02/23/19,04:40:00,69.213,55.348,53.065,,,,
54,02/23/19,04:50:00,69.256,55.259,53.064,,,,
55,02/23/19,05:00:00,69.256,55.042,52.959,,,,
56,02/23/19,05:10:00,69.170,54.912,52.817,,,,
57,02/23/19,05:20:00,68.999,54.929,52.664,,,,
58,02/23/19,05:30:00,68.785,55.066,52.531,,,,
59,02/23/19,05:40:00,68.614,55.237,52.453,,,,
60,02/23/19,05:50:00,68.443,55.563,52.448,,,,
61,02/23/19,06:00:00,68.484,55.597,52.504,,,,
62,02/23/19,06:10:00,68.657,55.488,52.612,,,,
63,02/23/19,06:20:00,68.785,55.282,52.635,,,,
64,02/23/19,06:30:00,68.913,55.107,52.671,,,,
65,02/23/19,06:40:00,68.956,54.956,52.637,,,,
66,02/23/19,06:50:00,68.999,54.774,52.590,,,,
67,02/23/19,07:00:00,69.085,54.657,52.614,,,,
68,02/23/19,07:10:00,69.085,54.564,52.569,,,,
69,02/23/19,07:20:00,69.129,54.413,52.534,,,,
70,02/23/19,07:30:00,69.170,54.323,52.531,,,,
71,02/23/19,07:40:00,69.170,54.199,52.470,,,,
72,02/23/19,07:50:00,69.213,54.078,52.452,,,,
73,02/23/19,08:00:00,69.213,53.737,52.282,,,,
74,02/23/19,08:10:00,69.170,53.671,52.210,,,,
75,02/23/19,08:20:00,68.999,53.689,52.059,,,,
76,02/23/19,08:30:00,68.742,53.886,51.917,,,,
77,02/23/19,08:40:00,68.571,54.089,51.858,,,,
78,02/23/19,08:50:00,68.527,54.303,51.922,,,,
79,02/23/19,09:00:00,68.657,54.251,52.016,,,,
80,02/23/19,09:10:00,68.913,54.054,52.160,,,,
81,02/23/19,09:20:00,69.085,53.789,52.189,,,,
82,02/23/19,09:30:00,69.256,53.616,52.263,,,,
83,02/23/19,09:40:00,69.343,53.436,52.254,,,,
84,02/23/19,09:50:00,69.427,53.318,52.275,,,,
85,02/23/19,10:00:00,69.471,53.104,52.209,,,,
86,02/23/19,10:10:00,69.427,52.882,52.057,,,,
87,02/23/19,10:20:00,69.343,52.813,51.944,,,,
88,02/23/19,10:30:00,69.170,52.924,51.840,,,,
89,02/23/19,10:40:00,68.999,53.067,51.751,,,,
90,02/23/19,10:50:00,68.913,53.184,51.730,,,,
91,02/23/19,11:00:00,68.785,53.361,51.699,,,,
92,02/23/19,11:10:00,68.785,53.485,51.760,,,,
93,02/23/19,11:20:00,68.956,53.406,51.881,,,,
94,02/23/19,11:30:00,69.213,53.177,52.005,,,,
95,02/23/19,11:40:00,69.427,52.945,52.088,,,,
96,02/23/19,11:50:00,69.600,52.708,52.129,,,,
97,02/23/19,12:00:00,69.728,52.531,52.160,,,,
98,02/23/19,12:10:00,69.814,52.163,52.052,,,,
99,02/23/19,12:20:00,69.814,52.100,52.020,,,,
100,02/23/19,12:30:00,69.685,52.090,51.895,,,,
101,02/23/19,12:40:00,69.557,52.206,51.836,,,,
102,02/23/19,12:50:00,69.471,52.324,51.816,,,,
103,02/23/19,13:00:00,69.427,52.352,51.789,,,,
104,02/23/19,13:10:00,69.427,52.446,51.838,,,,
105,02/23/19,13:20:00,69.386,52.442,51.796,,,,
106,02/23/19,13:30:00,69.343,52.501,51.786,,,,
107,02/23/19,13:40:00,69.343,52.501,51.786,,,,
108,02/23/19,13:50:00,69.343,52.532,51.802,,,,
109,02/23/19,14:00:00,69.343,52.564,51.818,,,,
110,02/23/19,14:10:00,69.300,52.592,51.791,,,,
111,02/23/19,14:20:00,69.300,52.623,51.807,,,,
112,02/23/19,14:30:00,69.256,52.651,51.782,,,,
113,02/23/19,14:40:00,69.213,52.741,51.787,,,,
114,02/23/19,14:50:00,69.129,52.859,51.768,,,,
115,02/23/19,15:00:00,69.129,53.015,51.845,,,,
116,02/23/19,15:10:00,69.256,52.993,51.953,,,,
117,02/23/19,15:20:00,69.343,52.875,51.975,,,,
118,02/23/19,15:30:00,69.427,52.789,52.011,,,,
119,02/23/19,15:40:00,69.514,52.702,52.047,,,,
120,02/23/19,15:50:00,69.600,52.584,52.066,,,,
121,02/23/19,16:00:00,69.514,52.577,51.984,,,,
122,02/23/19,16:10:00,69.471,52.698,52.005,,,,
123,02/23/19,16:20:00,69.514,52.671,52.030,,,,
124,02/23/19,16:30:00,69.557,52.580,52.025,,,,
125,02/23/19,16:40:00,69.600,52.552,52.050,,,,
126,02/23/19,16:50:00,69.557,52.518,51.993,,,,
127,02/23/19,17:00:00,69.557,52.549,52.009,,,,
128,02/23/19,17:10:00,69.514,52.546,51.967,,,,
129,02/23/19,17:20:00,69.427,52.570,51.901,,,,
130,02/23/19,17:30:00,69.386,52.661,51.906,,,,
131,02/23/19,17:40:00,69.343,52.720,51.895,,,,
132,02/23/19,17:50:00,69.300,52.747,51.870,,,,
133,02/23/19,18:00:00,69.256,52.775,51.845,,,,
134,02/23/19,18:10:00,69.213,52.803,51.818,,,,
135,02/23/19,18:20:00,69.170,52.831,51.793,,,,
136,02/23/19,18:30:00,69.129,52.859,51.768,,,,
137,02/23/19,18:40:00,69.085,52.887,51.741,,,,
138,02/23/19,18:50:00,69.085,52.887,51.741,,,,
139,02/23/19,19:00:00,69.042,52.914,51.715,,,,
140,02/23/19,19:10:00,69.042,52.946,51.732,,,,
141,02/23/19,19:20:00,69.042,52.914,51.715,,,,
142,02/23/19,19:30:00,68.999,52.880,51.658,,,,
143,02/23/19,19:40:00,68.999,52.880,51.658,,,,
144,02/23/19,19:50:00,68.999,52.880,51.658,,,,
145,02/23/19,20:00:00,68.999,52.849,51.643,,,,
146,02/23/19,20:10:00,68.999,52.786,51.611,,,,
147,02/23/19,20:20:00,68.999,52.755,51.595,,,,
148,02/23/19,20:30:00,68.999,52.724,51.580,,,,
149,02/23/19,20:40:00,69.042,52.665,51.589,,,,
150,02/23/19,20:50:00,69.042,52.603,51.559,,,,
151,02/23/19,21:00:00,69.042,52.540,51.528,,,,
152,02/23/19,21:10:00,69.042,52.509,51.512,,,,
153,02/23/19,21:20:00,69.042,52.478,51.496,,,,
154,02/23/19,21:30:00,69.085,52.419,51.507,,,,
155,02/23/19,21:40:00,69.085,52.325,51.458,,,,
156,02/23/19,21:50:00,69.129,52.297,51.485,,,,
157,02/23/19,22:00:00,69.129,52.235,51.453,,,,
158,02/23/19,22:10:00,69.129,52.173,51.420,,,,
159,02/23/19,22:20:00,69.129,52.173,51.420,,,,
