"Plot Title:  10884528"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10884528, SEN S/N: 10884528)","RH, % (LGR S/N: 10884528, SEN S/N: 10884528)","DewPt, °F (LGR S/N: 10884528, SEN S/N: 10884528)","Coupler Detached (LGR S/N: 10884528, SEN S/N: 10884528)","Coupler Attached (LGR S/N: 10884528, SEN S/N: 10884528)","Stopped (LGR S/N: 10884528, SEN S/N: 10884528)","End Of File (LGR S/N: 10884528, SEN S/N: 10884528)"
1,02/25/19,20:00:00,69.129,32.399,38.871,Logged,,,
2,02/25/19,20:10:00,69.085,32.397,38.831,,,,
3,02/25/19,20:20:00,69.085,32.397,38.831,,,,
4,02/25/19,20:30:00,69.042,32.428,38.818,,,,
5,02/25/19,20:40:00,68.999,32.459,38.806,,,,
6,02/25/19,20:50:00,68.999,32.459,38.806,,,,
7,02/25/19,21:00:00,68.999,32.459,38.806,,,,
8,02/25/19,21:10:00,68.956,32.423,38.741,,,,
9,02/25/19,21:20:00,68.913,32.521,38.781,,,,
10,02/25/19,21:30:00,68.956,32.689,38.953,,,,
11,02/25/19,21:40:00,68.999,32.823,39.097,,,,
12,02/25/19,21:50:00,69.085,32.861,39.204,,,,
13,02/25/19,22:00:00,69.129,32.863,39.243,,,,
14,02/25/19,22:10:00,69.170,32.898,39.308,,,,
15,02/25/19,22:20:00,69.256,32.903,39.387,,,,
16,02/25/19,22:30:00,69.256,32.869,39.360,,,,
17,02/25/19,22:40:00,69.300,32.872,39.400,,,,
18,02/25/19,22:50:00,69.343,32.841,39.412,,,,
19,02/25/19,23:00:00,69.343,32.807,39.385,,,,
20,02/25/19,23:10:00,69.386,32.810,39.425,,,,
21,02/25/19,23:20:00,69.386,32.710,39.346,,,,
22,02/25/19,23:30:00,69.386,32.677,39.319,,,,
23,02/25/19,23:40:00,69.343,32.575,39.200,,,,
24,02/25/19,23:50:00,69.300,32.540,39.133,,,,
25,02/26/19,00:00:00,69.300,32.540,39.133,,,,
26,02/26/19,00:10:00,69.256,32.538,39.096,,,,
27,02/26/19,00:20:00,69.256,32.505,39.069,,,,
28,02/26/19,00:30:00,69.213,32.536,39.056,,,,
29,02/26/19,00:40:00,69.213,32.536,39.056,,,,
30,02/26/19,00:50:00,69.213,32.469,39.002,,,,
31,02/26/19,01:00:00,69.170,32.434,38.935,,,,
32,02/26/19,01:10:00,69.170,32.401,38.910,,,,
33,02/26/19,01:20:00,69.170,32.334,38.856,,,,
34,02/26/19,01:30:00,69.170,32.301,38.829,,,,
35,02/26/19,01:40:00,69.170,32.202,38.748,,,,
36,02/26/19,01:50:00,69.170,32.168,38.721,,,,
37,02/26/19,02:00:00,69.170,32.135,38.694,,,,
38,02/26/19,02:10:00,69.129,32.133,38.655,,,,
39,02/26/19,02:20:00,69.129,32.133,38.655,,,,
40,02/26/19,02:30:00,69.129,32.067,38.601,,,,
41,02/26/19,02:40:00,69.129,32.100,38.628,,,,
42,02/26/19,02:50:00,69.085,32.065,38.561,,,,
43,02/26/19,03:00:00,69.085,32.065,38.561,,,,
44,02/26/19,03:10:00,69.085,31.932,38.453,,,,
45,02/26/19,03:20:00,69.085,31.932,38.453,,,,
46,02/26/19,03:30:00,69.085,31.932,38.453,,,,
47,02/26/19,03:40:00,69.085,31.898,38.426,,,,
48,02/26/19,03:50:00,69.085,31.932,38.453,,,,
49,02/26/19,04:00:00,69.085,31.932,38.453,,,,
50,02/26/19,04:10:00,69.085,31.932,38.453,,,,
51,02/26/19,04:20:00,69.085,31.865,38.399,,,,
52,02/26/19,04:30:00,69.085,31.865,38.399,,,,
53,02/26/19,04:40:00,69.085,31.799,38.345,,,,
54,02/26/19,04:50:00,69.085,31.832,38.372,,,,
55,02/26/19,05:00:00,69.085,31.832,38.372,,,,
56,02/26/19,05:10:00,69.085,31.799,38.345,,,,
57,02/26/19,05:20:00,69.085,31.799,38.345,,,,
58,02/26/19,05:30:00,69.042,31.730,38.250,,,,
59,02/26/19,05:40:00,69.042,31.730,38.250,,,,
60,02/26/19,05:50:00,69.042,31.730,38.250,,,,
61,02/26/19,06:00:00,69.042,31.664,38.196,,,,
62,02/26/19,06:10:00,69.042,31.697,38.223,,,,
63,02/26/19,06:20:00,69.042,31.664,38.196,,,,
64,02/26/19,06:30:00,69.042,31.664,38.196,,,,
65,02/26/19,06:40:00,69.042,31.597,38.140,,,,
66,02/26/19,06:50:00,69.042,31.597,38.140,,,,
67,02/26/19,07:00:00,69.042,31.664,38.196,,,,
68,02/26/19,07:10:00,69.042,31.597,38.140,,,,
69,02/26/19,07:20:00,69.042,31.531,38.086,,,,
70,02/26/19,07:30:00,69.042,31.531,38.086,,,,
71,02/26/19,07:40:00,69.042,31.531,38.086,,,,
72,02/26/19,07:50:00,69.085,31.499,38.097,,,,
73,02/26/19,08:00:00,69.085,31.400,38.014,,,,
74,02/26/19,08:10:00,69.085,31.466,38.070,,,,
75,02/26/19,08:20:00,69.085,31.433,38.043,,,,
76,02/26/19,08:30:00,69.085,31.433,38.043,,,,
77,02/26/19,08:40:00,69.129,31.402,38.053,,,,
78,02/26/19,08:50:00,69.170,31.404,38.093,,,,
79,02/26/19,09:00:00,69.213,31.406,38.131,,,,
80,02/26/19,09:10:00,69.256,31.408,38.170,,,,
81,02/26/19,09:20:00,69.300,31.443,38.237,,,,
82,02/26/19,09:30:00,69.343,31.545,38.359,,,,
83,02/26/19,09:40:00,69.427,31.616,38.493,,,,
84,02/26/19,09:50:00,69.471,31.685,38.586,,,,
85,02/26/19,10:00:00,69.514,31.820,38.736,,,,
86,02/26/19,10:10:00,69.600,31.890,38.869,,,,
87,02/26/19,10:20:00,69.643,31.893,38.907,,,,
88,02/26/19,10:30:00,69.685,32.028,39.056,,,,
89,02/26/19,10:40:00,69.728,32.030,39.094,,,,
90,02/26/19,10:50:00,69.771,32.065,39.160,,,,
91,02/26/19,11:00:00,69.771,32.132,39.214,,,,
92,02/26/19,11:10:00,69.771,32.165,39.243,,,,
