"Plot Title:  10884532"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10884532, SEN S/N: 10884532)","RH, % (LGR S/N: 10884532, SEN S/N: 10884532)","DewPt, °F (LGR S/N: 10884532, SEN S/N: 10884532)","Coupler Detached (LGR S/N: 10884532, SEN S/N: 10884532)","Coupler Attached (LGR S/N: 10884532, SEN S/N: 10884532)","Stopped (LGR S/N: 10884532, SEN S/N: 10884532)","End Of File (LGR S/N: 10884532, SEN S/N: 10884532)"
1,02/25/19,20:00:00,51.370,33.519,24.139,Logged,,,
2,02/25/19,20:10:00,52.729,33.526,25.344,,,,
3,02/25/19,20:20:00,53.733,31.699,24.856,,,,
4,02/25/19,20:30:00,53.472,31.751,24.665,,,,
5,02/25/19,20:40:00,51.678,35.174,25.585,,,,
6,02/25/19,20:50:00,49.516,37.761,25.380,,,,
7,02/25/19,21:00:00,48.182,38.314,24.537,,,,
8,02/25/19,21:10:00,48.672,38.596,25.153,,,,
9,02/25/19,21:20:00,48.049,42.132,26.701,,,,
10,02/25/19,21:30:00,48.850,44.019,28.486,,,,
11,02/25/19,21:40:00,48.360,43.893,27.972,,,,
12,02/25/19,21:50:00,50.841,38.060,26.758,,,,
13,02/25/19,22:00:00,51.413,35.768,25.758,,,,
14,02/25/19,22:10:00,52.160,33.947,25.146,,,,
15,02/25/19,22:20:00,52.160,33.271,24.656,,,,
16,02/25/19,22:30:00,50.621,35.212,24.674,,,,
17,02/25/19,22:40:00,49.428,40.216,26.825,,,,
18,02/25/19,22:50:00,48.762,39.735,25.934,,,,
19,02/25/19,23:00:00,48.450,39.716,25.642,,,,
20,02/25/19,23:10:00,48.049,41.008,26.051,,,,
21,02/25/19,23:20:00,48.182,40.735,26.010,,,,
22,02/25/19,23:30:00,46.886,42.771,26.006,,,,
23,02/25/19,23:40:00,46.301,47.776,28.121,,,,
24,02/25/19,23:50:00,45.399,47.039,26.920,,,,
25,02/26/19,00:00:00,45.307,51.153,28.834,,,,
26,02/26/19,00:10:00,44.582,54.175,29.521,,,,
27,02/26/19,00:20:00,44.310,55.545,29.858,,,,
28,02/26/19,00:30:00,44.946,53.281,29.466,,,,
29,02/26/19,00:40:00,44.355,56.198,30.178,,,,
30,02/26/19,00:50:00,43.443,57.647,29.921,,,,
31,02/26/19,01:00:00,46.661,51.380,30.195,,,,
32,02/26/19,01:10:00,45.534,52.462,29.646,,,,
33,02/26/19,01:20:00,43.990,56.550,29.984,,,,
34,02/26/19,01:30:00,43.351,58.778,30.294,,,,
35,02/26/19,01:40:00,42.800,61.511,30.841,,,,
36,02/26/19,01:50:00,43.075,62.285,31.397,,,,
37,02/26/19,02:00:00,42.386,63.994,31.374,,,,
38,02/26/19,02:10:00,42.570,64.212,31.629,,,,
39,02/26/19,02:20:00,42.616,63.302,31.339,,,,
40,02/26/19,02:30:00,42.433,64.284,31.523,,,,
41,02/26/19,02:40:00,41.878,66.581,31.813,,,,
42,02/26/19,02:50:00,42.892,66.148,32.632,,,,
43,02/26/19,03:00:00,42.616,65.808,32.247,,,,
44,02/26/19,03:10:00,42.341,66.177,32.113,,,,
45,02/26/19,03:20:00,42.156,68.213,32.643,,,,
46,02/26/19,03:30:00,41.416,69.392,32.329,,,,
47,02/26/19,03:40:00,41.832,70.327,33.040,,,,
48,02/26/19,03:50:00,42.109,70.385,33.327,,,,
49,02/26/19,04:00:00,42.064,71.489,33.643,,,,
50,02/26/19,04:10:00,43.075,70.016,34.137,,,,
51,02/26/19,04:20:00,43.534,69.898,34.538,,,,
52,02/26/19,04:30:00,44.037,68.297,34.479,,,,
53,02/26/19,04:40:00,44.582,63.005,33.100,,,,
54,02/26/19,04:50:00,44.719,65.906,34.293,,,,
55,02/26/19,05:00:00,45.172,64.582,34.246,,,,
56,02/26/19,05:10:00,45.399,60.450,32.893,,,,
57,02/26/19,05:20:00,45.489,62.486,33.766,,,,
58,02/26/19,05:30:00,45.941,58.718,32.713,,,,
59,02/26/19,05:40:00,48.049,51.247,31.420,,,,
60,02/26/19,05:50:00,49.028,47.209,30.342,,,,
61,02/26/19,06:00:00,49.825,44.333,29.548,,,,
62,02/26/19,06:10:00,50.047,43.229,29.136,,,,
63,02/26/19,06:20:00,49.737,43.830,29.190,,,,
64,02/26/19,06:30:00,49.471,43.097,28.540,,,,
65,02/26/19,06:40:00,49.294,42.868,28.249,,,,
66,02/26/19,06:50:00,49.516,42.633,28.317,,,,
67,02/26/19,07:00:00,50.400,40.937,28.134,,,,
68,02/26/19,07:10:00,51.325,37.739,26.985,,,,
69,02/26/19,07:20:00,50.664,39.158,27.291,,,,
70,02/26/19,07:30:00,50.092,40.132,27.372,,,,
71,02/26/19,07:40:00,50.488,39.494,27.340,,,,
72,02/26/19,07:50:00,51.325,38.215,27.291,,,,
73,02/26/19,08:00:00,51.237,38.305,27.270,,,,
74,02/26/19,08:10:00,51.544,37.370,26.942,,,,
75,02/26/19,08:20:00,51.282,38.752,27.592,,,,
76,02/26/19,08:30:00,51.017,39.558,27.856,,,,
77,02/26/19,08:40:00,51.062,40.507,28.472,,,,
78,02/26/19,08:50:00,51.105,41.264,28.963,,,,
79,02/26/19,09:00:00,53.645,38.639,29.640,,,,
80,02/26/19,09:10:00,53.341,37.219,28.447,,,,
81,02/26/19,09:20:00,53.645,36.725,28.389,,,,
82,02/26/19,09:30:00,55.690,35.426,29.316,,,,
83,02/26/19,09:40:00,56.512,34.372,29.295,,,,
84,02/26/19,09:50:00,56.469,33.267,28.447,,,,
85,02/26/19,10:00:00,56.988,34.559,29.851,,,,
86,02/26/19,10:10:00,57.247,33.178,29.062,,,,
87,02/26/19,10:20:00,58.195,34.105,30.587,,,,
88,02/26/19,10:30:00,58.325,32.712,29.656,,,,
89,02/26/19,10:40:00,59.229,33.931,31.370,,,,
90,02/26/19,10:50:00,58.541,33.700,30.592,,,,
91,02/26/19,11:00:00,59.445,34.463,31.950,,,,
92,02/26/19,11:10:00,60.003,35.435,33.145,,,,
93,02/26/19,11:20:00,60.303,38.680,35.629,,,,
94,02/26/19,11:30:00,60.991,39.652,36.874,,,,
95,02/26/19,11:40:00,61.977,37.650,36.437,,,,
96,02/26/19,11:50:00,62.319,40.951,38.892,,,,
97,02/26/19,12:00:00,64.288,40.301,40.253,,,,
98,02/26/19,12:10:00,65.487,41.146,41.869,,,,
99,02/26/19,12:20:00,63.604,44.157,41.992,,,,
100,02/26/19,12:30:00,64.074,44.029,42.345,,,,
101,02/26/19,12:40:00,65.658,43.400,43.408,,,,
102,02/26/19,12:50:00,67.028,43.105,44.472,,,,
103,02/26/19,13:00:00,66.087,44.194,44.269,,,,
104,02/26/19,13:10:00,67.543,42.817,44.762,,,,
105,02/26/19,13:20:00,65.102,46.728,44.823,,,,
106,02/26/19,13:30:00,66.729,44.683,45.140,,,,
107,02/26/19,13:40:00,68.313,45.999,47.345,,,,
108,02/26/19,13:50:00,66.857,46.534,46.319,,,,
109,02/26/19,14:00:00,65.487,48.205,45.986,,,,
110,02/26/19,14:10:00,65.829,48.607,46.517,,,,
111,02/26/19,14:20:00,65.316,50.510,47.044,,,,
112,02/26/19,14:30:00,66.472,52.217,48.981,,,,
113,02/26/19,14:40:00,66.000,50.780,47.815,,,,
114,02/26/19,14:50:00,64.931,52.036,47.462,,,,
115,02/26/19,15:00:00,65.574,52.861,48.468,,,,
116,02/26/19,15:10:00,65.316,54.107,48.835,,,,
117,02/26/19,15:20:00,64.288,54.609,48.119,,,,
118,02/26/19,15:30:00,64.589,54.541,48.366,,,,
119,02/26/19,15:40:00,64.204,54.940,48.196,,,,
120,02/26/19,15:50:00,63.946,55.654,48.290,,,,
121,02/26/19,16:00:00,64.375,55.107,48.434,,,,
122,02/26/19,16:10:00,65.959,56.004,50.335,,,,
123,02/26/19,16:20:00,65.788,53.991,49.219,,,,
124,02/26/19,16:30:00,64.888,54.842,48.789,,,,
125,02/26/19,16:40:00,64.546,55.121,48.601,,,,
126,02/26/19,16:50:00,64.204,56.927,49.116,,,,
127,02/26/19,17:00:00,64.204,56.988,49.145,,,,
128,02/26/19,17:10:00,64.247,57.144,49.257,,,,
129,02/26/19,17:20:00,64.717,57.367,49.798,,,,
130,02/26/19,17:30:00,64.074,57.312,49.172,,,,
131,02/26/19,17:40:00,63.433,57.045,48.448,,,,
132,02/26/19,17:50:00,63.347,57.645,48.637,,,,
133,02/26/19,18:00:00,62.834,56.873,47.808,,,,
134,02/26/19,18:10:00,62.577,57.094,47.667,,,,
135,02/26/19,18:20:00,62.319,57.527,47.620,,,,
136,02/26/19,18:30:00,62.490,56.692,47.404,,,,
137,02/26/19,18:40:00,61.804,57.513,47.131,,,,
138,02/26/19,18:50:00,61.761,57.691,47.170,,,,
139,02/26/19,19:00:00,61.462,58.059,47.050,,,,
140,02/26/19,19:10:00,62.062,57.869,47.530,,,,
141,02/26/19,19:20:00,62.062,57.566,47.395,,,,
142,02/26/19,19:30:00,61.462,58.542,47.262,,,,
143,02/26/19,19:40:00,61.804,57.846,47.278,,,,
144,02/26/19,19:50:00,61.419,58.146,47.048,,,,
145,02/26/19,20:00:00,61.547,58.036,47.122,,,,
146,02/26/19,20:10:00,61.290,58.165,46.936,,,,
147,02/26/19,20:20:00,61.032,58.926,47.026,,,,
148,02/26/19,20:30:00,61.162,58.425,46.929,,,,
149,02/26/19,20:40:00,61.290,58.466,47.068,,,,
150,02/26/19,20:50:00,60.217,59.635,46.562,,,,
151,02/26/19,21:00:00,60.604,58.978,46.645,,,,
152,02/26/19,21:10:00,60.948,58.557,46.785,,,,
153,02/26/19,21:20:00,60.390,59.260,46.564,,,,
154,02/26/19,21:30:00,59.830,59.870,46.297,,,,
155,02/26/19,21:40:00,60.046,60.099,46.598,,,,
156,02/26/19,21:50:00,60.346,60.335,46.981,,,,
157,02/26/19,22:00:00,60.390,60.219,46.972,,,,
158,02/26/19,22:10:00,60.818,59.628,47.127,,,,
159,02/26/19,22:20:00,60.517,60.380,47.163,,,,
160,02/26/19,22:30:00,60.433,60.910,47.304,,,,
161,02/26/19,22:40:00,60.647,60.601,47.377,,,,
162,02/26/19,22:50:00,60.474,60.974,47.372,,,,
163,02/26/19,23:00:00,60.303,61.346,47.363,,,,
164,02/26/19,23:10:00,60.346,61.648,47.529,,,,
165,02/26/19,23:20:00,60.561,61.608,47.716,,,,
166,02/26/19,23:30:00,60.604,61.761,47.820,,,,
167,02/26/19,23:40:00,60.260,62.502,47.799,,,,
168,02/26/19,23:50:00,60.303,62.921,48.009,,,,
169,02/27/19,00:00:00,60.303,63.778,48.353,,,,
170,02/27/19,00:10:00,59.830,64.794,48.304,,,,
171,02/27/19,00:20:00,59.659,66.097,48.645,,,,
172,02/27/19,00:30:00,59.315,67.433,48.823,,,,
173,02/27/19,00:40:00,58.885,68.144,48.675,,,,
174,02/27/19,00:50:00,58.798,68.946,48.888,,,,
175,02/27/19,01:00:00,58.669,69.711,49.041,,,,
176,02/27/19,01:10:00,58.325,70.594,49.024,,,,
177,02/27/19,01:20:00,58.541,70.933,49.352,,,,
178,02/27/19,01:30:00,58.626,71.285,49.561,,,,
179,02/27/19,01:40:00,58.755,72.213,50.009,,,,
180,02/27/19,01:50:00,58.842,72.593,50.225,,,,
181,02/27/19,02:00:00,58.582,73.503,50.286,,,,
182,02/27/19,02:10:00,58.541,73.923,50.389,,,,
183,02/27/19,02:20:00,58.755,74.654,50.842,,,,
184,02/27/19,02:30:00,58.712,74.960,50.904,,,,
185,02/27/19,02:40:00,58.712,75.552,51.100,,,,
186,02/27/19,02:50:00,58.971,76.031,51.510,,,,
187,02/27/19,03:00:00,58.626,75.992,51.161,,,,
188,02/27/19,03:10:00,58.282,76.765,51.080,,,,
189,02/27/19,03:20:00,58.455,77.623,51.525,,,,
190,02/27/19,03:30:00,58.368,77.976,51.553,,,,
191,02/27/19,03:40:00,58.455,78.459,51.791,,,,
192,02/27/19,03:50:00,58.195,78.789,51.643,,,,
193,02/27/19,04:00:00,58.282,78.994,51.791,,,,
194,02/27/19,04:10:00,58.239,79.819,52.007,,,,
195,02/27/19,04:20:00,58.282,80.072,52.129,,,,
196,02/27/19,04:30:00,58.152,80.663,52.185,,,,
197,02/27/19,04:40:00,58.368,80.909,52.471,,,,
198,02/27/19,04:50:00,58.239,80.508,52.221,,,,
199,02/27/19,05:00:00,57.850,81.011,51.996,,,,
200,02/27/19,05:10:00,57.850,81.697,52.203,,,,
201,02/27/19,05:20:00,57.936,82.255,52.457,,,,
202,02/27/19,05:30:00,57.979,82.479,52.567,,,,
203,02/27/19,05:40:00,58.541,82.466,53.112,,,,
204,02/27/19,05:50:00,58.023,82.730,52.684,,,,
205,02/27/19,06:00:00,58.023,83.329,52.862,,,,
206,02/27/19,06:10:00,58.023,83.764,52.990,,,,
207,02/27/19,06:20:00,57.850,84.013,52.893,,,,
208,02/27/19,06:30:00,57.679,84.343,52.821,,,,
209,02/27/19,06:40:00,57.722,84.646,52.950,,,,
210,02/27/19,06:50:00,57.936,84.512,53.123,,,,
211,02/27/19,07:00:00,57.893,84.669,53.127,,,,
212,02/27/19,07:10:00,58.066,84.907,53.366,,,,
213,02/27/19,07:20:00,58.239,84.821,53.510,,,,
214,02/27/19,07:30:00,58.152,85.053,53.494,,,,
215,02/27/19,07:40:00,57.936,85.565,53.429,,,,
