"Plot Title:  10884524"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10884524, SEN S/N: 10884524)","RH, % (LGR S/N: 10884524, SEN S/N: 10884524)","DewPt, °F (LGR S/N: 10884524, SEN S/N: 10884524)","Coupler Detached (LGR S/N: 10884524, SEN S/N: 10884524)","Bad Battery (LGR S/N: 10884524, SEN S/N: 10884524)","Coupler Attached (LGR S/N: 10884524, SEN S/N: 10884524)","Stopped (LGR S/N: 10884524, SEN S/N: 10884524)","End Of File (LGR S/N: 10884524, SEN S/N: 10884524)"
2189,03/10/19,00:40:00,65.872,62.875,53.276,,,,,
2190,03/10/19,00:50:00,65.788,63.315,53.377,,,,,
2191,03/10/19,01:00:00,65.615,64.015,53.501,,,,,
2192,03/10/19,01:10:00,65.403,64.679,53.566,,,,,
2193,03/10/19,01:20:00,65.403,65.599,53.933,,,,,
2194,03/10/19,01:30:00,65.530,66.055,54.235,,,,,
2195,03/10/19,01:40:00,65.230,66.794,54.239,,,,,
2196,03/10/19,01:50:00,65.059,67.689,54.421,,,,,
2197,03/10/19,02:00:00,64.845,68.635,54.576,,,,,
2198,03/10/19,02:10:00,64.845,69.598,54.936,,,,,
2199,03/10/19,02:20:00,64.717,70.138,55.013,,,,,
2200,03/10/19,02:30:00,64.589,70.880,55.161,,,,,
2201,03/10/19,02:40:00,64.503,71.739,55.389,,,,,
2202,03/10/19,02:50:00,64.204,72.371,55.326,,,,,
2203,03/10/19,03:00:00,64.332,73.162,55.729,,,,,
2204,03/10/19,03:10:00,64.204,73.435,55.701,,,,,
2205,03/10/19,03:20:00,64.375,73.654,55.944,,,,,
2206,03/10/19,03:30:00,64.375,74.027,56.073,,,,,
2207,03/10/19,03:40:00,64.288,74.761,56.244,,,,,
2208,03/10/19,03:50:00,64.033,75.103,56.113,,,,,
2209,03/10/19,04:00:00,63.862,75.653,56.134,,,,,
2210,03/10/19,04:10:00,64.074,76.444,56.608,,,,,
2211,03/10/19,04:20:00,64.033,76.666,56.640,,,,,
2212,03/10/19,04:30:00,63.862,77.070,56.610,,,,,
2213,03/10/19,04:40:00,63.732,77.592,56.656,,,,,
2214,03/10/19,04:50:00,63.862,77.748,56.833,,,,,
2215,03/10/19,05:00:00,63.604,78.140,56.710,,,,,
2216,03/10/19,05:10:00,63.561,78.669,56.842,,,,,
2217,03/10/19,05:20:00,63.604,78.843,56.939,,,,,
2218,03/10/19,05:30:00,62.148,81.398,56.325,,,,,
2219,03/10/19,05:40:00,61.032,84.282,56.104,,,,,
2220,03/10/19,05:50:00,58.368,85.917,53.955,,,,,
2221,03/10/19,06:00:00,57.247,86.897,53.125,,,,,
2222,03/10/19,06:10:00,56.901,87.491,52.950,,,,,
2223,03/10/19,06:20:00,56.685,87.835,52.831,,,,,
2224,03/10/19,06:30:00,56.512,88.237,52.770,,,,,
2225,03/10/19,06:40:00,56.122,88.503,52.457,,,,,
2226,03/10/19,06:50:00,56.035,88.967,52.498,,,,,
2227,03/10/19,07:00:00,55.992,89.331,52.554,,,,,
2228,03/10/19,07:10:00,55.906,89.556,52.529,,,,,
2229,03/10/19,07:20:00,55.992,89.699,52.653,,,,,
2230,03/10/19,07:30:00,55.992,89.910,52.711,,,,,
2231,03/10/19,07:40:00,55.863,89.918,52.583,,,,,
2232,03/10/19,07:50:00,55.776,89.880,52.488,,,,,
2233,03/10/19,08:00:00,55.863,89.997,52.605,,,,,
2234,03/10/19,08:10:00,56.035,90.179,52.824,,,,,
2235,03/10/19,08:20:00,55.992,90.225,52.795,,,,,
2236,03/10/19,08:30:00,56.122,90.138,52.900,,,,,
2237,03/10/19,08:40:00,56.340,90.036,53.087,,,,,
2238,03/10/19,08:50:00,56.469,89.975,53.200,,,,,
2239,03/10/19,09:00:00,57.031,90.000,53.764,,,,,
2240,03/10/19,09:10:00,57.247,89.766,53.915,,,,,
2241,03/10/19,09:20:00,57.549,89.543,54.154,,,,,
2242,03/10/19,09:30:00,57.679,89.190,54.187,,,,,
2243,03/10/19,09:40:00,57.850,88.630,54.205,,,,,
2244,03/10/19,09:50:00,58.195,87.877,54.338,,,,,
2245,03/10/19,10:00:00,58.755,86.828,54.597,,,,,
2246,03/10/19,10:10:00,59.830,85.486,55.272,,,,,
2247,03/10/19,10:20:00,60.003,83.606,54.889,,,,,
2248,03/10/19,10:30:00,60.303,82.604,54.885,,,,,
2249,03/10/19,10:40:00,60.474,82.762,55.101,,,,,
2250,03/10/19,10:50:00,60.818,82.036,55.218,,,,,
2251,03/10/19,11:00:00,61.419,81.530,55.652,,,,,
2252,03/10/19,11:10:00,61.804,80.914,55.837,,,,,
2253,03/10/19,11:20:00,62.148,79.258,55.652,,,,,
2254,03/10/19,11:30:00,62.233,76.855,54.954,,,,,
2255,03/10/19,11:40:00,62.919,75.774,55.260,,,,,
2256,03/10/19,11:50:00,64.204,74.380,56.030,,,,,
2257,03/10/19,12:00:00,64.459,72.197,55.512,,,,,
2258,03/10/19,12:10:00,65.658,69.770,55.782,,,,,
2259,03/10/19,12:20:00,66.686,67.174,55.778,,,,,
2260,03/10/19,12:30:00,65.829,66.440,54.673,,,,,
2261,03/10/19,12:40:00,66.385,64.028,54.239,,,,,
2262,03/10/19,12:50:00,65.959,63.421,53.584,,,,,
2263,03/10/19,13:00:00,65.829,64.244,53.798,,,,,
2264,03/10/19,13:10:00,65.829,65.670,54.370,,,,,
2265,03/10/19,13:20:00,65.745,64.772,53.929,,,,,
2266,03/10/19,13:30:00,66.814,63.471,54.417,,,,,
2267,03/10/19,13:40:00,66.772,63.347,54.325,,,,,
2268,03/10/19,13:50:00,66.515,64.249,54.451,,,,,
2269,03/10/19,14:00:00,67.671,64.030,55.461,,,,,
2270,03/10/19,14:10:00,68.142,61.217,54.725,,,,,
2271,03/10/19,14:20:00,68.099,59.606,53.982,,,,,
2272,03/10/19,14:30:00,67.842,59.462,53.676,,,,,
2273,03/10/19,14:40:00,68.571,58.031,53.717,,,,,
2274,03/10/19,14:50:00,68.828,58.359,54.108,,,,,
2275,03/10/19,15:00:00,69.213,58.239,54.415,,,,,
2276,03/10/19,15:10:00,68.999,57.792,54.010,,,,,
2277,03/10/19,15:20:00,68.913,57.999,54.025,,,,,
2278,03/10/19,15:30:00,68.227,57.267,53.046,,,,,
2279,03/10/19,15:40:00,68.313,57.978,53.452,,,,,
2280,03/10/19,15:50:00,68.571,57.786,53.605,,,,,
2281,03/10/19,16:00:00,68.527,58.486,53.883,,,,,
2282,03/10/19,16:10:00,68.698,58.470,54.037,,,,,
2283,03/10/19,16:20:00,68.785,58.294,54.037,,,,,
2284,03/10/19,16:30:00,68.785,58.386,54.079,,,,,
2285,03/10/19,16:40:00,68.614,58.493,53.967,,,,,
2286,03/10/19,16:50:00,68.742,57.678,53.717,,,,,
2287,03/10/19,17:00:00,68.527,57.844,53.591,,,,,
2288,03/10/19,17:10:00,68.400,58.444,53.744,,,,,
2289,03/10/19,17:20:00,68.614,58.218,53.843,,,,,
2290,03/10/19,17:30:00,68.099,59.393,53.886,,,,,
2291,03/10/19,17:40:00,68.484,59.853,54.453,,,,,
2292,03/10/19,17:50:00,67.971,60.172,54.109,,,,,
2293,03/10/19,18:00:00,67.543,60.951,54.043,,,,,
2294,03/10/19,18:10:00,67.028,61.810,53.924,,,,,
2295,03/10/19,18:20:00,67.071,61.241,53.722,,,,,
2296,03/10/19,18:30:00,67.114,59.672,53.082,,,,,
2297,03/10/19,18:40:00,66.301,60.054,52.482,,,,,
2298,03/10/19,18:50:00,64.888,61.795,51.892,,,,,
2299,03/10/19,19:00:00,64.074,63.453,51.807,,,,,
2300,03/10/19,19:10:00,63.819,64.172,51.854,,,,,
2301,03/10/19,19:20:00,64.161,63.907,52.074,,,,,
2302,03/10/19,19:30:00,63.946,63.411,51.669,,,,,
2303,03/10/19,19:40:00,64.033,63.121,51.631,,,,,
2304,03/10/19,19:50:00,63.946,62.845,51.436,,,,,
2305,03/10/19,20:00:00,64.161,63.074,51.733,,,,,
2306,03/10/19,20:10:00,64.589,61.257,51.382,,,,,
2307,03/10/19,20:20:00,64.247,61.226,51.044,,,,,
2308,03/10/19,20:30:00,63.819,62.295,51.087,,,,,
2309,03/10/19,20:40:00,62.919,62.779,50.434,,,,,
2310,03/10/19,20:50:00,62.191,63.987,50.232,,,,,
2311,03/10/19,21:00:00,62.748,64.840,51.102,,,,,
2312,03/10/19,21:10:00,63.433,63.809,51.341,,,,,
2313,03/10/19,21:20:00,62.490,64.933,50.895,,,,,
2314,03/10/19,21:30:00,62.748,64.514,50.972,,,,,
2315,03/10/19,21:40:00,61.977,65.826,50.754,,,,,
2316,03/10/19,21:50:00,61.162,66.069,50.070,,,,,
2317,03/10/19,22:00:00,60.604,66.658,49.762,,,,,
2318,03/10/19,22:10:00,60.390,67.396,49.838,,,,,
2319,03/10/19,22:20:00,60.089,67.918,49.744,,,,,
2320,03/10/19,22:30:00,59.185,69.130,49.327,,,,,
2321,03/10/19,22:40:00,58.455,70.436,49.093,,,,,
2322,03/10/19,22:50:00,58.455,71.953,49.627,,,,,
2323,03/10/19,23:00:00,57.765,72.760,49.240,,,,,
2324,03/10/19,23:10:00,57.893,73.342,49.564,,,,,
2325,03/10/19,23:20:00,57.679,74.139,49.626,,,,,
2326,03/10/19,23:30:00,57.376,74.838,49.566,,,,,
2327,03/10/19,23:40:00,57.936,75.295,50.263,,,,,
2328,03/10/19,23:50:00,58.239,75.076,50.482,,,,,
2329,03/11/19,00:00:00,58.712,74.367,50.706,,,,,
2330,03/11/19,00:10:00,58.411,74.475,50.448,,,,,
2331,03/11/19,00:20:00,58.023,75.192,50.311,,,,,
2332,03/11/19,00:30:00,57.765,75.529,50.173,,,,,
2333,03/11/19,00:40:00,57.506,75.640,49.957,,,,,
2334,03/11/19,00:50:00,57.463,76.139,50.079,,,,,
2335,03/11/19,01:00:00,57.160,76.664,49.955,,,,,
2336,03/11/19,01:10:00,57.074,76.877,49.941,,,,,
2337,03/11/19,01:20:00,56.815,77.432,49.865,,,,,
2338,03/11/19,01:30:00,56.772,78.010,50.007,,,,,
2339,03/11/19,01:40:00,56.815,78.293,50.139,,,,,
2340,03/11/19,01:50:00,57.592,78.107,50.839,,,,,
2341,03/11/19,02:00:00,57.160,78.028,50.392,,,,,
2342,03/11/19,02:10:00,57.376,78.359,50.707,,,,,
2343,03/11/19,02:20:00,57.074,78.656,50.506,,,,,
2344,03/11/19,02:30:00,56.944,79.249,50.565,,,,,
2345,03/11/19,02:40:00,56.556,79.946,50.401,,,,,
2346,03/11/19,02:50:00,56.556,80.469,50.562,,,,,
2347,03/11/19,03:00:00,57.031,80.664,51.085,,,,,
2348,03/11/19,03:10:00,56.901,80.676,50.963,,,,,
2349,03/11/19,03:20:00,56.469,81.116,50.673,,,,,
2350,03/11/19,03:30:00,56.469,81.554,50.805,,,,,
2351,03/11/19,03:40:00,56.469,81.881,50.904,,,,,
2352,03/11/19,03:50:00,56.556,81.783,50.959,,,,,
2353,03/11/19,04:00:00,56.340,82.110,50.844,,,,,
2354,03/11/19,04:10:00,56.772,81.755,51.163,,,,,
2355,03/11/19,04:20:00,56.728,81.422,51.021,,,,,
2356,03/11/19,04:30:00,56.208,81.849,50.639,,,,,
2357,03/11/19,04:40:00,56.728,81.640,51.085,,,,,
2358,03/11/19,04:50:00,56.642,80.918,50.783,,,,,
2359,03/11/19,05:00:00,56.295,80.519,50.322,,,,,
2360,03/11/19,05:10:00,56.079,80.466,50.094,,,,,
2361,03/11/19,05:20:00,56.251,79.772,50.050,,,,,
2362,03/11/19,05:30:00,56.556,79.092,50.137,,,,,
2363,03/11/19,05:40:00,56.469,78.280,49.797,,,,,
2364,03/11/19,05:50:00,56.208,77.667,49.350,,,,,
2365,03/11/19,06:00:00,56.035,78.229,49.359,,,,,
2366,03/11/19,06:10:00,56.079,78.925,49.618,,,,,
2367,03/11/19,06:20:00,56.512,78.229,49.824,,,,,
2368,03/11/19,06:30:00,56.556,77.151,49.523,,,,,
2369,03/11/19,06:40:00,56.556,76.594,49.345,,,,,
2370,03/11/19,06:50:00,56.642,76.045,49.249,,,,,
2371,03/11/19,07:00:00,56.556,76.426,49.291,,,,,
2372,03/11/19,07:10:00,56.340,77.015,49.269,,,,,
2373,03/11/19,07:20:00,56.251,77.227,49.253,,,,,
2374,03/11/19,07:30:00,56.165,77.106,49.129,,,,,
2375,03/11/19,07:40:00,56.295,77.121,49.260,,,,,
2376,03/11/19,07:50:00,56.383,77.215,49.375,,,,,
2377,03/11/19,08:00:00,56.599,76.543,49.370,,,,,
2378,03/11/19,08:10:00,57.506,73.073,49.098,,,,,
2379,03/11/19,08:20:00,58.282,71.106,49.165,,,,,
2380,03/11/19,08:30:00,59.014,68.737,49.017,,,,,
2381,03/11/19,08:40:00,59.572,66.556,48.738,,,,,
2382,03/11/19,08:50:00,59.486,65.289,48.169,,,,,
2383,03/11/19,09:00:00,59.572,63.266,47.455,,,,,
2384,03/11/19,09:10:00,59.959,61.612,47.149,,,,,
2385,03/11/19,09:20:00,60.260,60.686,47.048,,,,,
2386,03/11/19,09:30:00,61.032,60.397,47.656,,,,,
2387,03/11/19,09:40:00,61.333,59.223,47.439,,,,,
2388,03/11/19,09:50:00,61.761,57.540,47.102,,,,,
2389,03/11/19,10:00:00,62.362,56.802,47.334,,,,,
2390,03/11/19,10:10:00,63.262,54.924,47.309,,,,,
2391,03/11/19,10:20:00,63.862,52.572,46.735,,,,,
2392,03/11/19,10:30:00,63.689,51.847,46.218,,,,,
2393,03/11/19,10:40:00,63.648,51.999,46.252,,,,,
2394,03/11/19,10:50:00,64.459,51.255,46.634,,,,,
2395,03/11/19,11:00:00,65.788,51.636,48.054,,,,,
2396,03/11/19,11:10:00,66.558,48.596,47.179,,,,,
2397,03/11/19,11:20:00,67.199,48.737,47.845,,,,,
2398,03/11/19,11:30:00,66.943,47.678,47.034,,,,,
2399,03/11/19,11:40:00,66.943,46.540,46.400,,,,,
2400,03/11/19,11:50:00,67.158,44.966,45.694,,,,,
2401,03/11/19,12:00:00,66.857,43.542,44.580,,,,,
2402,03/11/19,12:10:00,66.214,46.774,45.867,,,,,
2403,03/11/19,12:20:00,66.472,48.370,46.978,,,,,
2404,03/11/19,12:30:00,66.943,48.372,47.412,,,,,
2405,03/11/19,12:40:00,66.515,47.900,46.764,,,,,
2406,03/11/19,12:50:00,66.214,48.257,46.681,,,,,
2407,03/11/19,13:00:00,65.530,48.648,46.263,,,,,
2408,03/11/19,13:10:00,64.760,50.873,46.717,,,,,
2409,03/11/19,13:20:00,63.732,55.361,47.953,,,,,
2410,03/11/19,13:30:00,63.176,56.262,47.851,,,,,
2411,03/11/19,13:40:00,63.176,55.162,47.341,,,,,
2412,03/11/19,13:50:00,62.620,55.819,47.125,,,,,
2413,03/11/19,14:00:00,62.447,56.323,47.196,,,,,
2414,03/11/19,14:10:00,61.419,57.571,46.794,,,,,
2415,03/11/19,14:20:00,60.948,61.196,47.910,,,,,
2416,03/11/19,14:30:00,60.775,60.284,47.365,,,,,
2417,03/11/19,14:40:00,59.702,63.278,47.581,,,,,
2418,03/11/19,14:50:00,58.455,65.657,47.325,,,,,
2419,03/11/19,15:00:00,56.426,69.907,46.953,,,,,
2420,03/11/19,15:10:00,56.079,72.236,47.431,,,,,
2421,03/11/19,15:20:00,55.690,73.917,47.624,,,,,
2422,03/11/19,15:30:00,55.906,75.514,48.362,,,,,
2423,03/11/19,15:40:00,56.469,75.997,49.066,,,,,
2424,03/11/19,15:50:00,56.988,76.504,49.735,,,,,
2425,03/11/19,16:00:00,57.376,74.697,49.519,,,,,
2426,03/11/19,16:10:00,57.765,74.966,49.986,,,,,
2427,03/11/19,16:20:00,58.023,75.446,50.396,,,,,
2428,03/11/19,16:30:00,57.463,76.279,50.124,,,,,
2429,03/11/19,16:40:00,57.506,77.206,50.466,,,,,
2430,03/11/19,16:50:00,57.722,76.701,50.513,,,,,
2431,03/11/19,17:00:00,57.850,75.482,50.241,,,,,
2432,03/11/19,17:10:00,58.109,74.102,50.031,,,,,
2433,03/11/19,17:20:00,58.541,73.385,50.205,,,,,
2434,03/11/19,17:30:00,58.541,72.589,49.932,,,,,
2435,03/11/19,17:40:00,58.626,70.827,49.399,,,,,
2436,03/11/19,17:50:00,58.712,69.658,49.062,,,,,
2437,03/11/19,18:00:00,58.669,69.423,48.936,,,,,
2438,03/11/19,18:10:00,58.626,69.591,48.956,,,,,
2439,03/11/19,18:20:00,58.455,69.343,48.700,,,,,
2440,03/11/19,18:30:00,58.195,69.604,48.546,,,,,
2441,03/11/19,18:40:00,58.109,69.681,48.492,,,,,
2442,03/11/19,18:50:00,57.506,70.794,48.306,,,,,
2443,03/11/19,19:00:00,57.420,71.413,48.441,,,,,
2444,03/11/19,19:10:00,56.599,72.605,48.060,,,,,
2445,03/11/19,19:20:00,55.690,73.945,47.633,,,,,
2446,03/11/19,19:30:00,55.472,75.016,47.779,,,,,
2447,03/11/19,19:40:00,55.299,75.891,47.896,,,,,
2448,03/11/19,19:50:00,54.648,76.707,47.523,,,,,
2449,03/11/19,20:00:00,54.430,78.315,47.820,,,,,
2450,03/11/19,20:10:00,54.037,79.011,47.653,,,,,
2451,03/11/19,20:20:00,53.951,80.015,47.874,,,,,
2452,03/11/19,20:30:00,53.865,80.633,47.977,,,,,
2453,03/11/19,20:40:00,53.341,81.602,47.752,,,,,
2454,03/11/19,20:50:00,54.648,81.819,49.098,,,,,
2455,03/11/19,21:00:00,54.082,82.155,48.643,,,,,
2456,03/11/19,21:10:00,53.820,82.799,48.576,,,,,
2457,03/11/19,21:20:00,53.602,83.203,48.479,,,,,
2458,03/11/19,21:30:00,53.427,83.558,48.411,,,,,
2459,03/11/19,21:40:00,53.078,84.051,48.207,,,,,
2460,03/11/19,21:50:00,52.992,84.549,48.263,,,,,
2461,03/11/19,22:00:00,52.817,84.980,48.214,,,,,
2462,03/11/19,22:10:00,52.509,85.367,48.020,,,,,
2463,03/11/19,22:20:00,52.335,85.770,47.961,,,,,
2464,03/11/19,22:30:00,52.160,86.013,47.854,,,,,
2465,03/11/19,22:40:00,52.246,86.183,47.988,,,,,
2466,03/11/19,22:50:00,52.072,86.213,47.824,,,,,
2467,03/11/19,23:00:00,52.072,86.266,47.838,,,,,
2468,03/11/19,23:10:00,51.940,86.408,47.746,,,,,
2469,03/11/19,23:20:00,51.895,86.455,47.716,,,,,
2470,03/11/19,23:30:00,51.809,86.443,47.628,,,,,
2471,03/11/19,23:40:00,51.678,86.584,47.536,,,,,
2472,03/11/19,23:50:00,51.370,86.596,47.235,,,,,
2473,03/12/19,00:00:00,51.413,86.734,47.316,,,,,
2474,03/12/19,00:10:00,51.193,86.811,47.120,,,,,
2475,03/12/19,00:20:00,51.193,86.890,47.142,,,,,
2476,03/12/19,00:30:00,51.105,86.957,47.073,,,,,
2477,03/12/19,00:40:00,50.974,86.966,46.944,,,,,
2478,03/12/19,00:50:00,50.576,87.334,46.652,,,,,
2479,03/12/19,01:00:00,50.488,87.479,46.603,,,,,
2480,03/12/19,01:10:00,50.135,87.720,46.319,,,,,
2481,03/12/19,01:20:00,50.135,87.956,46.382,,,,,
2482,03/12/19,01:30:00,50.002,87.991,46.260,,,,,
2483,03/12/19,01:40:00,49.383,88.168,45.694,,,,,
2484,03/12/19,01:50:00,49.161,88.503,45.563,,,,,
2485,03/12/19,02:00:00,49.161,88.841,45.651,,,,,
2486,03/12/19,02:10:00,49.737,89.154,46.305,,,,,
2487,03/12/19,02:20:00,49.649,88.986,46.173,,,,,
2488,03/12/19,02:30:00,49.737,88.842,46.224,,,,,
2489,03/12/19,02:40:00,49.161,88.737,45.624,,,,,
2490,03/12/19,02:50:00,48.628,89.157,45.207,,,,,
2491,03/12/19,03:00:00,48.182,89.407,44.829,,,,,
2492,03/12/19,03:10:00,47.736,89.758,44.478,,,,,
2493,03/12/19,03:20:00,47.602,90.126,44.438,,,,,
2494,03/12/19,03:30:00,47.422,90.487,44.353,,,,,
2495,03/12/19,03:40:00,47.244,90.719,44.235,,,,,
2496,03/12/19,03:50:00,47.109,90.956,44.161,,,,,
2497,03/12/19,04:00:00,47.289,91.340,44.434,,,,,
2498,03/12/19,04:10:00,47.334,91.474,44.514,,,,,
2499,03/12/19,04:20:00,47.019,91.481,44.202,,,,,
2500,03/12/19,04:30:00,47.154,91.679,44.386,,,,,
2501,03/12/19,04:40:00,47.959,91.743,45.203,,,,,
2502,03/12/19,04:50:00,48.004,91.595,45.210,,,,,
2503,03/12/19,05:00:00,48.137,91.384,45.291,,,,,
2504,03/12/19,05:10:00,48.493,91.049,45.559,,,,,
2505,03/12/19,05:20:00,48.493,90.535,45.430,,,,,
2506,03/12/19,05:30:00,48.405,90.006,45.205,,,,,
2507,03/12/19,05:40:00,48.405,89.438,45.057,,,,,
2508,03/12/19,05:50:00,48.137,89.038,44.688,,,,,
2509,03/12/19,06:00:00,48.405,88.945,44.929,,,,,
2510,03/12/19,06:10:00,48.360,88.445,44.755,,,,,
2511,03/12/19,06:20:00,47.914,88.436,44.310,,,,,
2512,03/12/19,06:30:00,47.512,88.381,43.898,,,,,
2513,03/12/19,06:40:00,47.602,88.445,44.002,,,,,
2514,03/12/19,06:50:00,48.182,88.005,44.461,,,,,
2515,03/12/19,07:00:00,48.137,87.555,44.299,,,,,
2516,03/12/19,07:10:00,48.360,87.167,44.416,,,,,
2517,03/12/19,07:20:00,48.315,86.794,44.272,,,,,
2518,03/12/19,07:30:00,48.538,86.483,44.407,,,,,
2519,03/12/19,07:40:00,48.850,86.262,44.656,,,,,
2520,03/12/19,07:50:00,49.161,85.934,44.874,,,,,
2521,03/12/19,08:00:00,49.294,85.609,44.915,,,,,
2522,03/12/19,08:10:00,49.692,85.158,45.185,,,,,
2523,03/12/19,08:20:00,50.002,84.562,45.324,,,,,
2524,03/12/19,08:30:00,50.841,83.657,45.894,,,,,
2525,03/12/19,08:40:00,51.501,82.022,46.072,,,,,
2526,03/12/19,08:50:00,52.378,80.260,46.411,,,,,
2527,03/12/19,09:00:00,53.166,78.467,46.634,,,,,
2528,03/12/19,09:10:00,56.122,75.678,48.627,,,,,
2529,03/12/19,09:20:00,56.642,72.155,47.948,,,,,
2530,03/12/19,09:30:00,57.290,68.646,47.329,,,,,
2531,03/12/19,09:40:00,57.506,66.380,46.695,,,,,
2532,03/12/19,09:50:00,58.066,64.536,46.522,,,,,
2533,03/12/19,10:00:00,58.842,62.843,46.589,,,,,
2534,03/12/19,10:10:00,60.174,60.827,47.026,,,,,
2535,03/12/19,10:20:00,61.977,58.224,47.608,,,,,
2536,03/12/19,10:30:00,63.347,55.329,47.579,,,,,
2537,03/12/19,10:40:00,63.946,51.898,46.481,,,,,
2538,03/12/19,10:50:00,64.375,50.252,46.042,,,,,
2539,03/12/19,11:00:00,65.145,47.646,45.367,,,,,
2540,03/12/19,11:10:00,65.273,47.466,45.387,,,,,
2541,03/12/19,11:20:00,66.472,47.298,46.393,,,,,
2542,03/12/19,11:30:00,67.372,46.284,46.647,,,,,
2543,03/12/19,11:40:00,67.114,44.708,45.505,,,,,
2544,03/12/19,11:50:00,67.757,43.472,45.354,,,,,
2545,03/12/19,12:00:00,68.313,43.316,45.763,,,,,
2546,03/12/19,12:10:00,68.785,42.382,45.617,,,,,
2547,03/12/19,12:20:00,68.400,41.907,44.971,,,,,
2548,03/12/19,12:30:00,69.129,41.565,45.414,,,,,
2549,03/12/19,12:40:00,70.201,40.595,45.754,,,,,
2550,03/12/19,12:50:00,69.901,40.512,45.430,,,,,
2551,03/12/19,13:00:00,69.643,39.783,44.719,,,,,
2552,03/12/19,13:10:00,69.942,38.889,44.389,,,,,
2553,03/12/19,13:20:00,69.771,37.704,43.419,,,,,
2554,03/12/19,13:30:00,71.060,37.056,44.107,,,,,
2555,03/12/19,13:40:00,72.093,35.928,44.200,,,,,
2556,03/12/19,13:50:00,71.231,36.375,43.768,,,,,
2557,03/12/19,14:00:00,72.007,34.601,43.126,,,,,
2558,03/12/19,14:10:00,71.361,33.971,42.073,,,,,
2559,03/12/19,14:20:00,71.146,34.192,42.055,,,,,
2560,03/12/19,14:30:00,72.093,33.876,42.640,,,,,
2561,03/12/19,14:40:00,71.620,32.722,41.308,,,,,
2562,03/12/19,14:50:00,71.748,32.862,41.535,,,,,
2563,03/12/19,15:00:00,72.394,33.360,42.498,,,,,
2564,03/12/19,15:10:00,71.748,33.128,41.747,,,,,
2565,03/12/19,15:20:00,71.964,32.673,41.569,,,,,
2566,03/12/19,15:30:00,71.060,32.029,40.255,,,,,
2567,03/12/19,15:40:00,72.264,32.954,42.060,,,,,
2568,03/12/19,15:50:00,71.146,31.933,40.251,,,,,
2569,03/12/19,16:00:00,72.093,32.879,41.850,,,,,
2570,03/12/19,16:10:00,71.231,33.002,41.194,,,,,
2571,03/12/19,16:20:00,70.716,33.142,40.854,,,,,
2572,03/12/19,16:30:00,70.930,34.081,41.779,,,,,
2573,03/12/19,16:40:00,70.543,32.536,40.219,,,,,
2574,03/12/19,16:50:00,70.803,33.080,40.881,,,,,
2575,03/12/19,17:00:00,70.158,31.785,39.267,,,,,
2576,03/12/19,17:10:00,70.372,30.327,38.223,,,,,
2577,03/12/19,17:20:00,70.029,30.110,37.737,,,,,
2578,03/12/19,17:30:00,69.685,30.829,38.057,,,,,
2579,03/12/19,17:40:00,69.600,31.425,38.484,,,,,
2580,03/12/19,17:50:00,69.685,31.229,38.394,,,,,
2581,03/12/19,18:00:00,69.170,30.938,37.701,,,,,
2582,03/12/19,18:10:00,68.742,30.984,37.368,,,,,
2583,03/12/19,18:20:00,68.227,31.491,37.344,,,,,
2584,03/12/19,18:30:00,67.757,32.198,37.510,,,,,
2585,03/12/19,18:40:00,67.285,32.903,37.661,,,,,
2586,03/12/19,18:50:00,66.686,33.960,37.956,,,,,
2587,03/12/19,19:00:00,66.173,34.722,38.079,,,,,
2588,03/12/19,19:10:00,65.701,35.320,38.104,,,,,
2589,03/12/19,19:20:00,65.316,35.168,37.652,,,,,
2590,03/12/19,19:30:00,64.717,35.070,37.051,,,,,
2591,03/12/19,19:40:00,63.990,35.912,37.018,,,,,
2592,03/12/19,19:50:00,63.732,35.801,36.711,,,,,
2593,03/12/19,20:00:00,63.475,35.982,36.612,,,,,
2594,03/12/19,20:10:00,63.862,36.361,37.224,,,,,
2595,03/12/19,20:20:00,63.775,36.519,37.258,,,,,
2596,03/12/19,20:30:00,63.775,36.649,37.350,,,,,
2597,03/12/19,20:40:00,63.604,36.835,37.326,,,,,
2598,03/12/19,20:50:00,63.732,36.614,37.287,,,,,
2599,03/12/19,21:00:00,63.518,36.505,37.020,,,,,
2600,03/12/19,21:10:00,63.475,36.990,37.321,,,,,
2601,03/12/19,21:20:00,63.475,36.925,37.276,,,,,
2602,03/12/19,21:30:00,63.176,37.330,37.288,,,,,
2603,03/12/19,21:40:00,63.262,36.035,36.460,,,,,
2604,03/12/19,21:50:00,63.005,36.704,36.703,,,,,
2605,03/12/19,22:00:00,62.791,37.858,37.305,,,,,
2606,03/12/19,22:10:00,62.834,38.377,37.692,,,,,
2607,03/12/19,22:20:00,62.577,38.685,37.666,,,,,
2608,03/12/19,22:30:00,62.319,39.250,37.807,,,,,
2609,03/12/19,22:40:00,62.105,39.783,37.960,,,,,
2610,03/12/19,22:50:00,61.848,41.624,38.885,,,,,
2611,03/12/19,23:00:00,61.977,42.525,39.547,,,,,
2612,03/12/19,23:10:00,61.977,43.606,40.190,,,,,
2613,03/12/19,23:20:00,61.977,45.219,41.121,,,,,
2614,03/12/19,23:30:00,61.804,46.373,41.610,,,,,
2615,03/12/19,23:40:00,61.633,47.271,41.945,,,,,
2616,03/12/19,23:50:00,61.590,48.363,42.489,,,,,
