"Plot Title:  10884524"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10884524, SEN S/N: 10884524)","RH, % (LGR S/N: 10884524, SEN S/N: 10884524)","DewPt, °F (LGR S/N: 10884524, SEN S/N: 10884524)","Coupler Detached (LGR S/N: 10884524, SEN S/N: 10884524)","Bad Battery (LGR S/N: 10884524, SEN S/N: 10884524)","Coupler Attached (LGR S/N: 10884524, SEN S/N: 10884524)","Stopped (LGR S/N: 10884524, SEN S/N: 10884524)","End Of File (LGR S/N: 10884524, SEN S/N: 10884524)"
988,03/01/19,16:30:00,67.714,73.616,59.160,,,,,
989,03/01/19,16:40:00,68.013,73.908,59.554,,,,,
990,03/01/19,16:50:00,67.928,73.582,59.356,,,,,
991,03/01/19,17:00:00,67.842,72.675,58.948,,,,,
992,03/01/19,17:10:00,67.413,73.554,58.849,,,,,
993,03/01/19,17:20:00,67.372,74.270,59.061,,,,,
994,03/01/19,17:30:00,67.158,75.080,59.135,,,,,
995,03/01/19,17:40:00,66.985,75.776,59.209,,,,,
996,03/01/19,17:50:00,66.729,76.319,59.146,,,,,
997,03/01/19,18:00:00,66.729,76.233,59.115,,,,,
998,03/01/19,18:10:00,66.472,76.859,59.079,,,,,
999,03/01/19,18:20:00,66.344,77.469,59.158,,,,,
1000,03/01/19,18:30:00,66.301,77.804,59.229,,,,,
1001,03/01/19,18:40:00,66.173,78.101,59.202,,,,,
1002,03/01/19,18:50:00,66.000,78.194,59.065,,,,,
1003,03/01/19,19:00:00,65.788,78.197,58.858,,,,,
1004,03/01/19,19:10:00,65.574,78.370,58.707,,,,,
1005,03/01/19,19:20:00,65.403,78.406,58.552,,,,,
1006,03/01/19,19:30:00,65.273,78.476,58.449,,,,,
1007,03/01/19,19:40:00,65.059,78.536,58.260,,,,,
1008,03/01/19,19:50:00,64.632,78.964,57.981,,,,,
1009,03/01/19,20:00:00,63.946,80.533,57.816,,,,,
1010,03/01/19,20:10:00,63.176,81.385,57.328,,,,,
1011,03/01/19,20:20:00,62.577,81.672,56.829,,,,,
1012,03/01/19,20:30:00,62.577,81.921,56.907,,,,,
1013,03/01/19,20:40:00,62.490,82.049,56.862,,,,,
1014,03/01/19,20:50:00,62.406,82.231,56.835,,,,,
1015,03/01/19,21:00:00,62.490,81.993,56.845,,,,,
1016,03/01/19,21:10:00,62.362,81.757,56.646,,,,,
1017,03/01/19,21:20:00,62.276,81.608,56.516,,,,,
1018,03/01/19,21:30:00,62.105,81.808,56.410,,,,,
1019,03/01/19,21:40:00,61.934,81.814,56.242,,,,,
1020,03/01/19,21:50:00,61.761,81.876,56.095,,,,,
1021,03/01/19,22:00:00,61.547,81.905,55.893,,,,,
1022,03/01/19,22:10:00,61.419,82.165,55.846,,,,,
1023,03/01/19,22:20:00,61.290,82.259,55.749,,,,,
1024,03/01/19,22:30:00,61.205,82.358,55.695,,,,,
1025,03/01/19,22:40:00,61.032,82.420,55.546,,,,,
1026,03/01/19,22:50:00,60.991,82.497,55.526,,,,,
1027,03/01/19,23:00:00,60.775,82.580,55.341,,,,,
1028,03/01/19,23:10:00,60.690,82.624,55.270,,,,,
1029,03/01/19,23:20:00,60.517,82.767,55.144,,,,,
1030,03/01/19,23:30:00,60.046,82.955,54.738,,,,,
1031,03/01/19,23:40:00,59.659,83.535,54.531,,,,,
1032,03/01/19,23:50:00,59.916,83.895,54.891,,,,,
1033,03/02/19,00:00:00,59.873,84.080,54.903,,,,,
1034,03/02/19,00:10:00,59.745,84.064,54.772,,,,,
1035,03/02/19,00:20:00,59.486,84.085,54.525,,,,,
1036,03/02/19,00:30:00,59.229,84.379,54.356,,,,,
1037,03/02/19,00:40:00,58.928,84.530,54.104,,,,,
1038,03/02/19,00:50:00,58.541,84.887,53.827,,,,,
1039,03/02/19,01:00:00,58.325,84.994,53.647,,,,,
1040,03/02/19,01:10:00,58.152,85.053,53.494,,,,,
1041,03/02/19,01:20:00,58.066,85.177,53.443,,,,,
1042,03/02/19,01:30:00,57.936,85.268,53.343,,,,,
1043,03/02/19,01:40:00,57.850,85.203,53.240,,,,,
1044,03/02/19,01:50:00,57.549,85.407,53.001,,,,,
1045,03/02/19,02:00:00,57.549,85.703,53.085,,,,,
1046,03/02/19,02:10:00,57.506,85.966,53.118,,,,,
1047,03/02/19,02:20:00,57.463,86.282,53.164,,,,,
1048,03/02/19,02:30:00,57.160,86.564,52.947,,,,,
1049,03/02/19,02:40:00,56.599,86.758,52.446,,,,,
1050,03/02/19,02:50:00,55.776,86.996,51.699,,,,,
1051,03/02/19,03:00:00,55.472,87.142,51.440,,,,,
1052,03/02/19,03:10:00,55.168,87.287,51.181,,,,,
1053,03/02/19,03:20:00,54.909,87.385,50.949,,,,,
1054,03/02/19,03:30:00,54.734,87.495,50.808,,,,,
1055,03/02/19,03:40:00,54.473,87.380,50.518,,,,,
1056,03/02/19,03:50:00,54.169,87.260,50.184,,,,,
1057,03/02/19,04:00:00,53.908,87.146,49.894,,,,,
1058,03/02/19,04:10:00,53.776,87.049,49.737,,,,,
1059,03/02/19,04:20:00,53.733,87.070,49.701,,,,,
1060,03/02/19,04:30:00,53.602,87.132,49.588,,,,,
1061,03/02/19,04:40:00,53.515,87.358,49.564,,,,,
1062,03/02/19,04:50:00,53.384,87.314,49.422,,,,,
1063,03/02/19,05:00:00,53.253,87.297,49.289,,,,,
1064,03/02/19,05:10:00,52.992,87.341,49.042,,,,,
1065,03/02/19,05:20:00,53.078,87.459,49.159,,,,,
1066,03/02/19,05:30:00,53.035,87.453,49.114,,,,,
1067,03/02/19,05:40:00,52.992,87.579,49.107,,,,,
1068,03/02/19,05:50:00,52.817,87.661,48.956,,,,,
1069,03/02/19,06:00:00,52.729,87.649,48.866,,,,,
1070,03/02/19,06:10:00,52.641,87.532,48.747,,,,,
1071,03/02/19,06:20:00,52.423,87.555,48.537,,,,,
1072,03/02/19,06:30:00,52.509,87.620,48.641,,,,,
1073,03/02/19,06:40:00,52.160,87.494,48.261,,,,,
1074,03/02/19,06:50:00,51.809,87.499,47.916,,,,,
1075,03/02/19,07:00:00,51.678,87.429,47.766,,,,,
1076,03/02/19,07:10:00,51.501,87.115,47.507,,,,,
1077,03/02/19,07:20:00,51.501,86.720,47.399,,,,,
1078,03/02/19,07:30:00,51.282,86.532,47.131,,,,,
1079,03/02/19,07:40:00,51.148,86.382,46.958,,,,,
1080,03/02/19,07:50:00,51.193,86.362,46.998,,,,,
1081,03/02/19,08:00:00,51.678,86.161,47.419,,,,,
1082,03/02/19,08:10:00,51.325,85.744,46.956,,,,,
1083,03/02/19,08:20:00,51.458,85.814,47.106,,,,,
1084,03/02/19,08:30:00,51.721,85.743,47.347,,,,,
1085,03/02/19,08:40:00,51.852,85.547,47.422,,,,,
1086,03/02/19,08:50:00,51.940,85.320,47.446,,,,,
1087,03/02/19,09:00:00,52.554,84.786,47.899,,,,,
1088,03/02/19,09:10:00,52.466,84.561,47.750,,,,,
1089,03/02/19,09:20:00,52.246,84.212,47.435,,,,,
1090,03/02/19,09:30:00,53.078,83.191,47.961,,,,,
1091,03/02/19,09:40:00,53.515,82.057,48.058,,,,,
1092,03/02/19,09:50:00,53.951,81.895,48.438,,,,,
1093,03/02/19,10:00:00,54.473,81.062,48.702,,,,,
1094,03/02/19,10:10:00,55.472,79.980,49.352,,,,,
1095,03/02/19,10:20:00,55.992,78.306,49.341,,,,,
1096,03/02/19,10:30:00,56.251,77.311,49.280,,,,,
1097,03/02/19,10:40:00,57.204,75.914,49.753,,,,,
1098,03/02/19,10:50:00,57.074,75.310,49.429,,,,,
1099,03/02/19,11:00:00,58.023,74.685,50.144,,,,,
1100,03/02/19,11:10:00,58.928,74.221,50.864,,,,,
1101,03/02/19,11:20:00,58.928,73.399,50.585,,,,,
1102,03/02/19,11:30:00,59.272,72.383,50.567,,,,,
1103,03/02/19,11:40:00,59.916,71.280,50.803,,,,,
1104,03/02/19,11:50:00,60.303,71.321,51.190,,,,,
1105,03/02/19,12:00:00,60.474,70.332,51.001,,,,,
1106,03/02/19,12:10:00,61.248,70.096,51.660,,,,,
1107,03/02/19,12:20:00,61.977,69.824,52.261,,,,,
1108,03/02/19,12:30:00,61.977,69.302,52.070,,,,,
1109,03/02/19,12:40:00,62.019,69.365,52.135,,,,,
1110,03/02/19,12:50:00,61.977,68.372,51.724,,,,,
1111,03/02/19,13:00:00,62.834,69.187,52.851,,,,,
1112,03/02/19,13:10:00,62.875,67.938,52.425,,,,,
1113,03/02/19,13:20:00,63.262,68.298,52.929,,,,,
1114,03/02/19,13:30:00,62.490,67.753,51.985,,,,,
1115,03/02/19,13:40:00,61.891,68.451,51.672,,,,,
1116,03/02/19,13:50:00,62.105,68.793,52.005,,,,,
1117,03/02/19,14:00:00,62.319,69.105,52.326,,,,,
1118,03/02/19,14:10:00,62.490,69.878,52.776,,,,,
1119,03/02/19,14:20:00,63.005,68.943,52.923,,,,,
1120,03/02/19,14:30:00,63.518,68.937,53.415,,,,,
1121,03/02/19,14:40:00,64.375,67.972,53.872,,,,,
1122,03/02/19,14:50:00,63.946,67.577,53.312,,,,,
1123,03/02/19,15:00:00,64.632,67.470,53.926,,,,,
1124,03/02/19,15:10:00,64.974,67.063,54.097,,,,,
1125,03/02/19,15:20:00,64.888,67.025,54.001,,,,,
1126,03/02/19,15:30:00,64.717,66.802,53.751,,,,,
1127,03/02/19,15:40:00,64.974,66.975,54.063,,,,,
1128,03/02/19,15:50:00,64.632,66.823,53.677,,,,,
1129,03/02/19,16:00:00,65.273,67.063,54.385,,,,,
1130,03/02/19,16:10:00,65.574,66.887,54.603,,,,,
1131,03/02/19,16:20:00,65.316,66.182,54.082,,,,,
1132,03/02/19,16:30:00,65.359,66.305,54.171,,,,,
1133,03/02/19,16:40:00,65.530,66.617,54.457,,,,,
1134,03/02/19,16:50:00,65.658,66.452,54.514,,,,,
1135,03/02/19,17:00:00,65.916,66.537,54.793,,,,,
1136,03/02/19,17:10:00,65.829,67.030,54.903,,,,,
1137,03/02/19,17:20:00,65.102,67.752,54.486,,,,,
1138,03/02/19,17:30:00,64.760,68.684,54.511,,,,,
1139,03/02/19,17:40:00,64.632,69.139,54.559,,,,,
1140,03/02/19,17:50:00,64.418,69.700,54.563,,,,,
1141,03/02/19,18:00:00,64.375,70.509,54.819,,,,,
1142,03/02/19,18:10:00,63.946,70.928,54.559,,,,,
1143,03/02/19,18:20:00,63.689,71.537,54.532,,,,,
1144,03/02/19,18:30:00,63.518,72.326,54.649,,,,,
1145,03/02/19,18:40:00,63.347,72.882,54.680,,,,,
1146,03/02/19,18:50:00,63.262,73.332,54.754,,,,,
1147,03/02/19,19:00:00,63.090,73.771,54.741,,,,,
1148,03/02/19,19:10:00,62.919,74.295,54.757,,,,,
1149,03/02/19,19:20:00,62.834,74.798,54.846,,,,,
1150,03/02/19,19:30:00,62.620,75.201,54.775,,,,,
1151,03/02/19,19:40:00,62.447,75.947,54.860,,,,,
1152,03/02/19,19:50:00,62.406,76.225,54.912,,,,,
1153,03/02/19,20:00:00,62.319,76.639,54.966,,,,,
1154,03/02/19,20:10:00,62.276,76.973,55.035,,,,,
1155,03/02/19,20:20:00,62.191,77.357,55.078,,,,,
1156,03/02/19,20:30:00,61.977,77.754,54.999,,,,,
1157,03/02/19,20:40:00,61.633,77.939,54.725,,,,,
1158,03/02/19,20:50:00,61.248,76.798,53.976,,,,,
1159,03/02/19,21:00:00,60.948,76.651,53.636,,,,,
1160,03/02/19,21:10:00,60.818,77.058,53.643,,,,,
1161,03/02/19,21:20:00,60.948,76.932,53.728,,,,,
1162,03/02/19,21:30:00,60.861,76.979,53.659,,,,,
1163,03/02/19,21:40:00,60.904,76.956,53.694,,,,,
1164,03/02/19,21:50:00,60.433,75.521,52.759,,,,,
1165,03/02/19,22:00:00,60.046,74.289,51.971,,,,,
1166,03/02/19,22:10:00,59.830,73.839,51.609,,,,,
1167,03/02/19,22:20:00,59.745,73.773,51.503,,,,,
1168,03/02/19,22:30:00,59.486,73.745,51.244,,,,,
1169,03/02/19,22:40:00,59.185,73.740,50.950,,,,,
1170,03/02/19,22:50:00,59.142,73.849,50.947,,,,,
1171,03/02/19,23:00:00,59.056,73.981,50.907,,,,,
1172,03/02/19,23:10:00,58.842,74.042,50.720,,,,,
1173,03/02/19,23:20:00,58.842,73.985,50.700,,,,,
1174,03/02/19,23:30:00,58.712,73.999,50.581,,,,,
1175,03/02/19,23:40:00,58.582,74.268,50.545,,,,,
1176,03/02/19,23:50:00,58.541,74.404,50.551,,,,,
1177,03/03/19,00:00:00,58.195,75.127,50.457,,,,,
1178,03/03/19,00:10:00,57.893,75.740,50.367,,,,,
1179,03/03/19,00:20:00,57.850,76.100,50.443,,,,,
1180,03/03/19,00:30:00,57.722,76.169,50.340,,,,,
1181,03/03/19,00:40:00,57.506,76.172,50.131,,,,,
1182,03/03/19,00:50:00,57.420,76.805,50.254,,,,,
1183,03/03/19,01:00:00,57.117,77.272,50.110,,,,,
1184,03/03/19,01:10:00,57.031,77.485,50.094,,,,,
1185,03/03/19,01:20:00,57.247,77.622,50.347,,,,,
1186,03/03/19,01:30:00,57.333,77.520,50.400,,,,,
1187,03/03/19,01:40:00,57.204,77.617,50.304,,,,,
1188,03/03/19,01:50:00,56.858,77.937,50.068,,,,,
1189,03/03/19,02:00:00,56.556,78.428,49.928,,,,,
1190,03/03/19,02:10:00,56.383,78.906,49.910,,,,,
1191,03/03/19,02:20:00,56.251,79.249,49.888,,,,,
1192,03/03/19,02:30:00,55.992,79.631,49.753,,,,,
1193,03/03/19,02:40:00,55.863,79.890,49.707,,,,,
1194,03/03/19,02:50:00,55.776,80.072,49.678,,,,,
1195,03/03/19,03:00:00,55.558,80.347,49.550,,,,,
1196,03/03/19,03:10:00,55.472,80.720,49.577,,,,,
1197,03/03/19,03:20:00,55.429,80.797,49.559,,,,,
1198,03/03/19,03:30:00,55.342,81.114,49.570,,,,,
1199,03/03/19,03:40:00,55.342,81.387,49.651,,,,,
1200,03/03/19,03:50:00,55.213,81.589,49.584,,,,,
1201,03/03/19,04:00:00,55.125,81.932,49.600,,,,,
1202,03/03/19,04:10:00,54.952,82.019,49.456,,,,,
1203,03/03/19,04:20:00,54.777,82.025,49.287,,,,,
1204,03/03/19,04:30:00,54.648,82.063,49.172,,,,,
1205,03/03/19,04:40:00,54.734,82.101,49.267,,,,,
1206,03/03/19,04:50:00,54.777,82.188,49.336,,,,,
1207,03/03/19,05:00:00,54.604,82.627,49.294,,,,,
1208,03/03/19,05:10:00,54.691,82.611,49.375,,,,,
1209,03/03/19,05:20:00,54.648,82.334,49.251,,,,,
1210,03/03/19,05:30:00,54.561,82.242,49.140,,,,,
1211,03/03/19,05:40:00,54.561,82.188,49.123,,,,,
1212,03/03/19,05:50:00,54.561,82.242,49.140,,,,,
1213,03/03/19,06:00:00,54.473,82.231,49.050,,,,,
1214,03/03/19,06:10:00,54.430,82.063,48.958,,,,,
1215,03/03/19,06:20:00,54.212,81.520,48.583,,,,,
1216,03/03/19,06:30:00,54.169,81.270,48.466,,,,,
1217,03/03/19,06:40:00,54.082,80.878,48.263,,,,,
1218,03/03/19,06:50:00,53.951,80.807,48.114,,,,,
1219,03/03/19,07:00:00,54.037,80.872,48.218,,,,,
1220,03/03/19,07:10:00,54.126,81.046,48.357,,,,,
1221,03/03/19,07:20:00,54.212,81.248,48.502,,,,,
1222,03/03/19,07:30:00,54.300,81.340,48.616,,,,,
1223,03/03/19,07:40:00,54.561,81.291,48.855,,,,,
1224,03/03/19,07:50:00,54.561,81.073,48.790,,,,,
1225,03/03/19,08:00:00,54.909,80.815,49.053,,,,,
1226,03/03/19,08:10:00,55.256,80.475,49.291,,,,,
1227,03/03/19,08:20:00,55.690,80.062,49.590,,,,,
1228,03/03/19,08:30:00,55.819,79.500,49.545,,,,,
1229,03/03/19,08:40:00,56.035,79.085,49.627,,,,,
1230,03/03/19,08:50:00,56.556,78.262,49.876,,,,,
1231,03/03/19,09:00:00,57.074,77.907,50.270,,,,,
1232,03/03/19,09:10:00,57.117,78.329,50.445,,,,,
1233,03/03/19,09:20:00,57.592,77.495,50.643,,,,,
1234,03/03/19,09:30:00,57.679,77.839,50.837,,,,,
1235,03/03/19,09:40:00,58.239,77.682,51.334,,,,,
1236,03/03/19,09:50:00,58.455,78.097,51.676,,,,,
1237,03/03/19,10:00:00,58.325,79.026,51.845,,,,,
1238,03/03/19,10:10:00,59.142,78.902,52.603,,,,,
1239,03/03/19,10:20:00,60.303,78.091,53.478,,,,,
1240,03/03/19,10:30:00,59.788,77.751,52.866,,,,,
1241,03/03/19,10:40:00,60.217,77.773,53.290,,,,,
1242,03/03/19,10:50:00,60.132,77.791,53.213,,,,,
1243,03/03/19,11:00:00,60.217,77.605,53.236,,,,,
1244,03/03/19,11:10:00,60.346,77.788,53.422,,,,,
1245,03/03/19,11:20:00,60.346,78.515,53.656,,,,,
1246,03/03/19,11:30:00,60.948,78.502,54.237,,,,,
1247,03/03/19,11:40:00,61.506,78.232,54.694,,,,,
1248,03/03/19,11:50:00,61.547,78.237,54.738,,,,,
1249,03/03/19,12:00:00,61.761,77.757,54.792,,,,,
1250,03/03/19,12:10:00,61.720,78.117,54.865,,,,,
1251,03/03/19,12:20:00,61.677,78.476,54.939,,,,,
1252,03/03/19,12:30:00,61.633,78.890,55.031,,,,,
1253,03/03/19,12:40:00,61.376,80.029,55.141,,,,,
1254,03/03/19,12:50:00,61.075,81.406,55.276,,,,,
1255,03/03/19,13:00:00,61.075,82.370,55.573,,,,,
1256,03/03/19,13:10:00,61.032,83.161,55.769,,,,,
1257,03/03/19,13:20:00,60.089,84.515,55.243,,,,,
1258,03/03/19,13:30:00,59.830,87.157,55.753,,,,,
1259,03/03/19,13:40:00,59.916,87.786,56.016,,,,,
1260,03/03/19,13:50:00,59.959,88.647,56.298,,,,,
1261,03/03/19,14:00:00,60.174,89.343,56.703,,,,,
1262,03/03/19,14:10:00,60.003,89.771,56.651,,,,,
1263,03/03/19,14:20:00,60.003,90.355,56.811,,,,,
1264,03/03/19,14:30:00,59.873,90.734,56.786,,,,,
1265,03/03/19,14:40:00,60.003,91.254,57.054,,,,,
1266,03/03/19,14:50:00,59.916,91.664,57.078,,,,,
1267,03/03/19,15:00:00,59.702,92.107,56.982,,,,,
1268,03/03/19,15:10:00,59.486,92.496,56.872,,,,,
1269,03/03/19,15:20:00,59.616,92.881,57.101,,,,,
1270,03/03/19,15:30:00,59.185,93.081,56.725,,,,,
1271,03/03/19,15:40:00,59.142,93.388,56.763,,,,,
1272,03/03/19,15:50:00,59.056,93.532,56.714,,,,,
1273,03/03/19,16:00:00,58.066,93.858,55.810,,,,,
1274,03/03/19,16:10:00,58.195,93.929,55.958,,,,,
1275,03/03/19,16:20:00,58.498,94.128,56.309,,,,,
1276,03/03/19,16:30:00,58.928,94.190,56.755,,,,,
1277,03/03/19,16:40:00,59.056,94.208,56.889,,,,,
1278,03/03/19,16:50:00,59.056,94.208,56.889,,,,,
1279,03/03/19,17:00:00,59.099,94.292,56.953,,,,,
1280,03/03/19,17:10:00,59.185,94.331,57.049,,,,,
1281,03/03/19,17:20:00,58.541,94.290,56.394,,,,,
1282,03/03/19,17:30:00,58.626,94.302,56.484,,,,,
1283,03/03/19,17:40:00,58.712,94.340,56.579,,,,,
1284,03/03/19,17:50:00,58.541,94.264,56.388,,,,,
1285,03/03/19,18:00:00,58.541,94.264,56.388,,,,,
1286,03/03/19,18:10:00,58.455,94.277,56.305,,,,,
1287,03/03/19,18:20:00,57.636,94.262,55.485,,,,,
1288,03/03/19,18:30:00,57.031,94.304,54.891,,,,,
1289,03/03/19,18:40:00,56.944,94.318,54.808,,,,,
1290,03/03/19,18:50:00,56.642,94.222,54.482,,,,,
1291,03/03/19,19:00:00,56.469,94.146,54.289,,,,,
1292,03/03/19,19:10:00,55.647,93.924,53.413,,,,,
1293,03/03/19,19:20:00,55.038,93.784,52.770,,,,,
1294,03/03/19,19:30:00,54.343,93.607,52.032,,,,,
1295,03/03/19,19:40:00,53.776,93.757,51.505,,,,,
1296,03/03/19,19:50:00,53.298,93.430,50.945,,,,,
1297,03/03/19,20:00:00,52.903,92.885,50.414,,,,,
1298,03/03/19,20:10:00,52.554,92.603,49.995,,,,,
1299,03/03/19,20:20:00,51.370,92.640,48.825,,,,,
1300,03/03/19,20:30:00,51.062,92.647,48.519,,,,,
1301,03/03/19,20:40:00,50.797,91.658,48.006,,,,,
1302,03/03/19,20:50:00,50.268,91.093,47.334,,,,,
1303,03/03/19,21:00:00,48.583,90.933,45.619,,,,,
1304,03/03/19,21:10:00,46.706,91.564,43.911,,,,,
1305,03/03/19,21:20:00,46.166,91.283,43.304,,,,,
1306,03/03/19,21:30:00,46.031,90.548,42.985,,,,,
1307,03/03/19,21:40:00,45.714,89.965,42.525,,,,,
1308,03/03/19,21:50:00,45.534,89.658,42.267,,,,,
1309,03/03/19,22:00:00,45.262,88.745,41.763,,,,,
1310,03/03/19,22:10:00,45.127,88.572,41.583,,,,,
1311,03/03/19,22:20:00,44.991,88.604,41.457,,,,,
1312,03/03/19,22:30:00,44.719,87.533,40.910,,,,,
1313,03/03/19,22:40:00,44.445,86.484,40.365,,,,,
1314,03/03/19,22:50:00,44.537,86.679,40.507,,,,,
1315,03/03/19,23:00:00,44.310,86.570,40.253,,,,,
1316,03/03/19,23:10:00,44.037,86.403,39.938,,,,,
1317,03/03/19,23:20:00,43.716,85.632,39.418,,,,,
1318,03/03/19,23:30:00,43.488,84.923,39.002,,,,,
1319,03/03/19,23:40:00,43.259,84.264,38.599,,,,,
1320,03/03/19,23:50:00,42.570,83.597,37.740,,,,,
1321,03/04/19,00:00:00,42.433,83.579,37.600,,,,,
1322,03/04/19,00:10:00,42.064,83.164,37.123,,,,,
1323,03/04/19,00:20:00,41.832,82.556,36.729,,,,,
1324,03/04/19,00:30:00,41.554,82.441,36.424,,,,,
1325,03/04/19,00:40:00,41.322,81.990,36.072,,,,,
1326,03/04/19,00:50:00,41.090,81.908,35.821,,,,,
1327,03/04/19,01:00:00,41.090,81.855,35.805,,,,,
1328,03/04/19,01:10:00,40.392,80.047,34.614,,,,,
1329,03/04/19,01:20:00,40.251,79.551,34.335,,,,,
1330,03/04/19,01:30:00,40.158,79.327,34.180,,,,,
1331,03/04/19,01:40:00,40.204,80.183,34.470,,,,,
1332,03/04/19,01:50:00,39.970,79.835,34.142,,,,,
1333,03/04/19,02:00:00,39.924,79.989,34.138,,,,,
1334,03/04/19,02:10:00,39.783,79.759,33.937,,,,,
1335,03/04/19,02:20:00,39.596,79.470,33.670,,,,,
1336,03/04/19,02:30:00,39.267,79.377,33.321,,,,,
1337,03/04/19,02:40:00,39.124,79.545,33.231,,,,,
1338,03/04/19,02:50:00,39.124,79.890,33.328,,,,,
1339,03/04/19,03:00:00,39.124,80.022,33.366,,,,,
1340,03/04/19,03:10:00,38.889,79.834,33.082,,,,,
1341,03/04/19,03:20:00,38.889,79.940,33.112,,,,,
1342,03/04/19,03:30:00,38.700,79.678,32.853,,,,,
1343,03/04/19,03:40:00,38.606,79.640,32.751,,,,,
1344,03/04/19,03:50:00,38.511,79.548,32.632,,,,,
1345,03/04/19,04:00:00,38.700,79.678,32.853,,,,,
1346,03/04/19,04:10:00,38.415,80.119,32.700,,,,,
1347,03/04/19,04:20:00,38.226,80.438,32.603,,,,,
1348,03/04/19,04:30:00,37.942,80.561,32.358,,,,,
1349,03/04/19,04:40:00,38.131,80.848,32.623,,,,,
1350,03/04/19,04:50:00,38.037,80.810,32.520,,,,,
1351,03/04/19,05:00:00,37.751,81.036,32.302,,,,,
1352,03/04/19,05:10:00,37.846,81.285,32.464,,,,,
1353,03/04/19,05:20:00,37.656,81.287,32.279,,,,,
1354,03/04/19,05:30:00,37.560,81.380,32.211,,,,,
1355,03/04/19,05:40:00,37.465,81.577,32.171,,,,,
1356,03/04/19,05:50:00,37.321,81.664,32.054,,,,,
1357,03/04/19,06:00:00,37.274,81.370,31.926,,,,,
1358,03/04/19,06:10:00,36.986,81.385,31.649,,,,,
1359,03/04/19,06:20:00,36.603,81.206,31.222,,,,,
1360,03/04/19,06:30:00,36.795,80.469,31.208,,,,,
1361,03/04/19,06:40:00,36.747,79.594,30.918,,,,,
1362,03/04/19,06:50:00,36.698,79.430,30.825,,,,,
1363,03/04/19,07:00:00,36.747,79.752,30.961,,,,,
1364,03/04/19,07:10:00,36.603,79.418,30.727,,,,,
1365,03/04/19,07:20:00,36.603,78.677,30.519,,,,,
1366,03/04/19,07:30:00,36.747,77.792,30.407,,,,,
1367,03/04/19,07:40:00,36.505,77.816,30.178,,,,,
1368,03/04/19,07:50:00,36.459,78.289,30.267,,,,,
1369,03/04/19,08:00:00,36.410,78.601,30.308,,,,,
1370,03/04/19,08:10:00,36.313,78.959,30.315,,,,,
1371,03/04/19,08:20:00,36.266,79.033,30.290,,,,,
1372,03/04/19,08:30:00,36.266,78.636,30.177,,,,,
1373,03/04/19,08:40:00,36.217,77.941,29.932,,,,,
1374,03/04/19,08:50:00,36.217,77.755,29.880,,,,,
1375,03/04/19,09:00:00,36.266,77.920,29.973,,,,,
1376,03/04/19,09:10:00,35.928,77.480,29.518,,,,,
1377,03/04/19,09:20:00,36.217,77.329,29.757,,,,,
1378,03/04/19,09:30:00,35.976,76.313,29.226,,,,,
1379,03/04/19,09:40:00,35.976,75.724,29.053,,,,,
1380,03/04/19,09:50:00,35.879,75.471,28.884,,,,,
1381,03/04/19,10:00:00,35.976,75.456,28.972,,,,,
1382,03/04/19,10:10:00,36.217,74.839,29.025,,,,,
1383,03/04/19,10:20:00,36.217,74.623,28.960,,,,,
1384,03/04/19,10:30:00,36.459,74.543,29.169,,,,,
1385,03/04/19,10:40:00,36.505,73.630,28.938,,,,,
1386,03/04/19,10:50:00,37.179,73.652,29.597,,,,,
1387,03/04/19,11:00:00,37.274,73.338,29.593,,,,,
1388,03/04/19,11:10:00,37.656,72.373,29.664,,,,,
1389,03/04/19,11:20:00,37.702,72.133,29.635,,,,,
1390,03/04/19,11:30:00,37.942,71.475,29.656,,,,,
1391,03/04/19,11:40:00,38.131,71.880,29.970,,,,,
1392,03/04/19,11:50:00,37.702,70.927,29.251,,,,,
1393,03/04/19,12:00:00,38.273,70.604,29.700,,,,,
1394,03/04/19,12:10:00,39.124,68.954,29.979,,,,,
1395,03/04/19,12:20:00,39.267,68.162,29.849,,,,,
1396,03/04/19,12:30:00,39.454,66.502,29.464,,,,,
1397,03/04/19,12:40:00,40.438,65.927,30.205,,,,,
1398,03/04/19,12:50:00,40.579,64.556,29.853,,,,,
1399,03/04/19,13:00:00,41.137,63.530,30.015,,,,,
1400,03/04/19,13:10:00,41.043,62.464,29.532,,,,,
1401,03/04/19,13:20:00,42.478,62.516,30.915,,,,,
1402,03/04/19,13:30:00,42.847,61.198,30.765,,,,,
1403,03/04/19,13:40:00,43.075,60.612,30.756,,,,,
1404,03/04/19,13:50:00,43.075,60.728,30.801,,,,,
1405,03/04/19,14:00:00,42.156,60.758,29.941,,,,,
1406,03/04/19,14:10:00,41.554,60.558,29.295,,,,,
1407,03/04/19,14:20:00,41.043,61.202,29.057,,,,,
1408,03/04/19,14:30:00,41.137,61.354,29.203,,,,,
1409,03/04/19,14:40:00,41.508,60.034,29.048,,,,,
1410,03/04/19,14:50:00,42.064,59.708,29.446,,,,,
1411,03/04/19,15:00:00,41.601,59.347,28.866,,,,,
1412,03/04/19,15:10:00,41.463,59.161,28.661,,,,,
1413,03/04/19,15:20:00,41.648,58.800,28.693,,,,,
1414,03/04/19,15:30:00,41.137,58.928,28.263,,,,,
1415,03/04/19,15:40:00,41.601,58.708,28.614,,,,,
1416,03/04/19,15:50:00,41.416,58.837,28.490,,,,,
