"Plot Title:  10635577"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10635577, SEN S/N: 10635577, LBL:  10635577_T)","RH, % (LGR S/N: 10635577, SEN S/N: 10635577, LBL:  10635577_RH)","DewPt, °F (LGR S/N: 10635577, SEN S/N: 10635577)","Bad Battery (LGR S/N: 10635577, SEN S/N: 10635577)","Coupler Detached (LGR S/N: 10635577, SEN S/N: 10635577)","Good Battery (LGR S/N: 10635577, SEN S/N: 10635577)","Coupler Attached (LGR S/N: 10635577, SEN S/N: 10635577)","Stopped (LGR S/N: 10635577, SEN S/N: 10635577)","End Of File (LGR S/N: 10635577, SEN S/N: 10635577)"
12058,05/20/19,13:30:00,83.646,53.926,65.788,,,,,,
12059,05/20/19,13:40:00,84.227,52.248,65.435,,,,,,
12060,05/20/19,13:50:00,84.362,53.121,66.029,,,,,,
12061,05/20/19,14:00:00,85.307,48.363,64.242,,,,,,
12062,05/20/19,14:10:00,84.317,50.650,64.641,,,,,,
12063,05/20/19,14:20:00,84.407,51.364,65.118,,,,,,
12064,05/20/19,14:30:00,84.362,48.588,63.509,,,,,,
12065,05/20/19,14:40:00,82.976,49.039,62.499,,,,,,
12066,05/20/19,14:50:00,84.452,49.758,64.263,,,,,,
12067,05/20/19,15:00:00,85.849,47.718,64.357,,,,,,
12068,05/20/19,15:10:00,86.527,48.416,65.390,,,,,,
12069,05/20/19,15:20:00,85.172,45.813,62.587,,,,,,
12070,05/20/19,15:30:00,85.802,46.084,63.327,,,,,,
12071,05/20/19,15:40:00,86.256,46.605,64.058,,,,,,
12072,05/20/19,15:50:00,84.542,46.457,62.407,,,,,,
12073,05/20/19,16:00:00,85.487,44.589,62.107,,,,,,
12074,05/20/19,16:10:00,83.824,47.384,62.310,,,,,,
12075,05/20/19,16:20:00,82.886,47.578,61.569,,,,,,
12076,05/20/19,16:30:00,85.712,45.096,62.632,,,,,,
12077,05/20/19,16:40:00,85.894,45.009,62.740,,,,,,
12078,05/20/19,16:50:00,85.082,46.069,62.661,,,,,,
12079,05/20/19,17:00:00,85.172,44.929,62.037,,,,,,
12080,05/20/19,17:10:00,85.307,45.920,62.775,,,,,,
12081,05/20/19,17:20:00,85.127,44.697,61.849,,,,,,
12082,05/20/19,17:30:00,84.990,43.933,61.241,,,,,,
12083,05/20/19,17:40:00,84.812,43.987,61.113,,,,,,
12084,05/20/19,17:50:00,84.272,44.609,61.020,,,,,,
12085,05/20/19,18:00:00,84.317,45.299,61.493,,,,,,
12086,05/20/19,18:10:00,84.182,46.302,61.986,,,,,,
12087,05/20/19,18:20:00,83.467,46.221,61.286,,,,,,
12088,05/20/19,18:30:00,82.396,48.062,61.405,,,,,,
12089,05/20/19,18:40:00,82.486,48.004,61.452,,,,,,
12090,05/20/19,18:50:00,81.775,49.244,61.513,,,,,,
12091,05/20/19,19:00:00,80.449,51.102,61.324,,,,,,
12092,05/20/19,19:10:00,79.831,52.171,61.329,,,,,,
12093,05/20/19,19:20:00,79.788,52.549,61.489,,,,,,
12094,05/20/19,19:30:00,78.910,53.873,61.363,,,,,,
12095,05/20/19,19:40:00,77.815,55.297,61.065,,,,,,
12096,05/20/19,19:50:00,76.114,58.118,60.840,,,,,,
12097,05/20/19,20:00:00,75.637,59.499,61.030,,,,,,
12098,05/20/19,20:10:00,75.290,60.729,61.261,,,,,,
12099,05/20/19,20:20:00,74.554,61.856,61.065,,,,,,
12100,05/20/19,20:30:00,74.554,62.831,61.488,,,,,,
12101,05/20/19,20:40:00,73.990,63.507,61.245,,,,,,
12102,05/20/19,20:50:00,73.472,64.457,61.153,,,,,,
12103,05/20/19,21:00:00,73.472,64.970,61.367,,,,,,
12104,05/20/19,21:10:00,73.558,64.586,61.290,,,,,,
12105,05/20/19,21:20:00,73.472,65.150,61.443,,,,,,
12106,05/20/19,21:30:00,72.437,66.371,60.955,,,,,,
12107,05/20/19,21:40:00,71.661,67.667,60.732,,,,,,
12108,05/20/19,21:50:00,72.007,68.474,61.378,,,,,,
12109,05/20/19,22:00:00,71.361,69.829,61.282,,,,,,
12110,05/20/19,22:10:00,70.974,70.877,61.308,,,,,,
12111,05/20/19,22:20:00,70.158,72.458,61.106,,,,,,
12112,05/20/19,22:30:00,69.814,73.410,61.119,,,,,,
12113,05/20/19,22:40:00,69.471,73.981,60.991,,,,,,
12114,05/20/19,22:50:00,68.999,74.651,60.771,,,,,,
12115,05/20/19,23:00:00,69.427,75.304,61.416,,,,,,
12116,05/20/19,23:10:00,68.657,75.878,60.867,,,,,,
12117,05/20/19,23:20:00,68.056,77.865,60.958,,,,,,
12118,05/20/19,23:30:00,68.313,78.406,61.390,,,,,,
12119,05/20/19,23:40:00,67.798,79.534,61.261,,,,,,
12120,05/20/19,23:50:00,67.028,80.512,60.823,,,,,,
12121,05/21/19,00:00:00,66.600,82.193,60.937,,,,,,
12122,05/21/19,00:10:00,67.586,81.475,61.677,,,,,,
12123,05/21/19,00:20:00,66.558,82.132,60.876,,,,,,
12124,05/21/19,00:30:00,66.301,83.654,61.097,,,,,,
12125,05/21/19,00:40:00,66.214,84.058,61.137,,,,,,
12126,05/21/19,00:50:00,65.444,84.649,60.557,,,,,,
12127,05/21/19,01:00:00,65.273,85.396,60.613,,,,,,
12128,05/21/19,01:10:00,66.385,85.483,61.736,,,,,,
12129,05/21/19,01:20:00,65.230,85.418,60.577,,,,,,
12130,05/21/19,01:30:00,65.316,86.903,61.099,,,,,,
12131,05/21/19,01:40:00,65.487,86.980,61.291,,,,,,
12132,05/21/19,01:50:00,66.000,87.292,61.889,,,,,,
12133,05/21/19,02:00:00,64.888,87.391,60.818,,,,,,
12134,05/21/19,02:10:00,65.059,88.199,61.221,,,,,,
12135,05/21/19,02:20:00,64.375,88.702,60.687,,,,,,
12136,05/21/19,02:30:00,64.845,89.008,61.239,,,,,,
12137,05/21/19,02:40:00,64.418,89.515,60.958,,,,,,
12138,05/21/19,02:50:00,64.546,89.613,61.113,,,,,,
12139,05/21/19,03:00:00,64.674,89.979,61.344,,,,,,
12140,05/21/19,03:10:00,64.204,90.290,60.964,,,,,,
12141,05/21/19,03:20:00,63.990,90.582,60.832,,,,,,
12142,05/21/19,03:30:00,64.074,90.861,60.994,,,,,,
12143,05/21/19,03:40:00,63.775,91.458,60.859,,,,,,
12144,05/21/19,03:50:00,63.775,91.671,60.919,,,,,,
12145,05/21/19,04:00:00,63.304,92.030,60.548,,,,,,
12146,05/21/19,04:10:00,63.262,92.209,60.553,,,,,,
12147,05/21/19,04:20:00,63.604,92.601,61.000,,,,,,
12148,05/21/19,04:30:00,63.176,92.752,60.615,,,,,,
12149,05/21/19,04:40:00,63.048,92.998,60.552,,,,,,
12150,05/21/19,04:50:00,62.834,93.336,60.427,,,,,,
12151,05/21/19,05:00:00,62.490,93.393,60.102,,,,,,
12152,05/21/19,05:10:00,62.620,93.648,60.298,,,,,,
12153,05/21/19,05:20:00,62.748,94.059,60.534,,,,,,
12154,05/21/19,05:30:00,62.661,94.100,60.458,,,,,,
12155,05/21/19,05:40:00,62.406,94.403,60.282,,,,,,
12156,05/21/19,05:50:00,62.704,94.525,60.613,,,,,,
12157,05/21/19,06:00:00,62.620,94.721,60.579,,,,,,
12158,05/21/19,06:10:00,62.661,94.780,60.636,,,,,,
12159,05/21/19,06:20:00,63.262,94.762,61.230,,,,,,
12160,05/21/19,06:30:00,65.230,94.519,63.133,,,,,,
12161,05/21/19,06:40:00,68.013,93.725,65.698,,,,,,
12162,05/21/19,06:50:00,70.115,92.227,67.379,,,,,,
12163,05/21/19,07:00:00,72.007,89.721,68.544,,,,,,
12164,05/21/19,07:10:00,73.688,87.802,69.640,,,,,,
12165,05/21/19,07:20:00,75.551,84.894,70.581,,,,,,
12166,05/21/19,07:30:00,76.899,82.035,70.984,,,,,,
12167,05/21/19,07:40:00,77.727,77.273,70.169,,,,,,
12168,05/21/19,07:50:00,80.978,73.405,71.906,,,,,,
12169,05/21/19,08:00:00,80.580,64.638,67.987,,,,,,
12170,05/21/19,08:10:00,80.316,61.606,66.400,,,,,,
12171,05/21/19,08:20:00,80.713,61.147,66.567,,,,,,
12172,05/21/19,08:30:00,81.819,59.474,66.834,,,,,,
12173,05/21/19,08:40:00,83.467,59.428,68.360,,,,,,
12174,05/21/19,08:50:00,82.620,55.304,65.545,,,,,,
12175,05/21/19,09:00:00,82.486,53.550,64.515,,,,,,
12176,05/21/19,09:10:00,83.287,54.216,65.608,,,,,,
12177,05/21/19,09:20:00,83.064,52.512,64.503,,,,,,
12178,05/21/19,09:30:00,83.021,50.170,63.180,,,,,,
12179,05/21/19,09:40:00,82.708,50.436,63.041,,,,,,
12180,05/21/19,09:50:00,83.914,50.685,64.288,,,,,,
12181,05/21/19,10:00:00,84.497,47.365,62.913,,,,,,
12182,05/21/19,10:10:00,84.004,50.273,64.141,,,,,,
12183,05/21/19,10:20:00,84.272,50.035,64.254,,,,,,
12184,05/21/19,10:30:00,85.172,51.035,65.642,,,,,,
12185,05/21/19,10:40:00,85.622,50.649,65.842,,,,,,
12186,05/21/19,10:50:00,85.352,50.049,65.255,,,,,,
12187,05/21/19,11:00:00,85.577,48.738,64.710,,,,,,
12188,05/21/19,11:10:00,85.712,47.969,64.382,,,,,,
12189,05/21/19,11:20:00,85.397,43.762,61.497,,,,,,
12190,05/21/19,11:30:00,87.028,43.866,63.037,,,,,,
12191,05/21/19,11:40:00,86.301,44.379,62.710,,,,,,
12192,05/21/19,11:50:00,86.981,47.242,65.106,,,,,,
12193,05/21/19,12:00:00,87.255,46.378,64.828,,,,,,
12194,05/21/19,12:10:00,86.346,44.053,62.542,,,,,,
12195,05/21/19,12:20:00,87.436,43.033,62.861,,,,,,
12196,05/21/19,12:30:00,87.391,42.434,62.422,,,,,,
12197,05/21/19,12:40:00,87.894,44.844,64.449,,,,,,
12198,05/21/19,12:50:00,87.802,41.829,62.382,,,,,,
12199,05/21/19,13:00:00,85.352,45.923,62.818,,,,,,
12200,05/21/19,13:10:00,85.939,42.675,61.275,,,,,,
12201,05/21/19,13:20:00,88.993,42.334,63.795,,,,,,
12202,05/21/19,13:30:00,88.443,40.169,61.801,,,,,,
12203,05/21/19,13:40:00,89.269,41.819,63.693,,,,,,
12204,05/21/19,13:50:00,88.167,42.383,63.084,,,,,,
12205,05/21/19,14:00:00,86.256,42.430,61.396,,,,,,
12206,05/21/19,14:10:00,89.638,41.375,63.716,,,,,,
12207,05/21/19,14:20:00,89.132,43.073,64.414,,,,,,
12208,05/21/19,14:30:00,88.443,41.902,63.005,,,,,,
12209,05/21/19,14:40:00,85.894,43.728,61.923,,,,,,
12210,05/21/19,14:50:00,87.665,42.484,62.701,,,,,,
12211,05/21/19,15:00:00,89.776,39.678,62.640,,,,,,
12212,05/21/19,15:10:00,86.572,41.622,61.137,,,,,,
12213,05/21/19,15:20:00,87.939,41.937,62.578,,,,,,
12214,05/21/19,15:30:00,86.256,43.882,62.350,,,,,,
12215,05/21/19,15:40:00,88.902,41.896,63.414,,,,,,
12216,05/21/19,15:50:00,88.902,42.494,63.820,,,,,,
12217,05/21/19,16:00:00,91.029,40.455,64.315,,,,,,
12218,05/21/19,16:10:00,89.316,41.755,63.689,,,,,,
12219,05/21/19,16:20:00,89.731,39.642,62.573,,,,,,
12220,05/21/19,16:30:00,89.870,39.449,62.557,,,,,,
12221,05/21/19,16:40:00,88.214,42.485,63.194,,,,,,
12222,05/21/19,16:50:00,88.167,41.619,62.566,,,,,,
12223,05/21/19,17:00:00,90.009,40.462,63.406,,,,,,
12224,05/21/19,17:10:00,90.797,40.575,64.193,,,,,,
12225,05/21/19,17:20:00,89.269,40.017,62.431,,,,,,
12226,05/21/19,17:30:00,89.085,40.073,62.307,,,,,,
12227,05/21/19,17:40:00,89.085,42.273,63.837,,,,,,
12228,05/21/19,17:50:00,88.810,40.258,62.191,,,,,,
12229,05/21/19,18:00:00,88.259,41.392,62.492,,,,,,
12230,05/21/19,18:10:00,87.802,43.122,63.248,,,,,,
12231,05/21/19,18:20:00,87.073,43.935,63.122,,,,,,
12232,05/21/19,18:30:00,86.617,44.893,63.324,,,,,,
12233,05/21/19,18:40:00,86.164,45.290,63.163,,,,,,
12234,05/21/19,18:50:00,85.442,46.191,63.064,,,,,,
12235,05/21/19,19:00:00,84.542,47.075,62.780,,,,,,
12236,05/21/19,19:10:00,83.824,48.227,62.807,,,,,,
12237,05/21/19,19:20:00,83.064,48.949,62.528,,,,,,
12238,05/21/19,19:30:00,82.931,49.488,62.713,,,,,,
12239,05/21/19,19:40:00,81.952,50.958,62.632,,,,,,
12240,05/21/19,19:50:00,81.066,52.455,62.623,,,,,,
12241,05/21/19,20:00:00,80.890,53.395,62.955,,,,,,
12242,05/21/19,20:10:00,80.008,54.496,62.703,,,,,,
12243,05/21/19,20:20:00,79.304,56.233,62.917,,,,,,
12244,05/21/19,20:30:00,78.822,57.569,63.115,,,,,,
12245,05/21/19,20:40:00,78.602,58.111,63.169,,,,,,
12246,05/21/19,20:50:00,78.382,58.838,63.306,,,,,,
12247,05/21/19,21:00:00,80.449,56.859,64.294,,,,,,
12248,05/21/19,21:10:00,80.845,55.446,63.963,,,,,,
12249,05/21/19,21:20:00,80.537,55.956,63.930,,,,,,
12250,05/21/19,21:30:00,80.935,55.422,64.033,,,,,,
12251,05/21/19,21:40:00,80.272,55.998,63.703,,,,,,
12252,05/21/19,21:50:00,80.890,55.827,64.197,,,,,,
12253,05/21/19,22:00:00,81.509,55.152,64.434,,,,,,
12254,05/21/19,22:10:00,81.288,55.324,64.314,,,,,,
12255,05/21/19,22:20:00,80.802,56.072,64.234,,,,,,
12256,05/21/19,22:30:00,79.831,57.497,64.026,,,,,,
12257,05/21/19,22:40:00,79.524,58.749,64.335,,,,,,
12258,05/21/19,22:50:00,79.041,60.165,64.540,,,,,,
12259,05/21/19,23:00:00,79.041,59.979,64.456,,,,,,
12260,05/21/19,23:10:00,78.645,60.933,64.519,,,,,,
12261,05/21/19,23:20:00,78.296,61.518,64.452,,,,,,
12262,05/21/19,23:30:00,77.815,62.365,64.373,,,,,,
12263,05/21/19,23:40:00,78.910,61.542,65.043,,,,,,
12264,05/21/19,23:50:00,79.392,60.906,65.210,,,,,,
12265,05/22/19,00:00:00,78.996,61.550,65.129,,,,,,
12266,05/22/19,00:10:00,78.645,61.395,64.728,,,,,,
12267,05/22/19,00:20:00,78.602,61.637,64.794,,,,,,
12268,05/22/19,00:30:00,78.165,62.519,64.773,,,,,,
12269,05/22/19,00:40:00,78.382,62.845,65.124,,,,,,
12270,05/22/19,00:50:00,78.382,62.324,64.893,,,,,,
12271,05/22/19,01:00:00,77.990,62.748,64.708,,,,,,
12272,05/22/19,01:10:00,78.208,63.196,65.111,,,,,,
12273,05/22/19,01:20:00,77.945,63.752,65.104,,,,,,
12274,05/22/19,01:30:00,77.945,63.996,65.208,,,,,,
12275,05/22/19,01:40:00,78.076,64.069,65.365,,,,,,
12276,05/22/19,01:50:00,77.815,64.410,65.260,,,,,,
12277,05/22/19,02:00:00,77.727,64.493,65.214,,,,,,
12278,05/22/19,02:10:00,77.292,64.634,64.859,,,,,,
12279,05/22/19,02:20:00,76.681,65.274,64.548,,,,,,
12280,05/22/19,02:30:00,76.986,65.121,64.774,,,,,,
12281,05/22/19,02:40:00,76.028,66.901,64.598,,,,,,
12282,05/22/19,02:50:00,75.594,68.566,64.852,,,,,,
12283,05/22/19,03:00:00,74.727,69.402,64.350,,,,,,
12284,05/22/19,03:10:00,74.120,71.028,64.393,,,,,,
12285,05/22/19,03:20:00,73.515,72.494,64.360,,,,,,
12286,05/22/19,03:30:00,72.696,74.216,64.197,,,,,,
12287,05/22/19,03:40:00,71.877,75.951,64.018,,,,,,
12288,05/22/19,03:50:00,70.587,77.757,63.388,,,,,,
12289,05/22/19,04:00:00,70.543,79.575,63.955,,,,,,
12290,05/22/19,04:10:00,71.146,79.872,64.641,,,,,,
12291,05/22/19,04:20:00,70.416,80.578,64.159,,,,,,
12292,05/22/19,04:30:00,69.858,81.723,63.982,,,,,,
12293,05/22/19,04:40:00,70.716,81.911,64.884,,,,,,
12294,05/22/19,04:50:00,70.416,81.368,64.414,,,,,,
12295,05/22/19,05:00:00,70.329,81.555,64.391,,,,,,
12296,05/22/19,05:10:00,69.858,81.526,63.919,,,,,,
12297,05/22/19,05:20:00,69.343,82.389,63.689,,,,,,
12298,05/22/19,05:30:00,69.814,82.194,64.090,,,,,,
12299,05/22/19,05:40:00,69.471,82.376,63.811,,,,,,
12300,05/22/19,05:50:00,69.600,82.504,63.979,,,,,,
12301,05/22/19,06:00:00,70.201,82.129,64.449,,,,,,
12302,05/22/19,06:10:00,70.502,82.418,64.836,,,,,,
12303,05/22/19,06:20:00,71.361,82.130,65.586,,,,,,
12304,05/22/19,06:30:00,71.920,81.606,65.966,,,,,,
12305,05/22/19,06:40:00,72.955,80.711,66.686,,,,,,
12306,05/22/19,06:50:00,76.375,77.266,68.851,,,,,,
12307,05/22/19,07:00:00,77.553,76.760,69.816,,,,,,
12308,05/22/19,07:10:00,79.920,72.522,70.549,,,,,,
12309,05/22/19,07:20:00,79.173,64.079,66.409,,,,,,
12310,05/22/19,07:30:00,80.890,61.904,67.077,,,,,,
12311,05/22/19,07:40:00,81.909,58.171,66.297,,,,,,
12312,05/22/19,07:50:00,81.642,57.616,65.779,,,,,,
12313,05/22/19,08:00:00,83.779,54.572,66.249,,,,,,
12314,05/22/19,08:10:00,84.182,52.532,65.547,,,,,,
12315,05/22/19,08:20:00,83.601,51.047,64.202,,,,,,
12316,05/22/19,08:30:00,84.182,48.252,63.149,,,,,,
12317,05/22/19,08:40:00,85.082,45.611,62.380,,,,,,
12318,05/22/19,08:50:00,85.532,45.739,62.868,,,,,,
12319,05/22/19,09:00:00,85.532,44.494,62.087,,,,,,
12320,05/22/19,09:10:00,84.452,43.472,60.456,,,,,,
12321,05/22/19,09:20:00,86.391,45.993,63.806,,,,,,
12322,05/22/19,09:30:00,86.119,44.565,62.665,,,,,,
12323,05/22/19,09:40:00,86.256,46.507,63.999,,,,,,
12324,05/22/19,09:50:00,87.073,47.313,65.232,,,,,,
12325,05/22/19,10:00:00,86.936,47.337,65.122,,,,,,
12326,05/22/19,10:10:00,88.167,44.367,64.393,,,,,,
12327,05/22/19,10:20:00,87.710,45.029,64.402,,,,,,
12328,05/22/19,10:30:00,88.488,43.562,64.159,,,,,,
12329,05/22/19,10:40:00,87.847,42.529,62.895,,,,,,
12330,05/22/19,10:50:00,88.671,41.350,62.832,,,,,,
12331,05/22/19,11:00:00,88.626,43.835,64.461,,,,,,
12332,05/22/19,11:10:00,90.009,43.127,65.241,,,,,,
12333,05/22/19,11:20:00,90.009,42.596,64.884,,,,,,
12334,05/22/19,11:30:00,89.454,39.358,62.119,,,,,,
12335,05/22/19,11:40:00,88.947,40.332,62.368,,,,,,
12336,05/22/19,11:50:00,89.870,42.787,64.888,,,,,,
12337,05/22/19,12:00:00,89.685,41.977,64.173,,,,,,
12338,05/22/19,12:10:00,88.351,41.796,62.852,,,,,,
12339,05/22/19,12:20:00,88.902,42.129,63.574,,,,,,
12340,05/22/19,12:30:00,90.750,42.042,65.174,,,,,,
12341,05/22/19,12:40:00,90.936,41.920,65.257,,,,,,
12342,05/22/19,12:50:00,89.085,41.575,63.360,,,,,,
12343,05/22/19,13:00:00,90.982,40.921,64.603,,,,,,
12344,05/22/19,13:10:00,89.731,41.214,63.687,,,,,,
12345,05/22/19,13:20:00,88.718,40.319,62.154,,,,,,
12346,05/22/19,13:30:00,88.671,40.416,62.181,,,,,,
12347,05/22/19,13:40:00,90.239,40.542,63.671,,,,,,
12348,05/22/19,13:50:00,90.518,39.822,63.405,,,,,,
12349,05/22/19,14:00:00,88.810,40.124,62.096,,,,,,
12350,05/22/19,14:10:00,91.870,39.429,64.323,,,,,,
12351,05/22/19,14:20:00,91.636,41.194,65.379,,,,,,
12352,05/22/19,14:30:00,91.495,40.884,65.035,,,,,,
12353,05/22/19,14:40:00,91.308,38.926,63.453,,,,,,
12354,05/22/19,14:50:00,91.870,37.135,62.593,,,,,,
12355,05/22/19,15:00:00,91.263,39.731,64.002,,,,,,
12356,05/22/19,15:10:00,92.527,37.509,63.462,,,,,,
12357,05/22/19,15:20:00,92.763,35.314,61.929,,,,,,
12358,05/22/19,15:30:00,91.823,37.707,62.992,,,,,,
12359,05/22/19,15:40:00,92.809,36.846,63.198,,,,,,
12360,05/22/19,15:50:00,88.947,39.597,61.842,,,,,,
12361,05/22/19,16:00:00,88.443,40.236,61.848,,,,,,
12362,05/22/19,16:10:00,90.936,38.905,63.108,,,,,,
12363,05/22/19,16:20:00,91.823,37.267,62.654,,,,,,
12364,05/22/19,16:30:00,91.308,38.994,63.504,,,,,,
12365,05/22/19,16:40:00,91.355,38.693,63.322,,,,,,
12366,05/22/19,16:50:00,91.683,38.981,63.826,,,,,,
12367,05/22/19,17:00:00,90.936,38.400,62.731,,,,,,
12368,05/22/19,17:10:00,91.216,38.315,62.915,,,,,,
12369,05/22/19,17:20:00,91.076,38.846,63.187,,,,,,
12370,05/22/19,17:30:00,90.891,39.172,63.262,,,,,,
12371,05/22/19,17:40:00,90.286,38.902,62.526,,,,,,
12372,05/22/19,17:50:00,89.454,39.693,62.362,,,,,,
12373,05/22/19,18:00:00,89.362,40.891,63.131,,,,,,
12374,05/22/19,18:10:00,88.947,40.900,62.767,,,,,,
12375,05/22/19,18:20:00,88.718,40.586,62.341,,,,,,
12376,05/22/19,18:30:00,88.534,41.308,62.681,,,,,,
12377,05/22/19,18:40:00,87.710,42.918,63.032,,,,,,
12378,05/22/19,18:50:00,87.300,43.784,63.230,,,,,,
12379,05/22/19,19:00:00,85.622,45.974,63.095,,,,,,
12380,05/22/19,19:10:00,85.082,46.949,63.198,,,,,,
12381,05/22/19,19:20:00,83.869,48.812,63.187,,,,,,
12382,05/22/19,19:30:00,82.263,50.853,62.861,,,,,,
12383,05/22/19,19:40:00,81.244,52.787,62.964,,,,,,
12384,05/22/19,19:50:00,80.537,54.412,63.151,,,,,,
12385,05/22/19,20:00:00,80.668,54.959,63.554,,,,,,
12386,05/22/19,20:10:00,80.316,55.183,63.338,,,,,,
12387,05/22/19,20:20:00,79.831,56.087,63.338,,,,,,
12388,05/22/19,20:30:00,79.392,57.366,63.552,,,,,,
12389,05/22/19,20:40:00,79.261,57.792,63.633,,,,,,
12390,05/22/19,20:50:00,78.953,58.762,63.806,,,,,,
12391,05/22/19,21:00:00,78.602,59.415,63.781,,,,,,
12392,05/22/19,21:10:00,78.690,60.505,64.366,,,,,,
12393,05/22/19,21:20:00,82.130,54.981,64.924,,,,,,
12394,05/22/19,21:30:00,81.333,59.214,66.254,,,,,,
12395,05/22/19,21:40:00,80.537,64.145,67.732,,,,,,
12396,05/22/19,21:50:00,79.831,66.605,68.108,,,,,,
12397,05/22/19,22:00:00,79.041,68.159,67.989,,,,,,
12398,05/22/19,22:10:00,79.435,68.829,68.639,,,,,,
12399,05/22/19,22:20:00,79.216,68.898,68.455,,,,,,
12400,05/22/19,22:30:00,78.822,70.444,68.689,,,,,,
12401,05/22/19,22:40:00,78.733,71.388,68.970,,,,,,
12402,05/22/19,22:50:00,78.165,72.367,68.797,,,,,,
12403,05/22/19,23:00:00,78.121,73.012,68.999,,,,,,
12404,05/22/19,23:10:00,77.596,74.310,68.974,,,,,,
12405,05/22/19,23:20:00,77.421,74.936,69.033,,,,,,
12406,05/22/19,23:30:00,76.942,76.110,68.992,,,,,,
12407,05/22/19,23:40:00,76.464,77.363,68.970,,,,,,
12408,05/22/19,23:50:00,76.332,78.359,69.190,,,,,,
12409,05/23/19,00:00:00,76.071,79.279,69.251,,,,,,
12410,05/23/19,00:10:00,75.898,80.004,69.327,,,,,,
12411,05/23/19,00:20:00,75.508,81.242,69.359,,,,,,
12412,05/23/19,00:30:00,75.247,81.751,69.273,,,,,,
12413,05/23/19,00:40:00,75.117,82.529,69.399,,,,,,
12414,05/23/19,00:50:00,75.074,82.807,69.445,,,,,,
12415,05/23/19,01:00:00,74.856,83.486,69.453,,,,,,
12416,05/23/19,01:10:00,74.597,83.904,69.330,,,,,,
12417,05/23/19,01:20:00,74.381,84.158,69.197,,,,,,
12418,05/23/19,01:30:00,74.683,84.112,69.481,,,,,,
12419,05/23/19,01:40:00,74.770,83.701,69.435,,,,,,
12420,05/23/19,01:50:00,74.727,83.160,69.220,,,,,,
12421,05/23/19,02:00:00,74.813,82.917,69.226,,,,,,
12422,05/23/19,02:10:00,74.770,82.289,68.981,,,,,,
12423,05/23/19,02:20:00,74.943,81.260,68.814,,,,,,
12424,05/23/19,02:30:00,74.770,81.268,68.646,,,,,,
12425,05/23/19,02:40:00,74.424,81.681,68.443,,,,,,
12426,05/23/19,02:50:00,74.511,81.265,68.391,,,,,,
12427,05/23/19,03:00:00,74.250,81.149,68.099,,,,,,
12428,05/23/19,03:10:00,74.206,80.860,67.960,,,,,,
12429,05/23/19,03:20:00,73.947,80.744,67.669,,,,,,
12430,05/23/19,03:30:00,73.731,80.690,67.438,,,,,,
12431,05/23/19,03:40:00,73.731,80.291,67.307,,,,,,
12432,05/23/19,03:50:00,73.386,80.478,67.032,,,,,,
12433,05/23/19,04:00:00,73.213,80.458,66.855,,,,,,
12434,05/23/19,04:10:00,73.040,80.721,66.774,,,,,,
12435,05/23/19,04:20:00,73.170,79.940,66.641,,,,,,
12436,05/23/19,04:30:00,72.955,79.858,66.403,,,,,,
12437,05/23/19,04:40:00,73.083,78.417,66.043,,,,,,
12438,05/23/19,04:50:00,72.610,79.276,65.872,,,,,,
12439,05/23/19,05:00:00,72.783,78.811,65.883,,,,,,
12440,05/23/19,05:10:00,72.783,78.582,65.806,,,,,,
12441,05/23/19,05:20:00,72.394,78.423,65.374,,,,,,
12442,05/23/19,05:30:00,72.567,78.386,65.529,,,,,,
12443,05/23/19,05:40:00,72.307,78.613,65.354,,,,,,
12444,05/23/19,05:50:00,72.653,78.338,65.597,,,,,,
12445,05/23/19,06:00:00,72.610,78.276,65.534,,,,,,
12446,05/23/19,06:10:00,72.739,78.090,65.597,,,,,,
12447,05/23/19,06:20:00,72.739,77.918,65.538,,,,,,
12448,05/23/19,06:30:00,73.126,77.704,65.842,,,,,,
12449,05/23/19,06:40:00,74.034,76.192,66.198,,,,,,
12450,05/23/19,06:50:00,74.034,76.337,66.249,,,,,,
12451,05/23/19,07:00:00,74.683,75.743,66.670,,,,,,
12452,05/23/19,07:10:00,74.899,75.447,66.774,,,,,,
12453,05/23/19,07:20:00,75.204,74.811,66.839,,,,,,
12454,05/23/19,07:30:00,76.028,74.784,67.629,,,,,,
12455,05/23/19,07:40:00,75.898,74.594,67.433,,,,,,
12456,05/23/19,07:50:00,76.681,73.859,67.923,,,,,,
12457,05/23/19,08:00:00,76.986,73.039,67.912,,,,,,
12458,05/23/19,08:10:00,78.251,71.427,68.522,,,,,,
12459,05/23/19,08:20:00,78.514,69.636,68.076,,,,,,
12460,05/23/19,08:30:00,78.471,68.283,67.494,,,,,,
12461,05/23/19,08:40:00,78.559,67.117,67.104,,,,,,
12462,05/23/19,08:50:00,80.316,64.888,67.843,,,,,,
12463,05/23/19,09:00:00,81.376,62.256,67.694,,,,,,
12464,05/23/19,09:10:00,80.361,61.825,66.540,,,,,,
12465,05/23/19,09:20:00,81.154,62.882,67.764,,,,,,
12466,05/23/19,09:30:00,81.775,61.333,67.654,,,,,,
12467,05/23/19,09:40:00,81.864,61.960,68.022,,,,,,
12468,05/23/19,09:50:00,82.308,61.845,68.391,,,,,,
12469,05/23/19,10:00:00,81.642,60.299,67.053,,,,,,
12470,05/23/19,10:10:00,83.021,60.481,68.436,,,,,,
12471,05/23/19,10:20:00,84.452,59.700,69.417,,,,,,
