"Plot Title:  10635575"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10635575, SEN S/N: 10635575, LBL:  10635575_T)","RH, % (LGR S/N: 10635575, SEN S/N: 10635575, LBL:  10635575_RH)","DewPt, °F (LGR S/N: 10635575, SEN S/N: 10635575)","Coupler Detached (LGR S/N: 10635575, SEN S/N: 10635575)","Coupler Attached (LGR S/N: 10635575, SEN S/N: 10635575)","Stopped (LGR S/N: 10635575, SEN S/N: 10635575)","End Of File (LGR S/N: 10635575, SEN S/N: 10635575)"
3587,04/21/19,07:00:00,46.706,89.306,43.338,,,,
3588,04/21/19,07:10:00,47.154,86.482,43.039,,,,
3589,04/21/19,07:20:00,47.064,84.735,42.478,,,,
3590,04/21/19,07:30:00,48.094,83.784,43.227,,,,
3591,04/21/19,07:40:00,48.538,81.194,42.924,,,,
3592,04/21/19,07:50:00,48.983,77.176,42.156,,,,
3593,04/21/19,08:00:00,49.561,76.420,42.483,,,,
3594,04/21/19,08:10:00,50.488,76.693,43.471,,,,
3595,04/21/19,08:20:00,51.017,73.620,43.000,,,,
3596,04/21/19,08:30:00,51.852,71.015,42.933,,,,
3597,04/21/19,08:40:00,52.378,68.941,42.717,,,,
3598,04/21/19,08:50:00,53.951,66.662,43.401,,,,
3599,04/21/19,09:00:00,54.777,65.819,43.876,,,,
3600,04/21/19,09:10:00,55.602,61.803,43.097,,,,
3601,04/21/19,09:20:00,56.122,60.697,43.140,,,,
3602,04/21/19,09:30:00,57.333,60.213,44.083,,,,
3603,04/21/19,09:40:00,57.765,58.549,43.786,,,,
3604,04/21/19,09:50:00,58.755,57.464,44.245,,,,
3605,04/21/19,10:00:00,59.056,53.300,42.622,,,,
3606,04/21/19,10:10:00,60.346,51.682,43.036,,,,
3607,04/21/19,10:20:00,61.761,46.621,41.707,,,,
3608,04/21/19,10:30:00,62.191,44.507,40.910,,,,
3609,04/21/19,10:40:00,62.148,40.684,38.570,,,,
3610,04/21/19,10:50:00,62.406,40.123,38.446,,,,
3611,04/21/19,11:00:00,64.117,37.513,38.253,,,,
3612,04/21/19,11:10:00,63.347,33.951,35.011,,,,
3613,04/21/19,11:20:00,63.990,33.591,35.303,,,,
3614,04/21/19,11:30:00,65.745,33.352,36.660,,,,
3615,04/21/19,11:40:00,66.000,31.184,35.152,,,,
3616,04/21/19,11:50:00,65.872,30.315,34.311,,,,
3617,04/21/19,12:00:00,65.316,29.358,33.006,,,,
3618,04/21/19,12:10:00,65.701,26.634,30.839,,,,
3619,04/21/19,12:20:00,66.087,26.449,30.988,,,,
3620,04/21/19,12:30:00,66.385,28.272,32.959,,,,
3621,04/21/19,12:40:00,66.258,28.601,33.145,,,,
3622,04/21/19,12:50:00,67.714,29.669,35.348,,,,
3623,04/21/19,13:00:00,67.242,30.114,35.326,,,,
3624,04/21/19,13:10:00,67.372,29.453,34.864,,,,
3625,04/21/19,13:20:00,67.885,28.506,34.461,,,,
3626,04/21/19,13:30:00,67.928,29.077,35.011,,,,
3627,04/21/19,13:40:00,67.971,28.677,34.689,,,,
3628,04/21/19,13:50:00,69.514,29.752,36.977,,,,
3629,04/21/19,14:00:00,70.286,28.378,36.408,,,,
3630,04/21/19,14:10:00,70.029,28.030,35.865,,,,
3631,04/21/19,14:20:00,69.728,25.993,33.640,,,,
3632,04/21/19,14:30:00,70.673,26.641,35.087,,,,
3633,04/21/19,14:40:00,70.759,25.900,34.423,,,,
3634,04/21/19,14:50:00,71.103,26.185,35.001,,,,
3635,04/21/19,15:00:00,71.490,24.843,33.951,,,,
3636,04/21/19,15:10:00,71.620,25.188,34.423,,,,
3637,04/21/19,15:20:00,71.190,24.899,33.757,,,,
3638,04/21/19,15:30:00,71.231,26.664,35.586,,,,
3639,04/21/19,15:40:00,71.834,25.740,35.173,,,,
3640,04/21/19,15:50:00,71.834,25.672,35.103,,,,
3641,04/21/19,16:00:00,71.620,25.698,34.947,,,,
3642,04/21/19,16:10:00,71.877,25.742,35.211,,,,
3643,04/21/19,16:20:00,72.050,26.089,35.708,,,,
3644,04/21/19,16:30:00,71.620,26.274,35.530,,,,
3645,04/21/19,16:40:00,72.307,25.556,35.386,,,,
3646,04/21/19,16:50:00,72.739,25.981,36.185,,,,
3647,04/21/19,17:00:00,72.653,25.161,35.269,,,,
3648,04/21/19,17:10:00,71.920,25.710,35.215,,,,
3649,04/21/19,17:20:00,72.264,25.928,35.730,,,,
3650,04/21/19,17:30:00,72.007,26.087,35.670,,,,
3651,04/21/19,17:40:00,71.190,26.663,35.548,,,,
3652,04/21/19,17:50:00,71.704,27.090,36.405,,,,
3653,04/21/19,18:00:00,70.974,26.315,35.020,,,,
3654,04/21/19,18:10:00,70.716,26.338,34.824,,,,
3655,04/21/19,18:20:00,71.060,27.063,35.829,,,,
3656,04/21/19,18:30:00,70.543,26.669,35.004,,,,
3657,04/21/19,18:40:00,69.557,28.614,35.998,,,,
3658,04/21/19,18:50:00,68.828,29.118,35.823,,,,
3659,04/21/19,19:00:00,68.270,29.360,35.559,,,,
3660,04/21/19,19:10:00,67.158,30.309,35.420,,,,
3661,04/21/19,19:20:00,66.515,31.242,35.647,,,,
3662,04/21/19,19:30:00,65.017,32.986,35.739,,,,
3663,04/21/19,19:40:00,64.288,34.851,36.513,,,,
3664,04/21/19,19:50:00,63.946,34.898,36.244,,,,
3665,04/21/19,20:00:00,63.775,35.379,36.444,,,,
3666,04/21/19,20:10:00,63.862,35.743,36.783,,,,
3667,04/21/19,20:20:00,63.219,37.753,37.616,,,,
3668,04/21/19,20:30:00,62.704,38.983,37.978,,,,
3669,04/21/19,20:40:00,61.547,40.327,37.805,,,,
3670,04/21/19,20:50:00,60.217,43.459,38.507,,,,
3671,04/21/19,21:00:00,59.788,45.008,39.006,,,,
3672,04/21/19,21:10:00,58.928,45.421,38.453,,,,
3673,04/21/19,21:20:00,59.229,43.236,37.481,,,,
3674,04/21/19,21:30:00,59.702,43.330,37.965,,,,
3675,04/21/19,21:40:00,59.830,42.578,37.638,,,,
3676,04/21/19,21:50:00,57.765,47.465,38.498,,,,
3677,04/21/19,22:00:00,58.669,45.591,38.313,,,,
3678,04/21/19,22:10:00,60.260,42.606,38.043,,,,
3679,04/21/19,22:20:00,58.152,44.991,37.506,,,,
3680,04/21/19,22:30:00,57.290,46.715,37.663,,,,
3681,04/21/19,22:40:00,56.901,46.999,37.458,,,,
3682,04/21/19,22:50:00,56.642,48.315,37.913,,,,
3683,04/21/19,23:00:00,57.722,46.152,37.753,,,,
3684,04/21/19,23:10:00,57.807,46.564,38.055,,,,
