"Plot Title:  10635586"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10635586, SEN S/N: 10635586, LBL:  10635586_T)","RH, % (LGR S/N: 10635586, SEN S/N: 10635586, LBL:  10635586_RH)","DewPt, °F (LGR S/N: 10635586, SEN S/N: 10635586)","Coupler Detached (LGR S/N: 10635586, SEN S/N: 10635586)","Coupler Attached (LGR S/N: 10635586, SEN S/N: 10635586)","Stopped (LGR S/N: 10635586, SEN S/N: 10635586)","End Of File (LGR S/N: 10635586, SEN S/N: 10635586)"
1,02/20/19,03:22:50,45.714,54.239,30.609,Logged,,,
2,02/20/19,03:32:50,45.444,53.531,30.042,,,,
3,02/20/19,03:42:50,45.534,53.090,29.928,,,,
4,02/20/19,03:52:50,45.262,53.486,29.853,,,,
5,02/20/19,04:02:50,45.354,53.434,29.914,,,,
6,02/20/19,04:12:50,45.082,53.352,29.624,,,,
7,02/20/19,04:22:50,44.627,56.369,30.506,,,,
8,02/20/19,04:32:50,44.719,56.613,30.693,,,,
9,02/20/19,04:42:50,44.492,57.035,30.657,,,,
10,02/20/19,04:52:50,44.445,56.854,30.538,,,,
11,02/20/19,05:02:50,44.445,56.412,30.353,,,,
12,02/20/19,05:12:50,44.764,56.233,30.576,,,,
13,02/20/19,05:22:50,43.900,59.643,31.156,,,,
14,02/20/19,05:32:50,43.716,60.556,31.341,,,,
15,02/20/19,05:42:50,44.355,60.760,32.025,,,,
16,02/20/19,05:52:50,45.217,59.092,32.182,,,,
17,02/20/19,06:02:50,45.851,56.031,31.510,,,,
18,02/20/19,06:12:50,46.886,54.872,31.980,,,,
19,02/20/19,06:22:50,47.334,53.506,31.793,,,,
20,02/20/19,06:32:50,47.557,53.793,32.131,,,,
21,02/20/19,06:42:50,48.227,53.158,32.470,,,,
22,02/20/19,06:52:50,50.268,51.662,33.676,,,,
23,02/20/19,07:02:50,52.597,48.851,34.462,,,,
24,02/20/19,07:12:50,54.387,44.580,33.843,,,,
25,02/20/19,07:22:50,55.429,41.253,32.864,,,,
26,02/20/19,07:32:50,56.685,37.763,31.791,,,,
27,02/20/19,07:42:50,57.333,34.481,30.099,,,,
28,02/20/19,07:52:50,58.541,33.049,30.103,,,,
29,02/20/19,08:02:50,58.626,32.335,29.631,,,,
30,02/20/19,08:12:50,58.712,32.078,29.507,,,,
31,02/20/19,08:22:50,58.798,30.443,28.274,,,,
32,02/20/19,08:32:50,58.755,30.802,28.530,,,,
33,02/20/19,08:42:50,60.303,31.041,30.072,,,,
34,02/20/19,08:52:50,59.272,30.301,28.569,,,,
35,02/20/19,09:02:50,60.775,29.977,29.604,,,,
36,02/20/19,09:12:50,60.132,29.616,28.740,,,,
37,02/20/19,09:22:50,61.804,28.401,29.131,,,,
38,02/20/19,09:32:50,61.290,29.108,29.307,,,,
39,02/20/19,09:42:50,61.462,28.187,28.645,,,,
40,02/20/19,09:52:50,63.433,28.474,30.600,,,,
41,02/20/19,10:02:50,64.546,27.924,31.059,,,,
42,02/20/19,10:12:50,63.304,25.461,27.649,,,,
43,02/20/19,10:22:50,63.732,27.287,29.773,,,,
44,02/20/19,10:32:50,65.788,27.309,31.554,,,,
45,02/20/19,10:42:50,64.845,25.322,28.818,,,,
46,02/20/19,10:52:50,66.258,25.109,29.800,,,,
47,02/20/19,11:02:50,65.273,25.944,29.802,,,,
48,02/20/19,11:12:50,66.130,26.484,31.059,,,,
49,02/20/19,11:22:50,66.258,24.569,29.242,,,,
50,02/20/19,11:32:50,66.000,24.829,29.296,,,,
51,02/20/19,11:42:50,68.185,24.374,30.664,,,,
52,02/20/19,11:52:50,68.871,24.095,30.945,,,,
53,02/20/19,12:02:50,68.056,23.452,29.563,,,,
54,02/20/19,12:12:50,68.571,24.049,30.645,,,,
55,02/20/19,12:22:50,69.256,21.552,28.384,,,,
56,02/20/19,12:32:50,70.502,22.281,30.283,,,,
57,02/20/19,12:42:50,70.072,21.650,29.178,,,,
58,02/20/19,12:52:50,71.274,22.378,31.041,,,,
59,02/20/19,13:02:50,69.858,22.053,29.478,,,,
60,02/20/19,13:12:50,70.029,22.606,30.265,,,,
61,02/20/19,13:22:50,71.620,21.910,30.776,,,,
