"Plot Title:  10884542"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10884542, SEN S/N: 10884542)","RH, % (LGR S/N: 10884542, SEN S/N: 10884542)","DewPt, °F (LGR S/N: 10884542, SEN S/N: 10884542)","Coupler Detached (LGR S/N: 10884542, SEN S/N: 10884542)","Coupler Attached (LGR S/N: 10884542, SEN S/N: 10884542)","Stopped (LGR S/N: 10884542, SEN S/N: 10884542)","End Of File (LGR S/N: 10884542, SEN S/N: 10884542)"
1,05/09/17,10:25:00,77.160,51.715,58.617,Logged,,,
2,05/09/17,10:30:00,77.203,50.639,58.080,,,,
3,05/09/17,10:35:00,77.292,50.677,58.183,,,,
4,05/09/17,10:40:00,77.596,49.839,58.006,,,,
5,05/09/17,10:45:00,77.727,50.932,58.723,,,,
6,05/09/17,10:50:00,78.165,51.282,59.315,,,,
7,05/09/17,10:55:00,78.471,48.879,58.275,,,,
8,05/09/17,11:00:00,78.514,47.341,57.434,,,,
9,05/09/17,11:05:00,78.559,46.860,57.195,,,,
10,05/09/17,11:10:00,78.559,46.182,56.793,,,,
11,05/09/17,11:15:00,78.865,46.849,57.468,,,,
12,05/09/17,11:20:00,79.304,45.326,56.955,,,,
13,05/09/17,11:25:00,79.128,45.962,57.180,,,,
14,05/09/17,11:30:00,79.567,45.181,57.106,,,,
15,05/09/17,11:35:00,79.743,44.868,57.074,,,,
16,05/09/17,11:40:00,79.788,44.057,56.611,,,,
17,05/09/17,11:45:00,80.051,44.270,56.984,,,,
18,05/09/17,11:50:00,80.272,44.512,57.333,,,,
19,05/09/17,11:55:00,80.051,43.062,56.219,,,,
20,05/09/17,12:00:00,79.831,44.060,56.653,,,,
21,05/09/17,12:05:00,80.139,45.024,57.531,,,,
22,05/09/17,12:10:00,80.625,45.771,58.428,,,,
23,05/09/17,12:15:00,80.625,44.470,57.628,,,,
24,05/09/17,12:20:00,80.625,45.348,58.170,,,,
25,05/09/17,12:25:00,80.449,44.849,57.702,,,,
26,05/09/17,12:30:00,81.333,45.070,58.642,,,,
27,05/09/17,12:35:00,81.066,42.831,56.986,,,,
28,05/09/17,12:40:00,81.154,43.819,57.699,,,,
29,05/09/17,12:45:00,81.333,43.961,57.949,,,,
30,05/09/17,12:50:00,81.509,42.465,57.148,,,,
31,05/09/17,12:55:00,81.154,41.589,56.250,,,,
32,05/09/17,13:00:00,81.509,43.841,58.033,,,,
33,05/09/17,13:05:00,82.175,44.080,58.786,,,,
34,05/09/17,13:10:00,82.575,41.313,57.340,,,,
35,05/09/17,13:15:00,82.486,40.978,57.033,,,,
36,05/09/17,13:20:00,82.396,41.467,57.283,,,,
37,05/09/17,13:25:00,82.530,42.167,57.870,,,,
38,05/09/17,13:30:00,83.199,40.855,57.589,,,,
39,05/09/17,13:35:00,82.841,41.560,57.745,,,,
40,05/09/17,13:40:00,83.556,40.446,57.627,,,,
41,05/09/17,13:45:00,83.332,41.128,57.895,,,,
42,05/09/17,13:50:00,83.646,38.958,56.658,,,,
43,05/09/17,13:55:00,83.556,39.684,57.096,,,,
44,05/09/17,14:00:00,83.959,39.142,57.070,,,,
45,05/09/17,14:05:00,83.779,39.165,56.926,,,,
46,05/09/17,14:10:00,83.824,37.667,55.877,,,,
47,05/09/17,14:15:00,83.824,39.500,57.204,,,,
48,05/09/17,14:20:00,83.691,36.790,55.101,,,,
49,05/09/17,14:25:00,83.021,38.789,55.981,,,,
50,05/09/17,14:30:00,83.691,38.960,56.700,,,,
51,05/09/17,14:35:00,84.049,39.380,57.319,,,,
52,05/09/17,14:40:00,84.542,39.675,57.969,,,,
53,05/09/17,14:45:00,83.824,38.835,56.730,,,,
54,05/09/17,14:50:00,84.587,39.810,58.104,,,,
55,05/09/17,14:55:00,84.497,37.303,56.201,,,,
56,05/09/17,15:00:00,84.407,37.131,55.992,,,,
57,05/09/17,15:05:00,84.677,36.341,55.629,,,,
58,05/09/17,15:10:00,84.812,36.482,55.857,,,,
59,05/09/17,15:15:00,84.767,35.269,54.871,,,,
60,05/09/17,15:20:00,84.632,35.935,55.276,,,,
61,05/09/17,15:25:00,83.914,36.970,55.434,,,,
62,05/09/17,15:30:00,84.227,36.987,55.726,,,,
63,05/09/17,15:35:00,84.812,34.463,54.264,,,,
64,05/09/17,15:40:00,85.262,34.046,54.318,,,,
65,05/09/17,15:45:00,85.262,34.418,54.622,,,,
66,05/09/17,15:50:00,85.217,37.443,56.944,,,,
67,05/09/17,15:55:00,85.352,36.175,56.097,,,,
68,05/09/17,16:00:00,85.262,35.093,55.166,,,,
69,05/09/17,16:05:00,85.262,36.003,55.882,,,,
70,05/09/17,16:10:00,85.307,34.893,55.045,,,,
71,05/09/17,16:15:00,86.074,36.349,56.869,,,,
72,05/09/17,16:20:00,86.754,35.914,57.128,,,,
73,05/09/17,16:25:00,86.664,33.948,55.463,,,,
74,05/09/17,16:30:00,84.900,34.703,54.538,,,,
75,05/09/17,16:35:00,84.407,35.217,54.513,,,,
76,05/09/17,16:40:00,84.587,35.698,55.051,,,,
77,05/09/17,16:45:00,83.824,37.032,55.402,,,,
