"Plot Title:  10884513"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10884513, SEN S/N: 10884513)","RH, % (LGR S/N: 10884513, SEN S/N: 10884513)","DewPt, °F (LGR S/N: 10884513, SEN S/N: 10884513)","Coupler Detached (LGR S/N: 10884513, SEN S/N: 10884513)","Coupler Attached (LGR S/N: 10884513, SEN S/N: 10884513)","End Of File (LGR S/N: 10884513, SEN S/N: 10884513)"
3804,05/16/17,14:15:00,88.626,35.810,58.694,,,
3805,05/16/17,14:20:00,88.902,37.041,59.898,,,
3806,05/16/17,14:25:00,89.362,37.639,60.762,,,
3807,05/16/17,14:30:00,88.259,36.331,58.782,,,
3808,05/16/17,14:35:00,89.224,37.126,60.247,,,
3809,05/16/17,14:40:00,88.993,38.056,60.750,,,
3810,05/16/17,14:45:00,89.040,37.217,60.156,,,
3811,05/16/17,14:50:00,89.316,36.894,60.152,,,
3812,05/16/17,14:55:00,88.763,37.841,60.386,,,
3813,05/16/17,15:00:00,88.855,37.846,60.471,,,
3814,05/16/17,15:05:00,88.947,38.322,60.908,,,
3815,05/16/17,15:10:00,89.132,37.525,60.472,,,
3816,05/16/17,15:15:00,88.443,36.172,58.818,,,
3817,05/16/17,15:20:00,88.259,37.073,59.355,,,
3818,05/16/17,15:25:00,88.259,37.208,59.459,,,
3819,05/16/17,15:30:00,88.396,37.888,60.094,,,
3820,05/16/17,15:35:00,88.259,38.619,60.517,,,
3821,05/16/17,15:40:00,88.214,38.482,60.375,,,
3822,05/16/17,15:45:00,88.488,37.523,59.902,,,
3823,05/16/17,15:50:00,88.810,35.481,58.593,,,
3824,05/16/17,15:55:00,88.810,34.498,57.796,,,
3825,05/16/17,16:00:00,88.855,35.619,58.744,,,
3826,05/16/17,16:05:00,88.443,34.649,57.598,,,
3827,05/16/17,16:10:00,88.122,35.175,57.744,,,
3828,05/16/17,16:15:00,87.894,37.390,59.274,,,
3829,05/16/17,16:20:00,88.534,36.076,58.824,,,
3830,05/16/17,16:25:00,88.718,35.341,58.401,,,
3831,05/16/17,16:30:00,88.626,33.979,57.205,,,
3832,05/16/17,16:35:00,88.488,33.360,56.563,,,
3833,05/16/17,16:40:00,88.167,33.956,56.784,,,
3834,05/16/17,16:45:00,88.030,34.967,57.495,,,
3835,05/16/17,16:50:00,88.214,36.059,58.527,,,
3836,05/16/17,16:55:00,88.075,36.490,58.744,,,
3837,05/16/17,17:00:00,87.894,37.591,59.425,,,
3838,05/16/17,17:05:00,87.757,38.054,59.652,,,
3839,05/16/17,17:10:00,87.620,37.442,59.070,,,
3840,05/16/17,17:15:00,87.710,38.051,59.608,,,
3841,05/16/17,17:20:00,87.620,36.499,58.348,,,
3842,05/16/17,17:25:00,87.620,35.892,57.873,,,
3843,05/16/17,17:30:00,87.436,36.489,58.179,,,
3844,05/16/17,17:35:00,87.073,36.234,57.659,,,
3845,05/16/17,17:40:00,87.528,33.924,56.199,,,
3846,05/16/17,17:45:00,87.573,34.401,56.633,,,
3847,05/16/17,17:50:00,87.483,33.921,56.158,,,
3848,05/16/17,17:55:00,87.436,34.157,56.313,,,
3849,05/16/17,18:00:00,87.073,33.527,55.470,,,
3850,05/16/17,18:05:00,86.754,32.458,54.280,,,
3851,05/16/17,18:10:00,86.572,33.265,54.813,,,
3852,05/16/17,18:15:00,86.617,33.606,55.139,,,
3853,05/16/17,18:20:00,86.346,34.338,55.506,,,
3854,05/16/17,18:25:00,86.164,35.410,56.212,,,
3855,05/16/17,18:30:00,85.802,36.200,56.512,,,
3856,05/16/17,18:35:00,85.622,37.063,57.016,,,
3857,05/16/17,18:40:00,85.487,37.056,56.890,,,
3858,05/16/17,18:45:00,85.307,37.046,56.725,,,
3859,05/16/17,18:50:00,85.082,37.637,56.968,,,
3860,05/16/17,18:55:00,84.767,38.355,57.220,,,
3861,05/16/17,19:00:00,84.317,39.196,57.427,,,
3862,05/16/17,19:05:00,83.691,40.454,57.753,,,
3863,05/16/17,19:10:00,82.976,41.601,57.893,,,
3864,05/16/17,19:15:00,82.530,42.463,58.066,,,
3865,05/16/17,19:20:00,81.952,43.412,58.159,,,
3866,05/16/17,19:25:00,81.597,44.109,58.282,,,
3867,05/16/17,19:30:00,81.199,45.256,58.635,,,
3868,05/16/17,19:35:00,80.845,45.753,58.617,,,
3869,05/16/17,19:40:00,80.580,46.060,58.561,,,
3870,05/16/17,19:45:00,80.272,46.751,58.694,,,
3871,05/16/17,19:50:00,79.920,47.341,58.719,,,
3872,05/16/17,19:55:00,79.480,48.341,58.894,,,
3873,05/16/17,20:00:00,79.041,49.561,59.180,,,
3874,05/16/17,20:05:00,78.822,49.769,59.094,,,
3875,05/16/17,20:10:00,78.559,50.643,59.333,,,
3876,05/16/17,20:15:00,78.208,51.222,59.322,,,
3877,05/16/17,20:20:00,77.859,52.591,59.725,,,
3878,05/16/17,20:25:00,77.509,52.912,59.569,,,
3879,05/16/17,20:30:00,77.247,54.090,59.929,,,
3880,05/16/17,20:35:00,76.942,54.474,59.839,,,
3881,05/16/17,20:40:00,76.768,54.962,59.922,,,
3882,05/16/17,20:45:00,76.593,55.699,60.123,,,
3883,05/16/17,20:50:00,76.419,55.966,60.093,,,
3884,05/16/17,20:55:00,76.375,56.337,60.233,,,
3885,05/16/17,21:00:00,76.246,56.669,60.271,,,
3886,05/16/17,21:05:00,76.114,57.249,60.427,,,
3887,05/16/17,21:10:00,75.942,57.390,60.332,,,
3888,05/16/17,21:15:00,75.898,57.231,60.215,,,
3889,05/16/17,21:20:00,75.898,58.069,60.611,,,
3890,05/16/17,21:25:00,75.724,57.961,60.399,,,
3891,05/16/17,21:30:00,75.551,58.287,60.388,,,
3892,05/16/17,21:35:00,75.333,59.441,60.719,,,
3893,05/16/17,21:40:00,75.117,59.115,60.364,,,
3894,05/16/17,21:45:00,74.943,59.531,60.391,,,
3895,05/16/17,21:50:00,74.856,59.677,60.377,,,
3896,05/16/17,21:55:00,74.727,59.881,60.348,,,
3897,05/16/17,22:00:00,74.554,60.510,60.467,,,
3898,05/16/17,22:05:00,74.338,60.614,60.310,,,
3899,05/16/17,22:10:00,74.250,60.912,60.361,,,
3900,05/16/17,22:15:00,74.077,62.026,60.688,,,
3901,05/16/17,22:20:00,73.904,61.126,60.130,,,
3902,05/16/17,22:25:00,73.818,62.125,60.487,,,
3903,05/16/17,22:30:00,73.645,62.291,60.395,,,
3904,05/16/17,22:35:00,73.429,62.637,60.339,,,
3905,05/16/17,22:40:00,73.386,62.268,60.139,,,
3906,05/16/17,22:45:00,73.299,63.625,60.640,,,
3907,05/16/17,22:50:00,73.083,63.726,60.478,,,
3908,05/16/17,22:55:00,72.912,63.528,60.229,,,
3909,05/16/17,23:00:00,72.783,63.667,60.166,,,
3910,05/16/17,23:05:00,72.696,63.266,59.914,,,
3911,05/16/17,23:10:00,72.610,63.833,60.071,,,
3912,05/16/17,23:15:00,72.394,64.295,60.060,,,
3913,05/16/17,23:20:00,72.264,64.012,59.819,,,
3914,05/16/17,23:25:00,72.264,63.982,59.806,,,
3915,05/16/17,23:30:00,72.093,64.598,59.900,,,
3916,05/16/17,23:35:00,72.007,64.620,59.828,,,
3917,05/16/17,23:40:00,71.920,64.220,59.580,,,
3918,05/16/17,23:45:00,71.834,64.964,59.806,,,
3919,05/16/17,23:50:00,71.661,65.068,59.684,,,
3920,05/16/17,23:55:00,71.533,64.996,59.531,,,
3921,05/17/17,00:00:00,71.447,64.807,59.373,,,
3922,05/17/17,00:05:00,71.361,65.459,59.558,,,
3923,05/17/17,00:10:00,71.190,65.622,59.461,,,
3924,05/17/17,00:15:00,71.103,65.823,59.461,,,
3925,05/17/17,00:20:00,70.974,66.169,59.477,,,
3926,05/17/17,00:25:00,70.846,66.067,59.313,,,
3927,05/17/17,00:30:00,70.759,67.578,59.833,,,
3928,05/17/17,00:35:00,70.587,67.412,59.603,,,
3929,05/17/17,00:40:00,70.459,67.993,59.707,,,
3930,05/17/17,00:45:00,70.286,68.420,59.709,,,
3931,05/17/17,00:50:00,70.158,69.057,59.832,,,
3932,05/17/17,00:55:00,69.985,69.275,59.751,,,
3933,05/17/17,01:00:00,69.858,68.997,59.520,,,
3934,05/17/17,01:05:00,69.728,69.485,59.583,,,
3935,05/17/17,01:10:00,69.600,69.795,59.578,,,
3936,05/17/17,01:15:00,69.471,69.605,59.382,,,
3937,05/17/17,01:20:00,69.386,69.802,59.374,,,
3938,05/17/17,01:25:00,70.459,68.378,59.859,,,
3939,05/17/17,01:30:00,71.490,65.771,59.808,,,
3940,05/17/17,01:35:00,71.231,65.836,59.589,,,
3941,05/17/17,01:40:00,70.974,65.901,59.369,,,
3942,05/17/17,01:45:00,70.803,66.003,59.247,,,
3943,05/17/17,01:50:00,70.887,65.264,59.027,,,
3944,05/17/17,01:55:00,70.974,65.182,59.076,,,
3945,05/17/17,02:00:00,71.190,63.730,58.680,,,
3946,05/17/17,02:05:00,71.274,63.437,58.638,,,
3947,05/17/17,02:10:00,71.103,63.632,58.555,,,
3948,05/17/17,02:15:00,70.974,63.469,58.365,,,
3949,05/17/17,02:20:00,70.673,63.863,58.244,,,
3950,05/17/17,02:25:00,70.329,64.191,58.055,,,
3951,05/17/17,02:30:00,70.072,64.617,57.985,,,
3952,05/17/17,02:35:00,69.728,65.123,57.866,,,
3953,05/17/17,02:40:00,69.514,65.521,57.823,,,
3954,05/17/17,02:45:00,69.256,66.033,57.783,,,
3955,05/17/17,02:50:00,68.999,66.483,57.718,,,
3956,05/17/17,02:55:00,68.742,66.904,57.637,,,
3957,05/17/17,03:00:00,68.571,67.153,57.573,,,
3958,05/17/17,03:05:00,68.400,67.610,57.587,,,
3959,05/17/17,03:10:00,68.227,67.977,57.565,,,
3960,05/17/17,03:15:00,68.142,68.381,57.639,,,
3961,05/17/17,03:20:00,68.013,68.545,57.578,,,
3962,05/17/17,03:25:00,67.885,68.708,57.519,,,
3963,05/17/17,03:30:00,67.757,69.166,57.569,,,
3964,05/17/17,03:35:00,67.586,69.500,57.531,,,
3965,05/17/17,03:40:00,67.456,69.839,57.535,,,
3966,05/17/17,03:45:00,67.372,70.093,57.547,,,
3967,05/17/17,03:50:00,67.285,70.289,57.538,,,
3968,05/17/17,03:55:00,67.199,70.572,57.562,,,
3969,05/17/17,04:00:00,67.114,71.262,57.733,,,
3970,05/17/17,04:05:00,67.028,71.544,57.753,,,
3971,05/17/17,04:10:00,66.857,71.700,57.645,,,
3972,05/17/17,04:15:00,66.686,72.001,57.589,,,
3973,05/17/17,04:20:00,66.558,72.277,57.565,,,
3974,05/17/17,04:25:00,66.385,72.663,57.538,,,
3975,05/17/17,04:30:00,66.301,72.972,57.565,,,
3976,05/17/17,04:35:00,66.258,73.256,57.625,,,
3977,05/17/17,04:40:00,66.214,73.482,57.664,,,
3978,05/17/17,04:45:00,66.130,73.760,57.679,,,
3979,05/17/17,04:50:00,66.000,74.091,57.672,,,
3980,05/17/17,04:55:00,65.959,74.431,57.747,,,
3981,05/17/17,05:00:00,65.829,74.674,57.708,,,
3982,05/17/17,05:05:00,65.788,75.070,57.803,,,
3983,05/17/17,05:10:00,65.658,75.428,57.801,,,
3984,05/17/17,05:15:00,65.574,75.703,57.814,,,
3985,05/17/17,05:20:00,65.530,76.012,57.877,,,
3986,05/17/17,05:25:00,65.530,76.410,58.012,,,
3987,05/17/17,05:30:00,65.403,76.453,57.900,,,
3988,05/17/17,05:35:00,65.188,76.854,57.828,,,
3989,05/17/17,05:40:00,65.102,77.270,57.884,,,
3990,05/17/17,05:45:00,64.974,77.764,57.922,,,
3991,05/17/17,05:50:00,64.888,78.008,57.920,,,
3992,05/17/17,05:55:00,64.888,78.262,58.003,,,
3993,05/17/17,06:00:00,64.974,78.526,58.172,,,
3994,05/17/17,06:05:00,64.974,78.694,58.228,,,
3995,05/17/17,06:10:00,64.974,79.032,58.338,,,
3996,05/17/17,06:15:00,65.059,79.323,58.516,,,
3997,05/17/17,06:20:00,65.230,79.456,58.726,,,
3998,05/17/17,06:25:00,65.403,79.672,58.962,,,
3999,05/17/17,06:30:00,65.701,79.568,59.221,,,
4000,05/17/17,06:35:00,66.000,79.491,59.490,,,
4001,05/17/17,06:40:00,66.173,79.117,59.535,,,
4002,05/17/17,06:45:00,66.429,79.062,59.769,,,
4003,05/17/17,06:50:00,66.643,78.918,59.931,,,
4004,05/17/17,06:55:00,66.857,78.661,60.055,,,
4005,05/17/17,07:00:00,67.028,78.709,60.237,,,
4006,05/17/17,07:05:00,67.285,78.513,60.424,,,
4007,05/17/17,07:10:00,67.543,78.430,60.645,,,
4008,05/17/17,07:15:00,67.543,78.600,60.703,,,
4009,05/17/17,07:20:00,67.714,78.676,60.895,,,
4010,05/17/17,07:25:00,68.056,78.490,61.167,,,
4011,05/17/17,07:30:00,68.313,78.519,61.428,,,
4012,05/17/17,07:35:00,68.657,78.332,61.700,,,
4013,05/17/17,07:40:00,68.956,78.140,61.929,,,
4014,05/17/17,07:45:00,69.129,78.159,62.101,,,
4015,05/17/17,07:50:00,69.213,77.913,62.103,,,
4016,05/17/17,07:55:00,69.427,77.938,62.319,,,
4017,05/17/17,08:00:00,69.514,77.777,62.348,,,
4018,05/17/17,08:05:00,70.029,77.608,62.793,,,
4019,05/17/17,08:10:00,70.372,77.161,62.974,,,
4020,05/17/17,08:15:00,70.459,76.999,63.003,,,
4021,05/17/17,08:20:00,71.190,76.507,63.545,,,
4022,05/17/17,08:25:00,71.404,76.129,63.622,,,
4023,05/17/17,08:30:00,71.447,75.989,63.615,,,
4024,05/17/17,08:35:00,71.661,75.869,63.781,,,
4025,05/17/17,08:40:00,72.437,75.030,64.238,,,
4026,05/17/17,08:45:00,72.912,74.705,64.582,,,
4027,05/17/17,08:50:00,73.040,74.108,64.492,,,
4028,05/17/17,08:55:00,73.256,74.074,64.688,,,
4029,05/17/17,09:00:00,73.688,73.508,64.900,,,
4030,05/17/17,09:05:00,74.120,72.705,65.021,,,
4031,05/17/17,09:10:00,74.295,72.400,65.075,,,
4032,05/17/17,09:15:00,74.554,72.310,65.293,,,
4033,05/17/17,09:20:00,75.376,71.749,65.876,,,
4034,05/17/17,09:25:00,74.813,70.597,64.895,,,
4035,05/17/17,09:30:00,75.290,71.622,65.745,,,
4036,05/17/17,09:35:00,75.767,69.864,65.529,,,
4037,05/17/17,09:40:00,76.768,69.758,66.447,,,
4038,05/17/17,09:45:00,76.942,68.071,65.946,,,
4039,05/17/17,09:50:00,77.815,67.737,66.645,,,
4040,05/17/17,09:55:00,78.602,67.031,67.109,,,
4041,05/17/17,10:00:00,80.361,64.801,67.847,,,
4042,05/17/17,10:05:00,81.909,63.658,68.821,,,
4043,05/17/17,10:10:00,81.864,63.008,68.491,,,
4044,05/17/17,10:15:00,83.064,62.067,69.206,,,
4045,05/17/17,10:20:00,81.554,62.086,67.786,,,
4046,05/17/17,10:25:00,82.575,62.054,68.736,,,
4047,05/17/17,10:30:00,81.597,60.698,67.195,,,
4048,05/17/17,10:35:00,80.537,62.734,67.114,,,
4049,05/17/17,10:40:00,80.449,61.525,66.488,,,
4050,05/17/17,10:45:00,81.066,62.074,67.320,,,
4051,05/17/17,10:50:00,81.509,60.628,67.080,,,
4052,05/17/17,10:55:00,80.713,61.178,66.582,,,
4053,05/17/17,11:00:00,81.023,60.865,66.729,,,
4054,05/17/17,11:05:00,81.066,60.745,66.717,,,
4055,05/17/17,11:10:00,81.154,60.969,66.902,,,
4056,05/17/17,11:15:00,81.554,60.973,67.280,,,
4057,05/17/17,11:20:00,82.308,60.574,67.807,,,
4058,05/17/17,11:25:00,82.130,58.971,66.888,,,
4059,05/17/17,11:30:00,82.042,57.837,66.261,,,
4060,05/17/17,11:35:00,82.042,58.776,66.711,,,
4061,05/17/17,11:40:00,81.864,58.386,66.358,,,
4062,05/17/17,11:45:00,82.218,58.916,66.945,,,
4063,05/17/17,11:50:00,83.021,58.295,67.399,,,
4064,05/17/17,11:55:00,83.422,56.505,66.897,,,
4065,05/17/17,12:00:00,83.691,56.559,67.174,,,
4066,05/17/17,12:05:00,83.691,55.706,66.745,,,
4067,05/17/17,12:10:00,83.779,56.345,67.150,,,
4068,05/17/17,12:15:00,84.227,53.780,66.252,,,
4069,05/17/17,12:20:00,84.227,54.544,66.650,,,
4070,05/17/17,12:25:00,84.317,55.091,67.015,,,
4071,05/17/17,12:30:00,84.632,53.971,66.727,,,
4072,05/17/17,12:35:00,84.990,52.722,66.398,,,
4073,05/17/17,12:40:00,85.172,49.551,64.807,,,
4074,05/17/17,12:45:00,84.452,51.977,65.496,,,
4075,05/17/17,12:50:00,84.722,55.091,67.392,,,
4076,05/17/17,12:55:00,85.622,54.303,67.822,,,
4077,05/17/17,13:00:00,86.074,48.091,64.785,,,
4078,05/17/17,13:05:00,85.397,48.855,64.612,,,
4079,05/17/17,13:10:00,86.572,49.684,66.168,,,
4080,05/17/17,13:15:00,86.391,50.124,66.252,,,
4081,05/17/17,13:20:00,86.981,46.228,64.488,,,
4082,05/17/17,13:25:00,86.074,46.821,64.024,,,
4083,05/17/17,13:30:00,87.573,47.053,65.532,,,
4084,05/17/17,13:35:00,87.620,46.893,65.476,,,
4085,05/17/17,13:40:00,85.939,47.529,64.326,,,
4086,05/17/17,13:45:00,87.757,45.919,65.001,,,
4087,05/17/17,13:50:00,86.981,47.079,65.008,,,
4088,05/17/17,13:55:00,86.527,45.740,63.774,,,
4089,05/17/17,14:00:00,86.664,46.861,64.585,,,
4090,05/17/17,14:05:00,87.210,48.138,65.849,,,
4091,05/17/17,14:10:00,87.118,47.284,65.257,,,
4092,05/17/17,14:15:00,86.981,45.966,64.326,,,
4093,05/17/17,14:20:00,88.259,39.824,61.392,,,
4094,05/17/17,14:25:00,87.620,43.044,63.032,,,
4095,05/17/17,14:30:00,87.757,43.351,63.358,,,
4096,05/17/17,14:35:00,87.710,40.760,61.561,,,
4097,05/17/17,14:40:00,86.617,40.595,60.471,,,
4098,05/17/17,14:45:00,86.617,42.254,61.605,,,
4099,05/17/17,14:50:00,87.436,39.977,60.766,,,
4100,05/17/17,14:55:00,87.436,41.209,61.630,,,
4101,05/17/17,15:00:00,87.985,40.509,61.632,,,
4102,05/17/17,15:05:00,88.075,39.981,61.340,,,
4103,05/17/17,15:10:00,88.396,39.498,61.281,,,
4104,05/17/17,15:15:00,87.847,40.268,61.340,,,
4105,05/17/17,15:20:00,87.802,40.932,61.763,,,
4106,05/17/17,15:25:00,87.346,38.634,59.716,,,
4107,05/17/17,15:30:00,87.391,39.172,60.148,,,
4108,05/17/17,15:35:00,87.528,38.980,60.130,,,
4109,05/17/17,15:40:00,86.891,39.010,59.585,,,
4110,05/17/17,15:45:00,86.301,39.243,59.229,,,
4111,05/17/17,15:50:00,86.844,39.876,60.166,,,
4112,05/17/17,15:55:00,87.163,39.827,60.417,,,
4113,05/17/17,16:00:00,87.300,39.568,60.354,,,
4114,05/17/17,16:05:00,87.573,39.784,60.751,,,
4115,05/17/17,16:10:00,87.300,39.134,60.040,,,
4116,05/17/17,16:15:00,87.210,37.889,59.043,,,
4117,05/17/17,16:20:00,87.028,38.214,59.124,,,
4118,05/17/17,16:25:00,87.210,38.091,59.193,,,
4119,05/17/17,16:30:00,87.210,38.694,59.639,,,
4120,05/17/17,16:35:00,86.981,38.815,59.524,,,
4121,05/17/17,16:40:00,86.891,39.411,59.875,,,
4122,05/17/17,16:45:00,86.617,39.662,59.812,,,
4123,05/17/17,16:50:00,86.029,39.928,59.475,,,
4124,05/17/17,16:55:00,85.984,40.358,59.736,,,
4125,05/17/17,17:00:00,85.849,40.549,59.749,,,
4126,05/17/17,17:05:00,85.802,40.014,59.335,,,
4127,05/17/17,17:10:00,86.029,39.628,59.263,,,
4128,05/17/17,17:15:00,85.802,39.215,58.764,,,
4129,05/17/17,17:20:00,85.487,38.996,58.327,,,
4130,05/17/17,17:25:00,85.217,38.714,57.880,,,
4131,05/17/17,17:30:00,85.442,38.660,58.042,,,
4132,05/17/17,17:35:00,85.035,38.437,57.519,,,
4133,05/17/17,17:40:00,85.352,37.853,57.369,,,
4134,05/17/17,17:45:00,85.802,37.342,57.387,,,
4135,05/17/17,17:50:00,85.894,38.151,58.069,,,
4136,05/17/17,17:55:00,85.712,37.940,57.754,,,
4137,05/17/17,18:00:00,85.802,37.409,57.438,,,
4138,05/17/17,18:05:00,85.712,37.538,57.454,,,
4139,05/17/17,18:10:00,85.532,38.565,58.053,,,
4140,05/17/17,18:15:00,85.307,38.084,57.501,,,
4141,05/17/17,18:20:00,85.217,37.711,57.144,,,
4142,05/17/17,18:25:00,84.857,37.758,56.860,,,
4143,05/17/17,18:30:00,84.542,38.642,57.229,,,
4144,05/17/17,18:35:00,83.914,39.638,57.382,,,
4145,05/17/17,18:40:00,83.959,38.975,56.950,,,
4146,05/17/17,18:45:00,83.736,40.026,57.495,,,
4147,05/17/17,18:50:00,83.287,40.662,57.537,,,
4148,05/17/17,18:55:00,82.620,41.679,57.625,,,
4149,05/17/17,19:00:00,82.486,42.197,57.850,,,
4150,05/17/17,19:05:00,82.308,42.515,57.898,,,
4151,05/17/17,19:10:00,82.308,42.909,58.156,,,
4152,05/17/17,19:15:00,82.130,43.619,58.453,,,
4153,05/17/17,19:20:00,81.730,44.346,58.552,,,
4154,05/17/17,19:25:00,81.288,45.197,58.680,,,
4155,05/17/17,19:30:00,80.978,46.054,58.919,,,
4156,05/17/17,19:35:00,80.802,46.658,59.121,,,
4157,05/17/17,19:40:00,81.244,46.591,59.484,,,
4158,05/17/17,19:45:00,81.154,47.168,59.745,,,
4159,05/17/17,19:50:00,80.978,47.414,59.729,,,
4160,05/17/17,19:55:00,80.713,47.816,59.720,,,
4161,05/17/17,20:00:00,80.361,48.500,59.792,,,
4162,05/17/17,20:05:00,79.963,49.339,59.904,,,
4163,05/17/17,20:10:00,79.524,50.459,60.121,,,
4164,05/17/17,20:15:00,79.128,50.972,60.037,,,
4165,05/17/17,20:20:00,78.953,51.341,60.075,,,
4166,05/17/17,20:25:00,78.910,51.306,60.015,,,
4167,05/17/17,20:30:00,78.865,51.430,60.040,,,
4168,05/17/17,20:35:00,79.128,51.004,60.053,,,
4169,05/17/17,20:40:00,79.216,50.915,60.087,,,
4170,05/17/17,20:45:00,79.041,51.221,60.089,,,
4171,05/17/17,20:50:00,78.645,52.271,60.285,,,
4172,05/17/17,20:55:00,78.165,52.899,60.168,,,
4173,05/17/17,21:00:00,77.859,53.571,60.231,,,
4174,05/17/17,21:05:00,77.684,53.651,60.111,,,
4175,05/17/17,21:10:00,77.553,54.019,60.177,,,
4176,05/17/17,21:15:00,77.378,54.571,60.294,,,
4177,05/17/17,21:20:00,77.203,54.840,60.267,,,
4178,05/17/17,21:25:00,77.072,55.049,60.249,,,
4179,05/17/17,21:30:00,77.203,54.871,60.282,,,
4180,05/17/17,21:35:00,77.029,55.453,60.409,,,
4181,05/17/17,21:40:00,76.725,55.866,60.328,,,
4182,05/17/17,21:45:00,76.507,56.317,60.345,,,
4183,05/17/17,21:50:00,76.246,57.136,60.496,,,
4184,05/17/17,21:55:00,76.071,57.277,60.400,,,
4185,05/17/17,22:00:00,75.853,57.817,60.453,,,
4186,05/17/17,22:05:00,75.637,57.985,60.328,,,
4187,05/17/17,22:10:00,75.420,58.554,60.390,,,
4188,05/17/17,22:15:00,75.204,58.628,60.220,,,
4189,05/17/17,22:20:00,75.029,58.891,60.179,,,
4190,05/17/17,22:25:00,74.899,59.465,60.321,,,
4191,05/17/17,22:30:00,74.727,60.065,60.431,,,
4192,05/17/17,22:35:00,74.597,60.177,60.359,,,
4193,05/17/17,22:40:00,74.511,60.108,60.246,,,
4194,05/17/17,22:45:00,74.511,59.985,60.190,,,
4195,05/17/17,22:50:00,74.381,60.434,60.271,,,
4196,05/17/17,22:55:00,74.250,60.820,60.321,,,
4197,05/17/17,23:00:00,74.206,60.663,60.210,,,
4198,05/17/17,23:05:00,74.206,60.663,60.210,,,
4199,05/17/17,23:10:00,74.163,61.118,60.372,,,
4200,05/17/17,23:15:00,74.077,61.202,60.327,,,
4201,05/17/17,23:20:00,74.077,61.264,60.354,,,
4202,05/17/17,23:25:00,74.077,61.660,60.528,,,
4203,05/17/17,23:30:00,74.120,61.756,60.611,,,
4204,05/17/17,23:35:00,74.206,61.519,60.589,,,
4205,05/17/17,23:40:00,74.381,61.260,60.638,,,
4206,05/17/17,23:45:00,74.511,61.272,60.766,,,
4207,05/17/17,23:50:00,74.597,61.646,61.012,,,
4208,05/17/17,23:55:00,75.463,60.099,61.140,,,
4209,05/18/17,00:00:00,76.028,58.884,61.115,,,
4210,05/18/17,00:05:00,75.985,58.633,60.957,,,
4211,05/18/17,00:10:00,75.942,58.660,60.930,,,
4212,05/18/17,00:15:00,75.985,58.510,60.899,,,
4213,05/18/17,00:20:00,75.853,58.746,60.886,,,
4214,05/18/17,00:25:00,75.767,59.016,60.931,,,
4215,05/18/17,00:30:00,75.594,59.464,60.973,,,
4216,05/18/17,00:35:00,75.420,59.880,61.000,,,
4217,05/18/17,00:40:00,75.290,60.391,61.110,,,
4218,05/18/17,00:45:00,75.551,60.230,61.281,,,
4219,05/18/17,00:50:00,75.551,60.383,61.351,,,
4220,05/18/17,00:55:00,75.551,60.629,61.461,,,
4221,05/18/17,01:00:00,75.420,60.924,61.471,,,
4222,05/18/17,01:05:00,75.333,61.223,61.522,,,
4223,05/18/17,01:10:00,75.247,61.582,61.599,,,
4224,05/18/17,01:15:00,75.204,61.884,61.691,,,
4225,05/18/17,01:20:00,75.204,62.250,61.851,,,
4226,05/18/17,01:25:00,75.074,62.543,61.857,,,
4227,05/18/17,01:30:00,75.029,62.783,61.920,,,
4228,05/18/17,01:35:00,74.986,62.992,61.968,,,
4229,05/18/17,01:40:00,74.943,63.353,62.083,,,
4230,05/18/17,01:45:00,74.770,63.944,62.170,,,
4231,05/18/17,01:50:00,74.640,64.295,62.195,,,
4232,05/18/17,01:55:00,74.597,64.623,62.292,,,
4233,05/18/17,02:00:00,74.683,64.662,62.391,,,
4234,05/18/17,02:05:00,74.683,64.843,62.467,,,
4235,05/18/17,02:10:00,74.597,65.318,62.582,,,
4236,05/18/17,02:15:00,74.597,65.619,62.706,,,
4237,05/18/17,02:20:00,74.554,65.916,62.787,,,
4238,05/18/17,02:25:00,74.554,66.156,62.886,,,
4239,05/18/17,02:30:00,74.554,66.487,63.021,,,
4240,05/18/17,02:35:00,74.554,66.667,63.095,,,
4241,05/18/17,02:40:00,74.511,66.873,63.136,,,
4242,05/18/17,02:45:00,74.511,67.053,63.210,,,
4243,05/18/17,02:50:00,74.467,67.378,63.298,,,
4244,05/18/17,02:55:00,74.424,67.732,63.399,,,
4245,05/18/17,03:00:00,74.338,68.052,63.444,,,
4246,05/18/17,03:05:00,74.250,67.924,63.311,,,
4247,05/18/17,03:10:00,74.250,68.223,63.430,,,
4248,05/18/17,03:15:00,74.163,68.631,63.507,,,
4249,05/18/17,03:20:00,74.077,68.771,63.480,,,
4250,05/18/17,03:25:00,74.034,69.124,63.576,,,
4251,05/18/17,03:30:00,73.990,69.208,63.568,,,
4252,05/18/17,03:35:00,73.904,69.467,63.586,,,
4253,05/18/17,03:40:00,73.818,69.725,63.603,,,
4254,05/18/17,03:45:00,73.774,70.017,63.673,,,
4255,05/18/17,03:50:00,73.774,70.165,63.730,,,
4256,05/18/17,03:55:00,73.731,70.397,63.777,,,
4257,05/18/17,04:00:00,73.645,70.624,63.783,,,
4258,05/18/17,04:05:00,73.602,70.856,63.828,,,
4259,05/18/17,04:10:00,73.558,71.117,63.885,,,
4260,05/18/17,04:15:00,73.472,71.196,63.833,,,
4261,05/18/17,04:20:00,73.386,71.482,63.856,,,
4262,05/18/17,04:25:00,73.386,71.688,63.934,,,
