"Plot Title:  10884512"
"#","Date","Time, GMT-04:00","Temp, °F (LGR S/N: 10884512, SEN S/N: 10884512)","RH, % (LGR S/N: 10884512, SEN S/N: 10884512)","DewPt, °F (LGR S/N: 10884512, SEN S/N: 10884512)","Coupler Detached (LGR S/N: 10884512, SEN S/N: 10884512)","Coupler Attached (LGR S/N: 10884512, SEN S/N: 10884512)","Stopped (LGR S/N: 10884512, SEN S/N: 10884512)","End Of File (LGR S/N: 10884512, SEN S/N: 10884512)"
1,05/11/17,10:00:00,79.435,53.535,61.678,Logged,,,
2,05/11/17,10:05:00,79.480,54.044,61.981,,,,
3,05/11/17,10:10:00,78.645,54.798,61.588,,,,
4,05/11/17,10:15:00,78.076,56.664,61.981,,,,
5,05/11/17,10:20:00,78.777,54.557,61.588,,,,
6,05/11/17,10:25:00,78.822,54.182,61.439,,,,
7,05/11/17,10:30:00,79.876,52.492,61.540,,,,
8,05/11/17,10:35:00,80.184,51.497,61.295,,,,
9,05/11/17,10:40:00,80.713,48.846,60.314,,,,
10,05/11/17,10:45:00,80.845,49.691,60.912,,,,
11,05/11/17,10:50:00,80.935,49.023,60.616,,,,
12,05/11/17,10:55:00,83.064,46.162,60.885,,,,
13,05/11/17,11:00:00,82.708,45.617,60.228,,,,
14,05/11/17,11:05:00,82.218,46.235,60.159,,,,
15,05/11/17,11:10:00,82.753,45.978,60.489,,,,
16,05/11/17,11:15:00,81.909,46.279,59.902,,,,
17,05/11/17,11:20:00,81.554,47.292,60.183,,,,
18,05/11/17,11:25:00,82.130,46.294,60.114,,,,
19,05/11/17,11:30:00,81.909,45.857,59.646,,,,
20,05/11/17,11:35:00,82.976,45.178,60.201,,,,
21,05/11/17,11:40:00,82.575,45.608,60.100,,,,
22,05/11/17,11:45:00,83.242,45.294,60.514,,,,
23,05/11/17,11:50:00,83.736,45.816,61.282,,,,
24,05/11/17,11:55:00,84.632,43.845,60.858,,,,
25,05/11/17,12:00:00,84.049,44.463,60.724,,,,
26,05/11/17,12:05:00,85.172,43.023,60.813,,,,
27,05/11/17,12:10:00,85.397,41.716,60.145,,,,
28,05/11/17,12:15:00,84.407,42.712,59.920,,,,
29,05/11/17,12:20:00,83.824,43.103,59.650,,,,
30,05/11/17,12:25:00,83.021,44.200,59.628,,,,
31,05/11/17,12:30:00,83.691,45.225,60.877,,,,
32,05/11/17,12:35:00,85.127,42.625,60.510,,,,
33,05/11/17,12:40:00,83.646,43.847,59.968,,,,
34,05/11/17,12:45:00,85.802,41.774,60.548,,,,
35,05/11/17,12:50:00,85.577,41.926,60.449,,,,
36,05/11/17,12:55:00,85.035,42.685,60.469,,,,
37,05/11/17,13:00:00,84.945,41.755,59.767,,,,
38,05/11/17,13:05:00,84.945,43.009,60.600,,,,
39,05/11/17,13:10:00,85.035,42.553,60.381,,,,
40,05/11/17,13:15:00,85.622,41.597,60.267,,,,
41,05/11/17,13:20:00,85.532,44.362,62.004,,,,
42,05/11/17,13:25:00,86.346,41.475,60.834,,,,
43,05/11/17,13:30:00,87.073,41.818,61.720,,,,
44,05/11/17,13:35:00,86.482,40.520,60.296,,,,
45,05/11/17,13:40:00,85.802,42.469,61.014,,,,
46,05/11/17,13:45:00,86.029,39.661,59.286,,,,
47,05/11/17,13:50:00,86.891,39.010,59.585,,,,
48,05/11/17,13:55:00,86.891,39.478,59.923,,,,
