"Plot Title:  10635597"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10635597, SEN S/N: 10635597, LBL:  10635597_T)","RH, % (LGR S/N: 10635597, SEN S/N: 10635597, LBL:  10635597_RH)","DewPt, °F (LGR S/N: 10635597, SEN S/N: 10635597)","Coupler Detached (LGR S/N: 10635597, SEN S/N: 10635597)","Coupler Attached (LGR S/N: 10635597, SEN S/N: 10635597)","Stopped (LGR S/N: 10635597, SEN S/N: 10635597)","End Of File (LGR S/N: 10635597, SEN S/N: 10635597)"
1,05/01/17,12:55:00,68.356,52.518,50.880,Logged,,,
2,05/01/17,13:00:00,67.714,50.627,49.318,,,,
3,05/01/17,13:05:00,67.627,51.652,49.766,,,,
4,05/01/17,13:10:00,67.627,50.996,49.431,,,,
5,05/01/17,13:15:00,68.400,49.988,49.617,,,,
6,05/01/17,13:20:00,67.456,49.070,48.261,,,,
7,05/01/17,13:25:00,68.099,48.707,48.655,,,,
8,05/01/17,13:30:00,68.913,49.145,49.640,,,,
9,05/01/17,13:35:00,68.828,47.780,48.817,,,,
10,05/01/17,13:40:00,70.201,48.004,50.200,,,,
11,05/01/17,13:45:00,69.985,45.124,48.362,,,,
12,05/01/17,13:50:00,69.814,45.112,48.198,,,,
13,05/01/17,13:55:00,69.985,45.794,48.753,,,,
14,05/01/17,14:00:00,70.286,44.824,48.457,,,,
15,05/01/17,14:05:00,71.017,44.198,48.747,,,,
16,05/01/17,14:10:00,70.716,43.793,48.231,,,,
17,05/01/17,14:15:00,70.759,43.603,48.153,,,,
18,05/01/17,14:20:00,70.716,44.852,48.866,,,,
19,05/01/17,14:25:00,70.974,43.681,48.396,,,,
20,05/01/17,14:30:00,71.017,43.201,48.141,,,,
21,05/01/17,14:35:00,72.007,43.200,49.035,,,,
22,05/01/17,14:40:00,71.920,42.483,48.511,,,,
23,05/01/17,14:45:00,72.093,41.749,48.202,,,,
24,05/01/17,14:50:00,72.696,42.014,48.913,,,,
25,05/01/17,14:55:00,72.653,41.330,48.436,,,,
26,05/01/17,15:00:00,73.213,42.014,49.381,,,,
27,05/01/17,15:05:00,73.602,40.410,48.686,,,,
28,05/01/17,15:10:00,74.077,39.393,48.427,,,,
29,05/01/17,15:15:00,74.338,37.403,47.266,,,,
30,05/01/17,15:20:00,75.029,37.145,47.694,,,,
31,05/01/17,15:25:00,74.770,35.841,46.503,,,,
32,05/01/17,15:30:00,74.683,35.438,46.123,,,,
33,05/01/17,15:35:00,75.508,35.183,46.656,,,,
34,05/01/17,15:40:00,74.640,35.867,46.407,,,,
35,05/01/17,15:45:00,74.943,36.810,47.374,,,,
36,05/01/17,15:50:00,76.246,36.219,48.090,,,,
37,05/01/17,15:55:00,75.637,37.410,48.425,,,,
38,05/01/17,16:00:00,75.898,36.531,48.015,,,,
39,05/01/17,16:05:00,76.158,36.678,48.353,,,,
40,05/01/17,16:10:00,77.029,36.726,49.159,,,,
41,05/01/17,16:15:00,75.767,37.186,48.378,,,,
42,05/01/17,16:20:00,76.246,37.873,49.298,,,,
43,05/01/17,16:25:00,76.203,38.530,49.725,,,,
44,05/01/17,16:30:00,75.898,38.711,49.581,,,,
45,05/01/17,16:35:00,76.203,38.958,50.023,,,,
