"Plot Title:  10635584"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10635584, SEN S/N: 10635584, LBL:  10635584_T)","RH, % (LGR S/N: 10635584, SEN S/N: 10635584, LBL:  10635584_RH)","DewPt, °F (LGR S/N: 10635584, SEN S/N: 10635584)","Coupler Detached (LGR S/N: 10635584, SEN S/N: 10635584)","Coupler Attached (LGR S/N: 10635584, SEN S/N: 10635584)","Stopped (LGR S/N: 10635584, SEN S/N: 10635584)","End Of File (LGR S/N: 10635584, SEN S/N: 10635584)"
1,05/01/17,15:20:00,75.637,41.056,50.940,Logged,,,
2,05/01/17,15:25:00,74.856,39.176,48.974,,,,
3,05/01/17,15:30:00,75.767,39.098,49.734,,,,
4,05/01/17,15:35:00,75.463,37.796,48.547,,,,
5,05/01/17,15:40:00,75.463,39.178,49.518,,,,
6,05/01/17,15:45:00,75.117,38.501,48.736,,,,
7,05/01/17,15:50:00,75.767,37.582,48.664,,,,
8,05/01/17,15:55:00,74.943,39.050,48.963,,,,
9,05/01/17,16:00:00,75.074,38.729,48.857,,,,
10,05/01/17,16:05:00,75.247,39.002,49.203,,,,
11,05/01/17,16:10:00,75.942,41.042,51.202,,,,
12,05/01/17,16:15:00,76.071,39.707,50.423,,,,
13,05/01/17,16:20:00,76.375,41.526,51.912,,,,
14,05/01/17,16:25:00,76.636,40.429,51.418,,,,
15,05/01/17,16:30:00,76.768,40.535,51.607,,,,
16,05/01/17,16:35:00,76.332,41.262,51.699,,,,
17,05/01/17,16:40:00,75.463,41.339,50.970,,,,
18,05/01/17,16:45:00,76.332,41.490,51.850,,,,
19,05/01/17,16:50:00,75.942,41.923,51.778,,,,
20,05/01/17,16:55:00,76.725,42.559,52.894,,,,
21,05/01/17,17:00:00,76.028,42.320,52.113,,,,
22,05/01/17,17:05:00,76.375,41.068,51.611,,,,
23,05/01/17,17:10:00,76.593,40.885,51.685,,,,
24,05/01/17,17:15:00,76.332,39.525,50.533,,,,
25,05/01/17,17:20:00,77.160,39.837,51.485,,,,
26,05/01/17,17:25:00,76.507,37.028,48.918,,,,
27,05/01/17,17:30:00,76.028,36.141,47.838,,,,
28,05/01/17,17:35:00,75.420,35.710,46.978,,,,
29,05/01/17,17:40:00,75.463,33.916,45.630,,,,
30,05/01/17,17:45:00,75.160,34.833,46.080,,,,
31,05/01/17,17:50:00,74.986,36.382,47.097,,,,
32,05/01/17,17:55:00,74.813,36.902,47.325,,,,
33,05/01/17,18:00:00,74.683,37.027,47.300,,,,
34,05/01/17,18:05:00,74.727,36.434,46.906,,,,
35,05/01/17,18:10:00,74.640,36.595,46.947,,,,
36,05/01/17,18:15:00,74.511,35.860,46.287,,,,
37,05/01/17,18:20:00,74.467,35.261,45.797,,,,
38,05/01/17,18:25:00,74.381,35.256,45.718,,,,
39,05/01/17,18:30:00,74.077,36.068,46.060,,,,
40,05/01/17,18:35:00,73.947,35.697,45.669,,,,
41,05/01/17,18:40:00,73.947,33.439,43.921,,,,
42,05/01/17,18:45:00,73.904,32.502,43.126,,,,
43,05/01/17,18:50:00,73.645,32.256,42.696,,,,
44,05/01/17,18:55:00,73.386,32.777,42.897,,,,
45,05/01/17,19:00:00,72.869,33.584,43.092,,,,
46,05/01/17,19:05:00,72.739,33.377,42.814,,,,
47,05/01/17,19:10:00,72.394,33.692,42.760,,,,
48,05/01/17,19:15:00,72.610,32.138,41.697,,,,
49,05/01/17,19:20:00,72.136,32.748,41.781,,,,
50,05/01/17,19:25:00,72.050,31.743,40.881,,,,
51,05/01/17,19:30:00,71.404,32.911,41.272,,,,
52,05/01/17,19:35:00,71.103,33.361,41.367,,,,
