"Plot Title:  10635575"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10635575, SEN S/N: 10635575, LBL:  10635575_T)","RH, % (LGR S/N: 10635575, SEN S/N: 10635575, LBL:  10635575_RH)","DewPt, °F (LGR S/N: 10635575, SEN S/N: 10635575)","Coupler Detached (LGR S/N: 10635575, SEN S/N: 10635575)","Coupler Attached (LGR S/N: 10635575, SEN S/N: 10635575)","Stopped (LGR S/N: 10635575, SEN S/N: 10635575)","End Of File (LGR S/N: 10635575, SEN S/N: 10635575)"
1,07/12/16,10:20:21,80.978,71.113,71.024,Logged,,,
2,07/12/16,10:25:21,82.042,70.893,71.960,,,,
3,07/12/16,10:30:21,81.244,70.092,70.876,,,,
4,07/12/16,10:35:21,80.668,71.171,70.749,,,,
5,07/12/16,10:40:21,81.199,71.016,71.199,,,,
6,07/12/16,10:45:21,81.730,70.322,71.436,,,,
7,07/12/16,10:50:21,82.665,69.694,72.081,,,,
8,07/12/16,10:55:21,82.620,68.301,71.472,,,,
9,07/12/16,11:00:21,83.467,68.566,72.392,,,,
10,07/12/16,11:05:21,84.049,65.667,71.730,,,,
11,07/12/16,11:10:21,82.798,68.167,71.587,,,,
12,07/12/16,11:15:21,82.886,68.872,71.962,,,,
13,07/12/16,11:20:21,82.931,67.725,71.532,,,,
14,07/12/16,11:25:21,82.931,67.300,71.355,,,,
15,07/12/16,11:30:21,82.486,67.621,71.064,,,,
16,07/12/16,11:35:21,82.441,68.465,71.368,,,,
17,07/12/16,11:40:21,84.094,66.650,72.190,,,,
18,07/12/16,11:45:21,82.396,68.369,71.287,,,,
19,07/12/16,11:50:21,83.467,67.686,72.028,,,,
20,07/12/16,11:55:21,84.049,65.943,71.847,,,,
21,07/12/16,12:00:21,84.227,64.610,71.440,,,,
22,07/12/16,12:05:21,84.812,64.541,71.965,,,,
23,07/12/16,12:10:21,85.712,62.614,71.958,,,,
24,07/12/16,12:15:21,84.857,63.126,71.379,,,,
25,07/12/16,12:20:21,84.452,62.935,70.911,,,,
26,07/12/16,12:25:21,83.646,63.972,70.608,,,,
27,07/12/16,12:30:21,85.577,62.602,71.825,,,,
28,07/12/16,12:35:21,86.164,59.314,70.842,,,,
29,07/12/16,12:40:21,86.844,58.900,71.280,,,,
30,07/12/16,12:45:21,86.119,59.843,71.053,,,,
31,07/12/16,12:50:21,86.074,59.369,70.783,,,,
32,07/12/16,12:55:21,85.577,60.110,70.669,,,,
33,07/12/16,13:00:21,87.391,58.789,71.739,,,,
34,07/12/16,13:05:21,87.255,59.312,71.865,,,,
35,07/12/16,13:10:21,86.437,59.023,70.956,,,,
36,07/12/16,13:15:21,87.210,57.479,70.921,,,,
37,07/12/16,13:20:21,87.346,58.501,71.555,,,,
38,07/12/16,13:25:21,86.891,58.589,71.172,,,,
39,07/12/16,13:30:21,88.351,57.224,71.863,,,,
40,07/12/16,13:35:21,88.259,56.264,71.290,,,,
41,07/12/16,13:40:21,87.118,58.482,71.332,,,,
42,07/12/16,13:45:21,86.754,58.294,70.900,,,,
43,07/12/16,13:50:21,87.210,58.521,71.436,,,,
44,07/12/16,13:55:21,88.167,57.463,71.811,,,,
45,07/12/16,14:00:21,87.620,57.639,71.386,,,,
46,07/12/16,14:05:21,87.710,56.823,71.062,,,,
47,07/12/16,14:10:21,87.391,56.385,70.542,,,,
48,07/12/16,14:15:21,86.981,57.776,70.857,,,,
49,07/12/16,14:20:21,86.664,58.381,70.857,,,,
50,07/12/16,14:25:21,87.073,58.352,71.226,,,,
51,07/12/16,14:30:21,87.073,59.140,71.609,,,,
52,07/12/16,14:35:21,86.799,59.242,71.404,,,,
53,07/12/16,14:40:21,87.118,59.175,71.670,,,,
54,07/12/16,14:45:21,87.255,58.683,71.559,,,,
55,07/12/16,14:50:21,86.572,59.726,71.422,,,,
56,07/12/16,14:55:21,88.810,57.103,72.230,,,,
57,07/12/16,15:00:21,87.163,57.570,70.925,,,,
58,07/12/16,15:05:21,88.351,57.541,72.021,,,,
59,07/12/16,15:10:21,88.443,55.705,71.173,,,,
60,07/12/16,15:15:21,87.073,57.183,70.646,,,,
61,07/12/16,15:20:21,87.573,57.604,71.325,,,,
62,07/12/16,15:25:21,86.936,57.994,70.921,,,,
63,07/12/16,15:30:21,86.572,58.531,70.844,,,,
64,07/12/16,15:35:21,86.119,60.125,71.186,,,,
65,07/12/16,15:40:21,77.464,75.351,69.226,,,,
66,07/12/16,15:45:21,74.640,86.816,70.282,,,,
67,07/12/16,15:50:21,75.290,87.344,71.085,,,,
68,07/12/16,15:55:21,76.071,87.167,71.803,,,,
69,07/12/16,16:00:21,76.419,87.156,72.144,,,,
70,07/12/16,16:05:21,77.421,86.894,73.053,,,,
71,07/12/16,16:10:21,78.382,86.064,73.742,,,,
72,07/12/16,16:15:21,80.404,83.542,74.919,,,,
73,07/12/16,16:20:21,81.333,81.362,75.101,,,,
74,07/12/16,16:25:21,82.886,78.877,75.760,,,,
75,07/12/16,16:30:21,83.869,76.379,75.814,,,,
76,07/12/16,16:35:21,83.332,74.783,74.701,,,,
77,07/12/16,16:40:21,84.497,71.836,74.694,,,,
78,07/12/16,16:45:21,84.407,71.496,74.475,,,,
79,07/12/16,16:50:21,83.779,72.181,74.138,,,,
80,07/12/16,16:55:21,84.272,70.731,74.041,,,,
81,07/12/16,17:00:21,84.497,68.698,73.432,,,,
82,07/12/16,17:05:21,84.094,68.901,73.128,,,,
83,07/12/16,17:10:21,83.824,68.177,72.574,,,,
84,07/12/16,17:15:21,83.869,67.269,72.239,,,,
85,07/12/16,17:20:21,83.511,67.447,71.971,,,,
86,07/12/16,17:25:21,83.959,66.759,72.109,,,,
87,07/12/16,17:30:21,84.542,66.265,72.455,,,,
88,07/12/16,17:35:21,84.812,64.972,72.153,,,,
89,07/12/16,17:40:21,84.677,64.652,71.884,,,,
90,07/12/16,17:45:21,84.857,64.730,72.090,,,,
91,07/12/16,17:50:21,84.767,64.906,72.082,,,,
92,07/12/16,17:55:21,84.857,64.976,72.198,,,,
93,07/12/16,18:00:21,84.945,64.492,72.072,,,,
94,07/12/16,18:05:21,85.082,64.690,72.286,,,,
95,07/12/16,18:10:21,84.990,64.897,72.291,,,,
96,07/12/16,18:15:21,84.900,65.288,72.376,,,,
97,07/12/16,18:20:21,84.945,64.739,72.180,,,,
98,07/12/16,18:25:21,83.779,66.193,71.697,,,,
99,07/12/16,18:30:21,83.377,67.069,71.685,,,,
100,07/12/16,18:35:21,83.154,67.564,71.679,,,,
101,07/12/16,18:40:21,82.976,67.911,71.652,,,,
102,07/12/16,18:45:21,82.798,68.106,71.562,,,,
103,07/12/16,18:50:21,82.753,68.435,71.654,,,,
104,07/12/16,18:55:21,82.620,68.724,71.645,,,,
105,07/12/16,19:00:21,82.530,68.987,71.667,,,,
106,07/12/16,19:05:21,82.396,69.246,71.643,,,,
107,07/12/16,19:10:21,82.353,69.543,71.721,,,,
108,07/12/16,19:15:21,82.218,69.800,71.697,,,,
109,07/12/16,19:20:21,82.263,69.775,71.730,,,,
110,07/12/16,19:25:21,82.130,69.942,71.668,,,,
111,07/12/16,19:30:21,81.952,70.224,71.611,,,,
112,07/12/16,19:35:21,81.642,70.583,71.454,,,,
113,07/12/16,19:40:21,81.509,71.228,71.580,,,,
114,07/12/16,19:45:21,81.421,71.099,71.443,,,,
115,07/12/16,19:50:21,81.154,71.758,71.445,,,,
116,07/12/16,19:55:21,81.199,71.405,71.352,,,,
117,07/12/16,20:00:21,81.111,71.246,71.204,,,,
118,07/12/16,20:05:21,81.244,70.542,71.055,,,,
119,07/12/16,20:10:21,81.154,70.473,70.943,,,,
120,07/12/16,20:15:21,81.244,69.912,70.804,,,,
121,07/12/16,20:20:21,80.890,70.416,70.666,,,,
122,07/12/16,20:25:21,80.713,70.697,70.606,,,,
123,07/12/16,20:30:21,80.625,70.599,70.482,,,,
124,07/12/16,20:35:21,80.537,70.649,70.417,,,,
125,07/12/16,20:40:21,80.492,70.794,70.432,,,,
126,07/12/16,20:45:21,80.537,70.739,70.453,,,,
127,07/12/16,20:50:21,80.713,70.667,70.594,,,,
128,07/12/16,20:55:21,80.404,73.374,71.339,,,,
129,07/12/16,21:00:21,79.876,74.616,71.292,,,,
130,07/12/16,21:05:21,79.304,74.348,70.641,,,,
131,07/12/16,21:10:21,78.953,75.045,70.558,,,,
132,07/12/16,21:15:21,78.777,76.314,70.848,,,,
133,07/12/16,21:20:21,78.645,77.115,71.006,,,,
134,07/12/16,21:25:21,78.514,78.001,71.191,,,,
135,07/12/16,21:30:21,78.382,78.594,71.271,,,,
136,07/12/16,21:35:21,78.339,78.994,71.366,,,,
137,07/12/16,21:40:21,78.296,79.306,71.431,,,,
138,07/12/16,21:45:21,78.251,79.503,71.456,,,,
139,07/12/16,21:50:21,78.208,79.930,71.559,,,,
140,07/12/16,21:55:21,78.076,80.058,71.476,,,,
141,07/12/16,22:00:21,77.815,80.716,71.442,,,,
142,07/12/16,22:05:21,77.727,80.935,71.429,,,,
143,07/12/16,22:10:21,77.770,80.940,71.474,,,,
144,07/12/16,22:15:21,77.815,80.802,71.470,,,,
145,07/12/16,22:20:21,77.684,81.102,71.443,,,,
146,07/12/16,22:25:21,77.596,81.120,71.364,,,,
147,07/12/16,22:30:21,77.509,81.253,71.323,,,,
148,07/12/16,22:35:21,77.378,81.665,71.332,,,,
149,07/12/16,22:40:21,77.292,82.253,71.440,,,,
150,07/12/16,22:45:21,77.292,82.310,71.460,,,,
151,07/12/16,22:50:21,77.247,82.447,71.461,,,,
152,07/12/16,22:55:21,77.117,82.971,71.505,,,,
153,07/12/16,23:00:21,76.942,83.120,71.382,,,,
154,07/12/16,23:05:21,76.942,83.431,71.483,,,,
155,07/12/16,23:10:21,76.854,83.619,71.458,,,,
156,07/12/16,23:15:21,76.986,83.493,71.546,,,,
157,07/12/16,23:20:21,76.854,83.647,71.467,,,,
158,07/12/16,23:25:21,76.811,83.670,71.431,,,,
159,07/12/16,23:30:21,76.681,83.908,71.380,,,,
160,07/12/16,23:35:21,76.507,84.225,71.310,,,,
161,07/12/16,23:40:21,76.375,84.462,71.258,,,,
162,07/12/16,23:45:21,76.114,84.964,71.159,,,,
163,07/12/16,23:50:21,75.985,85.593,71.229,,,,
164,07/12/16,23:55:21,75.810,85.851,71.139,,,,
165,07/13/16,00:00:21,75.767,86.208,71.208,,,,
166,07/13/16,00:05:21,75.637,86.527,71.177,,,,
167,07/13/16,00:10:21,75.508,87.011,71.197,,,,
168,07/13/16,00:15:21,75.508,87.095,71.224,,,,
169,07/13/16,00:20:21,75.290,87.539,71.145,,,,
170,07/13/16,00:25:21,75.376,87.633,71.258,,,,
171,07/13/16,00:30:21,75.204,88.054,71.215,,,,
172,07/13/16,00:35:21,75.160,88.048,71.170,,,,
173,07/13/16,00:40:21,75.117,88.623,71.299,,,,
174,07/13/16,00:45:21,75.074,89.004,71.371,,,,
175,07/13/16,00:50:21,75.029,89.080,71.352,,,,
176,07/13/16,00:55:21,75.029,89.273,71.409,,,,
177,07/13/16,01:00:21,74.770,89.569,71.238,,,,
178,07/13/16,01:05:21,74.727,89.865,71.283,,,,
179,07/13/16,01:10:21,74.511,90.110,71.141,,,,
180,07/13/16,01:15:21,74.467,90.433,71.191,,,,
181,07/13/16,01:20:21,74.554,90.609,71.328,,,,
182,07/13/16,01:25:21,74.511,90.822,71.348,,,,
183,07/13/16,01:30:21,74.381,90.777,71.206,,,,
184,07/13/16,01:35:21,74.338,91.044,71.240,,,,
185,07/13/16,01:40:21,74.338,91.071,71.249,,,,
186,07/13/16,01:45:21,74.381,91.132,71.308,,,,
187,07/13/16,01:50:21,74.381,91.077,71.292,,,,
188,07/13/16,01:55:21,74.381,91.132,71.308,,,,
189,07/13/16,02:00:21,74.381,91.159,71.317,,,,
190,07/13/16,02:05:21,74.338,91.071,71.249,,,,
191,07/13/16,02:10:21,74.338,90.907,71.200,,,,
192,07/13/16,02:15:21,74.250,90.868,71.103,,,,
193,07/13/16,02:20:21,74.163,90.884,71.022,,,,
194,07/13/16,02:25:21,73.947,90.909,70.815,,,,
195,07/13/16,02:30:21,73.774,91.050,70.684,,,,
196,07/13/16,02:35:21,73.774,91.512,70.817,,,,
197,07/13/16,02:40:21,73.731,91.534,70.779,,,,
198,07/13/16,02:45:21,73.558,91.700,70.655,,,,
199,07/13/16,02:50:21,73.731,91.751,70.842,,,,
200,07/13/16,02:55:21,73.688,91.799,70.813,,,,
201,07/13/16,03:00:21,73.645,91.848,70.785,,,,
202,07/13/16,03:05:21,73.429,92.008,70.615,,,,
203,07/13/16,03:10:21,73.299,92.342,70.581,,,,
