"Plot Title:  10635581"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10635581, SEN S/N: 10635581, LBL:  10635581_T)","RH, % (LGR S/N: 10635581, SEN S/N: 10635581, LBL:  10635581_RH)","DewPt, °F (LGR S/N: 10635581, SEN S/N: 10635581)","Coupler Detached (LGR S/N: 10635581, SEN S/N: 10635581)","Coupler Attached (LGR S/N: 10635581, SEN S/N: 10635581)","Stopped (LGR S/N: 10635581, SEN S/N: 10635581)","End Of File (LGR S/N: 10635581, SEN S/N: 10635581)"
1,07/11/16,08:52:01,76.854,81.631,70.808,Logged,,,
2,07/11/16,08:57:01,77.292,81.284,71.119,,,,
3,07/11/16,09:02:01,77.596,80.576,71.181,,,,
4,07/11/16,09:07:01,77.639,80.409,71.166,,,,
5,07/11/16,09:12:01,77.727,79.500,70.943,,,,
6,07/11/16,09:17:01,77.945,79.381,71.116,,,,
7,07/11/16,09:22:01,78.121,79.199,71.224,,,,
8,07/11/16,09:27:01,78.251,79.215,71.357,,,,
9,07/11/16,09:32:01,78.382,78.826,71.350,,,,
10,07/11/16,09:37:01,78.559,78.035,71.245,,,,
11,07/11/16,09:42:01,78.690,77.411,71.154,,,,
12,07/11/16,09:47:01,78.645,77.202,71.037,,,,
13,07/11/16,09:52:01,78.777,77.305,71.200,,,,
14,07/11/16,09:57:01,78.865,77.285,71.280,,,,
15,07/11/16,10:02:01,79.041,77.101,71.384,,,,
16,07/11/16,10:07:01,78.910,76.941,71.200,,,,
17,07/11/16,10:12:01,79.261,76.922,71.533,,,,
18,07/11/16,10:17:01,79.524,75.958,71.443,,,,
19,07/11/16,10:22:01,80.361,76.079,72.298,,,,
20,07/11/16,10:27:01,81.023,73.410,71.951,,,,
21,07/11/16,10:32:01,80.625,73.249,71.505,,,,
22,07/11/16,10:37:01,81.066,72.910,71.803,,,,
23,07/11/16,10:42:01,81.597,71.804,71.890,,,,
24,07/11/16,10:47:01,82.130,71.591,72.320,,,,
25,07/11/16,10:52:01,82.665,69.634,72.057,,,,
26,07/11/16,10:57:01,82.353,69.301,71.623,,,,
27,07/11/16,11:02:01,82.308,69.689,71.737,,,,
28,07/11/16,11:07:01,82.708,69.397,72.003,,,,
29,07/11/16,11:12:01,82.753,69.824,72.217,,,,
30,07/11/16,11:17:01,82.575,69.233,71.809,,,,
31,07/11/16,11:22:01,82.575,69.655,71.980,,,,
32,07/11/16,11:27:01,83.021,68.824,72.070,,,,
33,07/11/16,11:32:01,82.931,68.089,71.683,,,,
34,07/11/16,11:37:01,82.841,69.441,72.149,,,,
35,07/11/16,11:42:01,83.242,68.544,72.169,,,,
36,07/11/16,11:47:01,82.931,70.083,72.493,,,,
37,07/11/16,11:52:01,83.736,66.860,71.938,,,,
38,07/11/16,11:57:01,84.990,66.522,72.993,,,,
39,07/11/16,12:02:01,84.272,65.842,72.018,,,,
40,07/11/16,12:07:01,85.035,65.393,72.550,,,,
41,07/11/16,12:12:01,86.391,63.792,73.132,,,,
42,07/11/16,12:17:01,86.527,61.318,72.131,,,,
43,07/11/16,12:22:01,87.436,60.615,72.658,,,,
44,07/11/16,12:27:01,87.255,59.375,71.895,,,,
45,07/11/16,12:32:01,89.454,58.836,73.697,,,,
46,07/11/16,12:37:01,87.620,58.303,71.713,,,,
47,07/11/16,12:42:01,88.810,58.276,72.817,,,,
48,07/11/16,12:47:01,89.040,56.136,71.951,,,,
49,07/11/16,12:52:01,90.194,55.941,72.927,,,,
50,07/11/16,12:57:01,88.351,55.634,71.051,,,,
51,07/11/16,13:02:01,87.163,57.570,70.925,,,,
52,07/11/16,13:07:01,87.802,59.044,72.248,,,,
53,07/11/16,13:12:01,89.407,55.719,72.079,,,,
54,07/11/16,13:17:01,89.823,56.486,72.862,,,,
55,07/11/16,13:22:01,89.085,55.693,71.766,,,,
56,07/11/16,13:27:01,89.731,55.616,72.327,,,,
57,07/11/16,13:32:01,89.362,55.172,71.751,,,,
58,07/11/16,13:37:01,88.902,56.761,72.142,,,,
59,07/11/16,13:42:01,90.471,54.939,72.660,,,,
60,07/11/16,13:47:01,89.823,53.508,71.294,,,,
61,07/11/16,13:52:01,90.982,53.467,72.347,,,,
62,07/11/16,13:57:01,91.449,53.116,72.586,,,,
63,07/11/16,14:02:01,91.402,52.595,72.257,,,,
64,07/11/16,14:07:01,90.891,51.845,71.366,,,,
65,07/11/16,14:12:01,90.891,51.683,71.274,,,,
66,07/11/16,14:17:01,91.170,51.671,71.526,,,,
67,07/11/16,14:22:01,91.263,52.714,72.192,,,,
68,07/11/16,14:27:01,90.657,52.571,71.555,,,,
69,07/11/16,14:32:01,89.224,54.649,71.348,,,,
70,07/11/16,14:37:01,89.499,54.446,71.497,,,,
71,07/11/16,14:42:01,90.657,53.281,71.944,,,,
72,07/11/16,14:47:01,90.797,52.420,71.600,,,,
73,07/11/16,14:52:01,90.891,51.812,71.348,,,,
74,07/11/16,14:57:01,91.170,52.060,71.744,,,,
75,07/11/16,15:02:01,90.936,51.492,71.209,,,,
76,07/11/16,15:07:01,90.239,51.440,70.540,,,,
77,07/11/16,15:12:01,90.379,52.550,71.287,,,,
78,07/11/16,15:17:01,89.499,53.064,70.756,,,,
79,07/11/16,15:22:01,89.731,53.372,71.136,,,,
80,07/11/16,15:27:01,90.750,52.675,71.699,,,,
81,07/11/16,15:32:01,90.657,50.660,70.480,,,,
82,07/11/16,15:37:01,90.100,51.203,70.277,,,,
83,07/11/16,15:42:01,90.009,51.164,70.171,,,,
84,07/11/16,15:47:01,89.915,51.416,70.227,,,,
85,07/11/16,15:52:01,89.776,51.892,70.365,,,,
86,07/11/16,15:57:01,90.286,50.893,70.272,,,,
87,07/11/16,16:02:01,90.703,49.556,69.885,,,,
88,07/11/16,16:07:01,90.471,50.061,69.966,,,,
89,07/11/16,16:12:01,90.982,49.511,70.115,,,,
