"Plot Title:  10635593"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10635593, SEN S/N: 10635593, LBL:  10635593_T)","RH, % (LGR S/N: 10635593, SEN S/N: 10635593, LBL:  10635593_RH)","DewPt, °F (LGR S/N: 10635593, SEN S/N: 10635593)","Coupler Detached (LGR S/N: 10635593, SEN S/N: 10635593)","Coupler Attached (LGR S/N: 10635593, SEN S/N: 10635593)","Stopped (LGR S/N: 10635593, SEN S/N: 10635593)","End Of File (LGR S/N: 10635593, SEN S/N: 10635593)"
1,04/03/15,09:02:18,66.985,65.782,55.517,Logged,,,
2,04/03/15,09:07:18,67.114,65.022,55.335,,,,
3,04/03/15,09:12:18,67.114,65.260,55.431,,,,
4,04/03/15,09:17:18,67.285,64.203,55.164,,,,
5,04/03/15,09:22:18,67.199,64.105,55.044,,,,
6,04/03/15,09:27:18,67.500,63.565,55.107,,,,
7,04/03/15,09:32:18,68.142,62.815,55.404,,,,
8,04/03/15,09:37:18,68.527,61.705,55.299,,,,
9,04/03/15,09:42:18,69.343,60.050,55.350,,,,
10,04/03/15,09:47:18,69.600,58.578,54.932,,,,
11,04/03/15,09:52:18,70.201,56.602,54.585,,,,
12,04/03/15,09:57:18,71.190,54.516,54.505,,,,
13,04/03/15,10:02:18,71.704,54.308,54.883,,,,
14,04/03/15,10:07:18,72.783,50.375,53.863,,,,
15,04/03/15,10:12:18,73.947,49.161,54.279,,,,
16,04/03/15,10:17:18,74.424,49.068,54.664,,,,
17,04/03/15,10:22:18,75.029,46.522,53.776,,,,
18,04/03/15,10:27:18,74.295,44.348,51.813,,,,
19,04/03/15,10:32:18,74.381,43.870,51.598,,,,
20,04/03/15,10:37:18,75.029,42.485,51.318,,,,
21,04/03/15,10:42:18,75.898,41.006,51.141,,,,
22,04/03/15,10:47:18,76.725,41.188,52.003,,,,
23,04/03/15,10:52:18,76.419,39.826,50.815,,,,
24,04/03/15,10:57:18,76.464,38.249,49.759,,,,
25,04/03/15,11:02:18,76.332,37.812,49.332,,,,
26,04/03/15,11:07:18,76.246,38.533,49.766,,,,
27,04/03/15,11:12:18,74.986,38.724,48.776,,,,
28,04/03/15,11:17:18,76.028,37.993,49.190,,,,
29,04/03/15,11:22:18,76.332,37.878,49.379,,,,
30,04/03/15,11:27:18,77.203,38.654,50.704,,,,
