"Plot Title:  10635580"
"#","Date","Time, GMT-05:00","Temp, °F (LGR S/N: 10635580, SEN S/N: 10635580, LBL:  10635580_T)","RH, % (LGR S/N: 10635580, SEN S/N: 10635580, LBL:  10635580_RH)","DewPt, °F (LGR S/N: 10635580, SEN S/N: 10635580)","Coupler Detached (LGR S/N: 10635580, SEN S/N: 10635580)","Coupler Attached (LGR S/N: 10635580, SEN S/N: 10635580)","Stopped (LGR S/N: 10635580, SEN S/N: 10635580)","End Of File (LGR S/N: 10635580, SEN S/N: 10635580)"
1,04/03/15,08:54:52,65.959,69.392,55.927,Logged,,,
2,04/03/15,08:59:52,66.429,68.326,55.976,,,,
3,04/03/15,09:04:52,66.429,68.238,55.942,,,,
4,04/03/15,09:09:52,66.600,68.431,56.181,,,,
5,04/03/15,09:14:52,66.857,66.925,55.845,,,,
6,04/03/15,09:19:52,66.985,66.435,55.774,,,,
7,04/03/15,09:24:52,67.329,65.489,55.726,,,,
8,04/03/15,09:29:52,67.586,64.858,55.717,,,,
9,04/03/15,09:34:52,68.142,63.625,55.742,,,,
10,04/03/15,09:39:52,68.871,62.340,55.893,,,,
11,04/03/15,09:44:52,69.557,61.435,56.156,,,,
12,04/03/15,09:49:52,70.115,59.753,55.945,,,,
13,04/03/15,09:54:52,70.243,57.468,55.027,,,,
14,04/03/15,09:59:52,71.146,55.691,55.035,,,,
15,04/03/15,10:04:52,71.964,53.424,54.684,,,,
16,04/03/15,10:09:52,72.997,50.423,54.088,,,,
17,04/03/15,10:14:52,73.515,51.692,55.236,,,,
18,04/03/15,10:19:52,74.381,50.177,55.229,,,,
19,04/03/15,10:24:52,73.731,46.754,52.725,,,,
20,04/03/15,10:29:52,74.511,46.037,53.019,,,,
21,04/03/15,10:34:52,74.424,44.421,51.975,,,,
22,04/03/15,10:39:52,75.594,42.195,51.642,,,,
23,04/03/15,10:44:52,76.246,42.072,52.149,,,,
24,04/03/15,10:49:52,75.810,42.078,51.762,,,,
25,04/03/15,10:54:52,76.768,41.125,52.000,,,,
26,04/03/15,10:59:52,76.854,38.403,50.216,,,,
27,04/03/15,11:04:52,76.332,38.670,49.939,,,,
28,04/03/15,11:09:52,76.246,40.209,50.920,,,,
29,04/03/15,11:14:52,75.810,38.343,49.244,,,,
30,04/03/15,11:19:52,75.637,40.009,50.239,,,,
31,04/03/15,11:24:52,76.681,38.459,50.101,,,,
32,04/03/15,11:29:52,78.733,38.179,51.730,,,,
33,04/03/15,11:34:52,77.945,37.440,50.495,,,,
34,04/03/15,11:39:52,77.596,36.757,49.685,,,,
35,04/03/15,11:44:52,79.392,37.653,51.933,,,,
36,04/03/15,11:49:52,77.815,37.101,50.131,,,,
37,04/03/15,11:54:52,79.480,35.728,50.574,,,,
38,04/03/15,11:59:52,79.567,36.299,51.085,,,,
39,04/03/15,12:04:52,80.537,35.550,51.368,,,,
40,04/03/15,12:09:52,80.008,33.880,49.584,,,,
41,04/03/15,12:14:52,80.625,33.643,49.932,,,,
42,04/03/15,12:19:52,81.023,31.773,48.709,,,,
43,04/03/15,12:24:52,81.819,30.726,48.479,,,,
44,04/03/15,12:29:52,80.713,30.166,47.019,,,,
45,04/03/15,12:34:52,81.244,31.649,48.792,,,,
46,04/03/15,12:39:52,81.730,31.638,49.206,,,,
47,04/03/15,12:44:52,81.154,31.915,48.947,,,,
48,04/03/15,12:49:52,81.819,32.522,50.043,,,,
49,04/03/15,12:54:52,82.085,28.489,46.632,,,,
50,04/03/15,12:59:52,82.575,26.521,45.086,,,,
51,04/03/15,13:04:52,82.263,27.744,46.058,,,,
52,04/03/15,13:09:52,82.218,28.769,47.016,,,,
53,04/03/15,13:14:52,83.287,27.822,47.008,,,,
54,04/03/15,13:19:52,82.886,28.524,47.352,,,,
55,04/03/15,13:24:52,83.199,28.880,47.961,,,,
56,04/03/15,13:29:52,83.064,29.148,48.101,,,,
57,04/03/15,13:34:52,82.708,28.243,46.927,,,,
58,04/03/15,13:39:52,82.308,26.338,44.670,,,,
59,04/03/15,13:44:52,82.976,27.157,46.076,,,,
60,04/03/15,13:49:52,82.665,27.006,45.658,,,,
61,04/03/15,13:54:52,84.362,26.043,46.099,,,,
62,04/03/15,13:59:52,83.736,26.017,45.541,,,,
63,04/03/15,14:04:52,85.262,26.010,46.825,,,,
64,04/03/15,14:09:52,84.227,25.277,45.163,,,,
65,04/03/15,14:14:52,82.931,25.502,44.314,,,,
66,04/03/15,14:19:52,83.914,25.438,45.073,,,,
67,04/03/15,14:24:52,83.646,25.323,44.722,,,,
68,04/03/15,14:29:52,84.542,24.319,44.362,,,,
69,04/03/15,14:34:52,84.990,24.614,45.072,,,,
70,04/03/15,14:39:52,83.914,24.157,43.651,,,,
71,04/03/15,14:44:52,84.049,25.719,45.489,,,,
72,04/03/15,14:49:52,84.452,24.940,44.982,,,,
73,04/03/15,14:54:52,84.722,25.573,45.901,,,,
74,04/03/15,14:59:52,85.307,25.666,46.494,,,,
75,04/03/15,15:04:52,85.939,24.616,45.869,,,,
76,04/03/15,15:09:52,85.307,23.932,44.560,,,,
77,04/03/15,15:14:52,84.542,23.416,43.320,,,,
78,04/03/15,15:19:52,84.542,22.859,42.658,,,,
79,04/03/15,15:24:52,84.677,23.977,44.085,,,,
80,04/03/15,15:29:52,84.272,24.240,44.047,,,,
81,04/03/15,15:34:52,84.227,24.793,44.631,,,,
82,04/03/15,15:39:52,83.914,25.403,45.036,,,,
83,04/03/15,15:44:52,84.722,25.020,45.297,,,,
84,04/03/15,15:49:52,84.857,24.748,45.108,,,,
85,04/03/15,15:54:52,84.632,25.535,45.784,,,,
86,04/03/15,15:59:52,84.272,25.002,44.899,,,,
87,04/03/15,16:04:52,85.397,24.838,45.662,,,,
88,04/03/15,16:09:52,85.262,25.802,46.603,,,,
89,04/03/15,16:14:52,84.452,26.943,47.115,,,,
90,04/03/15,16:19:52,84.497,26.255,46.438,,,,
91,04/03/15,16:24:52,83.914,26.921,46.634,,,,
92,04/03/15,16:29:52,84.049,27.614,47.451,,,,
93,04/03/15,16:34:52,83.869,27.710,47.394,,,,
94,04/03/15,16:39:52,84.094,27.616,47.491,,,,
95,04/03/15,16:44:52,84.004,27.853,47.649,,,,
96,04/03/15,16:49:52,83.914,27.952,47.671,,,,
97,04/03/15,16:54:52,82.976,29.076,47.955,,,,
98,04/03/15,16:59:52,82.886,28.730,47.550,,,,
99,04/03/15,17:04:52,82.708,29.064,47.716,,,,
100,04/03/15,17:09:52,82.530,29.909,48.351,,,,
101,04/03/15,17:14:52,82.218,29.520,47.723,,,,
102,04/03/15,17:19:52,82.175,29.654,47.809,,,,
103,04/03/15,17:24:52,82.308,30.409,48.616,,,,
104,04/03/15,17:29:52,82.218,30.133,48.288,,,,
105,04/03/15,17:34:52,82.263,30.747,48.882,,,,
106,04/03/15,17:39:52,81.952,31.242,49.051,,,,
107,04/03/15,17:44:52,82.085,30.943,48.902,,,,
108,04/03/15,17:49:52,81.066,31.640,48.632,,,,
109,04/03/15,17:54:52,80.713,32.232,48.834,,,,
110,04/03/15,17:59:52,80.802,32.304,48.970,,,,
111,04/03/15,18:04:52,80.890,31.699,48.529,,,,
112,04/03/15,18:09:52,80.802,32.439,49.086,,,,
113,04/03/15,18:14:52,80.802,32.304,48.970,,,,
